,CARD,DECK,BALLOT,S83.Q1,S83.Q2.1,S83.Q2.2,S83.Q3,S83.Q4A,S83.Q4B,S83.Q4C,S83.Q4D,S83.Q5.1,S83.Q5.2,S83.Q6.1,S83.Q6.2,S83.Q7,S83.Q8,S83.Q9,S83.Q10,S83.Q11,S83.Q12,S83.Q13,S83.Q14A.n,S83.Q14B.n,S83.Q14C.n,S83.Q14D.n,S83.Q15A.n,S83.Q15B.n,S83.Q15C.n,S83.Q15D.n,S83.Q16.n,S83.Q17A.n,S83.Q17B.n,S83.Q18,S83.Q19,S83.Q20,S83.Q21,S83.Q22,S83.Q23A,S83.Q23B,S83.Q24,S83.Q25A.1,S83.Q25A.2,S83.Q25A.3,S83.Q25A.4,S83.Q25A.5,S83.Q25A.6,S83.Q25A.7,S83.Q25A.8,S83.Q25A.9,S83.Q25A.10,S83.Q25B,S83.Q26,S83.Q27,S83.Q28,S83.Q29,S83.Q30,S83.Q31,S83.Q32,S83.Q33,S83.Q34,S83.Q35,S83.Q36,S83.Q37,S83.Q38,S83.Q39,S83.Q40,S83.Q41,S83.Q42,S83.Q43,S83.Q44,S83.Q45,S83.Q46,S83.Q47,S83.Q48,CARD..1,DECK..1,BALLOT..1,S83.Q49,S83.V50,S83.V51,S83.V52,S83.V53,S83.V54,S83.V55
168,1.0,83.0,169.0,3.0,6.0,38.0,5.0,0.0,21.0,10.0,99.0,2.0,15.0,5.0,57.0,7.0,2.0,3.0,2.0,1.0,6.0,1.0,,,,,,,,,,,,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,6.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,83.0,169.0,1.0,3.0,0.0,6.0,3.0,32300.0,44065.0
169,1.0,83.0,170.0,3.0,5.0,42.0,4.0,0.0,9.0,10.0,0.0,4.0,97.0,3.0,35.0,7.0,2.0,2.0,5.0,10.0,6.0,2.0,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,83.0,170.0,2.0,1.0,0.0,5.0,3.0,11321.0,43945.0
170,1.0,83.0,171.0,3.0,6.0,35.0,4.0,3.0,9.0,11.0,99.0,1.0,13.0,5.0,58.0,6.0,2.0,2.0,3.0,9.0,2.0,2.0,,,,,,,,,,,,3.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,6.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,83.0,171.0,1.0,1.0,2.0,6.0,3.0,31112.0,31171.0
171,1.0,83.0,172.0,3.0,12.0,37.0,4.0,5.0,8.0,11.0,99.0,3.0,15.0,5.0,58.0,6.0,2.0,2.0,2.0,10.0,2.0,2.0,,,,,,,,,,,,3.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,6.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,83.0,172.0,1.0,1.0,0.0,5.0,2.0,31201.0,31281.0
172,1.0,83.0,173.0,3.0,8.0,42.0,4.0,99.0,6.0,11.0,99.0,8.0,10.0,5.0,58.0,6.0,2.0,2.0,4.0,2.0,2.0,2.0,,,,,,,,,,,,3.0,3.0,1.0,1.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,2.0,6.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,83.0,173.0,2.0,0.0,1.0,6.0,2.0,12202.0,32301.0
173,1.0,83.0,174.0,3.0,7.0,42.0,4.0,99.0,6.0,11.0,99.0,11.0,8.0,2.0,21.0,6.0,2.0,2.0,4.0,1.0,6.0,1.0,,,,,,,,,,,,3.0,3.0,4.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,6.0,4.0,5.0,5.0,1.0,1.0,5.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,1.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,83.0,174.0,1.0,1.0,1.0,3.0,1.0,21031.0,22332.0
174,1.0,83.0,175.0,3.0,6.0,36.0,5.0,59.0,32.0,11.0,0.0,5.0,10.0,5.0,56.0,6.0,2.0,2.0,3.0,10.0,2.0,2.0,,,,,,,,,,,,3.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,6.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,83.0,175.0,1.0,1.0,2.0,3.0,3.0,12202.0,42945.0
175,1.0,83.0,176.0,3.0,6.0,26.0,5.0,99.0,12.0,11.0,99.0,6.0,1.0,5.0,58.0,6.0,2.0,2.0,2.0,5.0,2.0,2.0,,,,,,,,,,,,3.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,3.0,1.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,83.0,176.0,1.0,1.0,2.0,2.0,2.0,12131.0,43455.0
176,1.0,83.0,177.0,3.0,5.0,31.0,4.0,3.0,8.0,11.0,0.0,3.0,10.0,5.0,59.0,7.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,3.0,2.0,2.0,1.0,2.0,3.0,6.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,6.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,83.0,177.0,1.0,0.0,2.0,1.0,0.0,2331.0,31641.0
177,1.0,83.0,178.0,3.0,6.0,39.0,4.0,4.0,7.0,11.0,99.0,4.0,11.0,3.0,33.0,7.0,2.0,2.0,3.0,4.0,4.0,2.0,,,,,,,,,,,,3.0,3.0,2.0,3.0,2.0,3.0,6.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,6.0,4.0,3.0,3.0,5.0,4.0,5.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,83.0,178.0,1.0,0.0,3.0,0.0,0.0,12330.0,11812.0
178,1.0,83.0,179.0,3.0,7.0,31.0,5.0,8.0,8.0,12.0,99.0,3.0,9.0,5.0,58.0,6.0,2.0,2.0,3.0,8.0,2.0,2.0,,,,,,,,,,,,3.0,2.0,2.0,1.0,2.0,3.0,6.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,6.0,4.0,3.0,3.0,5.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,83.0,179.0,1.0,0.0,2.0,1.0,1.0,22102.0,31791.0
179,1.0,83.0,180.0,3.0,12.0,42.0,4.0,0.0,0.0,12.0,0.0,2.0,4.0,5.0,57.0,6.0,2.0,2.0,3.0,10.0,6.0,1.0,,,,,,,,,,,,3.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,83.0,180.0,1.0,1.0,2.0,6.0,5.0,32202.0,31831.0
180,1.0,83.0,181.0,3.0,6.0,30.0,5.0,0.0,25.0,12.0,0.0,12.0,8.0,5.0,57.0,6.0,2.0,3.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,4.0,1.0,3.0,3.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,1.0,0.0,0.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,83.0,181.0,1.0,1.0,2.0,3.0,2.0,10202.0,21251.0
181,1.0,83.0,182.0,3.0,5.0,32.0,4.0,3.0,7.0,12.0,99.0,10.0,10.0,5.0,57.0,6.0,2.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,1.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,83.0,182.0,2.0,1.0,1.0,7.0,2.0,30303.0,21711.0
182,1.0,83.0,183.0,3.0,11.0,34.0,4.0,0.0,6.0,12.0,99.0,8.0,11.0,3.0,35.0,6.0,2.0,2.0,4.0,2.0,4.0,2.0,,,,,,,,,,,,3.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,83.0,183.0,1.0,0.0,0.0,5.0,2.0,2130.0,22081.0
183,1.0,83.0,184.0,3.0,6.0,33.0,5.0,99.0,15.0,12.0,99.0,5.0,11.0,5.0,56.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,3.0,2.0,2.0,1.0,2.0,3.0,6.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,83.0,184.0,1.0,0.0,2.0,2.0,0.0,12332.0,43745.0
184,1.0,83.0,185.0,3.0,1.0,40.0,5.0,18.0,6.0,12.0,0.0,11.0,18.0,5.0,56.0,6.0,2.0,2.0,3.0,4.0,2.0,1.0,,,,,,,,,,,,3.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,6.0,4.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,83.0,185.0,1.0,2.0,1.0,4.0,3.0,22311.0,42995.0
185,1.0,83.0,186.0,3.0,4.0,40.0,5.0,15.0,7.0,12.0,99.0,3.0,11.0,5.0,58.0,6.0,2.0,2.0,4.0,4.0,4.0,2.0,,,,,,,,,,,,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,6.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,83.0,186.0,1.0,1.0,3.0,1.0,1.0,10020.0,42855.0
186,1.0,83.0,187.0,3.0,7.0,42.0,4.0,0.0,6.0,12.0,0.0,12.0,9.0,8.0,84.0,7.0,2.0,2.0,4.0,1.0,6.0,1.0,,,,,,,,,,,,3.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,83.0,187.0,1.0,3.0,0.0,7.0,4.0,11302.0,22482.0
187,1.0,83.0,188.0,3.0,3.0,37.0,5.0,62.0,8.0,12.0,99.0,5.0,8.0,2.0,23.0,7.0,2.0,2.0,3.0,8.0,4.0,2.0,,,,,,,,,,,,4.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,6.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,83.0,188.0,1.0,1.0,1.0,6.0,2.0,10303.0,43045.0
188,1.0,83.0,189.0,3.0,6.0,42.0,4.0,0.0,7.0,12.0,99.0,10.0,6.0,5.0,56.0,7.0,2.0,2.0,2.0,3.0,6.0,2.0,,,,,,,,,,,,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,6.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,83.0,189.0,1.0,1.0,2.0,4.0,2.0,31303.0,43145.0
189,1.0,83.0,190.0,3.0,6.0,39.0,4.0,0.0,8.0,13.0,0.0,3.0,15.0,5.0,59.0,6.0,2.0,2.0,3.0,1.0,6.0,2.0,,,,,,,,,,,,3.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,6.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,83.0,190.0,1.0,1.0,2.0,6.0,2.0,1103.0,41892.0
190,1.0,83.0,191.0,3.0,12.0,31.0,4.0,99.0,9.0,13.0,99.0,12.0,5.0,5.0,56.0,6.0,2.0,2.0,3.0,1.0,6.0,1.0,,,,,,,,,,,,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,83.0,191.0,1.0,2.0,0.0,7.0,4.0,12232.0,41822.0
191,1.0,83.0,192.0,3.0,12.0,42.0,4.0,0.0,0.0,13.0,0.0,4.0,99.0,6.0,62.0,6.0,2.0,2.0,2.0,4.0,6.0,1.0,,,,,,,,,,,,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,6.0,4.0,5.0,3.0,4.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,83.0,192.0,1.0,0.0,1.0,2.0,3.0,10302.0,41361.0
192,1.0,83.0,193.0,3.0,7.0,33.0,5.0,0.0,26.0,13.0,99.0,6.0,9.0,2.0,21.0,6.0,2.0,2.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,2.0,2.0,2.0,1.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,2.0,6.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,83.0,193.0,1.0,0.0,2.0,2.0,2.0,21303.0,21851.0
193,1.0,83.0,194.0,3.0,5.0,28.0,4.0,99.0,7.0,13.0,99.0,6.0,6.0,6.0,63.0,6.0,2.0,2.0,3.0,8.0,2.0,2.0,,,,,,,,,,,,3.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,6.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,83.0,194.0,2.0,1.0,0.0,5.0,1.0,22210.0,21931.0
194,1.0,83.0,195.0,3.0,5.0,31.0,4.0,0.0,7.0,14.0,0.0,10.0,9.0,5.0,58.0,6.0,2.0,2.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,3.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,6.0,4.0,3.0,3.0,3.0,1.0,4.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,83.0,195.0,2.0,1.0,2.0,2.0,2.0,12312.0,32221.0
195,1.0,83.0,196.0,3.0,6.0,26.0,4.0,0.0,10.0,14.0,0.0,4.0,5.0,6.0,63.0,6.0,2.0,2.0,3.0,7.0,2.0,2.0,,,,,,,,,,,,3.0,3.0,2.0,1.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,1.0,4.0,1.0,5.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,83.0,196.0,1.0,0.0,3.0,0.0,2.0,12222.0,32381.0
196,1.0,83.0,197.0,3.0,5.0,30.0,4.0,0.0,7.0,14.0,99.0,5.0,7.0,7.0,72.0,6.0,2.0,2.0,4.0,4.0,2.0,2.0,,,,,,,,,,,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,6.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,83.0,197.0,1.0,1.0,2.0,2.0,4.0,22202.0,21761.0
197,1.0,83.0,198.0,3.0,6.0,38.0,5.0,6.0,17.0,14.0,99.0,8.0,13.0,5.0,56.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,3.0,2.0,1.0,1.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,2.0,6.0,4.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,83.0,198.0,2.0,0.0,1.0,3.0,2.0,2302.0,42415.0
198,1.0,83.0,199.0,3.0,12.0,40.0,5.0,0.0,17.0,14.0,0.0,8.0,17.0,7.0,72.0,6.0,2.0,2.0,3.0,1.0,6.0,1.0,,,,,,,,,,,,3.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,6.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,83.0,199.0,1.0,1.0,0.0,6.0,4.0,21302.0,42555.0
199,1.0,83.0,200.0,3.0,1.0,39.0,5.0,13.0,7.0,14.0,99.0,9.0,11.0,5.0,58.0,7.0,2.0,2.0,2.0,7.0,2.0,1.0,,,,,,,,,,,,3.0,1.0,1.0,1.0,2.0,3.0,6.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,6.0,4.0,5.0,2.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,83.0,200.0,1.0,0.0,1.0,5.0,0.0,2323.0,32291.0
200,1.0,83.0,201.0,3.0,4.0,40.0,5.0,12.0,7.0,14.0,0.0,1.0,13.0,6.0,61.0,7.0,2.0,2.0,3.0,4.0,4.0,2.0,,,,,,,,,,,,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,83.0,201.0,1.0,1.0,3.0,1.0,2.0,22330.0,11832.0
201,1.0,83.0,202.0,3.0,2.0,33.0,4.0,30.0,8.0,14.0,99.0,7.0,5.0,2.0,22.0,7.0,1.0,1.0,1.0,11.0,4.0,2.0,,,,,,,,,,,,3.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,83.0,202.0,1.0,2.0,0.0,5.0,5.0,32303.0,11992.0
202,1.0,83.0,203.0,3.0,9.0,35.0,4.0,0.0,8.0,14.0,0.0,10.0,4.0,2.0,21.0,7.0,2.0,2.0,4.0,1.0,6.0,1.0,,,,,,,,,,,,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,6.0,4.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,83.0,203.0,2.0,1.0,0.0,6.0,3.0,12320.0,41942.0
203,1.0,83.0,204.0,3.0,12.0,34.0,5.0,0.0,10.0,14.0,99.0,10.0,10.0,5.0,57.0,7.0,2.0,2.0,3.0,1.0,6.0,1.0,,,,,,,,,,,,3.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,6.0,4.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,83.0,204.0,1.0,1.0,0.0,4.0,4.0,12322.0,42885.0
204,1.0,83.0,205.0,3.0,5.0,35.0,4.0,2.0,8.0,15.0,99.0,7.0,13.0,6.0,63.0,6.0,2.0,3.0,3.0,8.0,2.0,1.0,,,,,,,,,,,,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,6.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,83.0,205.0,1.0,1.0,2.0,5.0,3.0,2201.0,31981.0
205,1.0,83.0,206.0,3.0,10.0,23.0,4.0,0.0,0.0,15.0,0.0,9.0,2.0,5.0,53.0,6.0,2.0,3.0,2.0,8.0,2.0,2.0,,,,,,,,,,,,3.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,83.0,206.0,1.0,1.0,0.0,5.0,1.0,2040.0,11391.0
206,1.0,83.0,207.0,3.0,5.0,27.0,5.0,99.0,12.0,15.0,99.0,10.0,5.0,5.0,57.0,6.0,2.0,2.0,4.0,7.0,2.0,2.0,,,,,,,,,,,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,6.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,83.0,207.0,1.0,1.0,1.0,6.0,4.0,32202.0,41081.0
207,1.0,83.0,208.0,3.0,9.0,41.0,5.0,6.0,6.0,15.0,99.0,4.0,13.0,5.0,53.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,3.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,6.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,83.0,208.0,1.0,1.0,1.0,3.0,4.0,32302.0,41181.0
208,1.0,83.0,209.0,3.0,5.0,34.0,5.0,36.0,63.0,15.0,99.0,5.0,5.0,6.0,64.0,6.0,1.0,1.0,1.0,7.0,2.0,2.0,,,,,,,,,,,,2.0,2.0,4.0,1.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,6.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,83.0,209.0,1.0,2.0,2.0,4.0,2.0,20302.0,21321.0
209,1.0,83.0,210.0,3.0,3.0,30.0,4.0,0.0,7.0,15.0,99.0,3.0,8.0,3.0,33.0,6.0,2.0,2.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,3.0,2.0,2.0,3.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,83.0,210.0,1.0,0.0,2.0,2.0,0.0,2141.0,21101.0
