,CARD,DECK,BALLOT,FORM,S100C.Q1,S100C.Q2,S100C.Q3,S100C.Q4,S100C.Q5,S100C.Q6,S100C.Q7A.n,S100C.Q7B,S100C.Q7C,S100C.Q8,S100C.Q9,S100C.Q10,S100C.Q11,S100C.Q12,S100C.Q13,S100C.Q14,S100C.Q15.n,S100C.Q16A,S100C.Q16B,S100C.Q17A,S100C.Q17B,S100C.Q18.n,S100C.Q19,S100C.Q20,S100C.Q21A,S100C.Q21B,S100C.Q22,S100C.Q23,S100C.Q24,S100C.Q25,S100C.Q26,S100C.Q27,S100C.Q28,S100C.Q29A,S100C.Q29B,S100C.Q29C,S100C.Q29D,S100C.Q29E,S100C.Q29F,S100C.Q29G,S100C.Q30A,S100C.Q30B,S100C.Q31,S100C.Q32A,S100C.Q32B,S100C.Q32C,S100C.Q33,S100C.Q34,S100C.Q35,S100C.Q36A,S100C.Q36B.n,S100C.Q37,S100C.Q38,S100C.Q39,S100C.Q40.n,S100C.Q40A.n,S100C.Q40B.n,S100C.Q41,S100C.Q42.1,S100C.Q42.2,S100C.Q43A,S100C.Q43B,S100C.Q43C,S100C.Q44,S100C.Q45A,S100C.Q45B,S100C.Q46A,S100C.Q46B,S100C.Q47A.n,S100C.Q47B.n,S100C.Q48,CARD..1,DECK..1,BALLOT..1,FORM..1,S100C.Q49A,S100C.Q49B,S100C.Q49C,S100C.Q49D,S100C.Q49E,S100C.Q49F,S100C.Q49G,S100C.Q49H,S100C.Q50A,S100C.Q50B,S100C.Q50C,S100C.Q51A.n,S100C.Q51B.n,S100C.Q52.n,S100C.Q53A,S100C.Q53B,S100C.Q53C,S100C.Q54,S100C.Q55A,S100C.Q55B,S100C.Q56.n,S100C.V57,S100C.V58
195,1.0,100.0,196.0,3.0,2.0,1.0,2.0,2.0,1.0,6.0,,28.0,5.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,,2.0,1.0,2.0,1.0,,3.0,0.0,2.0,1.0,3.0,0.0,4.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,0.0,3.0,5.0,3.0,1.0,2.0,0.0,,2.0,2.0,1.0,,,,3.0,7.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,,,2.0,2.0,100.0,196.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,0.0,,,,2.0,3.0,1.0,2.0,0.0,0.0,,3.0,28.0
196,1.0,100.0,197.0,3.0,2.0,1.0,5.0,1.0,1.0,6.0,,300.0,30.0,2.0,3.0,3.0,1.0,1.0,3.0,4.0,,3.0,1.0,3.0,1.0,,1.0,8.0,1.0,3.0,4.0,5.0,3.0,3.0,3.0,1.0,1.0,0.0,4.0,2.0,4.0,5.0,1.0,5.0,1.0,2.0,1.0,8.0,3.0,3.0,3.0,1.0,1.0,0.0,,1.0,2.0,1.0,,,,4.0,0.0,4.0,3.0,1.0,2.0,2.0,3.0,5.0,2.0,1.0,,,1.0,2.0,100.0,197.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,,,,1.0,1.0,1.0,2.0,2.0,2.0,,1.0,43.0
197,1.0,100.0,198.0,3.0,2.0,1.0,3.0,3.0,1.0,5.0,,15.0,4.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0,,3.0,3.0,4.0,3.0,,3.0,8.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,1.0,2.0,3.0,3.0,0.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,,3.0,4.0,1.0,,,,4.0,6.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,,,2.0,2.0,100.0,198.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,3.0,,,,2.0,2.0,2.0,2.0,1.0,1.0,,10.0,47.0
198,1.0,100.0,199.0,3.0,2.0,1.0,2.0,3.0,1.0,5.0,,75.0,14.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,,3.0,2.0,2.0,2.0,,2.0,1.0,2.0,0.0,7.0,3.0,4.0,3.0,3.0,1.0,1.0,0.0,5.0,3.0,5.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,2.0,0.0,,3.0,2.0,1.0,,,,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,2.0,100.0,199.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,,,,1.0,3.0,0.0,1.0,0.0,2.0,,10.0,46.0
199,1.0,100.0,200.0,3.0,2.0,1.0,5.0,4.0,3.0,1.0,,100.0,12.0,4.0,3.0,2.0,0.0,1.0,2.0,2.0,,3.0,2.0,3.0,2.0,,4.0,8.0,1.0,2.0,8.0,2.0,4.0,3.0,2.0,1.0,1.0,5.0,2.0,1.0,4.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,0.0,3.0,,2.0,2.0,1.0,,,,3.0,8.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,,,3.0,2.0,100.0,200.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,,,,1.0,3.0,1.0,2.0,2.0,1.0,,6.0,38.0
200,1.0,100.0,201.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,,120.0,10.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,,3.0,2.0,2.0,2.0,,3.0,0.0,2.0,1.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,0.0,,3.0,4.0,1.0,,,,4.0,9.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,,,1.0,2.0,100.0,201.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,,,,3.0,3.0,3.0,2.0,0.0,0.0,,9.0,41.0
201,1.0,100.0,202.0,3.0,2.0,1.0,2.0,4.0,1.0,3.0,,60.0,21.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,4.0,1.0,4.0,1.0,,3.0,8.0,1.0,2.0,7.0,3.0,4.0,3.0,2.0,1.0,1.0,2.0,5.0,1.0,5.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,3.0,,2.0,3.0,2.0,,,,3.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,,,2.0,2.0,100.0,202.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,,,,1.0,2.0,2.0,2.0,1.0,2.0,,7.0,41.0
202,1.0,100.0,203.0,3.0,2.0,1.0,4.0,4.0,1.0,3.0,,75.0,27.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,,4.0,1.0,4.0,1.0,,2.0,8.0,3.0,2.0,8.0,4.0,4.0,2.0,2.0,3.0,3.0,6.0,1.0,2.0,5.0,5.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,3.0,2.0,3.0,0.0,3.0,,3.0,2.0,1.0,,,,4.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,,,0.0,2.0,100.0,203.0,3.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,2.0,1.0,2.0,0.0,0.0,,11.0,30.0
203,1.0,100.0,204.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,,30.0,8.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,,4.0,3.0,4.0,3.0,,1.0,8.0,3.0,1.0,8.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,5.0,,3.0,1.0,1.0,,,,3.0,7.0,4.0,1.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,,,1.0,2.0,100.0,204.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,,,,2.0,2.0,2.0,2.0,1.0,1.0,,4.0,32.0
204,1.0,100.0,205.0,3.0,2.0,1.0,5.0,3.0,1.0,1.0,,0.0,13.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,,4.0,3.0,4.0,0.0,,3.0,1.0,2.0,2.0,10.0,0.0,3.0,3.0,2.0,3.0,3.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,,3.0,4.0,3.0,,,,4.0,3.0,3.0,2.0,1.0,4.0,4.0,1.0,5.0,2.0,1.0,,,1.0,2.0,100.0,205.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,4.0,2.0,4.0,,,,3.0,2.0,2.0,2.0,0.0,2.0,,1.0,53.0
205,1.0,100.0,206.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,,4.0,999.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,,4.0,3.0,2.0,3.0,,3.0,0.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,5.0,1.0,5.0,3.0,2.0,1.0,1.0,2.0,5.0,3.0,2.0,1.0,6.0,,3.0,2.0,3.0,,,,3.0,8.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,1.0,1.0,,,4.0,2.0,100.0,206.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,,,,1.0,2.0,1.0,2.0,1.0,0.0,,14.0,38.0
206,1.0,100.0,207.0,3.0,2.0,1.0,4.0,6.0,1.0,7.0,,39.0,39.0,3.0,3.0,1.0,4.0,4.0,2.0,3.0,,1.0,1.0,4.0,1.0,,4.0,8.0,1.0,1.0,4.0,6.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,1.0,1.0,3.0,,1.0,1.0,1.0,,,,4.0,2.0,2.0,3.0,1.0,4.0,4.0,1.0,5.0,2.0,2.0,,,1.0,2.0,100.0,207.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,4.0,,,,1.0,0.0,1.0,2.0,1.0,1.0,,19.0,47.0
207,1.0,100.0,208.0,3.0,2.0,1.0,5.0,4.0,1.0,7.0,,30.0,12.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,,4.0,1.0,4.0,1.0,,3.0,0.0,1.0,2.0,4.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,5.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,3.0,,3.0,2.0,1.0,,,,4.0,1.0,2.0,4.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,,,0.0,2.0,100.0,208.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,,,,1.0,1.0,1.0,2.0,2.0,2.0,,14.0,40.0
208,1.0,100.0,209.0,3.0,2.0,1.0,4.0,1.0,1.0,4.0,,60.0,12.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,,1.0,1.0,2.0,1.0,,2.0,0.0,0.0,1.0,4.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,4.0,,2.0,3.0,1.0,,,,3.0,10.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,2.0,,,1.0,2.0,100.0,209.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,20.0,42.0
209,1.0,100.0,210.0,3.0,2.0,1.0,4.0,2.0,1.0,4.0,,60.0,11.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,,3.0,2.0,3.0,2.0,,3.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,5.0,5.0,1.0,5.0,2.0,3.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,,3.0,2.0,1.0,,,,4.0,4.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,,,3.0,2.0,100.0,210.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,3.0,,,,1.0,2.0,1.0,0.0,2.0,2.0,,18.0,31.0
210,1.0,100.0,211.0,3.0,2.0,2.0,5.0,3.0,1.0,2.0,,999.0,15.0,4.0,3.0,1.0,2.0,1.0,1.0,4.0,,4.0,3.0,4.0,3.0,,3.0,1.0,2.0,2.0,8.0,3.0,4.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,3.0,3.0,2.0,1.0,,0.0,4.0,3.0,,,,4.0,10.0,4.0,1.0,1.0,4.0,4.0,2.0,3.0,2.0,2.0,,,1.0,2.0,100.0,211.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,5.0,4.0,4.0,,,,1.0,2.0,3.0,2.0,2.0,2.0,,18.0,27.0
211,1.0,100.0,212.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,,25.0,14.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,,3.0,2.0,2.0,2.0,,2.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0,5.0,2.0,2.0,2.0,5.0,1.0,5.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,2.0,1.0,,2.0,4.0,1.0,,,,3.0,11.0,3.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,,,1.0,2.0,100.0,212.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,,,,2.0,2.0,0.0,2.0,1.0,2.0,,21.0,31.0
212,1.0,100.0,213.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,,60.0,60.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,,4.0,2.0,3.0,2.0,,4.0,1.0,2.0,2.0,5.0,2.0,2.0,3.0,3.0,1.0,3.0,5.0,3.0,5.0,5.0,5.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,5.0,2.0,2.0,2.0,1.0,,3.0,4.0,1.0,,,,4.0,4.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,,,4.0,2.0,100.0,213.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,3.0,3.0,3.0,2.0,2.0,1.0,,22.0,52.0
213,1.0,100.0,214.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,,24.0,11.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,,3.0,2.0,3.0,2.0,,3.0,0.0,2.0,2.0,5.0,3.0,4.0,3.0,3.0,1.0,1.0,5.0,3.0,4.0,5.0,5.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,4.0,1.0,,,,3.0,9.0,3.0,1.0,1.0,3.0,4.0,2.0,4.0,1.0,0.0,,,1.0,2.0,100.0,214.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,,,,2.0,2.0,0.0,2.0,0.0,2.0,,21.0,45.0
214,1.0,100.0,215.0,3.0,2.0,1.0,3.0,3.0,1.0,5.0,,30.0,14.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,,4.0,3.0,3.0,3.0,,1.0,1.0,2.0,2.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,5.0,5.0,1.0,5.0,1.0,3.0,1.0,1.0,4.0,4.0,3.0,2.0,1.0,3.0,,3.0,3.0,1.0,,,,4.0,5.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,,,2.0,2.0,100.0,215.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,1.0,1.0,,,,2.0,1.0,3.0,2.0,1.0,2.0,,18.0,24.0
215,1.0,100.0,216.0,3.0,2.0,1.0,2.0,4.0,1.0,4.0,,30.0,10.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,4.0,2.0,3.0,1.0,,1.0,8.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,5.0,1.0,3.0,2.0,2.0,3.0,9.0,3.0,2.0,2.0,2.0,1.0,2.0,,1.0,2.0,1.0,,,,3.0,3.0,4.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,,,4.0,2.0,100.0,216.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,,,,1.0,2.0,1.0,2.0,2.0,2.0,,16.0,42.0
216,1.0,100.0,217.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,,50.0,12.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,4.0,2.0,3.0,2.0,,2.0,8.0,1.0,0.0,5.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,5.0,5.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,,0.0,3.0,1.0,,,,4.0,12.0,2.0,3.0,1.0,2.0,4.0,1.0,4.0,2.0,1.0,,,1.0,2.0,100.0,217.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,,,,1.0,0.0,0.0,2.0,0.0,0.0,,14.0,43.0
217,1.0,100.0,218.0,3.0,2.0,1.0,2.0,5.0,1.0,2.0,,50.0,15.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,3.0,2.0,3.0,2.0,,1.0,8.0,1.0,0.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,3.0,10.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,4.0,2.0,100.0,218.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,2.0,,21.0,49.0
218,1.0,100.0,219.0,3.0,2.0,1.0,2.0,4.0,1.0,4.0,,75.0,45.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,,3.0,2.0,3.0,0.0,,2.0,8.0,1.0,1.0,3.0,0.0,4.0,3.0,3.0,1.0,1.0,0.0,3.0,5.0,5.0,5.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,3.0,,1.0,4.0,1.0,,,,3.0,4.0,4.0,1.0,2.0,4.0,3.0,3.0,4.0,2.0,1.0,,,3.0,2.0,100.0,219.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,,,,1.0,2.0,3.0,2.0,1.0,2.0,,24.0,21.0
219,1.0,100.0,220.0,3.0,2.0,1.0,2.0,1.0,1.0,6.0,,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,4.0,1.0,,1.0,8.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,8.0,4.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,,,,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,4.0,2.0,100.0,220.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,2.0,,22.0,49.0
220,1.0,100.0,221.0,3.0,2.0,1.0,2.0,2.0,1.0,6.0,,90.0,999.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,,1.0,1.0,2.0,1.0,,1.0,8.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,0.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,6.0,,2.0,2.0,1.0,,,,3.0,4.0,4.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,,,3.0,2.0,100.0,221.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,,,,3.0,3.0,3.0,2.0,2.0,2.0,,17.0,46.0
221,1.0,100.0,222.0,3.0,2.0,1.0,5.0,1.0,1.0,5.0,,33.0,12.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,,1.0,8.0,2.0,2.0,3.0,6.0,4.0,3.0,0.0,1.0,3.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,3.0,1.0,8.0,2.0,2.0,2.0,4.0,1.0,1.0,,1.0,2.0,1.0,,,,4.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,3.0,2.0,2.0,,,1.0,2.0,100.0,222.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,,,,1.0,1.0,1.0,2.0,0.0,2.0,,24.0,18.0
222,1.0,100.0,223.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,,28.0,11.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,,1.0,3.0,2.0,1.0,,2.0,2.0,0.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,0.0,3.0,2.0,1.0,5.0,5.0,1.0,3.0,0.0,1.0,3.0,4.0,3.0,4.0,2.0,3.0,1.0,1.0,,3.0,2.0,2.0,,,,4.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,,,2.0,2.0,100.0,223.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,3.0,,,,1.0,2.0,3.0,2.0,0.0,0.0,,21.0,33.0
223,1.0,100.0,224.0,3.0,2.0,1.0,5.0,5.0,1.0,4.0,,11.0,11.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,,2.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,,2.0,4.0,1.0,,,,4.0,7.0,4.0,4.0,2.0,4.0,3.0,1.0,4.0,2.0,2.0,,,3.0,2.0,100.0,224.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,2.0,,23.0,39.0
224,1.0,100.0,225.0,3.0,2.0,1.0,5.0,5.0,1.0,1.0,,15.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,,3.0,2.0,2.0,2.0,,1.0,0.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,5.0,1.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,,1.0,4.0,1.0,,,,3.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,,,2.0,2.0,100.0,225.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,,,,1.0,2.0,1.0,2.0,1.0,2.0,,21.0,42.0
225,1.0,100.0,226.0,3.0,2.0,1.0,3.0,3.0,1.0,5.0,,24.0,9.0,4.0,1.0,2.0,4.0,2.0,1.0,2.0,,4.0,3.0,4.0,3.0,,1.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,3.0,,0.0,3.0,1.0,,,,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,,,4.0,2.0,100.0,226.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,2.0,2.0,2.0,,19.0,58.0
226,1.0,100.0,227.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,,60.0,12.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,,4.0,1.0,2.0,1.0,,2.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,5.0,3.0,3.0,2.0,1.0,,2.0,2.0,1.0,,,,4.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,,,3.0,2.0,100.0,227.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,,,,2.0,2.0,2.0,2.0,1.0,1.0,,15.0,23.0
227,1.0,100.0,228.0,3.0,2.0,1.0,2.0,4.0,1.0,5.0,,40.0,30.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,,4.0,2.0,4.0,2.0,,0.0,8.0,2.0,2.0,3.0,6.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,,3.0,1.0,1.0,,,,3.0,4.0,4.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,,,1.0,2.0,100.0,228.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,4.0,2.0,2.0,,,,1.0,2.0,1.0,2.0,1.0,2.0,,19.0,45.0
228,1.0,100.0,229.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,,45.0,30.0,2.0,3.0,2.0,2.0,2.0,3.0,0.0,,3.0,1.0,3.0,1.0,,2.0,8.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,2.0,4.0,3.0,3.0,5.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,3.0,,2.0,0.0,1.0,,,,3.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,0.0,2.0,1.0,,,3.0,2.0,100.0,229.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,4.0,2.0,,,,1.0,1.0,1.0,2.0,2.0,1.0,,19.0,40.0
229,1.0,100.0,230.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,62.0,20.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,4.0,1.0,2.0,1.0,,1.0,1.0,2.0,2.0,4.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,,1.0,4.0,2.0,,,,4.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,2.0,,,2.0,2.0,100.0,230.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,2.0,,7.0,32.0
