,CARD,DECK,BALLOT,FORM,S192B.Q1,S192B.Q2,S192B.Q3,S192B.Q4,S192B.Q5,S192B.Q6,S192B.Q7,S192B.Q8A,S192B.Q8B,S192B.Q9,S192B.Q10,S192B.Q11,S192B.Q12,S192B.Q13,S192B.Q14,S192B.Q15,S192B.Q16,S192B.Q17,S192B.Q18,S192B.Q19,S192B.Q20,S192B.Q21,S192B.Q22,S192B.Q23,S192B.Q24,S192B.Q25,S192B.Q26,S192B.Q27,S192B.Q28,S192B.Q29,S192B.Q30,S192B.Q31,S192B.Q32A,S192B.Q32B,S192B.Q33,S192B.Q34,S192B.Q35,S192B.Q36.n,S192B.Q37,S192B.Q38,S192B.Q39,S192B.Q40A,S192B.Q40B,S192B.Q41,S192B.Q42,S192B.Q43,S192B.Q44,S192B.Q45,S192B.Q46,S192B.Q47,S192B.Q48,S192B.Q49,S192B.Q50A,S192B.Q50B,S192B.Q50C,S192B.Q50D,S192B.Q50E,S192B.Q50F,S192B.Q50G,S192B.Q50H,S192B.Q51.n,S192B.Q52,S192B.Q52A.n,S192B.Q52B.n,S192B.Q52C.n,S192B.Q52D.n,S192B.Q53.n,S192B.V54,S192B.V55
193,1.0,192.0,194.0,2.0,1.0,2.0,4.0,8.0,1.0,3.0,5.0,2.0,1.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,4.0,,,,,,3.0,23.0
194,1.0,192.0,195.0,2.0,1.0,2.0,4.0,6.0,1.0,3.0,5.0,2.0,1.0,5.0,7.0,1.0,5.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,,5.0,,,,,,1.0,63.0
195,1.0,192.0,196.0,2.0,1.0,2.0,5.0,6.0,1.0,3.0,5.0,2.0,3.0,5.0,6.0,6.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,,5.0,,,,,,2.0,90.0
196,1.0,192.0,197.0,2.0,1.0,4.0,5.0,7.0,1.0,3.0,5.0,2.0,3.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,,5.0,,,,,,2.0,70.0
197,1.0,192.0,198.0,2.0,1.0,4.0,5.0,6.0,1.0,3.0,5.0,2.0,3.0,5.0,6.0,6.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,,6.0,,,,,,2.0,3.0
198,1.0,192.0,199.0,2.0,1.0,4.0,5.0,8.0,1.0,3.0,5.0,2.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,,5.0,,,,,,2.0,98.0
199,1.0,192.0,200.0,2.0,2.0,2.0,5.0,8.0,1.0,3.0,5.0,2.0,3.0,4.0,4.0,4.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,,3.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,5.0,,,,,,3.0,4.0
200,1.0,192.0,201.0,2.0,1.0,2.0,5.0,6.0,1.0,3.0,5.0,2.0,3.0,5.0,3.0,3.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,,2.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,,5.0,,,,,,3.0,24.0
201,1.0,192.0,202.0,2.0,1.0,2.0,5.0,6.0,1.0,3.0,5.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,,2.0,,,,,,3.0,18.0
202,1.0,192.0,203.0,2.0,1.0,3.0,5.0,7.0,1.0,3.0,5.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,1.0,3.0,2.0,2.0,5.0,1.0,1.0,2.0,3.0,2.0,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,,5.0,,,,,,3.0,5.0
203,1.0,192.0,204.0,2.0,1.0,5.0,5.0,6.0,1.0,3.0,5.0,2.0,3.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,,5.0,,,,,,3.0,26.0
204,1.0,192.0,205.0,2.0,2.0,2.0,5.0,6.0,1.0,3.0,5.0,2.0,3.0,6.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,,1.0,,,,,,1.0,65.0
205,1.0,192.0,206.0,2.0,2.0,2.0,5.0,6.0,1.0,3.0,5.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,,5.0,,,,,,1.0,70.0
206,1.0,192.0,207.0,2.0,1.0,2.0,5.0,6.0,1.0,3.0,5.0,2.0,3.0,5.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,,5.0,,,,,,1.0,38.0
207,1.0,192.0,208.0,2.0,1.0,3.0,5.0,6.0,1.0,3.0,5.0,2.0,3.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,,5.0,,,,,,1.0,60.0
208,1.0,192.0,209.0,2.0,2.0,3.0,5.0,7.0,1.0,3.0,5.0,2.0,3.0,5.0,6.0,1.0,5.0,4.0,2.0,3.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,4.0,3.0,3.0,0.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,6.0,,,,,,1.0,14.0
209,1.0,192.0,210.0,2.0,1.0,3.0,5.0,6.0,1.0,3.0,5.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,,2.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,,5.0,,,,,,1.0,55.0
210,1.0,192.0,211.0,2.0,1.0,2.0,5.0,6.0,1.0,3.0,5.0,2.0,3.0,6.0,7.0,2.0,5.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,,3.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,,5.0,,,,,,1.0,37.0
211,1.0,192.0,212.0,2.0,1.0,3.0,5.0,7.0,1.0,3.0,5.0,2.0,3.0,5.0,6.0,4.0,5.0,3.0,2.0,3.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,,5.0,0.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,,5.0,,,,,,1.0,48.0
212,1.0,192.0,213.0,2.0,1.0,3.0,5.0,6.0,1.0,3.0,5.0,2.0,3.0,4.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,,4.0,,,,,,5.0,39.0
213,1.0,192.0,214.0,2.0,2.0,2.0,5.0,6.0,1.0,3.0,5.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,,3.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,,4.0,,,,,,5.0,8.0
214,1.0,192.0,215.0,2.0,2.0,2.0,5.0,6.0,1.0,3.0,5.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,,3.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,,5.0,,,,,,5.0,43.0
215,1.0,192.0,216.0,2.0,2.0,2.0,5.0,6.0,1.0,3.0,5.0,2.0,3.0,6.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,,5.0,,,,,,5.0,44.0
216,1.0,192.0,217.0,2.0,1.0,4.0,5.0,6.0,1.0,3.0,5.0,2.0,3.0,5.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,1.0,2.0,2.0,3.0,1.0,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,5.0,,,,,,5.0,46.0
217,1.0,192.0,218.0,2.0,1.0,3.0,5.0,7.0,1.0,3.0,5.0,2.0,3.0,5.0,6.0,6.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,5.0,,,,,,4.0,17.0
218,1.0,192.0,219.0,2.0,2.0,2.0,5.0,6.0,1.0,3.0,5.0,2.0,3.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,5.0,,,,,,2.0,52.0
219,1.0,192.0,220.0,2.0,1.0,2.0,5.0,6.0,1.0,3.0,5.0,2.0,3.0,5.0,6.0,6.0,5.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,,1.0,,,,,,2.0,68.0
220,1.0,192.0,221.0,2.0,2.0,2.0,5.0,6.0,1.0,3.0,5.0,2.0,3.0,5.0,6.0,6.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,,6.0,,,,,,2.0,4.0
221,1.0,192.0,222.0,2.0,1.0,3.0,5.0,7.0,1.0,3.0,5.0,2.0,3.0,5.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,,2.0,,,,,,2.0,8.0
222,1.0,192.0,223.0,2.0,2.0,2.0,5.0,6.0,1.0,3.0,5.0,2.0,3.0,5.0,6.0,6.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,,5.0,,,,,,2.0,48.0
223,1.0,192.0,224.0,2.0,1.0,4.0,5.0,6.0,1.0,3.0,5.0,2.0,1.0,5.0,6.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,,5.0,,,,,,2.0,4.0
224,1.0,192.0,225.0,2.0,2.0,2.0,5.0,7.0,1.0,3.0,5.0,2.0,1.0,5.0,6.0,6.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,,5.0,,,,,,2.0,78.0
225,1.0,192.0,226.0,2.0,1.0,2.0,5.0,6.0,1.0,3.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,,6.0,,,,,,2.0,83.0
226,1.0,192.0,227.0,2.0,1.0,5.0,5.0,7.0,1.0,3.0,5.0,2.0,1.0,6.0,6.0,6.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,,4.0,,,,,,2.0,21.0
227,1.0,192.0,228.0,2.0,2.0,2.0,5.0,6.0,1.0,3.0,5.0,2.0,1.0,6.0,2.0,2.0,5.0,3.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,,5.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,,6.0,,,,,,1.0,36.0
228,1.0,192.0,229.0,2.0,1.0,2.0,5.0,6.0,1.0,3.0,5.0,2.0,1.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,,1.0,,,,,,1.0,7.0
229,1.0,192.0,230.0,2.0,2.0,2.0,5.0,6.0,1.0,3.0,5.0,2.0,1.0,4.0,5.0,2.0,5.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,,5.0,,,,,,5.0,34.0
230,1.0,192.0,231.0,2.0,1.0,3.0,5.0,6.0,1.0,3.0,5.0,2.0,1.0,5.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,,5.0,,,,,,5.0,38.0
231,1.0,192.0,232.0,2.0,2.0,2.0,6.0,7.0,1.0,3.0,5.0,1.0,3.0,5.0,7.0,7.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,5.0,,,,,,2.0,1.0
232,1.0,192.0,233.0,2.0,1.0,2.0,6.0,7.0,1.0,3.0,5.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,4.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,,4.0,,,,,,2.0,56.0
233,1.0,192.0,234.0,2.0,1.0,3.0,6.0,6.0,1.0,3.0,5.0,1.0,3.0,5.0,6.0,6.0,5.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,3.0,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,,5.0,,,,,,2.0,92.0
234,1.0,192.0,235.0,2.0,1.0,3.0,6.0,7.0,1.0,3.0,5.0,1.0,3.0,5.0,6.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,5.0,3.0,3.0,0.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,0.0,,6.0,,,,,,2.0,0.0
235,1.0,192.0,236.0,2.0,2.0,2.0,7.0,7.0,1.0,3.0,5.0,1.0,3.0,5.0,6.0,4.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,6.0,,,,,,2.0,31.0
236,1.0,192.0,237.0,2.0,1.0,3.0,6.0,7.0,1.0,3.0,5.0,1.0,3.0,5.0,6.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,,4.0,,,,,,1.0,39.0
237,1.0,192.0,238.0,2.0,2.0,2.0,6.0,6.0,1.0,3.0,5.0,2.0,1.0,5.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,,5.0,,,,,,5.0,49.0
238,1.0,192.0,239.0,2.0,1.0,3.0,7.0,7.0,1.0,3.0,5.0,2.0,3.0,5.0,5.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,,5.0,,,,,,4.0,14.0
239,1.0,192.0,240.0,2.0,3.0,3.0,7.0,7.0,1.0,3.0,5.0,2.0,3.0,5.0,6.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,5.0,,,,,,4.0,1.0
240,1.0,192.0,241.0,2.0,3.0,2.0,7.0,7.0,4.0,3.0,4.0,2.0,3.0,5.0,6.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,0.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,,5.0,,,,,,4.0,10.0
241,1.0,192.0,242.0,2.0,2.0,2.0,7.0,7.0,1.0,3.0,5.0,2.0,3.0,5.0,6.0,4.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,,,,,,2.0,42.0
