S0230.CARD.,S0230.DECK.,S0230.BALLOT.,S0230.Q1.,S0230.Q2.,S0230.Q3.,S0230.Q4.,S0230.Q5.,S0230.Q6.,S0230.Q7.,S0230.Q8.,S0230.Q9.,S0230.Q10.,S0230.Q11.,S0230.Q12.,S0230.Q13.,S0230.Q14.,S0230.Q15.,S0230.Q16.,S0230.Q18.,S0230.Q19.,S0230.Q20.,S0230.Q21.,S0230.Q22.,S0230.Q23.,S0230.Q24A.,S0230.Q24B.,S0230.Q24C.,S0230.Q24D.,S0230.Q24E.,S0230.Q25.,S0230.Q26.,S0230.Q27.,S0230.Q28.,S0230.Q29.,S0230.Q30.,S0230.Q31.,S0230.Q31..1,S0230.Q31..2,S0230.Q31..3,S0230.Q31..4,S0230.Q31..5,S0230.Q31..6,S0230.Q31..7,S0230.Q31..8,S0230.Q31..9,S0230.Q31..10,S0230.Q31..11,S0230.Q31..12,S0230.V31A.,S0230.Q32.,S0230.Q33.,S0230.Q35.,S0230.Q36.,S0230.Q37.,S0230.Q38.,S0230.Q39.,S0230.Q40.,S0230.Q41.,S0230.Q42.,S0230.Q43.,S0230.Q44.,S0230.Q45.,S0230.Q46.,S0230.Q47.,S0230.Q48.,S0230.Q49.,S0230.Q50.,S0230.Q51A.,S0230.Q51B.,S0230.Q51C.,S0230.Q52.,S0230.Q55.,S0230.CARD..1,S0230.DECK..1,S0230.BALLOT..1,S0230.V56.,S0230.V57.
1,230,81,3,10,2,6,2,2,5,2,3,3,1,2,3,3,2,2,2,2,1,4,2,0,2,2,1,1,0,2,4,2,1,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,1,5,3,1,2,1,1,2,1,1,5,2,2,2,2,2,2,0,0,0,0,0,2,2,2,230,81,8,36
1,230,82,2,9,5,5,3,5,7,2,3,3,1,1,3,3,0,4,3,4,0,3,4,1,1,2,1,1,2,1,4,3,2,4,3,1,1,2,2,2,2,1,2,1,2,2,1,2,5,5,4,1,2,1,4,1,1,1,5,3,2,2,2,1,2,2,1,1,2,1,1,0,2,230,82,6,38
1,230,83,5,9,5,4,1,2,7,2,4,1,1,1,3,3,2,2,2,3,1,3,2,2,2,2,1,1,2,2,3,1,2,5,5,2,1,1,2,2,2,1,2,1,2,2,1,2,5,5,4,1,1,3,3,2,1,1,5,3,3,2,2,1,2,1,2,1,2,2,2,2,2,230,83,6,3
1,230,84,4,7,5,1,5,1,10,1,4,2,1,2,3,3,2,4,3,3,2,5,2,2,2,2,1,1,2,1,4,2,1,2,3,2,1,1,2,2,2,1,2,1,2,2,1,2,5,2,3,1,3,3,3,1,1,1,5,2,2,3,2,3,1,1,0,1,1,1,1,2,2,230,84,7,3
1,230,85,5,6,3,1,1,5,2,2,4,4,1,1,3,3,2,5,3,3,1,4,4,1,2,2,1,1,2,2,4,3,2,3,2,2,1,2,2,2,1,2,2,1,1,2,1,2,5,5,4,1,1,3,2,1,1,2,5,2,1,3,1,3,1,3,1,5,0,3,2,2,2,230,85,7,36
1,230,86,2,4,5,1,2,4,3,2,4,1,1,1,3,3,1,1,2,2,1,2,2,1,2,2,1,1,1,1,4,3,2,3,2,2,1,2,2,2,1,1,1,1,2,2,2,2,5,5,4,1,1,1,3,1,1,1,2,2,2,3,1,1,1,1,2,1,1,1,1,2,2,230,86,7,7
1,230,87,2,3,4,2,1,2,1,2,4,2,1,1,3,3,2,2,1,2,2,4,2,1,2,2,1,1,1,1,0,1,2,3,2,1,2,2,2,1,2,1,2,1,2,1,2,2,5,5,4,1,2,2,3,2,1,1,3,2,1,2,2,2,2,3,0,2,3,2,2,0,2,230,87,13,43
1,230,88,3,8,5,4,2,2,10,1,3,1,1,1,1,3,2,1,2,3,1,2,2,2,2,2,1,1,1,2,2,1,1,3,2,1,1,2,2,2,1,1,2,1,2,2,2,2,5,5,4,1,2,2,1,2,1,2,5,2,2,3,2,3,5,3,2,3,2,1,2,2,2,230,88,2,17
1,230,89,3,4,3,4,2,2,4,1,4,2,1,1,1,3,2,3,1,1,1,2,2,1,2,2,1,2,2,1,4,1,2,4,2,2,1,2,2,2,1,1,2,1,2,2,1,2,5,1,1,1,2,3,1,2,1,1,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,230,89,21,8
1,230,90,3,10,5,4,1,3,7,2,1,3,1,1,1,3,2,5,3,1,1,2,4,1,2,2,1,1,2,2,3,2,1,3,3,2,1,1,1,2,1,2,2,1,2,2,2,2,5,2,2,1,2,2,2,2,2,2,5,2,2,2,1,1,2,2,2,1,1,1,2,0,2,230,90,19,5
1,230,91,1,5,3,4,3,5,7,2,4,1,1,1,1,3,1,1,1,1,1,1,2,1,2,1,1,1,1,2,4,2,1,4,2,2,1,1,2,2,2,1,1,1,2,2,2,2,5,1,1,1,1,1,4,1,1,1,1,2,2,2,2,2,2,1,2,1,1,2,1,2,2,230,91,22,17
1,230,92,1,5,5,2,1,2,2,2,4,3,1,1,1,3,2,4,3,3,1,2,2,1,2,2,1,1,0,1,4,3,2,3,5,2,1,2,2,1,2,1,2,1,2,2,2,2,4,5,4,1,1,2,5,5,3,4,5,0,0,0,0,5,5,3,1,5,0,0,0,0,2,230,92,19,16
1,230,93,1,6,3,1,3,4,5,2,4,3,1,1,1,3,2,4,3,3,1,2,2,2,2,2,1,1,1,2,2,3,2,4,2,2,1,2,1,2,2,1,1,1,2,2,2,2,5,5,4,1,1,2,3,2,1,1,2,2,2,2,2,3,2,1,1,1,1,1,2,2,2,230,93,16,33
1,230,94,1,7,2,1,1,3,5,2,4,1,1,1,1,3,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,4,2,2,1,2,1,2,1,1,1,2,2,2,2,2,5,1,1,1,1,1,4,1,2,1,3,2,2,2,1,1,1,1,1,1,1,1,1,2,2,230,94,21,40
1,230,95,1,8,4,3,1,5,0,2,3,3,2,1,1,3,3,1,3,3,2,4,4,2,2,2,1,2,1,1,4,3,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,5,5,4,2,1,3,4,1,2,1,3,2,2,3,2,2,2,2,2,1,2,1,2,2,2,230,95,22,46
1,230,96,1,2,3,1,2,5,7,2,3,3,1,1,1,3,3,4,3,3,1,3,4,1,2,1,1,2,2,2,0,3,2,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,1,3,3,5,5,3,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,2,230,96,19,8
1,230,97,2,9,3,1,5,3,2,1,4,0,1,1,1,3,3,3,2,1,1,3,3,2,2,2,1,1,1,2,4,3,2,2,2,1,1,2,2,2,1,1,2,1,2,2,2,2,5,5,4,1,1,1,1,1,1,3,2,2,1,2,2,2,1,3,2,2,1,3,1,2,2,230,97,20,15
1,230,98,2,9,3,5,1,5,5,2,3,2,2,1,1,3,3,4,1,3,2,3,2,2,2,2,1,2,1,2,2,3,2,3,3,2,1,2,2,1,1,2,2,1,2,2,1,2,5,2,4,1,1,1,1,3,3,2,2,2,2,1,1,3,2,1,2,3,3,1,1,2,2,230,98,20,6
1,230,99,2,9,5,5,3,4,5,1,2,3,1,1,1,3,3,4,3,3,1,1,2,2,2,2,1,1,2,1,4,3,2,3,3,2,1,2,2,2,1,1,2,1,2,1,2,2,5,5,4,1,3,3,2,3,3,2,5,3,1,2,2,3,2,1,1,2,2,1,1,2,2,230,99,20,19
1,230,100,3,11,4,4,3,1,3,2,3,1,1,1,1,3,2,2,1,2,1,3,2,1,0,0,0,0,0,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,5,3,1,1,1,0,0,0,0,0,0,1,1,3,1,3,2,0,2,230,100,9,6
1,230,101,3,9,5,3,1,1,1,1,4,4,1,1,1,3,2,4,3,3,1,1,4,1,2,0,1,1,1,2,4,3,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,5,4,1,1,1,4,1,1,3,5,2,0,2,2,3,5,3,0,1,1,1,1,1,2,230,101,10,31
1,230,102,3,8,3,3,2,3,7,2,4,3,1,1,1,3,2,2,2,3,1,3,0,1,1,2,1,2,1,1,0,3,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,3,1,1,1,1,2,2,2,1,1,2,1,1,1,2,1,2,0,2,230,102,12,44
1,230,103,1,5,3,3,1,4,8,2,1,1,1,1,1,3,4,5,3,3,1,4,4,2,2,2,1,2,2,1,4,1,2,1,3,2,1,2,2,2,1,1,2,1,2,2,2,2,4,4,3,1,1,1,3,2,1,2,1,3,1,3,3,3,2,2,1,2,2,3,4,0,2,230,103,10,29
1,230,104,1,9,2,3,2,5,3,1,1,3,1,1,1,3,2,3,2,2,1,2,2,2,2,1,1,1,1,1,4,0,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,4,1,3,1,3,2,1,1,3,0,3,2,2,2,2,2,0,2,2,1,2,0,2,230,104,10,47
1,230,105,1,8,4,3,2,4,7,2,1,4,1,1,1,3,3,4,3,3,1,2,2,2,2,2,1,1,1,1,0,2,1,2,3,1,1,2,2,2,1,1,2,1,2,2,2,2,5,2,4,1,3,3,2,2,1,2,1,2,2,3,1,3,2,2,0,1,1,1,2,1,2,230,105,9,44
1,230,106,2,6,4,4,1,5,7,3,4,3,1,1,1,3,4,4,3,2,1,2,2,2,2,2,1,1,1,2,1,3,2,3,2,2,1,2,2,1,1,1,2,1,2,2,2,2,5,5,4,1,1,2,3,1,2,1,1,1,2,3,2,4,3,1,1,4,2,1,1,0,2,230,106,9,30
1,230,107,3,11,1,4,2,3,3,2,4,5,1,1,1,3,2,2,2,1,1,3,1,2,1,1,1,2,1,1,4,1,2,3,2,2,1,2,2,1,1,2,1,1,2,2,2,2,5,1,2,2,2,1,4,1,1,1,1,3,2,3,2,1,1,2,1,1,1,1,1,0,2,230,107,3,11
1,230,108,1,3,3,3,2,4,7,2,1,2,1,1,1,3,2,4,2,3,1,3,1,1,2,1,1,2,1,3,2,2,2,3,3,1,1,2,2,2,1,1,2,1,2,2,2,2,5,5,4,1,3,1,2,2,2,1,3,1,1,3,3,2,2,3,1,3,2,1,1,0,2,230,108,3,3
1,230,109,2,7,3,5,2,1,4,1,3,3,1,1,1,3,1,2,2,3,1,2,3,1,2,2,1,2,1,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,4,1,2,2,4,1,1,1,1,2,1,1,2,1,1,2,0,2,2,2,2,2,2,230,109,3,26
1,230,110,2,8,2,6,2,4,3,1,3,2,1,1,1,3,2,4,3,3,2,3,3,2,2,2,1,2,1,1,2,3,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,0,3,2,1,3,1,4,2,1,1,1,1,3,2,1,2,2,2,1,2,1,1,2,2,2,230,110,3,14
1,230,111,1,11,3,1,1,2,10,2,4,1,3,0,4,3,5,6,4,5,0,0,1,0,2,2,1,1,1,1,4,2,1,4,2,2,1,1,1,2,2,1,2,1,2,2,2,2,5,0,1,1,1,0,0,0,0,2,3,2,2,3,2,1,1,2,2,2,1,1,1,2,2,230,111,15,49
1,230,112,1,10,2,2,2,2,3,2,3,1,3,2,4,3,2,5,2,1,1,4,2,0,2,2,1,1,1,2,3,3,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,2,5,5,4,1,1,2,5,5,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,230,112,16,27
1,230,113,2,10,4,4,1,3,5,2,3,3,2,1,4,3,2,3,3,3,0,0,2,2,2,2,1,1,1,2,2,1,2,2,0,2,2,1,1,1,2,2,2,2,2,1,1,2,5,0,0,2,3,0,1,3,3,4,5,0,0,0,0,0,0,3,0,0,0,0,0,0,2,230,113,16,29
1,230,114,3,5,4,3,2,2,5,1,2,1,2,3,4,3,2,2,2,2,1,3,2,1,2,1,1,1,1,2,4,1,2,2,3,2,2,1,2,2,1,1,1,1,2,2,2,2,5,5,4,0,0,2,2,1,1,1,3,3,1,2,2,4,2,3,1,5,0,0,2,2,2,230,114,20,4
1,230,115,3,9,4,3,5,4,9,1,3,5,3,0,4,3,4,5,2,2,1,2,3,0,1,2,1,1,1,3,3,2,1,3,5,2,1,2,2,2,1,2,1,1,1,2,2,2,5,2,1,1,2,2,3,2,1,1,1,2,2,2,1,2,2,3,2,2,2,1,3,2,2,230,115,20,10
1,230,116,3,8,3,1,5,3,2,1,4,2,3,4,4,3,2,4,3,1,1,2,2,1,1,2,1,1,1,2,4,2,1,3,3,2,1,1,2,2,2,1,2,1,2,2,1,2,5,2,1,1,2,1,5,5,2,4,5,0,0,3,1,5,5,3,1,0,0,1,0,0,2,230,116,21,3
1,230,117,1,11,2,1,3,3,5,2,4,2,2,4,4,3,5,6,4,5,1,5,4,1,2,2,1,1,1,2,3,2,2,3,3,2,1,2,2,2,1,1,2,1,2,1,2,2,5,1,1,1,2,2,1,2,2,2,5,2,2,2,2,2,2,2,1,5,2,2,2,2,2,230,117,21,42
1,230,118,1,0,2,2,3,5,1,0,0,1,1,1,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,3,4,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,2,2,230,118,9,10
1,230,119,1,7,3,3,5,2,7,2,1,2,1,1,2,0,2,5,3,4,1,4,4,1,1,1,2,2,2,1,0,2,2,1,4,2,1,2,2,2,1,2,2,2,2,2,2,2,2,5,4,1,4,1,3,2,1,1,1,2,1,0,3,1,0,2,1,1,1,1,4,1,2,230,119,6,13
1,230,120,1,9,3,4,1,4,7,1,4,2,1,1,2,3,2,3,2,1,1,4,2,2,1,2,1,1,1,2,4,1,1,3,2,2,1,2,2,1,2,1,2,1,2,2,1,2,5,1,1,1,1,1,3,2,1,1,2,2,3,2,2,2,2,3,1,1,1,1,2,1,2,230,120,6,30
1,230,121,1,10,3,3,5,0,2,2,2,4,1,1,2,3,2,5,3,4,1,3,4,2,2,1,1,2,1,3,3,1,2,1,5,2,2,2,2,2,2,2,2,2,2,2,2,1,0,5,4,2,0,3,2,2,2,1,5,2,2,2,1,1,2,3,2,2,3,2,1,2,2,230,121,6,1
1,230,122,2,5,4,5,1,3,7,2,1,4,1,1,2,3,2,3,2,3,1,3,3,2,2,1,2,2,2,2,2,3,2,3,2,1,1,2,2,2,1,2,2,1,2,2,2,2,4,5,4,2,0,1,4,1,1,1,1,2,2,2,2,2,2,3,0,2,2,1,2,2,2,230,122,6,8
1,230,123,2,6,3,3,1,3,5,2,3,1,1,1,2,3,3,3,2,2,1,2,2,2,2,2,1,1,1,2,4,2,1,4,2,2,1,2,1,1,2,1,2,1,2,2,2,2,5,2,1,2,3,1,1,2,1,1,1,1,2,3,3,2,2,1,2,3,4,1,2,2,2,230,123,6,20
1,230,124,3,9,2,4,1,3,3,1,4,4,1,1,2,3,3,4,3,4,1,4,4,2,2,2,1,1,1,2,3,1,2,5,3,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,4,3,4,1,0,1,0,2,5,2,2,2,2,2,0,3,0,3,0,0,0,0,2,230,124,6,5
1,230,125,3,9,0,3,2,3,7,2,2,3,1,1,2,3,2,4,3,4,2,4,4,2,2,1,2,2,2,1,0,1,2,2,3,2,1,2,2,2,1,2,1,2,1,2,1,2,5,5,4,1,4,1,4,1,1,1,2,2,2,2,2,2,2,2,1,3,3,1,1,2,2,230,125,6,27
1,230,126,3,8,3,2,2,3,7,2,4,2,1,1,2,3,2,2,2,2,1,3,2,2,2,2,1,1,1,2,4,1,2,5,3,2,1,2,2,2,1,1,1,1,2,2,2,2,5,5,2,1,2,1,1,2,1,2,2,2,2,2,2,3,2,3,0,3,2,3,2,2,2,230,126,6,22
1,230,127,3,10,4,3,2,3,5,2,2,3,1,1,2,3,2,4,3,2,1,4,3,1,2,2,1,2,1,2,4,1,2,2,3,1,1,2,2,2,1,2,1,1,2,2,2,2,5,2,1,1,1,1,2,3,3,2,5,2,2,3,3,3,2,2,1,4,3,3,2,2,2,230,127,6,9
1,230,128,3,10,4,6,5,5,7,2,1,4,1,1,2,0,2,5,3,1,1,4,3,2,1,1,1,2,1,2,0,3,2,5,5,2,1,1,2,2,2,1,1,2,1,2,2,2,5,5,4,3,2,1,3,4,1,1,5,1,1,3,3,1,2,1,0,1,3,1,2,1,2,230,128,6,33
1,230,129,3,10,4,4,1,5,7,2,3,3,1,1,2,3,3,3,3,2,1,2,2,2,0,0,0,0,1,1,0,2,1,2,3,1,1,2,2,2,1,1,2,1,2,2,2,2,5,5,4,1,2,1,4,2,1,1,5,2,2,3,2,2,2,1,2,1,2,1,3,2,2,230,129,6,40
1,230,130,1,3,4,1,4,3,2,2,3,2,1,1,2,3,2,3,2,2,1,2,3,1,2,2,1,1,1,1,4,2,1,3,2,2,1,2,2,2,1,2,1,1,2,2,1,2,5,1,1,1,2,1,4,2,1,1,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,230,130,6,6
1,230,131,1,4,3,2,1,2,7,2,4,4,1,1,2,3,2,4,3,3,1,4,3,2,2,2,1,2,1,2,4,3,2,3,2,2,1,2,2,2,1,1,2,1,2,2,1,2,5,5,4,1,1,2,3,1,2,1,1,1,1,3,1,2,1,2,2,2,3,3,2,2,2,230,131,6,41
1,230,132,3,7,5,4,2,3,7,1,4,1,1,1,2,3,2,2,2,2,1,3,2,2,2,2,1,1,1,2,4,2,1,3,3,2,1,2,2,1,1,2,2,1,2,2,2,2,4,1,1,1,1,1,3,1,1,2,5,2,2,2,2,2,2,3,2,3,2,1,1,2,2,230,132,6,39
1,230,133,3,9,3,7,5,5,4,1,4,1,1,1,2,3,3,4,0,4,1,0,0,2,0,0,1,0,0,1,4,2,1,4,3,1,2,1,1,1,2,1,2,2,2,2,2,2,5,2,1,2,3,1,1,4,3,4,5,3,3,0,0,0,0,3,0,0,0,1,0,0,2,230,133,6,4
1,230,134,2,6,4,1,2,4,3,1,3,3,1,1,2,3,2,4,3,3,1,4,4,1,2,2,1,1,2,2,3,1,2,3,2,2,1,1,2,2,1,2,2,1,2,1,2,2,5,5,4,2,2,2,3,1,1,1,2,2,2,3,2,2,2,1,1,2,2,1,2,2,2,230,134,7,18
1,230,135,2,10,4,1,2,3,4,2,4,1,1,1,2,3,2,2,2,3,1,2,2,1,2,2,1,1,2,2,4,1,2,3,2,2,1,2,2,1,1,1,2,1,2,2,2,2,5,5,4,1,1,2,2,2,1,1,2,2,3,3,1,2,2,1,1,3,2,3,1,2,2,230,135,7,31
1,230,136,2,10,5,1,2,1,5,2,4,2,1,1,2,3,0,1,2,2,1,2,3,1,1,2,1,2,1,2,0,1,1,5,2,2,1,1,2,2,1,1,2,1,2,2,2,2,5,5,4,2,3,0,0,1,2,3,0,2,2,3,2,1,1,2,1,1,1,1,1,2,2,230,136,7,5
1,230,137,4,4,4,1,3,2,3,1,4,1,1,1,2,3,2,2,2,2,1,3,2,1,2,2,1,1,1,2,2,3,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,5,5,4,2,2,2,3,2,1,2,5,2,1,3,2,2,2,3,1,3,2,1,2,0,2,230,137,7,39
1,230,138,4,5,4,1,1,4,7,2,2,1,1,1,2,0,2,3,3,3,1,3,1,1,2,1,1,2,2,1,4,3,2,1,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,5,4,2,2,1,4,2,1,1,5,3,1,3,2,3,2,2,1,1,2,1,3,2,2,230,138,7,25
1,230,139,4,6,5,1,3,3,9,2,3,2,1,1,2,3,2,2,2,2,1,2,2,2,2,2,1,1,1,1,0,3,2,3,2,2,1,2,2,2,1,2,1,1,2,1,2,2,5,5,4,2,1,2,2,1,1,1,5,2,1,3,2,2,2,1,1,1,1,1,1,2,2,230,139,7,46
1,230,140,4,9,4,1,2,3,5,2,3,2,1,1,2,3,2,2,2,2,2,5,2,1,2,2,1,1,1,1,0,1,2,4,1,1,1,2,2,1,1,2,2,1,2,2,2,2,5,1,2,2,3,1,4,1,1,1,2,2,2,3,2,1,2,3,1,1,1,1,2,2,2,230,140,7,14
1,230,141,4,8,5,1,1,3,2,1,2,1,1,1,2,3,2,2,1,2,1,1,2,1,2,2,1,1,1,1,0,2,1,3,3,2,1,2,2,1,1,2,2,1,2,2,1,2,5,2,3,1,2,3,1,2,1,2,2,1,2,2,2,3,2,2,1,3,3,1,2,0,2,230,141,7,45
1,230,142,4,10,3,1,2,3,3,2,3,1,1,1,2,3,2,2,2,2,0,2,2,2,2,2,1,1,1,1,4,1,2,4,3,1,1,2,2,2,1,1,2,1,2,2,2,2,5,5,4,1,4,1,2,2,0,2,5,2,2,2,2,1,2,3,1,1,1,1,3,2,2,230,142,7,50
1,230,143,4,10,4,1,5,3,4,2,3,5,1,1,2,3,1,3,2,3,1,3,2,2,2,2,1,1,1,1,4,1,2,3,3,2,2,1,2,2,1,2,1,1,2,2,1,2,5,5,2,2,3,3,1,2,3,2,5,2,2,3,2,3,2,1,1,3,2,3,2,2,2,230,143,7,11
1,230,144,5,9,4,4,1,2,7,2,4,4,1,1,2,3,2,5,3,4,2,5,4,1,2,2,1,1,1,1,4,3,0,4,2,2,1,1,2,1,2,1,2,1,2,2,2,2,5,5,4,1,1,2,3,1,1,1,3,2,1,3,1,2,2,2,1,1,1,1,1,0,2,230,144,7,48
1,230,145,5,8,4,1,1,4,3,3,4,3,1,1,2,3,1,3,1,3,1,3,1,1,2,2,1,2,2,1,0,3,2,2,3,2,1,2,2,1,1,2,1,1,2,2,2,2,5,5,4,2,2,2,2,1,1,1,1,2,2,0,0,0,0,1,1,3,2,1,1,2,2,230,145,7,15
1,230,146,2,3,3,1,3,3,4,2,2,4,1,1,2,3,3,4,2,3,1,2,2,1,2,2,1,1,2,1,4,3,2,2,3,2,1,2,2,2,1,1,2,1,2,2,2,2,4,5,4,2,1,2,3,1,1,1,5,2,2,3,3,3,2,1,1,1,1,1,1,2,2,230,146,7,12
1,230,147,2,3,3,1,2,3,7,1,4,2,1,1,2,3,1,2,1,3,1,3,3,2,2,2,1,1,1,2,4,3,2,3,2,2,1,2,2,2,1,1,1,1,2,2,2,2,5,5,4,2,2,2,1,2,1,1,5,2,2,2,2,3,5,3,2,3,2,3,1,2,2,230,147,7,1
1,230,148,2,3,4,1,3,3,3,2,4,3,1,1,2,3,2,3,2,2,1,3,2,1,2,2,1,1,1,2,3,3,2,3,2,2,1,1,2,2,1,2,2,1,2,1,2,2,5,5,4,2,2,1,3,2,1,0,5,2,1,2,2,2,2,1,1,2,2,2,1,2,2,230,148,7,13
1,230,149,2,0,5,1,5,4,5,2,3,3,1,1,2,3,1,4,3,3,2,2,4,2,2,2,1,1,2,1,4,1,2,3,3,2,2,1,2,2,1,1,2,1,2,2,1,2,5,5,4,2,1,3,1,2,3,2,5,2,2,2,2,3,5,2,1,3,0,1,2,2,2,230,149,7,20
1,230,150,2,4,4,1,2,3,7,2,3,2,1,1,2,3,2,3,2,3,1,4,2,1,2,2,1,1,1,2,4,3,2,3,2,2,1,2,2,2,1,2,1,1,2,2,1,2,5,5,4,2,2,1,3,1,1,2,5,2,2,2,2,3,2,1,1,1,1,1,1,2,2,230,150,7,17
1,230,151,1,6,3,1,3,3,1,2,3,2,1,1,2,3,2,4,2,1,1,2,2,1,1,2,1,1,1,2,3,3,2,3,2,1,1,2,2,2,2,1,2,1,2,2,1,2,5,5,4,2,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,3,2,3,2,2,2,230,151,7,9
1,230,152,1,9,4,1,2,2,4,1,3,1,1,1,2,3,1,2,2,2,1,2,2,1,2,2,1,1,1,2,1,1,2,3,3,2,1,2,2,1,1,1,2,1,2,2,2,2,5,5,4,2,2,2,2,2,2,2,3,2,2,2,2,1,2,1,2,3,2,1,2,2,2,230,152,7,38
1,230,153,1,9,5,1,3,3,3,2,4,4,1,1,2,3,2,2,3,3,1,4,4,2,2,2,1,1,2,2,3,1,2,1,5,1,1,2,2,2,1,2,2,1,1,2,2,2,5,5,4,3,3,1,2,2,3,2,5,2,2,2,2,3,2,3,1,2,2,1,2,2,2,230,153,7,16
1,230,154,1,10,2,1,3,4,3,1,2,1,1,1,2,3,2,2,2,2,1,2,2,1,2,2,1,1,1,2,3,2,1,2,3,2,1,2,2,1,1,2,1,1,2,2,2,2,5,5,4,2,3,1,3,1,1,2,3,2,2,2,1,4,5,1,1,5,0,3,2,2,2,230,154,7,6
1,230,155,2,6,3,1,2,2,3,2,3,2,1,1,2,3,1,2,1,2,1,2,2,1,2,1,1,1,1,2,4,3,2,4,1,2,1,2,1,2,1,2,2,1,2,1,2,2,5,5,4,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,230,155,7,4
1,230,156,3,10,3,1,4,5,7,2,1,3,2,1,2,3,3,4,3,3,2,4,2,1,2,2,1,1,1,2,1,2,1,4,3,2,1,1,2,2,1,2,2,1,2,1,2,2,5,2,1,1,1,1,4,1,1,1,1,2,2,2,3,1,1,3,2,2,2,2,0,0,2,230,156,7,2
1,230,157,1,3,4,1,2,3,3,1,4,1,1,1,2,3,2,4,2,2,1,3,2,1,2,2,1,1,1,1,4,2,1,3,3,2,2,1,2,1,1,2,2,1,2,1,2,2,5,2,2,1,3,3,3,1,2,1,5,2,2,2,2,1,2,1,1,1,1,1,1,2,2,230,157,7,23
1,230,158,1,4,4,1,2,4,7,2,4,2,1,1,2,3,2,2,2,2,1,2,2,1,2,2,1,2,2,1,4,2,1,3,3,1,1,2,2,2,1,2,2,1,2,2,1,2,5,5,4,1,2,2,3,1,1,2,3,2,2,1,2,1,2,1,1,1,1,2,2,2,2,230,158,7,22
1,230,159,3,3,4,1,4,5,4,1,2,2,1,1,2,3,2,2,2,3,2,3,2,0,1,2,1,2,2,1,4,1,2,2,3,2,1,2,2,2,2,2,1,2,2,2,2,2,2,5,4,2,2,2,3,2,2,2,0,3,2,3,3,3,2,2,1,3,2,1,1,2,2,230,159,7,29
1,230,160,3,0,2,1,2,3,6,2,4,2,1,1,2,3,1,3,2,2,1,3,2,2,2,2,1,2,1,2,4,3,2,4,2,2,1,2,2,2,1,1,2,1,2,1,2,2,5,5,4,2,1,2,1,2,3,2,5,2,2,3,2,2,2,1,1,2,2,1,1,2,2,230,160,7,28
1,230,161,3,4,4,1,5,2,7,2,4,1,1,1,2,3,2,2,2,2,2,5,2,2,2,2,1,2,2,1,4,3,2,3,2,2,2,1,2,2,1,2,2,1,2,1,2,2,4,5,4,2,1,1,3,1,1,1,5,3,2,1,2,2,2,1,0,2,2,3,1,2,2,230,161,7,21
1,230,162,3,4,4,1,5,2,4,2,0,2,1,1,2,3,2,2,2,3,2,5,1,0,2,2,1,1,2,1,0,3,2,2,3,2,1,2,2,2,1,1,2,1,2,1,2,2,5,5,4,2,2,1,3,2,1,2,5,3,1,3,1,1,2,1,1,2,1,1,1,2,2,230,162,7,27
1,230,163,3,5,4,1,3,5,1,2,3,2,1,1,2,3,2,3,2,2,1,3,2,2,2,2,1,1,1,2,4,3,2,3,3,2,1,1,2,2,2,1,1,1,2,2,2,2,5,5,4,2,1,1,2,1,1,2,3,3,2,2,3,3,2,1,2,3,3,3,2,0,2,230,163,7,26
1,230,164,3,5,5,1,5,3,7,2,2,2,1,2,2,3,2,2,2,3,1,2,2,2,2,2,1,1,1,2,2,1,1,3,2,2,2,1,1,2,2,1,2,1,2,2,1,2,5,5,4,2,1,3,1,3,3,2,5,0,3,0,0,3,5,3,1,5,0,3,3,0,2,230,164,7,40
1,230,165,3,7,4,1,2,2,3,1,3,2,1,1,2,3,1,1,1,2,1,3,2,1,1,2,1,1,1,1,4,3,2,3,2,2,1,2,2,2,1,1,2,1,2,2,1,2,5,5,4,2,2,3,3,2,1,1,5,2,1,2,2,2,1,2,1,1,1,2,1,2,2,230,165,7,41
