,CARD,DECK,BALLOT,S199.Q1,S199.Q2,S199.Q3.1,S199.Q3.2,S199.Q3.3,S199.Q3.4,S199.Q3.5,S199.Q3.6,S199.Q3.7,S199.Q3.8,S199.Q3.9,S199.Q4,S199.Q5A,S199.V5B.1,S199.V5B.2,S199.V5B.3,S199.V5B.4,S199.V5B.5,S199.V5B.6,S199.V5B.7,S199.V5B.8,S199.V5B.9,S199.Q6,S199.Q7,S199.Q8.1,S199.Q8.2,S199.Q8.3,S199.Q9.1,S199.Q9.2,S199.Q9.3,S199.Q10,S199.Q11A,S199.V11B.1,S199.V11B.2,S199.V11B.3,S199.V11B.4,S199.V11B.5,S199.V11B.6,S199.V11B.7,S199.V11B.8,S199.Q12.1,S199.Q12.2,S199.Q13.1,S199.Q13.2,S199.Q13.3,S199.Q13.4,S199.Q13.5,S199.Q13.6,S199.Q13.7,S199.Q13.8,S199.Q13.9,S199.Q13.10,S199.Q13.11,S199.Q14,S199.Q15.n,S199.Q16.1,S199.Q16.2,S199.Q16.3,S199.Q16.4,S199.Q16.5,S199.Q16.6,S199.Q16.7,S199.Q16.8,S199.Q16.9,S199.Q16.10,S199.Q16.11,S199.Q16.12,CARD..1,DECK..1,BALLOT..1,S199.V17,S199.V18,S199.V19,S199.V20
148,1.0,199.0,149.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,0.0,5.0,8.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,10.0,1.0,1.0,0.0,0.0,3.0,5.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,199.0,149.0,4.0,3.0,28.0,1.0
149,1.0,199.0,150.0,1.0,8.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,0.0,2.0,8.0,0.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,11.0,2.0,0.0,1.0,0.0,0.0,5.0,1.0,3.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,199.0,150.0,2.0,2.0,21.0,1.0
150,1.0,199.0,151.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,0.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,11.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,199.0,151.0,2.0,2.0,32.0,1.0
151,1.0,199.0,152.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,0.0,2.0,8.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,11.0,7.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,199.0,152.0,2.0,2.0,9.0,1.0
152,1.0,199.0,153.0,1.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,0.0,5.0,8.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,11.0,7.0,11.0,6.0,0.0,0.0,2.0,0.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,199.0,153.0,2.0,2.0,28.0,1.0
153,1.0,199.0,154.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,199.0,154.0,2.0,2.0,1.0,1.0
154,1.0,199.0,155.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,0.0,3.0,5.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,6.0,1.0,11.0,1.0,0.0,3.0,4.0,0.0,3.0,0.0,0.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,199.0,155.0,4.0,3.0,83.0,1.0
155,1.0,199.0,156.0,1.0,8.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,7.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,7.0,7.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,199.0,156.0,1.0,2.0,50.0,1.0
156,1.0,199.0,157.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,0.0,2.0,8.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,5.0,10.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,3.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,199.0,157.0,1.0,10.0,23.0,1.0
157,1.0,199.0,158.0,3.0,8.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,8.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,0.0,1.0,8.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,8.0,0.0,8.0,10.0,0.0,0.0,6.0,7.0,0.0,2.0,4.0,0.0,,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,199.0,158.0,1.0,2.0,22.0,1.0
158,1.0,199.0,159.0,1.0,6.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,199.0,159.0,1.0,10.0,40.0,1.0
159,1.0,199.0,160.0,1.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,0.0,1.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,199.0,160.0,1.0,10.0,10.0,1.0
160,1.0,199.0,161.0,5.0,8.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,0.0,2.0,8.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,7.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,199.0,161.0,2.0,4.0,19.0,1.0
161,1.0,199.0,162.0,5.0,8.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,0.0,6.0,0.0,0.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,7.0,8.0,7.0,10.0,0.0,0.0,7.0,0.0,0.0,4.0,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,199.0,162.0,2.0,4.0,32.0,1.0
162,1.0,199.0,163.0,5.0,8.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,0.0,6.0,0.0,0.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,7.0,8.0,7.0,10.0,0.0,0.0,7.0,0.0,0.0,4.0,6.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,199.0,163.0,2.0,4.0,33.0,1.0
163,1.0,199.0,164.0,10.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,0.0,3.0,10.0,0.0,0.0,7.0,0.0,0.0,5.0,6.0,7.0,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,199.0,164.0,2.0,2.0,52.0,1.0
164,1.0,199.0,165.0,1.0,9.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,8.0,0.0,1.0,8.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,7.0,7.0,10.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,199.0,165.0,2.0,2.0,46.0,1.0
165,1.0,199.0,166.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,0.0,5.0,8.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,3.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,199.0,166.0,2.0,1.0,13.0,1.0
166,1.0,199.0,167.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,0.0,4.0,8.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,1.0,4.0,5.0,4.0,3.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,199.0,167.0,3.0,2.0,37.0,1.0
167,1.0,199.0,168.0,5.0,7.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,7.0,7.0,7.0,10.0,0.0,0.0,7.0,7.0,0.0,2.0,0.0,0.0,,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,199.0,168.0,3.0,4.0,6.0,1.0
168,1.0,199.0,169.0,5.0,8.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,7.0,7.0,7.0,10.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,1.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,199.0,169.0,3.0,4.0,12.0,1.0
169,1.0,199.0,170.0,1.0,8.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,7.0,7.0,10.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,199.0,170.0,3.0,2.0,31.0,1.0
170,1.0,199.0,171.0,5.0,7.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,0.0,6.0,8.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,10.0,0.0,0.0,4.0,0.0,0.0,5.0,7.0,3.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,199.0,171.0,3.0,4.0,10.0,1.0
171,1.0,199.0,172.0,3.0,6.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,0.0,10.0,0.0,0.0,1.0,4.0,0.0,5.0,0.0,6.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,199.0,172.0,5.0,5.0,67.0,1.0
172,1.0,199.0,173.0,3.0,6.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,8.0,0.0,2.0,3.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,7.0,7.0,7.0,10.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,199.0,173.0,5.0,5.0,42.0,1.0
173,1.0,199.0,174.0,3.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,4.0,0.0,5.0,1.0,0.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,199.0,174.0,5.0,5.0,10.0,1.0
174,1.0,199.0,175.0,3.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,8.0,0.0,3.0,8.0,0.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,8.0,7.0,7.0,10.0,0.0,0.0,7.0,7.0,0.0,4.0,3.0,0.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,199.0,175.0,5.0,5.0,13.0,1.0
175,1.0,199.0,176.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,7.0,7.0,7.0,10.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,199.0,176.0,5.0,5.0,37.0,1.0
176,1.0,199.0,177.0,1.0,8.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,7.0,7.0,7.0,10.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,199.0,177.0,6.0,2.0,60.0,1.0
177,1.0,199.0,178.0,1.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,0.0,2.0,8.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,7.0,10.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,199.0,178.0,6.0,2.0,2.0,2.0
178,1.0,199.0,179.0,1.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,8.0,8.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,10.0,0.0,0.0,6.0,7.0,0.0,4.0,0.0,0.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,199.0,179.0,6.0,2.0,131.0,1.0
179,1.0,199.0,180.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,199.0,180.0,6.0,2.0,7.0,1.0
180,1.0,199.0,181.0,2.0,8.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,0.0,5.0,8.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,7.0,7.0,7.0,10.0,0.0,0.0,1.0,0.0,0.0,5.0,7.0,3.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,199.0,181.0,6.0,1.0,60.0,1.0
181,1.0,199.0,182.0,1.0,8.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,0.0,2.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,199.0,182.0,6.0,2.0,27.0,1.0
182,1.0,199.0,183.0,1.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,199.0,183.0,6.0,2.0,85.0,1.0
183,1.0,199.0,184.0,1.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,6.0,8.0,0.0,6.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,199.0,184.0,6.0,2.0,115.0,1.0
184,1.0,199.0,185.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,0.0,4.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,7.0,10.0,0.0,0.0,7.0,0.0,0.0,5.0,5.0,3.0,,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,199.0,185.0,4.0,3.0,102.0,1.0
185,1.0,199.0,186.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,0.0,2.0,4.0,8.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,4.0,0.0,2.0,4.0,4.0,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,199.0,186.0,4.0,2.0,12.0,1.0
186,1.0,199.0,187.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,7.0,7.0,7.0,10.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,199.0,187.0,4.0,2.0,21.0,1.0
187,1.0,199.0,188.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,6.0,0.0,4.0,8.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,3.0,0.0,2.0,7.0,3.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,199.0,188.0,4.0,2.0,34.0,1.0
188,1.0,199.0,189.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,8.0,0.0,2.0,4.0,8.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,7.0,10.0,0.0,0.0,1.0,4.0,0.0,2.0,4.0,3.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,199.0,189.0,4.0,2.0,35.0,1.0
189,1.0,199.0,190.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,8.0,1.0,8.0,8.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,10.0,0.0,0.0,1.0,4.0,0.0,2.0,4.0,3.0,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,199.0,190.0,4.0,2.0,22.0,1.0
190,1.0,199.0,191.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,0.0,4.0,8.0,0.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,10.0,1.0,0.0,1.0,4.0,0.0,5.0,4.0,3.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,199.0,191.0,4.0,3.0,100.0,1.0
