CARD.,DECK.,BALLOT.,Q.1A.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.9.,Q.10A.,Q.10B.,Q.11.,Q.13.,Q.14A.,Q.15B.,Q.16.,Q.17A.,Q.18A.,Q.18C.,Q.19.,Q.20A.,Q.20B.,Q.20B..1,Q.20B..2,Q.21.,Q.22A.,Q.23.,Q.24.,Q.25A.,Q.26A.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32A.,Q.33A.,Q.33B.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39A.,Q.39C.,Q.40.,Q.40A.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45A.,Q.45B.,Q.45C.,Q.45D.,Q.45E.,Q.45F.,Q.45G.,Q.45H.,Q.45I.,Q.45J.,Q.45K.,Q.46.,V.47.
1,4,676,4,3,3,22,4,4,7,1,1,1,10,9,9,9,9,10,9,9,9,9,9,9,9,0,2,1,1,5,1,3,3,3,1,2,2,2,1,1,1,1,5,1,2,99,1,1,1,1,2,1,3,1,3,1,1,2,1,2,1,2,2,1,11
1,4,677,4,3,2,46,1,3,8,1,1,2,7,1,2,1,5,7,3,1,3,7,9,1,1,2,2,1,1,5,1,1,2,3,1,1,2,1,1,2,2,1,1,5,2,99,1,1,2,2,10,0,3,1,1,1,1,2,1,2,1,1,1,1,11
1,4,678,1,3,4,13,1,4,8,2,1,1,2,2,3,1,5,1,9,9,9,1,9,9,9,2,2,1,1,5,1,2,1,2,2,2,1,2,1,2,1,1,1,1,2,99,1,1,2,1,1,1,2,1,1,1,1,3,3,2,1,3,2,1,11
1,4,679,3,3,2,13,2,4,8,2,1,0,4,1,3,4,2,1,5,9,2,7,9,9,2,1,2,1,3,5,1,2,4,2,1,1,1,3,1,2,3,3,1,4,3,9,3,1,2,1,10,3,3,2,1,3,1,3,3,3,1,1,3,1,9
1,4,680,1,6,4,17,1,3,8,2,3,2,2,1,2,3,3,5,5,9,9,8,9,9,9,2,2,1,1,1,1,2,4,3,4,3,1,2,1,2,1,2,1,3,2,99,1,1,2,4,10,3,2,1,1,1,1,1,2,2,1,2,2,1,9
1,4,681,3,4,2,54,4,5,8,4,2,2,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,1,5,1,2,4,2,2,2,1,2,1,2,3,1,1,4,2,99,1,1,2,1,2,3,1,3,3,1,3,3,3,2,3,2,2,1,9
1,4,682,4,4,2,30,4,5,8,2,1,0,1,1,2,1,4,1,9,9,9,9,9,9,9,2,1,3,3,0,1,2,4,2,1,1,2,3,1,3,3,1,1,4,3,9,3,1,4,3,10,2,3,2,1,3,1,3,3,3,3,3,3,1,11
1,4,683,2,3,3,8,3,4,8,3,2,2,4,3,0,1,4,1,5,1,9,1,9,9,9,2,2,1,1,1,1,2,2,3,2,2,1,2,1,2,2,1,1,3,2,99,1,1,2,1,1,3,2,2,1,2,1,1,1,2,2,1,2,1,9
1,4,684,2,7,2,13,4,6,8,1,2,2,3,1,2,1,4,1,9,9,9,1,9,9,9,0,1,1,3,5,1,3,4,3,1,3,1,2,1,2,2,3,1,2,1,99,1,1,2,2,4,4,2,2,1,1,2,3,1,2,1,2,2,3,9
1,4,685,5,7,2,5,3,5,5,2,2,0,1,2,3,1,2,1,9,9,1,1,9,9,9,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,3,1,1,2,99,1,1,1,1,10,4,3,1,3,1,1,2,2,2,1,2,2,1,11
1,4,686,2,7,4,36,4,6,5,3,1,1,2,2,2,1,4,1,9,9,9,1,9,9,9,2,2,1,1,5,1,2,2,2,3,2,1,2,1,2,1,1,1,4,4,3,2,1,2,3,2,4,3,3,1,1,1,3,2,2,1,2,3,1,11
1,4,687,5,3,4,32,4,6,3,1,2,2,1,1,3,1,4,1,9,9,9,1,9,9,9,2,2,2,1,1,1,2,2,2,1,1,1,2,1,2,3,1,1,3,1,99,2,1,2,3,1,3,2,2,1,1,3,3,1,2,3,2,3,1,9
1,4,688,1,3,4,32,4,6,3,5,2,2,1,1,3,1,4,1,9,9,9,2,2,9,9,0,2,1,3,1,1,2,1,1,2,2,1,2,1,2,3,1,1,4,2,99,3,1,2,2,4,2,1,3,1,1,1,3,1,3,2,1,3,3,9
1,4,689,2,3,4,22,2,6,8,4,3,2,3,1,2,1,4,1,9,9,9,1,9,9,9,0,2,1,3,5,1,2,1,1,2,2,1,2,1,3,2,1,1,2,2,99,2,1,1,1,2,1,2,2,1,3,3,3,1,2,3,3,2,1,11
1,4,690,3,3,4,27,4,6,7,2,2,2,3,1,2,1,5,1,9,9,9,1,9,9,9,2,2,1,1,1,1,2,2,3,2,2,1,2,1,2,1,1,1,3,2,99,1,1,1,1,3,3,2,2,1,1,1,2,1,2,1,2,2,2,11
1,4,691,1,3,2,22,4,5,2,3,2,1,4,1,3,3,4,5,5,1,3,1,4,4,4,2,2,1,3,5,1,2,2,2,2,1,1,1,1,2,1,3,1,3,2,99,1,1,2,1,2,3,2,1,3,3,1,2,2,2,3,3,2,1,10
1,4,692,1,3,2,43,3,5,12,4,1,1,10,1,2,1,4,1,9,9,9,1,9,9,9,2,2,1,1,5,1,2,2,2,2,2,2,2,1,2,2,1,1,2,4,3,2,1,2,2,1,2,1,2,1,1,2,2,1,2,1,2,3,1,9
1,4,693,2,3,2,42,3,5,12,2,2,1,1,1,2,9,4,1,1,9,1,1,9,9,9,2,2,1,1,5,1,2,4,2,2,2,1,1,1,2,3,1,1,4,1,99,3,1,2,3,10,4,3,3,3,1,3,3,3,3,1,3,3,1,9
1,4,694,1,3,2,13,3,5,12,1,1,1,3,1,9,9,9,1,9,9,9,9,9,9,9,0,0,1,1,5,1,2,2,3,3,3,1,1,1,2,1,1,1,4,1,99,1,1,2,1,10,0,2,1,1,1,1,3,1,2,3,3,3,1,9
1,4,695,3,3,2,13,4,5,12,5,2,1,12,1,3,1,4,1,4,1,9,1,9,9,9,2,2,3,1,1,6,4,0,4,4,4,0,0,1,4,4,5,1,3,2,99,2,1,2,2,10,3,1,2,1,1,1,1,1,2,3,2,2,1,9
1,4,696,2,3,2,13,4,5,6,5,1,1,3,1,2,4,9,1,2,1,1,1,9,9,9,0,2,1,1,0,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,99,1,1,1,1,4,1,2,1,2,1,1,2,2,2,1,2,2,1,9
1,4,697,4,3,2,13,2,6,3,2,1,1,1,1,1,9,2,1,9,9,1,1,9,9,9,2,2,1,1,5,1,3,2,2,2,2,1,2,1,2,2,3,1,3,2,99,2,1,2,2,2,3,2,3,1,1,3,2,3,2,1,2,2,1,9
1,4,698,3,3,2,13,2,6,3,2,2,2,6,1,2,1,3,1,2,1,9,1,9,9,9,2,2,1,1,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,2,99,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,1,9
1,4,699,3,3,4,49,4,6,3,2,2,2,2,2,3,3,5,1,9,9,9,9,9,9,9,0,0,2,2,4,1,2,2,2,1,1,7,3,1,2,2,1,1,5,2,99,2,1,2,1,2,3,1,2,1,1,1,2,1,2,2,1,2,2,9
1,4,700,1,3,4,30,4,6,3,2,2,2,11,4,3,4,4,9,5,1,9,8,9,9,9,0,2,2,3,3,1,2,4,2,2,2,1,3,1,2,3,1,1,2,1,99,1,1,2,3,3,3,2,1,1,1,1,2,2,2,2,1,2,1,9
1,4,701,2,3,4,30,4,6,3,3,2,2,3,1,3,2,3,1,5,1,1,2,4,1,9,2,2,1,3,1,1,3,4,4,4,4,1,3,1,2,3,2,3,2,1,99,6,1,4,4,12,0,3,1,3,2,1,2,2,2,1,2,3,1,9
1,4,702,4,5,3,5,3,7,7,1,1,1,4,1,2,1,9,1,9,9,9,1,9,9,9,2,2,1,1,1,1,2,4,2,2,2,1,1,1,1,1,1,1,3,1,99,2,1,2,1,2,0,2,1,1,1,1,3,2,2,3,2,3,1,11
1,4,703,4,5,2,13,3,7,12,2,2,2,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,3,5,1,2,3,2,2,2,1,3,1,4,4,1,1,4,3,8,2,1,4,4,11,4,3,3,3,3,1,3,3,3,3,3,3,1,9
1,4,704,4,5,2,13,3,7,6,2,2,2,1,1,2,1,1,1,9,9,1,1,9,9,9,2,2,1,1,1,1,2,2,1,2,2,1,1,1,2,1,1,1,1,1,99,2,1,2,2,6,0,1,3,1,3,1,3,1,2,1,2,2,1,9
1,4,705,1,5,4,17,1,7,12,4,2,2,1,2,3,1,3,1,3,1,9,1,9,9,9,2,2,1,3,1,1,2,2,2,2,2,1,2,1,2,2,1,1,3,4,7,2,1,2,2,4,4,2,2,1,1,1,2,0,2,1,2,1,2,9
1,4,706,2,5,4,30,4,7,6,4,2,2,1,1,2,1,3,1,9,1,9,1,9,9,9,2,2,1,1,5,1,2,2,2,2,2,1,2,1,2,1,1,1,4,1,99,2,1,2,1,1,4,3,1,1,3,1,3,2,2,3,2,2,1,9
1,4,707,2,5,4,5,4,7,10,2,4,2,4,1,1,9,2,1,9,9,1,1,9,9,9,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,2,99,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,2,2,1,11
1,4,708,1,3,4,50,2,5,12,2,1,0,10,9,1,9,9,10,9,9,9,9,9,9,9,0,0,2,1,1,1,2,4,2,2,2,1,2,1,2,3,1,1,4,1,99,3,1,2,3,10,4,3,3,1,1,1,2,2,2,1,1,1,1,9
1,4,709,6,3,1,43,4,5,6,1,1,1,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,99,1,1,2,1,10,1,2,1,1,1,1,2,2,2,1,2,2,1,10
1,4,710,3,3,3,13,4,5,6,3,3,2,3,1,1,1,2,1,1,1,1,1,9,9,9,2,1,2,1,8,1,3,2,3,3,2,1,2,1,1,1,2,1,1,2,99,2,1,2,1,10,1,2,1,3,1,3,1,1,2,2,2,2,1,11
1,4,711,1,3,3,22,3,5,6,4,2,2,1,1,2,4,4,4,9,9,9,1,9,9,9,1,2,2,3,5,1,2,2,1,1,1,1,3,1,2,3,1,1,3,1,99,2,1,4,3,10,0,0,2,2,1,1,3,1,3,1,2,3,4,11
1,4,712,2,4,4,32,2,6,3,2,2,2,6,1,3,1,4,1,9,9,9,1,9,9,9,2,2,1,1,3,1,2,2,2,1,2,1,2,1,2,2,1,1,4,2,99,4,1,2,2,10,4,1,1,1,1,1,3,1,2,2,3,2,2,9
1,4,713,2,4,4,32,4,6,3,2,1,1,1,1,3,1,4,1,4,1,1,1,9,9,9,2,2,1,1,1,1,2,1,2,2,2,1,2,1,2,3,1,1,2,1,99,3,1,2,1,3,3,1,3,1,1,1,3,2,2,1,3,2,1,9
1,4,714,1,4,4,35,4,6,7,1,1,1,3,1,1,1,4,1,9,9,9,1,9,9,9,2,2,1,1,1,1,2,2,3,3,1,1,2,1,2,3,1,1,4,1,99,1,1,1,1,6,4,2,1,2,2,1,1,1,3,3,1,2,2,9
1,4,715,1,4,4,5,3,6,6,3,2,2,1,1,1,1,4,1,9,9,9,1,9,9,9,2,0,1,1,1,1,2,2,1,2,2,1,2,1,2,2,1,1,3,1,99,2,1,2,3,2,3,2,2,2,1,1,1,1,2,2,2,2,4,11
1,4,716,2,4,4,35,1,6,10,1,2,0,1,2,1,9,1,1,9,9,1,1,9,9,9,2,2,1,1,1,1,2,4,2,2,2,1,2,1,2,1,1,1,3,2,99,2,1,2,1,10,3,2,1,3,0,1,3,3,2,3,3,1,1,11
1,4,717,1,4,4,30,4,6,3,5,2,1,1,2,3,1,4,9,9,9,9,1,9,9,9,2,2,1,1,4,1,1,2,1,1,1,1,2,1,2,3,1,1,4,2,99,2,1,2,2,2,2,1,3,2,1,3,3,1,2,2,1,2,2,9
1,4,718,3,4,4,49,2,6,3,5,3,2,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,3,1,1,2,2,2,2,2,1,2,1,2,2,1,1,4,2,99,2,1,2,1,12,3,2,2,1,1,1,1,1,2,1,2,2,1,9
1,4,719,3,4,4,5,4,6,6,1,3,2,3,1,2,1,1,1,9,9,1,1,9,9,9,1,2,1,1,3,1,3,2,2,2,2,1,2,1,2,2,3,1,1,2,99,1,1,2,2,2,3,2,1,1,1,1,2,2,2,1,2,2,1,11
1,4,720,2,4,4,32,4,6,6,4,1,2,2,1,1,9,2,1,9,9,2,6,4,9,9,2,2,2,2,4,1,2,2,1,1,1,2,4,1,3,1,3,1,2,2,99,4,1,3,2,1,2,2,2,2,2,1,2,2,2,1,1,1,3,9
1,4,721,3,4,4,13,1,6,10,2,1,1,2,2,2,1,4,1,9,9,9,1,9,9,9,2,2,2,1,1,1,2,2,2,2,2,2,3,1,2,2,1,1,4,2,99,2,1,2,1,1,3,3,2,1,1,1,1,3,2,1,2,2,1,11
1,4,722,2,3,4,49,4,5,3,3,2,0,10,9,1,9,9,10,9,9,9,9,9,9,9,0,0,1,1,1,1,2,1,2,2,2,1,2,1,2,1,1,1,4,1,99,2,1,2,2,12,4,2,1,1,1,3,2,1,2,3,2,2,1,9
1,4,723,3,3,4,49,4,5,3,2,1,0,2,1,2,3,1,1,9,9,1,1,9,9,9,2,2,2,1,1,1,2,2,3,2,2,7,2,1,2,2,1,1,3,2,99,2,1,2,1,1,3,1,1,1,1,2,3,1,3,2,1,2,1,9
1,4,724,2,3,4,32,1,5,3,3,2,2,1,1,9,9,4,5,1,9,9,4,9,1,9,0,0,1,3,2,1,2,2,2,1,1,0,3,1,2,4,5,6,5,5,99,6,1,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,4,9
1,4,725,4,2,1,43,4,5,10,1,1,1,2,1,0,1,2,1,5,1,1,8,2,9,9,2,2,1,1,1,1,2,2,1,3,3,1,2,1,2,3,3,1,1,1,99,3,1,3,2,1,2,3,2,1,1,1,3,1,2,3,2,1,2,11
1,4,726,2,4,4,30,4,5,3,4,2,2,1,3,3,1,4,1,9,9,9,1,9,9,9,2,2,1,1,2,1,1,4,2,2,2,1,2,1,2,3,1,1,4,1,99,4,1,2,1,3,4,1,3,1,1,1,3,1,2,3,3,1,1,9
1,4,727,5,4,2,13,3,6,3,2,1,1,1,1,1,9,4,1,9,9,9,9,9,9,9,0,0,1,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,3,2,99,1,1,2,1,5,3,3,1,3,1,1,3,2,2,1,3,2,1,9
1,4,728,3,4,2,13,4,6,3,1,2,2,10,2,1,9,9,10,9,9,9,9,9,9,9,0,0,1,1,1,1,2,4,2,2,2,1,1,1,2,3,1,3,3,3,9,2,1,2,1,10,4,2,1,1,1,1,2,2,2,1,3,3,4,9
1,4,729,5,4,2,13,3,6,3,2,2,2,2,1,9,9,1,1,9,9,3,9,9,9,9,0,0,1,1,8,1,2,4,2,3,2,1,3,1,2,3,1,1,4,2,99,2,1,2,2,2,3,2,1,1,1,1,2,2,2,1,2,2,2,9
1,4,730,3,4,2,25,4,6,3,2,1,1,2,1,3,1,4,1,3,1,9,1,9,9,9,1,2,2,1,1,1,2,3,2,2,2,2,4,1,2,1,3,1,3,2,99,3,1,2,1,1,3,3,2,1,1,1,2,1,2,1,3,2,1,9
1,4,731,5,4,2,13,3,6,3,2,3,0,2,1,2,9,2,1,9,9,1,5,2,4,9,1,1,1,1,3,2,2,2,2,2,2,6,2,1,3,2,3,1,2,1,99,6,1,4,4,10,0,3,2,1,2,1,3,2,2,2,2,3,2,9
1,4,732,3,4,4,32,4,6,3,2,1,1,10,9,9,9,9,10,9,9,9,9,9,9,9,0,3,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,4,1,99,4,1,2,3,3,4,2,1,1,1,1,2,2,2,1,2,3,1,9
1,4,733,3,4,4,30,4,6,3,4,1,1,1,2,3,1,4,1,9,9,9,1,9,9,9,0,0,2,1,5,4,2,3,2,2,2,1,1,1,1,3,1,1,4,1,99,2,1,2,1,12,1,2,1,1,1,1,2,3,2,1,2,2,1,9
1,4,734,2,6,4,15,2,5,7,1,2,2,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,1,5,1,2,2,2,2,1,1,2,1,2,3,1,1,3,2,99,1,1,2,1,10,3,3,3,1,1,1,3,1,2,3,3,2,4,9
1,4,735,5,7,5,5,4,7,10,1,1,1,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,1,1,1,3,3,3,3,2,1,1,1,2,1,3,1,1,2,99,1,1,2,1,10,1,3,1,1,1,1,2,2,2,1,2,2,1,11
1,4,736,1,7,5,35,1,8,5,3,3,2,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,3,1,1,1,1,1,1,2,1,3,1,3,2,1,1,4,1,99,3,1,2,2,1,4,3,2,3,2,3,1,1,3,2,3,1,4,11
1,4,737,2,6,2,54,4,0,3,6,4,0,12,9,9,9,9,10,9,9,9,9,9,9,9,0,0,3,2,0,6,4,0,4,4,4,0,0,1,4,4,5,6,5,5,99,6,1,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,4,9
1,4,738,2,3,4,32,1,5,3,2,1,1,10,9,1,9,9,10,9,9,9,9,9,9,9,0,0,1,1,1,1,2,2,2,2,2,1,2,1,2,1,1,1,3,2,99,2,1,2,1,2,3,2,1,1,1,1,2,3,2,3,2,2,2,9
1,4,739,1,3,4,49,1,5,3,4,1,1,3,1,1,9,2,1,9,9,1,1,9,9,9,2,2,1,1,0,1,2,2,2,2,2,1,2,1,2,1,2,1,3,2,99,2,1,2,1,1,3,2,3,2,3,1,3,1,2,1,3,2,1,9
1,4,740,2,3,4,32,2,5,3,2,1,1,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,1,1,1,3,2,3,3,3,1,2,1,2,1,1,1,1,2,99,2,1,2,1,10,1,2,1,1,1,1,3,3,2,3,1,2,4,9
1,4,741,2,3,4,54,2,5,3,2,1,1,1,1,1,9,2,1,3,1,1,4,4,1,9,2,2,3,1,3,1,2,2,2,2,2,2,2,1,2,1,2,1,3,1,99,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,3,3,1,9
1,4,742,2,3,2,13,4,5,7,3,2,2,3,1,1,9,1,1,9,9,3,1,9,9,9,2,1,1,1,1,1,2,4,2,2,2,1,2,1,2,1,0,5,3,1,99,3,1,2,1,3,3,3,2,3,1,3,3,3,1,3,3,3,2,9
1,4,743,2,4,2,40,2,6,6,4,2,2,1,3,2,3,2,1,9,9,3,1,9,9,9,2,2,1,1,1,1,2,4,4,4,4,1,2,1,2,3,2,1,4,2,99,2,1,2,3,1,3,1,2,3,3,3,1,3,3,3,2,2,4,11
1,4,744,2,4,2,22,2,6,6,1,2,2,1,2,1,9,2,1,9,9,1,3,2,3,4,2,2,1,1,1,1,1,4,1,1,2,1,1,1,2,2,3,1,1,2,99,2,1,2,2,12,2,3,1,3,1,3,1,1,2,2,1,1,3,11
1,4,745,4,4,2,13,4,6,6,2,1,1,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,1,1,1,2,4,2,2,2,1,2,1,2,1,1,1,4,2,99,2,1,2,1,10,1,3,3,1,1,1,2,2,2,1,2,2,2,9
1,4,746,5,4,2,17,4,6,6,2,2,2,10,2,3,1,4,1,9,9,9,1,9,9,9,2,0,1,1,1,1,2,3,3,2,3,1,2,1,2,1,3,1,4,2,99,2,1,2,1,11,3,2,1,2,1,2,2,2,2,1,2,2,1,10
1,4,747,2,4,2,48,4,6,6,1,1,1,10,9,4,1,4,1,9,9,9,9,9,9,9,2,2,1,1,5,1,3,4,2,2,3,1,1,1,2,1,1,1,5,2,99,1,1,2,1,4,4,2,1,1,1,1,2,2,2,1,2,2,2,10
1,4,748,2,4,3,5,3,4,12,4,1,0,12,1,1,9,1,10,4,1,1,1,9,9,9,0,2,1,3,1,1,3,1,3,2,2,1,3,1,3,2,3,1,3,1,99,2,1,2,3,10,4,3,1,1,3,1,1,1,3,2,2,3,3,11
1,4,749,1,3,5,48,4,5,12,4,1,2,12,1,3,9,9,10,9,1,9,9,9,9,9,0,0,1,1,5,1,2,2,1,1,2,1,1,1,2,1,1,1,2,2,99,2,1,2,1,1,2,3,3,1,1,1,3,3,3,3,1,3,1,9
1,4,750,2,3,5,11,4,5,10,1,1,1,10,1,1,1,4,1,9,9,1,1,9,9,9,2,3,1,1,1,1,2,3,2,2,2,1,1,1,1,2,1,1,4,1,99,1,1,1,2,1,1,2,1,1,1,1,2,1,2,2,2,1,1,11
1,4,751,1,3,4,4,1,4,1,1,1,1,1,1,3,1,3,1,2,1,9,1,9,9,9,2,2,1,1,1,1,2,2,2,2,3,1,2,1,2,1,1,1,3,1,99,2,1,2,1,10,3,3,1,1,1,1,2,2,2,1,3,1,1,2
1,4,752,1,3,4,27,3,6,1,1,2,2,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,1,1,5,2,1,2,1,2,1,1,1,2,1,1,1,4,4,3,1,1,2,1,1,3,2,1,3,1,1,2,1,2,1,2,3,3,2
1,4,753,4,6,4,36,3,4,1,1,2,2,4,1,2,1,4,1,9,9,9,3,4,1,9,2,1,1,1,1,1,3,4,2,2,2,1,1,1,2,3,1,1,3,2,99,1,1,2,3,5,3,3,2,1,1,1,3,2,2,1,2,3,3,2
1,4,754,3,6,4,43,2,4,1,2,2,2,6,1,1,9,1,1,9,9,1,8,9,9,9,2,2,1,1,1,1,2,4,2,2,2,1,1,1,2,3,1,1,3,1,99,2,1,2,3,10,3,3,3,3,1,3,3,3,3,1,2,3,1,2
1,4,755,1,3,6,17,4,5,2,2,1,1,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,3,1,1,2,4,2,2,2,1,1,1,2,2,1,1,4,1,99,2,1,2,3,10,4,2,2,2,3,3,2,2,2,3,2,2,1,14
1,4,756,1,3,6,54,4,5,2,2,1,0,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,3,1,1,2,4,2,2,2,1,1,1,2,1,1,1,4,1,99,3,1,2,1,1,4,3,1,2,1,3,2,2,2,1,2,2,1,14
1,4,757,1,3,6,35,2,5,2,1,1,1,1,4,5,9,4,1,9,9,9,1,9,9,9,2,2,1,1,1,1,2,2,2,2,2,1,2,1,2,3,1,1,3,1,99,2,1,2,2,2,4,3,3,2,1,3,2,3,2,1,2,2,3,14
1,4,758,1,3,6,49,4,5,2,5,3,2,1,9,1,9,9,10,9,9,9,9,9,9,9,0,0,1,3,1,1,2,4,2,2,2,1,3,1,3,2,1,1,4,2,99,2,1,2,2,10,3,2,3,2,1,1,3,2,3,3,1,1,1,14
1,4,759,1,3,6,49,3,5,2,5,1,1,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,1,1,1,2,2,1,1,2,1,2,1,3,2,1,1,4,4,7,3,1,3,2,3,2,2,2,1,2,1,1,1,2,2,1,2,1,14
1,4,760,1,3,5,54,3,5,12,1,2,2,10,2,1,9,9,1,9,9,1,1,9,9,9,2,2,1,3,1,1,2,3,3,1,1,1,1,1,2,3,1,1,4,2,99,1,1,2,3,2,1,2,2,1,1,1,2,1,2,1,1,2,2,14
1,4,761,1,3,5,18,3,5,12,2,2,2,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,3,1,1,4,4,3,2,2,1,1,1,2,3,1,1,4,1,99,1,1,2,3,2,4,3,3,1,1,1,3,3,3,1,3,3,1,14
1,4,762,1,3,5,14,3,5,12,4,1,1,1,1,1,1,4,1,2,1,1,1,2,9,9,1,2,1,1,5,1,3,4,2,2,2,1,1,1,2,1,2,1,2,1,99,1,1,2,1,10,1,2,1,1,1,1,2,2,2,1,1,2,1,14
1,4,763,1,3,5,14,4,5,12,4,1,1,1,2,9,9,4,1,9,9,9,9,9,9,9,2,2,1,1,1,1,2,4,2,2,2,1,1,1,2,1,1,1,4,2,99,1,1,2,1,1,3,2,3,3,1,1,3,3,2,1,3,3,1,14
1,4,764,2,3,1,43,1,4,9,5,3,2,12,9,1,9,9,10,9,9,9,9,9,9,9,0,0,2,2,1,1,1,3,1,1,1,1,3,1,3,2,1,1,2,2,99,4,1,2,2,10,2,3,2,3,3,3,3,3,3,3,3,3,3,6
1,4,765,1,6,4,32,4,4,3,2,3,2,2,2,3,2,5,2,1,9,3,1,9,9,1,0,0,1,1,2,1,1,2,1,1,1,1,3,1,2,3,1,1,4,1,99,3,1,2,3,4,4,3,3,1,1,3,0,3,3,3,1,3,2,6
1,4,766,1,6,4,30,3,4,3,5,2,2,5,1,3,1,5,1,9,9,9,1,9,9,9,2,2,1,3,2,1,2,4,2,1,2,1,3,1,2,3,1,1,3,1,99,3,1,2,3,5,4,3,3,1,1,1,3,1,3,3,3,3,2,6
1,4,767,1,6,4,30,3,4,3,4,3,2,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,3,1,1,1,2,1,1,3,1,2,1,2,1,1,1,3,1,99,2,1,2,3,4,4,1,1,1,3,3,2,3,2,1,1,3,1,6
1,4,768,2,4,4,32,4,1,3,2,2,2,2,1,1,9,1,1,9,9,1,1,9,9,9,2,2,1,1,1,1,2,2,2,2,2,1,2,1,2,1,4,1,3,4,3,3,1,4,3,12,4,2,1,2,1,3,2,1,2,3,3,3,1,6
1,4,769,1,4,2,30,2,2,3,3,1,0,12,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,1,1,1,3,4,3,3,3,1,1,1,2,3,1,1,4,1,99,1,1,1,1,10,3,3,3,3,1,3,1,1,3,3,3,2,1,6
1,4,770,2,4,2,43,3,2,3,2,2,2,2,1,2,1,4,4,1,2,9,1,2,9,9,1,2,1,1,2,2,1,2,1,1,2,1,2,1,2,1,3,1,3,1,99,2,1,2,1,10,3,2,1,1,1,1,2,1,2,1,1,0,1,6
1,4,771,2,1,2,13,1,4,3,1,1,2,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,2,3,1,1,3,2,3,2,2,1,3,1,2,2,1,1,4,1,99,3,1,3,2,10,4,1,2,1,2,2,3,1,3,2,1,1,2,9
1,4,772,2,5,2,13,1,3,3,2,1,1,4,1,2,1,4,1,1,1,1,1,9,9,9,2,2,1,1,1,1,2,4,2,2,2,1,2,1,2,1,1,6,3,2,99,1,1,2,1,1,3,2,1,1,1,3,2,2,2,1,3,2,1,9
1,4,773,2,5,2,42,1,3,3,1,1,1,4,1,3,1,1,1,9,1,1,1,9,9,9,2,2,1,1,1,1,2,4,2,2,2,1,2,1,2,1,4,1,3,2,99,2,1,2,3,10,1,3,1,1,1,3,3,3,1,1,2,3,1,9
1,4,774,2,5,4,32,4,3,3,5,1,1,3,1,2,1,4,1,9,9,1,1,9,9,9,2,2,1,3,1,1,1,2,1,1,1,1,4,1,2,1,1,1,2,2,99,4,1,3,2,10,2,3,2,1,1,1,1,1,2,1,1,1,1,9
1,4,775,5,2,2,13,3,5,3,2,2,1,10,9,9,9,9,10,9,9,9,9,9,9,9,2,0,1,1,1,1,2,2,2,1,1,1,2,1,2,2,2,1,4,4,3,2,1,2,1,1,4,2,2,3,3,3,1,1,2,3,2,2,2,9
1,4,776,1,2,2,22,1,5,3,3,2,1,11,1,2,2,9,3,3,1,1,4,9,9,9,1,2,1,2,1,1,2,4,1,1,1,2,2,1,2,1,3,1,3,2,99,1,1,2,1,3,3,2,1,1,1,1,3,1,2,3,1,2,1,9
1,4,777,3,6,4,30,4,4,3,3,1,1,1,1,3,1,9,1,5,1,9,1,9,9,9,2,2,1,1,1,1,2,4,2,1,2,1,2,1,2,1,1,1,3,1,99,2,1,1,3,10,4,2,1,1,1,1,2,2,2,1,3,3,1,9
