CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18A.,Q.18B.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39A.,Q.39B.,Q.40.,Q.41.,Q.42.,Q.42A.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61A.,Q.61B.,Q.61C.,Q.61D.,Q.61E.,Q.61F.,Q.61G.,Q.61H.,CARD..1,DECK..1,BALLOT..1,Q.61I.,Q.61J.,Q.61K.,Q.61L.,Q.61M.,Q.61N.,Q.61O.,Q.61P.,Q.61Q.,Q.61R.,Q.61S.,Q.61T.,V.61U.,V.61V.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70.,Q.71.,Q.72.,Q.73.,Q.74.,Q.75.,Q.76.,Q.77.,Q.78.,Q.79.,Q.80.,Q.81.,Q.82.,Q.83.,Q.84.,Q.85.,Q.86.,Q.87A.,Q.87B.,Q.87C.,Q.87D.,Q.87E.,Q.87F.,Q.87G.,Q.88.,Q.89A.,Q.90.,Q.91.,Q.92.,Q.93.,Q.94.,Q.95.,Q.96.,V.97.,V.98.,V.100.
1,91,46,2,4,1,1,3,4,2,2,2,3,1,1,2,2,4,2,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,1,2,1,1,2,9,1,0,1,2,1,2,2,1,3,2,3,1,1,3,3,2,2,2,3,3,3,3,3,2,2,2,2,9,46,3,2,2,3,3,2,3,2,3,2,1,2,1,0,1,2,1,4,2,2,2,1,1,1,2,2,2,3,2,3,4,1,1,2,2,4,1,2,4,1,1,3,3,1,1,1,2,1,1,1,2,2,1,3,4,2,7,5136
1,91,47,2,10,1,2,2,4,2,2,2,3,2,1,2,2,3,2,3,2,2,2,1,4,2,3,3,3,2,3,1,2,3,2,3,2,1,1,2,1,2,1,3,1,2,2,1,3,4,2,2,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,3,2,3,2,2,2,9,47,2,2,1,2,2,2,2,2,2,2,2,2,1,0,1,1,1,3,2,2,2,1,2,1,2,3,2,2,2,2,2,1,2,1,2,4,1,2,3,1,1,0,1,1,1,1,2,1,1,2,1,2,1,3,2,2,7,5145
1,91,48,2,6,1,1,3,4,1,1,2,5,1,3,1,2,2,3,2,2,3,2,2,2,1,3,2,2,2,2,2,2,2,1,1,0,1,1,1,3,1,1,3,0,0,2,9,3,4,3,1,1,1,1,1,1,2,2,1,1,3,2,3,1,2,3,3,1,1,1,1,2,1,2,9,48,1,1,0,1,0,3,3,2,3,0,1,1,8,3,1,1,1,4,2,2,2,1,2,3,3,3,2,2,2,2,5,1,4,3,3,2,5,2,3,1,1,1,1,1,1,1,0,2,1,2,3,3,0,0,2,2,8,5326
1,91,49,2,5,1,2,3,4,2,2,2,3,2,1,2,2,3,2,1,2,2,2,2,4,2,3,3,3,2,3,1,2,4,0,2,1,2,1,2,2,2,1,1,1,1,2,1,3,4,2,1,3,2,2,4,0,4,4,4,2,1,3,2,2,3,1,3,2,2,2,1,2,2,2,9,49,1,0,0,1,3,2,1,1,3,1,2,1,7,2,2,2,1,4,2,2,2,1,1,1,1,3,2,4,3,4,4,3,4,1,3,4,3,2,1,3,1,3,1,1,1,1,1,4,1,2,3,3,1,1,5,2,1,2121
1,91,50,1,8,1,2,2,4,1,2,2,3,5,1,2,3,3,2,3,2,1,2,2,4,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,3,1,2,1,1,1,9,3,0,1,3,1,1,0,4,2,2,4,4,2,1,3,2,2,3,3,2,2,3,2,3,3,3,2,9,50,3,3,3,3,3,3,3,2,3,2,3,2,11,0,1,2,1,0,1,2,3,3,2,2,2,2,3,3,2,4,2,2,2,1,3,4,1,2,3,3,3,3,3,3,1,3,1,2,1,1,1,2,1,2,5,2,2,2328
1,91,51,2,9,1,1,3,4,2,1,3,2,3,4,2,3,4,2,3,2,1,2,2,4,2,3,2,2,2,2,2,2,2,1,3,1,2,1,2,2,2,1,2,1,2,1,9,3,4,2,2,1,2,1,4,4,4,4,4,4,2,1,2,2,2,3,3,2,3,3,3,3,3,2,9,51,1,2,1,2,3,2,3,2,3,2,3,2,2,0,1,1,1,5,2,2,3,1,2,2,2,3,3,2,4,2,3,1,4,1,3,2,3,2,4,1,1,1,2,1,1,2,2,1,1,2,3,3,2,3,3,2,1,2128
1,91,52,2,7,1,1,3,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,5,1,2,2,2,2,1,2,1,2,1,1,1,3,1,1,1,1,1,1,1,1,2,1,3,4,2,2,1,2,1,1,1,2,1,1,4,1,2,2,2,3,2,3,2,2,1,2,3,3,2,9,52,2,3,3,3,3,1,1,1,2,1,3,3,5,0,2,2,1,6,2,2,1,2,2,2,2,4,3,2,3,3,3,2,4,1,3,2,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,2,2311
1,91,53,2,5,1,1,1,4,2,1,2,5,1,2,2,1,3,2,1,4,1,2,1,1,1,1,2,2,2,3,2,2,2,2,2,1,1,2,3,3,2,1,1,1,2,2,1,3,4,2,1,1,2,1,3,3,1,1,1,2,3,2,3,1,2,3,3,0,4,3,3,3,0,2,9,53,2,3,3,0,2,3,3,2,3,2,3,3,11,4,1,1,2,5,1,2,3,1,3,2,3,4,3,3,3,1,2,1,2,5,3,2,1,2,3,1,2,2,2,1,1,2,3,2,3,3,3,2,3,3,1,2,1,2145
1,91,54,1,8,1,1,2,4,2,2,2,4,3,3,4,3,4,2,2,3,2,2,1,5,1,3,1,2,2,2,1,2,2,2,2,1,1,1,3,3,3,1,2,2,2,2,5,3,4,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,3,3,3,3,1,2,3,2,1,2,9,54,1,1,2,1,3,2,2,2,2,2,1,2,6,0,2,2,1,4,2,3,2,1,2,2,2,4,3,3,2,2,3,3,4,1,3,4,1,2,2,1,3,3,1,1,1,1,1,5,1,2,3,2,1,3,5,2,0,1105
1,91,55,2,8,1,1,3,4,2,2,2,3,3,1,2,2,3,2,2,2,1,2,2,2,2,2,2,1,2,3,2,2,3,1,1,1,2,1,1,1,1,2,3,1,1,2,2,1,4,2,2,1,1,1,4,4,2,1,4,2,3,3,3,1,2,3,2,3,3,3,2,3,2,2,9,55,2,1,2,1,3,2,3,2,3,1,1,1,5,0,2,2,1,3,2,2,3,2,2,2,2,2,4,3,3,3,4,3,3,1,2,2,5,2,1,2,3,1,3,1,1,1,1,5,1,1,1,2,1,3,2,2,0,1139
1,91,56,1,8,2,4,3,4,1,2,4,4,1,3,5,4,5,2,3,2,2,3,2,3,2,2,2,3,2,4,0,1,0,1,1,1,2,2,0,1,3,1,0,2,2,1,9,3,1,0,3,1,2,2,4,4,4,4,4,4,2,0,2,0,2,3,3,3,2,1,3,3,1,2,9,56,2,2,2,2,2,1,2,2,1,1,0,2,5,1,2,2,1,0,2,2,2,1,3,2,2,3,4,4,5,2,4,3,3,1,3,4,3,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,5,2,4,3326
1,91,57,2,5,3,2,3,4,2,1,3,3,3,3,3,2,4,2,2,1,1,2,2,5,2,1,2,2,2,2,2,2,2,2,3,1,1,2,2,1,2,1,4,2,1,2,7,3,4,1,3,1,2,1,1,1,1,2,4,1,1,1,2,2,2,3,2,3,3,3,3,3,1,2,9,57,3,3,3,3,2,2,3,3,3,1,3,2,2,0,2,3,1,5,2,1,2,1,2,2,2,4,4,4,4,4,4,1,4,1,3,2,5,2,4,1,2,1,1,1,1,2,2,1,1,2,1,2,1,3,3,2,0,1158
1,91,58,2,6,1,1,3,4,2,1,2,2,1,1,2,1,3,2,2,3,2,2,2,4,2,1,1,1,2,2,2,2,3,1,2,1,3,1,1,1,2,1,2,1,1,2,1,3,4,2,2,2,2,0,2,2,2,2,2,2,2,1,2,2,3,3,2,2,2,2,2,2,3,2,9,58,2,2,3,2,2,2,1,1,3,1,3,2,3,0,1,2,1,7,2,2,2,2,2,2,2,4,4,4,4,4,4,1,4,1,3,4,1,2,4,1,1,1,1,1,1,1,2,1,1,2,3,2,1,3,2,2,8,5328
1,91,59,1,6,1,2,1,4,2,1,1,5,3,1,2,2,3,2,2,2,1,2,1,4,2,1,2,2,2,2,1,1,3,2,2,2,3,1,3,3,3,1,2,2,2,2,7,3,4,2,3,1,2,1,3,3,3,3,4,2,1,1,1,1,3,3,3,3,3,3,3,3,3,2,9,59,3,3,3,3,3,3,3,3,3,3,3,3,11,0,2,2,1,7,2,2,3,3,1,1,1,4,4,4,4,4,2,1,1,1,2,4,2,2,4,1,1,2,2,1,1,1,3,2,1,2,2,3,3,3,1,2,0,1112
1,91,60,1,5,1,1,2,4,2,1,3,3,4,1,1,1,3,2,2,2,1,2,2,4,2,3,2,2,2,2,2,2,3,2,2,1,3,1,2,3,2,1,3,2,2,2,6,3,4,2,2,2,2,2,1,4,2,4,4,1,1,1,2,1,2,3,1,1,3,1,1,3,3,2,9,60,1,3,0,1,1,3,1,3,3,3,1,1,8,1,2,2,1,5,2,2,2,2,2,3,2,4,4,4,4,4,4,1,1,1,2,4,2,2,4,1,1,1,3,1,1,2,2,5,1,1,3,3,1,3,2,2,1,2105
1,91,61,2,6,1,1,1,4,1,0,2,3,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,3,1,2,1,0,1,1,2,2,2,1,2,1,2,1,1,1,9,0,0,0,0,3,1,1,1,1,1,1,1,1,2,3,3,2,2,2,2,2,2,2,1,2,2,2,9,61,3,1,3,2,3,2,2,2,2,1,2,3,3,0,1,1,1,4,2,2,2,2,6,3,3,4,4,3,2,2,4,3,3,11,3,2,5,2,1,1,3,3,3,1,1,3,2,5,2,2,3,2,1,3,2,2,2,2310
1,91,62,1,9,1,1,1,4,2,2,3,5,4,1,4,1,5,2,3,2,2,2,1,5,2,3,3,3,3,3,3,3,4,2,2,2,3,1,3,2,1,1,3,1,1,2,7,0,1,3,2,1,1,1,3,3,3,2,2,2,1,1,1,0,0,2,1,1,3,2,2,1,1,2,9,62,1,2,2,3,2,2,2,3,2,3,1,3,6,0,1,2,2,4,2,2,1,1,2,1,3,2,1,1,1,4,1,1,1,2,3,4,1,3,4,1,2,2,1,1,1,2,2,5,1,3,1,3,1,3,2,2,2,2302
1,91,63,1,9,1,1,3,4,1,1,2,3,3,2,2,3,3,2,2,2,1,1,1,5,1,2,2,2,2,2,1,2,2,1,1,1,3,1,1,1,2,1,0,2,2,2,7,3,1,0,0,1,1,1,3,3,4,1,1,1,2,1,3,1,0,2,0,2,3,2,2,3,3,2,9,63,2,1,3,1,3,3,2,1,3,1,3,2,4,1,1,1,1,3,2,2,3,2,2,2,2,3,2,2,1,4,4,2,3,1,2,4,1,3,4,1,1,1,1,1,1,1,1,2,1,1,3,2,1,1,1,2,8,5310
1,91,64,2,10,1,1,3,4,2,1,3,5,4,3,2,4,5,2,3,1,1,2,2,4,2,2,3,3,3,3,1,1,1,1,1,1,3,1,3,1,1,1,2,1,1,2,7,3,4,1,2,1,2,1,4,4,4,4,4,1,2,2,3,1,2,2,2,1,3,2,1,2,2,2,9,64,1,1,1,2,2,1,1,3,3,1,2,3,7,0,1,2,1,5,2,2,3,3,2,2,2,3,3,3,4,3,1,1,4,1,3,2,3,3,4,1,1,3,1,1,1,2,1,5,1,3,1,2,1,3,5,2,0,1145
1,91,65,2,9,1,1,2,4,2,1,3,4,4,1,1,3,2,2,2,4,4,2,2,5,1,2,2,2,2,2,1,3,4,1,2,1,3,1,3,3,2,1,1,2,1,2,9,3,0,3,1,2,1,2,1,1,1,1,1,1,2,3,2,2,2,2,1,3,2,2,3,3,2,2,9,65,3,3,3,2,3,3,3,1,3,3,3,3,2,0,2,4,2,5,1,2,1,1,4,2,1,5,5,5,5,4,2,3,1,2,3,4,4,4,4,1,3,2,3,1,1,2,1,1,1,1,2,3,3,3,4,2,6,4327
1,91,66,1,4,1,1,3,4,2,1,2,4,4,4,2,4,3,2,3,2,4,2,2,5,1,1,3,2,2,1,3,1,1,1,1,1,3,1,2,3,3,1,2,1,1,2,7,1,4,3,1,1,1,0,4,4,1,3,1,1,3,1,2,1,2,3,3,3,3,3,3,3,3,2,9,66,3,3,3,3,2,3,2,2,3,3,3,2,11,0,2,1,2,5,2,2,2,1,2,3,1,4,4,4,4,4,3,1,4,1,3,4,1,4,4,1,1,2,1,1,2,2,1,5,1,1,1,2,3,3,2,2,4,3340
1,91,67,1,9,4,3,3,4,2,1,4,5,4,3,2,3,4,2,3,2,1,2,2,5,2,2,2,2,2,2,1,1,1,2,2,3,3,1,3,2,4,1,2,1,1,2,2,3,0,3,2,1,2,2,1,1,1,1,1,1,2,1,2,2,2,0,0,0,4,0,0,0,0,2,9,67,0,0,0,0,0,0,0,0,0,0,0,0,11,11,1,4,2,7,3,1,2,1,2,2,3,4,4,4,5,4,1,3,1,5,3,4,4,0,4,2,1,3,3,1,1,2,2,2,1,3,1,2,3,3,3,3,5,4120
1,91,68,1,11,1,1,1,4,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,3,1,2,2,2,2,2,1,2,2,1,3,2,3,1,1,1,2,1,2,1,1,2,4,3,0,3,1,1,2,1,4,1,1,1,1,1,2,3,3,2,1,2,1,1,1,1,2,2,1,2,9,68,1,1,1,1,1,1,1,2,2,2,1,1,10,0,2,1,1,4,3,2,3,1,2,3,1,4,4,4,4,4,2,3,4,1,2,4,1,5,4,1,1,2,1,1,1,2,3,1,1,1,1,3,3,3,5,3,1,2113
1,91,69,1,5,1,1,2,4,2,1,2,4,4,1,6,1,4,3,4,2,1,2,1,5,2,2,2,2,2,3,1,3,4,1,2,0,1,1,2,1,3,1,4,2,2,2,1,3,1,1,2,1,2,1,1,1,1,2,4,2,1,3,3,2,2,2,2,2,3,2,3,3,2,2,9,69,1,2,3,2,1,1,1,1,3,2,1,2,6,0,1,2,2,4,3,2,2,1,2,2,1,4,4,4,4,3,4,3,4,1,3,4,3,5,4,1,1,3,2,1,1,1,3,1,1,2,3,2,1,3,5,3,6,4313
1,91,70,2,9,1,1,3,4,1,1,2,4,3,2,2,1,4,2,3,4,2,2,1,5,1,2,2,2,2,2,1,2,4,2,2,3,3,1,3,3,2,1,2,1,1,1,9,3,0,3,1,2,2,2,1,1,1,1,1,1,2,2,3,2,3,3,2,3,3,3,2,2,2,2,9,70,2,2,1,2,3,3,3,3,3,3,1,2,2,0,1,1,1,7,3,3,2,1,2,2,2,4,4,2,2,4,2,1,4,2,3,4,1,5,3,4,0,0,1,1,1,2,2,2,1,1,3,1,1,3,3,3,0,1124
1,91,71,2,8,0,1,2,4,4,1,3,5,4,1,5,3,5,3,3,2,2,2,1,2,3,1,0,2,2,2,1,1,1,1,2,0,2,1,3,3,1,1,0,1,1,2,9,1,1,1,0,2,1,2,1,1,1,4,4,1,2,2,3,1,2,1,2,3,4,3,0,0,0,2,9,71,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,1,1,7,2,3,3,3,1,1,3,4,5,4,4,0,5,1,2,3,3,4,2,1,4,1,2,2,2,1,1,1,3,5,1,1,4,2,1,3,1,3,6,4326
1,91,72,2,0,1,1,1,4,2,0,2,4,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,1,3,1,1,3,1,1,1,1,2,1,1,1,1,9,0,4,3,3,1,1,1,2,1,1,2,1,1,1,1,3,1,1,0,0,2,4,0,0,0,0,2,9,72,1,1,0,0,0,1,1,0,0,0,0,0,4,10,1,2,1,3,3,2,1,3,1,1,1,4,1,5,1,0,2,1,4,12,3,1,1,1,2,4,0,0,4,1,1,4,1,5,1,2,1,1,3,3,2,3,2,2304
1,91,73,2,5,1,1,2,4,2,0,2,2,3,1,1,1,2,2,2,2,2,1,3,3,1,2,2,2,2,2,1,2,2,2,3,1,2,1,2,1,1,1,2,2,1,2,7,1,4,1,2,1,1,1,2,2,2,2,1,2,2,3,3,2,2,2,2,1,3,0,1,3,1,2,9,73,1,1,2,1,2,2,3,3,3,2,1,2,6,1,1,2,1,7,3,2,2,1,2,2,1,1,2,2,2,2,4,3,3,1,2,1,1,1,4,2,1,0,1,1,1,1,2,1,2,1,2,3,1,3,5,3,0,1123
1,91,74,2,8,1,1,7,4,1,1,4,5,0,1,6,4,5,3,1,1,1,1,2,3,1,1,1,2,2,1,1,3,4,1,1,1,1,2,2,3,2,1,2,1,1,2,6,3,4,2,2,1,2,2,4,3,1,1,1,1,3,2,3,3,1,2,1,2,2,1,3,3,3,2,9,74,1,2,2,1,2,2,2,1,0,3,3,1,6,1,1,1,1,5,3,2,2,1,3,1,3,2,2,2,1,4,2,3,4,1,2,4,1,1,4,3,3,1,1,3,3,3,1,5,1,2,3,1,1,3,5,3,7,5126
1,91,75,2,6,1,1,1,4,1,1,3,3,2,2,4,2,3,3,2,2,1,1,1,2,1,2,2,2,2,1,1,2,3,1,1,2,1,1,2,1,2,1,2,1,1,2,1,3,4,1,1,1,1,1,1,1,2,1,1,1,3,2,3,1,2,2,3,1,2,1,2,3,2,2,9,75,1,1,1,2,3,3,2,2,2,2,1,1,6,0,1,1,1,4,3,2,3,1,2,2,2,2,2,2,2,4,2,3,2,11,3,4,1,1,2,1,1,1,1,1,1,1,2,5,1,1,5,3,1,1,2,3,7,5129
1,91,76,1,10,1,1,2,4,2,1,4,5,4,4,6,4,3,3,1,1,1,1,1,5,1,1,2,1,2,1,1,3,1,1,1,1,3,1,1,1,4,1,2,0,0,2,9,0,1,3,0,1,2,1,3,1,1,3,3,3,1,1,1,2,3,1,2,1,1,1,2,1,1,2,9,76,2,1,1,1,1,1,1,1,1,2,1,1,10,0,2,3,1,6,3,3,2,3,2,1,2,3,2,2,1,1,1,1,4,2,3,4,1,1,4,1,1,2,1,1,1,1,1,5,1,1,1,3,1,3,1,3,2,2341
1,91,77,2,9,2,2,1,4,1,0,4,5,3,2,6,4,5,3,2,2,1,3,1,1,1,1,2,3,2,3,1,3,2,3,3,1,1,1,3,2,4,2,3,1,1,2,9,0,4,3,2,3,1,1,4,4,4,4,4,4,2,3,3,2,1,2,2,2,2,2,2,2,2,2,9,77,2,2,2,2,2,2,2,2,1,1,2,1,3,0,2,1,1,10,3,2,2,3,6,1,1,4,4,4,4,0,1,1,4,2,3,4,1,1,4,1,1,1,1,1,1,1,1,5,1,2,2,2,3,3,3,3,6,4330
1,91,78,1,7,1,1,1,4,2,1,1,3,2,1,2,2,3,2,2,2,3,3,0,3,2,2,2,2,2,2,0,3,2,1,2,0,3,1,3,1,3,1,4,1,2,1,9,3,1,2,2,2,2,0,1,0,0,2,5,1,1,1,0,2,2,2,2,1,3,2,1,3,2,2,9,78,1,2,3,2,0,2,2,1,2,0,0,2,4,3,2,1,1,4,3,2,2,2,6,2,2,3,6,0,0,0,5,4,5,12,0,1,1,2,3,1,1,3,1,1,1,3,2,5,1,1,1,3,1,0,3,3,6,4315
1,91,79,2,7,1,1,3,4,1,1,3,5,4,2,1,3,5,3,3,3,2,2,2,5,1,1,1,0,2,2,2,2,2,2,2,3,1,2,3,1,4,1,1,1,1,1,9,3,4,2,2,1,1,2,4,1,4,4,4,1,2,2,3,2,2,2,1,2,3,2,2,3,3,2,9,79,2,3,3,2,3,3,3,1,3,3,3,3,2,0,1,1,1,0,2,3,1,1,1,2,3,4,5,4,4,2,2,3,2,10,3,4,3,2,4,1,1,1,1,1,1,1,2,1,1,2,2,2,0,3,3,3,6,4324
1,91,80,2,7,1,1,3,4,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,4,1,2,0,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,9,3,1,2,2,1,2,2,1,4,4,4,4,4,1,1,1,3,1,0,1,2,2,2,2,3,2,2,9,80,1,3,1,2,3,2,3,3,3,1,2,2,4,1,1,1,1,8,3,2,3,1,1,2,1,3,1,2,1,4,4,1,4,12,3,2,1,2,4,1,1,1,1,0,1,1,1,1,1,1,4,3,3,3,5,3,8,5325
1,91,81,2,6,3,3,1,4,1,1,2,5,1,1,2,2,2,2,2,2,1,1,1,1,2,3,2,2,2,2,2,2,3,1,3,1,1,1,1,2,1,1,1,1,1,2,7,1,4,1,3,1,2,1,1,1,1,1,1,2,3,3,3,1,1,1,0,1,4,0,0,0,1,2,9,81,0,0,1,0,0,0,0,0,0,1,0,0,5,10,1,1,1,7,3,2,2,3,2,1,1,2,2,2,3,4,4,3,4,1,2,4,1,2,4,4,0,0,4,0,1,4,2,1,1,1,4,1,3,3,1,3,0,1134
1,91,82,2,8,1,1,1,4,1,1,4,5,2,2,3,1,3,2,3,3,1,1,2,3,2,3,3,3,2,3,2,1,2,1,2,2,1,1,3,1,2,2,2,1,2,2,7,3,1,2,2,2,2,1,1,1,1,2,1,1,1,2,3,1,2,3,2,2,3,3,3,2,2,2,9,82,2,1,0,2,3,2,2,2,2,2,2,1,2,1,1,2,1,3,3,2,3,1,2,1,2,3,2,2,2,3,2,1,2,1,2,2,2,2,2,1,1,3,2,1,2,3,2,2,3,3,3,2,2,3,3,3,0,1118
1,91,83,2,9,1,1,2,4,1,1,3,4,2,2,4,2,3,2,2,2,2,2,1,4,2,3,1,1,2,3,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,9,1,0,1,2,2,1,2,1,4,1,1,1,1,3,2,3,1,2,1,1,1,1,1,2,0,1,2,9,83,0,0,0,0,0,0,0,0,0,0,0,0,6,9,1,1,1,4,3,3,2,2,3,3,2,3,2,2,2,3,4,3,2,2,3,2,1,2,4,1,1,1,1,1,1,1,1,1,1,2,3,3,1,2,2,3,6,4329
1,91,84,1,11,1,1,1,4,1,3,4,3,5,2,4,2,4,2,3,1,2,1,1,4,2,2,2,2,2,2,1,1,2,3,2,1,2,2,2,1,2,2,2,1,0,1,9,2,0,2,3,2,1,2,1,1,2,1,1,1,3,3,3,2,2,2,1,2,2,2,2,2,1,2,9,84,2,1,3,3,3,1,2,2,2,3,0,2,4,1,1,1,1,3,3,3,3,1,2,1,3,2,4,4,2,3,4,1,4,2,3,2,1,2,1,3,3,3,3,3,3,3,1,5,1,2,1,2,1,3,5,3,1,2108
1,91,85,1,4,1,1,2,4,2,1,3,3,3,2,5,2,4,2,4,2,1,2,2,5,2,1,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,9,3,4,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,3,2,3,2,2,2,2,1,3,2,9,85,2,2,1,2,2,3,2,2,3,2,1,2,3,0,1,2,1,5,3,2,2,1,2,2,2,3,4,4,4,3,4,1,3,1,3,4,3,2,4,1,1,1,1,1,1,1,1,2,1,2,2,3,1,1,2,3,7,5111
1,91,86,1,6,1,2,3,4,2,1,3,3,3,4,3,2,3,3,4,4,2,2,2,3,2,2,3,3,2,3,1,2,3,2,1,1,2,1,1,2,3,1,2,1,1,2,5,3,0,1,1,1,1,1,1,2,1,3,1,1,1,3,2,2,2,2,3,2,2,2,3,3,3,2,9,86,3,1,3,1,3,2,3,2,3,3,2,2,2,0,2,2,2,4,3,2,2,1,1,1,2,4,4,3,4,4,4,3,4,1,3,4,3,2,4,1,1,1,1,1,1,1,2,1,1,2,1,2,3,3,2,3,4,3316
1,91,87,2,9,1,2,1,4,2,1,2,5,4,3,2,4,4,3,2,3,2,3,3,4,2,3,3,3,3,3,3,1,2,1,2,0,3,1,2,1,2,1,3,1,1,2,7,3,1,2,2,2,1,1,1,4,1,1,1,1,2,3,2,2,3,2,1,1,2,1,2,3,3,2,9,87,1,2,2,1,2,2,3,2,2,2,2,1,6,0,2,3,1,4,3,3,3,3,1,1,2,4,4,4,4,4,4,1,4,3,3,2,5,2,4,3,1,3,1,1,1,1,1,1,1,2,4,3,1,2,5,3,6,4317
1,91,88,1,8,3,3,2,4,2,1,3,5,5,3,5,4,3,2,4,3,2,3,2,4,2,3,3,3,3,2,4,1,2,2,2,1,3,2,3,1,0,1,3,1,1,2,7,0,0,1,0,3,1,2,4,4,4,4,4,1,2,3,2,1,2,2,3,0,2,3,1,3,2,2,9,88,1,1,1,2,0,2,2,0,2,3,1,2,5,3,2,1,1,4,3,3,3,3,1,3,1,4,6,0,0,0,5,4,5,12,0,2,5,3,3,1,3,0,4,1,1,1,2,2,1,2,1,2,1,3,3,3,4,3315
1,91,89,1,6,1,1,2,4,1,1,4,4,3,1,4,2,4,3,3,3,2,2,1,4,1,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2,2,1,2,1,1,2,7,3,4,1,1,1,1,0,4,0,4,1,4,1,3,3,3,2,1,1,1,3,1,2,1,3,3,2,9,89,1,1,3,3,3,3,3,1,1,3,3,1,7,0,1,1,1,5,3,2,3,1,2,1,2,3,3,4,4,4,3,1,1,1,3,4,1,3,4,1,1,1,2,1,1,2,3,2,1,2,1,2,1,3,2,3,0,1114
1,91,90,1,6,1,1,3,4,2,1,3,5,1,1,6,2,3,2,2,2,2,2,2,5,2,1,1,3,2,2,1,3,2,3,2,0,1,1,3,1,1,1,1,1,1,2,2,3,0,2,1,1,1,1,2,4,1,4,1,1,1,1,2,1,2,3,2,3,3,3,2,3,2,2,9,90,1,2,2,2,3,3,3,3,3,3,2,3,1,0,1,2,1,5,3,2,2,3,2,2,2,4,4,4,4,4,2,1,1,2,3,4,1,3,4,1,1,2,3,1,1,3,2,1,1,2,3,2,3,3,5,3,6,4308
1,91,91,2,9,1,1,2,4,1,0,3,5,3,1,6,2,3,3,0,2,2,1,1,4,2,2,2,2,3,2,0,4,3,1,3,1,2,1,3,0,4,0,2,0,0,2,4,0,4,1,1,0,2,1,4,4,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,9,91,2,1,2,1,1,2,1,2,1,2,2,2,5,0,1,5,1,4,3,3,3,1,2,3,2,4,4,4,2,3,2,3,4,8,3,4,5,3,4,1,1,2,2,1,1,1,2,0,1,3,2,2,1,1,2,3,5,4108
1,91,92,3,4,1,1,3,4,2,1,2,4,4,1,1,2,4,3,1,2,1,3,1,5,2,2,1,2,2,2,2,1,1,2,2,1,3,2,3,2,2,1,2,2,2,2,4,3,1,2,1,1,2,1,1,1,1,1,1,1,3,1,3,1,2,2,2,3,3,2,3,3,2,2,9,92,2,2,3,2,3,3,3,3,3,2,3,3,11,0,2,2,1,4,1,2,2,2,2,1,2,3,2,3,4,1,1,3,4,1,0,4,2,0,4,1,1,3,3,1,1,2,2,5,1,2,1,2,1,0,5,1,2,2308
1,91,93,3,9,1,2,1,4,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,3,3,3,3,3,2,2,4,1,1,2,2,1,2,1,1,2,1,0,0,2,9,0,0,1,2,3,2,1,4,2,1,1,1,1,1,2,3,1,3,3,3,3,3,3,3,3,3,2,9,93,3,3,3,3,3,3,3,3,3,3,3,3,11,0,1,1,1,11,4,2,2,3,1,1,4,6,1,1,1,1,5,1,4,12,0,4,5,5,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,6,1,3,3102
