CARD.,DECK.,BALLOT.,Q.0.,Q.1.,Q.2.,Q.3.,Q.4A.,Q.5.,Q.6A.,Q.6B.,Q.7A.,Q.7B.,Q.8A.,Q.8B.,Q.9A.,Q.9B.,Q.10A.,Q.10B.,Q.11A.,Q.11B.,Q.12A.,Q.12B.,Q.13A.,Q.13B.,Q.14A.,Q.14B.,Q.15A.,Q.15B.,Q.16A.,Q.16B.,Q.17A.,Q.17B.,Q.18A.,Q.18B.,Q.19A.,Q.19B.,Q.20.,Q.21A.,Q.21B.,Q.22A.,Q.22B.,Q.23A.,Q.23B.,Q.24A.,Q.24B.,Q.25A.,Q.25B.,Q.26A.,Q.26B.,Q.27A.,Q.27B.,Q.28A.,Q.28B.,Q.29A.,Q.29B.,Q.30A.,Q.30B.,Q.31A.,Q.31B.,Q.32A.,Q.32B.,Q.33A.,Q.33B.,Q.34A.,Q.34B.,Q.35A.,Q.35B.,Q.36A.,Q.36B.,Q.37A.,Q.37B.,Q.38A.,CARD..1,DECK..1,BALLOT..1,Q.0..1,Q.38B.,Q.39A.,Q.39B.,Q.40A.,Q.40B.,Q.41A.,Q.41B.,Q.42A.,Q.42B.,Q.43A.,Q.43B.,Q.44A.,Q.44B.,Q.45A.,Q.45B.,Q.46A.,Q.46B.,Q.47A.,Q.47B.,Q.48A.,Q.48B.,Q.49A.,Q.49B.,Q.50A.,Q.50B.,Q.51A.,Q.51B.,Q.52A.,Q.52B.,Q.53A.,Q.53B.,Q.54A.,Q.54B.,Q.55A.,Q.55B.,Q.56A.,Q.56B.,Q.57A.,Q.57B.,Q.58A.,Q.58B.,Q.59A.,Q.59B.,Q.60A.,Q.60B.,Q.61A.,Q.61B.,Q.62A.,Q.62B.,Q.63A.,Q.63B.,Q.64A.,Q.64B.,V.65.,V.66.,V.67.,V.68.,V.69.
1,215,228,0,1,2,4,5,1,2,3,5,2,3,3,2,3,2,3,1,3,2,3,3,3,2,4,2,3,3,3,2,3,2,3,2,3,13,2,3,1,4,1,4,1,4,2,3,1,4,2,4,2,3,1,3,2,2,2,3,1,4,1,4,2,2,3,2,2,3,3,3,2,2,215,228,0,2,2,4,2,4,3,4,3,4,2,4,3,3,2,3,2,4,3,4,2,4,2,3,2,3,3,4,2,3,3,3,2,3,2,3,4,4,2,2,1,4,4,5,2,5,2,5,2,4,5,2,3,4,20,5,8,5,2
1,215,229,0,1,3,5,5,1,2,3,2,2,1,2,1,3,2,3,1,4,2,3,2,3,2,3,2,3,1,3,5,3,5,2,1,3,16,2,3,2,3,5,3,2,3,3,3,2,3,2,3,2,4,2,4,2,4,3,4,1,4,2,3,2,3,2,0,2,4,4,4,2,2,215,229,0,4,3,4,4,4,3,4,2,4,3,4,3,4,2,2,3,3,3,4,3,4,3,4,3,4,3,4,2,4,1,4,2,4,1,4,3,4,4,4,5,4,3,5,2,5,2,5,4,4,4,4,2,4,24,5,11,7,5
1,215,230,0,1,3,6,5,1,3,3,3,3,1,2,2,3,3,3,1,3,2,3,3,3,3,3,2,3,4,3,2,3,2,3,1,3,15,2,4,2,3,2,3,1,3,3,4,1,3,2,3,1,4,1,4,1,4,1,3,1,4,1,4,1,4,1,4,1,3,1,4,1,2,215,230,0,3,2,3,2,3,2,3,3,3,3,3,3,4,2,2,3,3,2,3,2,3,2,3,2,2,2,2,2,3,5,2,4,3,2,2,3,3,1,3,1,3,5,4,3,4,2,2,3,2,2,2,2,2,17,5,8,1,2
1,215,231,0,1,3,5,5,1,5,4,1,4,3,3,2,3,2,3,1,4,2,4,3,3,2,3,1,3,4,3,5,1,5,3,2,3,26,2,3,1,4,2,4,4,4,2,4,2,4,2,4,2,4,3,4,2,4,2,4,4,3,2,4,2,4,5,4,5,4,3,4,1,2,215,231,0,4,3,4,2,4,2,4,3,4,2,4,3,4,2,4,2,4,2,4,3,4,2,4,3,4,2,4,1,4,1,4,5,3,2,4,4,4,3,4,5,3,4,5,3,5,1,5,5,4,3,4,5,4,17,5,8,11,5
1,215,232,0,1,3,3,5,1,1,3,2,3,2,3,1,4,2,3,1,4,2,3,2,3,2,3,1,3,2,3,2,3,2,3,1,3,37,2,4,2,4,1,3,2,3,2,3,2,4,1,4,1,3,1,3,1,3,2,3,2,3,1,3,1,3,2,3,2,4,1,4,2,2,215,232,0,4,3,4,2,4,3,4,2,3,3,4,3,4,0,0,0,0,0,0,0,0,3,4,3,4,3,4,3,4,1,3,2,3,2,3,3,3,2,3,1,4,4,5,2,5,2,5,4,3,5,3,3,3,19,5,8,6,5
1,215,233,0,1,3,6,5,1,3,4,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,2,1,3,3,5,1,5,2,2,3,94,3,3,4,3,3,3,2,2,5,4,3,4,1,4,2,3,2,3,1,3,2,3,4,2,2,2,2,3,2,3,3,3,5,4,1,2,215,233,0,4,3,4,2,3,2,3,2,4,3,4,3,4,3,4,2,4,3,4,2,4,3,4,3,4,3,4,2,4,5,1,3,3,2,2,2,2,4,2,2,2,3,4,3,3,2,3,5,4,3,4,5,3,21,5,8,3,2
1,215,234,0,1,1,3,5,1,4,1,4,2,2,3,3,3,4,4,5,4,5,4,3,4,2,1,5,1,4,3,5,2,5,2,3,4,94,4,4,4,4,1,1,3,3,5,4,1,1,1,4,3,4,3,4,3,4,4,4,3,2,3,4,2,1,3,4,3,4,5,4,3,2,215,234,0,4,3,3,1,4,2,4,3,3,1,4,3,4,2,3,2,4,2,4,2,3,3,4,3,4,2,3,2,4,1,3,2,3,4,3,5,4,3,4,4,4,4,5,2,3,2,3,4,4,3,3,5,2,17,5,9,6,5
1,215,235,0,1,2,5,5,1,5,2,5,2,3,1,5,1,5,1,1,1,5,3,1,4,2,4,2,3,3,3,5,3,5,3,1,3,3,3,3,3,3,2,4,3,4,3,3,2,4,1,4,1,3,2,4,1,3,3,4,2,3,2,3,2,3,4,4,2,3,3,4,3,2,215,235,0,2,2,3,2,4,3,4,3,3,2,4,3,4,1,3,2,4,2,3,2,4,2,3,2,3,3,2,2,4,2,3,5,4,3,3,3,3,4,4,5,4,4,4,1,5,2,3,2,2,2,2,5,3,17,5,8,3,2
1,215,236,0,1,3,6,5,1,1,4,1,4,1,4,1,4,1,4,1,4,2,4,3,3,2,4,1,4,3,3,5,3,1,4,1,4,24,3,3,2,3,2,3,2,4,3,4,2,4,2,4,2,4,2,4,2,4,3,4,2,4,2,4,2,4,3,4,3,4,3,4,2,2,215,236,0,4,3,4,3,4,3,4,3,4,3,4,2,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2,4,4,4,4,4,2,3,3,3,2,3,2,3,3,3,2,5,1,5,4,3,3,4,2,3,27,8,11,6,5
1,215,237,0,1,4,5,5,1,1,4,1,4,1,4,2,3,2,3,1,4,2,3,3,1,3,1,2,3,3,3,2,3,2,3,1,4,24,2,3,1,4,2,3,3,4,3,3,2,3,2,3,2,3,2,3,1,4,1,4,1,4,2,3,2,3,2,3,2,3,1,4,2,2,215,237,0,4,3,4,3,4,2,3,3,3,3,4,3,4,2,3,2,3,3,4,2,3,3,4,3,4,2,3,3,4,3,3,4,4,2,3,2,3,2,3,1,4,4,5,1,5,2,4,2,3,5,1,5,1,24,8,9,4,5
1,215,238,0,1,3,5,5,1,2,3,2,3,1,3,1,3,2,3,1,4,1,4,3,3,2,3,1,3,2,3,1,4,2,3,1,3,24,1,3,1,4,2,4,2,3,1,4,1,3,2,3,1,3,2,4,1,3,2,3,1,3,1,3,1,3,2,3,1,4,1,3,2,2,215,238,0,4,3,4,2,4,3,4,3,4,3,4,3,4,2,4,3,4,2,4,3,4,3,4,3,4,3,4,3,4,1,3,3,3,2,3,1,3,1,3,1,4,1,4,1,5,3,4,1,4,4,3,2,4,26,8,12,4,5
1,215,239,0,1,3,7,5,1,1,3,2,3,1,4,1,3,2,3,1,4,5,1,1,3,2,4,2,3,2,3,2,3,2,3,2,2,25,1,4,2,3,2,3,2,4,1,4,3,4,1,4,2,3,1,3,2,1,2,1,1,2,3,4,1,3,3,4,5,1,1,1,2,2,215,239,0,4,3,4,2,3,3,4,3,4,3,4,3,4,3,4,1,4,3,4,2,4,3,4,1,4,2,4,3,4,5,4,3,4,3,3,4,4,2,4,1,4,5,5,3,1,4,5,5,1,5,2,3,2,22,7,9,4,2
1,215,240,0,1,3,5,5,1,1,4,1,4,3,2,2,4,5,2,2,2,5,2,2,3,2,4,2,3,2,3,2,3,5,3,1,4,26,2,4,2,3,1,4,4,4,3,4,1,3,2,3,2,3,2,4,2,3,2,3,1,4,2,4,1,3,2,4,1,3,2,4,2,2,215,240,0,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2,4,3,4,3,4,2,3,6,5,0,0,0,0,0,0,0,0,0,0,2,3,1,3,2,4,1,4,2,3,1,4,27,7,11,4,5
1,215,241,0,1,3,6,5,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,4,2,4,2,3,3,3,2,3,2,3,1,4,25,2,3,2,3,2,3,2,3,1,4,1,4,2,4,2,3,1,4,1,4,2,3,1,4,1,4,2,4,3,4,2,3,2,3,3,2,215,241,0,3,2,3,3,4,2,3,1,3,3,4,3,4,1,2,2,3,1,1,3,4,2,3,3,4,1,2,3,4,2,3,3,3,3,3,5,4,4,3,5,2,4,5,2,5,2,5,4,4,4,4,5,2,17,7,6,4,5
1,215,242,0,1,3,5,5,1,1,4,1,4,2,3,1,4,2,3,1,4,1,4,3,3,2,3,1,4,3,3,2,3,5,3,2,3,24,3,3,2,3,3,4,3,3,4,4,2,4,2,3,2,4,2,4,2,4,3,4,1,3,2,4,2,3,3,4,2,3,3,3,1,2,215,242,0,4,3,4,2,4,3,4,3,4,3,4,3,4,2,4,3,4,3,4,3,4,2,4,3,4,3,4,2,4,2,3,2,3,2,3,2,3,4,3,3,4,5,4,2,4,2,3,3,2,5,2,1,3,23,6,11,3,5
1,215,243,0,1,3,4,5,1,1,4,1,4,1,4,1,4,1,4,1,4,2,4,2,3,2,3,1,4,3,3,1,4,1,4,1,4,26,2,4,1,4,2,4,1,4,1,4,1,4,2,4,1,4,1,4,1,4,2,3,1,4,1,4,1,4,2,3,1,4,1,4,2,2,215,243,0,4,2,4,1,4,3,4,3,4,2,4,2,3,3,4,2,4,2,4,3,4,3,4,3,4,3,4,2,4,1,3,2,3,2,3,1,4,1,4,2,2,2,4,1,4,2,4,1,3,2,4,1,4,21,6,8,6,5
1,215,244,0,1,1,5,5,1,2,3,2,3,3,2,5,2,5,2,1,4,2,4,3,2,3,2,2,3,4,3,2,3,2,3,1,4,24,2,3,3,4,1,4,1,4,2,3,1,3,1,4,1,3,2,4,2,4,2,4,1,4,1,4,2,2,3,4,2,4,3,4,2,2,215,244,0,3,3,3,3,3,3,4,3,3,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,4,3,1,4,2,4,1,4,2,4,1,5,1,4,3,3,2,4,2,4,29,9,12,5,5
1,215,245,0,1,3,5,5,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,4,2,4,2,3,3,3,2,3,5,3,2,3,25,2,3,2,3,2,3,3,3,2,3,2,3,2,4,2,3,2,4,1,3,2,3,1,4,1,3,2,3,4,4,2,3,2,3,2,2,215,245,0,4,3,4,3,4,3,4,3,4,2,4,3,4,2,4,2,4,2,4,2,4,2,4,3,4,2,4,2,4,4,3,4,4,2,3,1,3,2,3,1,4,2,4,1,4,2,5,1,2,2,3,2,3,21,6,9,2,5
1,215,246,0,1,3,4,5,1,1,4,1,4,1,4,1,4,1,4,1,4,1,4,0,4,2,4,1,4,2,3,1,4,1,4,1,4,37,4,4,3,4,1,4,4,4,5,4,3,4,2,4,1,4,1,4,1,4,1,4,2,4,1,4,1,4,4,4,2,4,1,4,2,2,215,246,0,4,3,4,3,4,3,4,3,3,3,4,3,4,2,4,3,4,3,4,2,4,2,4,1,4,3,4,2,4,1,4,5,4,2,4,4,3,3,4,3,4,4,5,2,5,1,4,1,2,1,4,1,4,23,6,11,8,5
1,215,247,0,1,3,6,5,1,2,3,2,2,1,2,1,2,2,2,1,3,2,2,2,2,2,2,2,3,3,3,2,3,2,2,2,2,25,3,4,3,3,2,3,3,3,4,4,2,3,2,3,2,4,3,4,2,4,3,4,3,3,2,2,2,2,3,3,2,3,4,4,1,2,215,247,0,4,3,4,3,4,3,4,3,4,3,4,3,4,2,4,2,4,3,4,2,4,3,4,3,4,2,4,2,4,2,3,3,3,3,3,3,3,2,3,2,3,3,3,2,5,2,4,4,4,3,4,5,4,22,7,11,2,5
1,215,248,0,1,3,6,5,1,5,2,3,4,2,3,3,4,3,3,2,3,3,3,3,4,2,4,2,3,1,4,5,1,5,2,2,4,24,3,4,2,4,3,4,4,4,3,4,1,4,1,4,2,4,2,4,2,4,4,4,3,4,2,4,3,4,3,4,2,3,3,4,2,2,215,248,0,4,2,4,2,4,3,4,4,4,3,4,2,4,3,4,3,4,2,4,2,4,2,4,3,4,3,4,2,4,1,4,3,4,2,4,5,4,4,1,1,4,4,5,2,5,1,5,4,4,4,4,4,4,23,6,9,9,5
1,215,249,0,1,2,4,5,1,1,4,2,3,1,3,1,3,2,3,1,3,2,4,3,3,3,3,1,4,3,3,1,4,1,4,1,4,94,1,4,2,3,1,4,2,3,2,3,1,3,2,3,1,3,1,3,1,4,1,4,1,4,1,4,1,4,2,3,1,3,1,4,2,2,215,249,0,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2,4,3,4,3,4,3,4,3,4,3,4,2,3,4,4,2,3,1,3,1,3,1,4,2,4,2,6,1,5,2,3,5,3,5,3,28,9,12,3,5
1,215,250,0,1,1,6,5,1,2,3,2,3,3,2,2,4,5,4,1,4,2,3,3,3,2,4,2,4,3,1,2,3,5,3,1,4,94,2,4,1,4,1,4,2,3,2,4,1,4,2,3,2,3,1,3,1,3,2,4,1,4,1,4,1,3,2,4,2,3,1,4,3,2,215,250,0,3,3,4,3,4,3,4,3,3,3,4,3,4,2,3,2,3,3,4,3,4,3,4,3,4,3,4,2,3,4,3,3,3,2,3,1,4,1,4,1,4,1,5,2,5,2,4,3,3,4,3,3,3,25,8,11,4,5
1,215,251,0,1,4,6,5,1,2,3,2,3,1,3,2,3,2,3,1,4,2,3,2,3,2,3,2,3,3,3,1,4,2,3,1,4,94,2,3,1,4,1,4,1,4,2,3,2,4,1,3,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,2,2,215,251,0,4,3,4,3,4,3,4,4,4,3,4,3,4,3,4,3,4,3,4,2,4,3,4,3,4,3,4,2,4,1,4,4,4,2,3,3,3,1,3,1,4,2,4,2,5,1,4,1,3,1,4,1,4,28,8,0,4,5
1,215,252,0,1,3,5,5,1,5,0,5,0,3,0,5,0,5,0,1,3,5,0,3,0,2,0,5,0,2,3,5,0,5,0,1,4,94,2,3,1,3,2,3,2,3,1,3,1,4,2,3,1,3,1,4,1,4,1,4,1,4,1,4,1,3,1,4,1,4,1,4,1,2,215,252,0,4,3,4,2,4,3,4,3,4,3,4,3,4,3,4,2,4,3,4,3,4,3,4,3,4,3,4,3,4,4,4,5,5,2,1,2,1,1,3,1,4,1,5,1,5,3,4,1,4,3,2,1,4,25,8,11,4,2
1,215,253,0,1,1,5,5,1,2,1,2,1,2,1,1,2,2,2,1,4,2,3,2,1,2,1,2,3,2,3,2,3,2,3,1,3,94,3,3,2,3,1,4,2,3,2,3,2,4,2,3,1,3,1,3,1,3,2,3,1,3,2,3,2,3,1,3,2,3,2,3,2,2,215,253,0,4,3,4,2,3,3,4,4,4,3,4,3,4,2,3,3,4,3,4,3,4,3,4,2,4,3,4,3,4,1,3,4,3,2,3,2,3,2,3,2,3,2,4,1,5,2,4,1,4,2,3,5,4,27,9,0,3,5
1,215,254,0,1,1,5,5,1,2,3,2,3,3,0,1,4,2,3,1,4,2,4,3,0,3,0,2,4,3,3,2,3,2,4,1,4,1,2,3,2,3,2,3,2,4,3,3,2,4,2,4,1,3,2,4,1,3,1,3,1,4,1,4,1,3,4,3,2,3,2,3,2,2,215,254,0,3,3,3,2,3,3,4,4,4,2,4,2,4,2,4,3,4,2,4,3,4,2,4,3,4,3,4,2,4,3,3,3,3,1,4,1,4,1,4,1,4,4,5,1,5,1,4,1,3,2,4,2,4,23,7,11,4,5
1,215,255,0,1,1,7,5,1,2,4,2,3,2,3,2,3,2,3,1,4,2,4,1,3,2,3,2,3,3,4,2,3,2,3,1,4,2,1,3,2,3,2,3,3,3,2,4,2,4,2,3,2,3,2,4,1,4,1,4,1,4,2,3,1,3,3,4,2,3,2,4,2,2,215,255,0,3,3,4,2,2,3,4,4,4,3,4,3,4,3,4,3,4,3,4,2,4,3,4,3,4,3,4,2,2,4,3,3,3,2,3,3,2,4,2,3,3,4,5,2,5,2,4,4,3,4,4,2,2,27,7,0,4,2
1,215,256,0,1,1,7,5,1,2,3,2,3,2,4,2,4,2,3,1,4,1,4,1,4,2,3,2,3,2,3,2,3,2,3,1,4,2,2,4,2,4,3,4,3,4,2,4,2,3,2,4,2,4,2,4,2,4,2,4,1,4,2,3,2,3,3,4,2,3,2,3,1,2,215,256,0,4,3,4,2,4,3,4,3,4,3,4,3,4,3,4,3,4,2,4,3,4,3,4,3,4,2,4,2,4,1,3,2,4,2,3,3,3,4,2,2,3,3,4,1,5,4,5,1,3,2,3,1,4,23,7,12,4,2
1,215,257,0,1,1,5,5,1,2,3,2,3,1,4,2,3,2,3,1,4,2,3,3,2,2,4,1,4,2,2,2,3,1,3,1,4,94,2,3,1,4,3,3,4,2,2,3,2,4,2,4,1,4,1,4,1,3,2,3,1,4,1,3,1,3,2,3,2,3,3,3,3,2,215,257,0,1,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2,4,3,4,2,4,3,4,3,4,2,4,4,3,3,4,4,2,2,3,1,4,1,4,3,5,2,5,2,4,3,1,4,3,4,4,25,7,11,3,5
1,215,258,0,1,1,6,5,1,2,3,2,3,3,4,1,4,2,3,1,4,2,3,3,3,2,4,2,3,2,3,2,3,2,3,2,4,94,2,3,2,3,2,3,4,3,2,4,1,3,2,3,2,3,1,3,1,3,2,3,1,3,2,3,3,4,5,3,2,3,3,3,2,2,215,258,0,4,2,4,2,3,3,4,3,4,2,4,3,4,1,4,2,3,2,4,3,3,2,3,1,4,2,4,2,4,5,3,2,3,3,3,5,4,3,4,2,3,4,5,3,4,3,4,5,4,5,2,5,3,17,6,8,3,5
1,215,259,0,1,1,3,5,1,1,3,2,4,2,4,2,4,2,3,1,4,4,4,3,2,2,3,2,2,4,3,5,2,1,1,1,2,94,2,2,1,1,2,3,1,3,2,2,2,3,1,3,1,3,1,1,1,2,1,1,1,2,2,3,2,2,3,3,2,4,3,2,3,2,215,259,0,4,3,3,3,3,3,4,4,3,3,4,3,4,3,4,3,4,3,3,2,3,2,3,2,3,3,3,2,3,5,1,4,2,3,2,1,4,4,1,1,4,5,1,1,1,1,1,1,1,1,2,5,2,25,7,12,3,2
1,215,260,0,1,1,5,5,1,1,4,2,3,1,3,1,4,2,3,1,4,2,3,2,3,2,3,2,3,3,3,2,3,2,3,2,3,94,2,3,2,3,1,4,3,3,3,3,1,3,2,3,1,3,2,3,1,3,2,3,1,3,2,3,1,3,2,3,2,3,3,3,2,2,215,260,0,3,3,3,2,3,3,4,2,3,3,3,3,3,2,3,3,3,2,4,3,4,3,3,2,3,3,3,2,3,3,3,4,3,2,3,2,3,2,3,1,3,5,5,1,5,1,5,1,3,2,3,1,4,23,6,11,4,5
1,215,261,0,1,1,6,5,1,2,3,2,3,1,3,2,4,2,2,1,4,2,3,2,2,1,4,2,3,2,3,5,2,5,3,1,4,3,2,3,2,2,2,2,2,2,3,2,2,3,1,4,2,4,1,3,1,4,2,3,1,4,2,4,1,4,2,4,2,3,3,2,2,2,215,261,0,2,2,3,2,4,2,4,3,4,2,3,3,4,1,3,1,4,2,4,3,4,2,4,3,4,3,4,2,4,5,3,2,4,3,3,4,3,4,3,3,4,4,5,1,5,3,4,1,4,2,4,1,4,18,6,6,4,2
1,215,262,0,1,1,7,5,1,2,4,1,4,1,3,2,4,2,4,1,4,2,4,2,3,2,4,2,4,3,4,2,4,2,4,1,4,1,1,4,1,4,1,4,1,4,1,4,1,4,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,3,1,4,1,4,1,4,2,2,215,262,0,4,3,4,3,4,3,4,4,4,2,4,2,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2,4,1,4,3,4,2,4,4,4,4,4,1,4,4,5,1,5,4,5,1,4,1,4,1,4,27,9,12,12,2
1,215,263,0,1,4,6,5,1,2,2,1,4,2,4,2,3,5,1,1,4,2,4,1,4,2,4,2,4,2,4,2,4,2,4,1,4,1,2,3,2,3,3,4,2,4,2,3,2,4,1,4,2,4,1,4,1,4,2,4,1,4,1,4,2,3,2,4,2,4,1,4,2,2,215,263,0,4,3,4,3,4,3,4,4,4,3,4,3,4,2,4,3,4,2,4,3,4,3,4,3,4,3,4,3,4,3,3,3,3,2,3,3,3,4,2,5,2,4,5,1,5,4,5,1,4,1,4,1,4,28,11,0,11,2
1,215,264,0,1,1,4,5,1,1,4,1,4,3,3,1,4,1,4,1,4,2,4,2,4,2,4,1,4,1,4,1,4,1,4,1,4,1,1,4,1,4,1,4,1,4,1,4,1,4,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,2,2,215,264,0,4,2,4,3,4,3,4,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2,4,3,4,3,4,4,4,2,4,2,4,1,4,1,4,1,4,1,5,2,5,1,5,1,1,5,2,1,4,28,11,12,11,2
1,215,265,0,1,1,7,5,1,1,3,2,3,1,3,2,4,2,4,1,4,2,4,3,2,2,4,2,4,1,4,2,3,5,4,1,4,1,2,3,2,4,1,4,3,4,2,4,2,3,2,4,2,4,1,4,1,4,1,4,1,4,2,4,1,4,3,4,2,4,1,4,2,2,215,265,0,4,3,4,2,4,3,4,3,4,2,4,3,3,2,4,2,4,3,4,3,4,3,4,2,4,2,4,2,4,2,3,2,3,4,4,4,4,3,4,3,4,4,5,1,5,3,5,1,4,2,4,5,2,22,7,11,11,2
1,215,266,0,1,1,6,5,1,1,4,1,4,1,4,1,4,2,3,1,4,2,4,2,3,2,4,1,4,1,4,1,4,2,4,2,4,94,2,4,2,4,3,4,3,4,2,4,3,4,1,4,2,4,1,4,2,4,3,4,1,4,2,4,3,4,4,4,2,4,3,4,2,2,215,266,0,4,3,4,2,4,3,4,3,4,3,4,3,4,2,4,3,4,2,4,3,4,2,4,1,4,3,4,2,4,5,4,3,4,1,4,4,4,3,4,1,4,4,5,1,4,3,5,3,4,3,4,2,4,22,6,11,12,5
1,215,267,0,1,1,5,5,1,1,3,2,3,1,4,1,4,1,4,1,4,1,4,2,4,2,4,2,4,1,3,1,4,2,4,1,4,2,2,3,1,4,1,4,1,4,1,4,2,4,1,4,1,4,2,4,1,4,1,4,1,4,2,4,1,4,2,4,1,4,1,4,2,2,215,267,0,4,3,4,2,4,3,4,3,4,2,4,3,4,3,4,2,4,3,4,3,4,3,4,2,4,3,4,3,4,5,1,5,1,6,5,1,4,1,4,2,3,2,5,1,5,4,5,2,3,2,3,3,4,25,8,11,7,5
1,215,268,0,1,1,7,5,1,2,3,2,3,2,3,1,4,2,3,1,4,2,4,2,1,2,1,2,1,2,3,2,3,2,4,1,4,2,1,4,1,4,1,4,1,4,1,4,1,4,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,2,2,215,268,0,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2,4,3,4,3,4,2,4,3,3,4,4,2,3,2,2,2,3,1,4,2,4,1,5,3,5,1,4,3,4,3,4,27,7,11,7,2
1,215,269,0,1,1,6,5,1,1,4,2,4,2,4,1,4,1,3,1,4,2,3,2,3,2,4,2,3,2,3,2,3,3,4,2,4,94,1,4,1,4,2,3,1,4,1,3,1,3,2,4,2,3,1,4,1,3,2,3,1,3,2,3,2,3,1,4,1,4,1,4,2,2,215,269,0,4,3,4,3,4,3,4,3,3,3,4,2,3,3,4,3,4,2,4,3,4,3,4,3,4,3,4,2,4,1,4,2,3,4,3,4,3,3,3,2,4,4,5,1,5,2,5,1,3,5,1,4,4,26,8,11,7,5
1,215,270,0,1,1,7,5,1,2,3,2,2,1,3,2,2,2,3,1,4,2,3,3,1,1,3,2,3,3,3,2,3,3,3,2,3,3,1,4,1,4,2,4,2,3,1,4,2,3,2,4,2,3,1,3,1,4,1,4,1,3,2,3,1,3,2,3,2,3,1,4,2,2,215,270,0,4,3,4,2,4,3,4,3,4,3,4,3,4,2,4,2,4,2,4,3,4,3,4,1,4,3,4,3,4,3,2,2,2,3,2,4,2,4,2,1,4,4,4,1,4,1,5,1,4,2,2,4,3,23,8,11,6,5
1,215,271,0,1,3,2,5,1,1,4,1,4,1,4,1,4,1,4,2,3,1,4,3,4,3,4,1,4,3,1,1,4,1,4,1,4,94,2,3,2,4,2,3,3,3,1,4,1,4,2,4,1,4,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,2,2,215,271,0,0,3,3,3,3,3,4,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2,4,3,4,2,4,1,3,2,2,4,4,3,2,4,4,1,4,0,0,0,6,5,0,0,5,6,5,6,0,28,9,0,5,5
1,215,272,0,0,2,5,5,1,1,4,1,4,1,4,2,4,2,4,1,4,1,4,2,3,2,4,1,3,2,3,1,4,2,3,2,3,94,2,3,1,4,1,4,1,4,2,3,1,3,2,4,1,4,1,4,1,3,1,4,1,4,1,4,2,4,2,3,1,4,1,4,2,2,215,272,0,3,2,3,2,3,3,4,3,3,2,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,4,5,2,4,4,1,3,1,3,2,3,1,4,0,0,0,6,5,0,0,5,6,5,6,0,19,6,8,6,5
1,215,273,0,1,1,4,5,1,1,4,1,4,1,4,1,4,1,4,1,4,2,3,2,3,2,1,1,4,1,3,1,4,1,4,1,4,2,2,3,1,4,2,3,1,4,2,3,1,4,2,4,1,4,1,4,1,4,2,3,1,4,1,4,1,4,2,3,2,3,1,4,2,2,215,273,0,3,2,2,2,3,3,4,4,4,3,4,3,4,2,3,2,3,2,3,2,3,2,2,2,3,1,1,2,2,5,1,2,3,4,3,3,3,2,3,1,4,4,5,1,4,1,5,1,4,5,4,2,4,19,6,9,7,2
1,215,274,0,0,0,5,5,1,1,3,2,3,1,3,3,4,2,3,1,4,2,4,3,1,2,4,2,4,2,3,1,4,5,1,1,4,94,3,4,1,3,2,4,1,4,4,4,2,4,2,4,2,4,1,4,1,4,2,3,1,4,1,3,1,4,2,4,2,4,2,4,2,2,215,274,0,3,2,4,2,4,3,4,4,4,1,4,3,4,2,4,2,4,2,4,3,4,2,4,3,4,2,4,2,4,5,2,4,4,3,3,2,3,1,4,1,4,3,3,2,5,2,5,2,2,3,3,2,3,20,7,9,6,5
1,215,275,0,1,1,5,5,1,1,4,2,4,3,3,2,4,2,3,1,4,1,4,3,0,3,0,2,4,3,3,2,3,2,3,2,4,1,2,1,2,3,2,3,3,3,2,4,2,3,2,3,1,3,1,3,1,3,2,3,1,4,1,3,1,3,2,3,2,3,2,3,2,2,215,275,0,4,3,4,2,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2,3,3,4,3,4,3,4,3,4,4,3,2,2,6,4,4,4,3,4,2,3,4,5,1,5,3,5,4,4,5,5,3,4,27,7,12,6,5
