CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,V.18.,Q.0.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24A.,Q.24B.,Q.24B..1,Q.25.,Q.26.,Q.27A.,Q.27B.,Q.27B..1,Q.28.,Q.29.,Q.30A.,Q.30B.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.40B.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51B.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59A.,Q.59B.,Q.60A.,Q.60B.,Q.60C.,Q.60D.,Q.60E.,Q.60F.,Q.60G.,Q.60H.,V.61.,V.62.,V.63.,V.64.,V.65.,V.66.,V.67.,V.68.,V.69.,V.70.,V.71.
1,157,277,2,3,9,9,2,4,2,7,5,5,1,3,2,1,1,1,2,1,5,2,0,9,10,2,4,2,4,16,2,2,3,9,14,12,9,2,1,0,2,2,1,3,4,2,2,2,1,3,3,4,3,3,1,1,1,3,2,0,2,157,277,2,2,1,2,2,2,3,3,1,2,2,2,2,2,2,2,2,2,4,3,2,4,7,2,1,4,6,43,111
1,157,278,2,4,9,8,2,4,1,7,5,5,1,4,2,1,1,1,2,1,5,2,0,9,10,2,4,2,4,16,1,6,3,9,14,12,9,2,1,0,2,3,1,3,4,2,3,2,2,1,1,4,3,2,1,1,1,4,3,8,2,157,278,2,2,2,1,4,2,2,3,1,2,1,3,1,3,2,2,2,2,3,4,1,4,7,2,1,4,7,36,85
1,157,279,2,3,7,6,1,5,3,7,5,4,1,2,2,1,1,1,2,1,5,2,0,6,9,3,4,6,4,16,6,1,4,9,14,12,9,2,4,0,3,3,1,5,4,2,6,5,2,1,6,6,3,1,2,4,1,4,2,6,2,157,279,2,2,1,2,1,2,2,3,1,2,1,3,2,2,2,2,2,2,3,5,2,4,7,2,1,1,11,66,66
1,157,280,2,3,7,7,2,4,1,6,5,5,1,4,2,1,1,1,2,1,5,2,0,2,3,5,5,7,4,16,2,2,4,9,14,12,9,2,6,8,2,2,1,2,4,3,3,2,0,0,0,0,0,3,2,3,1,4,2,8,2,157,280,2,3,2,2,1,2,2,3,1,1,1,2,1,3,2,2,1,1,3,3,2,2,8,2,1,1,11,66,101
1,157,281,2,3,10,7,2,4,1,6,5,4,1,2,2,1,1,1,2,1,5,2,0,2,3,2,4,2,4,16,1,3,3,9,14,12,9,2,1,0,1,2,2,3,4,2,2,1,6,3,6,2,2,2,2,1,1,4,2,6,2,157,281,2,2,2,3,4,2,1,3,1,1,2,3,1,3,2,2,2,2,2,1,2,2,8,2,1,1,11,66,82
1,157,282,2,4,9,9,2,1,1,8,5,5,1,3,3,1,1,1,2,1,5,2,0,2,3,2,1,1,4,16,5,3,3,9,14,12,9,2,5,0,1,2,3,3,0,3,3,2,5,3,3,4,1,3,1,1,1,4,3,10,2,157,282,2,2,1,2,2,2,2,3,1,3,2,2,2,2,1,3,2,2,3,2,2,2,5,2,1,4,7,36,61
1,157,283,2,4,10,9,3,1,2,7,5,5,1,3,2,1,1,1,2,1,5,2,0,2,2,2,3,10,4,16,4,3,3,9,14,12,9,2,5,0,1,1,2,3,4,3,2,1,0,0,0,4,1,3,2,1,1,4,2,4,2,157,283,2,2,1,2,3,2,2,3,1,3,1,3,2,2,1,2,2,2,3,1,2,2,6,2,1,1,11,66,90
1,157,284,2,3,5,8,1,5,3,7,5,4,1,1,2,1,1,1,2,1,5,2,0,8,10,2,4,2,2,13,15,3,3,9,14,12,9,2,1,0,2,1,1,3,3,2,2,2,1,1,1,4,2,3,3,1,1,2,2,7,2,157,284,2,3,3,2,4,1,1,2,1,1,3,3,2,3,2,1,2,1,1,3,4,1,12,3,1,4,8,41,11
1,157,285,2,3,9,7,1,5,3,7,5,4,1,2,2,1,1,1,2,1,5,2,0,2,3,1,4,2,4,16,2,3,3,9,14,12,9,2,1,0,1,1,2,4,3,2,3,1,5,1,6,3,2,3,1,1,1,2,1,8,2,157,285,2,3,3,2,3,2,1,2,1,3,3,3,1,3,2,2,1,1,2,1,2,1,11,3,1,4,6,43,57
1,157,286,2,4,9,9,1,5,3,8,5,5,1,3,2,1,1,1,2,1,5,2,0,2,2,2,2,6,4,16,5,2,3,9,14,12,9,2,1,0,1,3,1,4,4,4,2,2,5,1,1,3,2,4,1,1,1,3,2,8,2,157,286,2,2,2,2,4,3,2,3,1,3,3,4,2,3,2,2,2,1,3,3,2,2,12,3,1,4,6,43,88
1,157,287,2,4,10,8,2,4,1,7,5,5,1,2,2,1,1,1,2,1,5,2,0,2,2,3,4,2,4,16,11,2,3,9,14,12,9,2,1,0,2,3,1,3,4,2,2,2,6,4,3,4,3,3,2,1,1,4,2,0,2,157,287,2,3,2,2,4,2,2,1,1,1,2,3,3,3,3,2,2,2,3,4,2,1,11,3,1,4,7,36,99
1,157,288,2,3,7,6,1,5,3,7,5,6,1,2,2,1,1,1,2,1,5,2,0,2,4,2,4,2,4,16,12,2,3,9,14,12,9,2,1,0,2,3,1,5,4,4,4,2,5,4,4,3,3,3,2,1,1,4,4,9,2,157,288,2,2,3,2,3,2,1,2,1,1,2,3,2,2,2,2,1,1,2,4,2,1,10,3,1,1,11,66,16
1,157,289,2,4,5,9,2,1,1,7,5,4,1,2,2,1,1,1,2,1,5,2,0,8,10,2,1,2,3,6,15,3,3,9,14,12,9,2,1,0,1,1,3,3,2,2,4,1,2,1,1,5,2,1,3,1,1,2,2,6,2,157,289,2,1,4,2,3,1,1,2,1,1,1,3,2,3,2,2,1,1,1,2,4,1,10,3,1,1,5,34,112
1,157,290,2,4,7,8,2,4,1,7,5,4,1,3,2,1,1,1,2,1,5,2,0,8,10,2,2,12,3,13,15,2,3,9,14,12,9,2,1,0,1,2,1,3,0,2,2,1,2,1,1,4,2,3,1,1,1,3,2,4,2,157,290,2,2,2,2,4,2,1,2,1,1,3,2,3,3,2,1,2,1,2,2,4,1,12,3,1,4,6,43,79
1,157,291,2,3,8,8,1,5,3,6,5,4,1,2,2,1,1,1,2,1,5,2,0,4,0,2,4,5,4,16,12,6,3,9,14,12,9,2,1,0,1,1,1,3,4,3,3,1,4,2,2,4,1,3,3,3,1,4,1,5,2,157,291,2,2,1,2,4,1,2,2,1,1,2,3,2,2,2,2,2,1,1,2,2,1,9,3,1,4,8,41,7
1,157,292,2,4,8,7,2,4,1,7,5,4,1,2,2,1,1,1,2,1,5,2,0,4,7,2,4,6,4,16,7,3,3,9,14,12,9,2,1,0,1,1,3,3,0,2,3,1,4,1,1,4,1,3,1,1,1,2,2,4,2,157,292,2,2,2,2,4,2,3,2,1,1,1,4,2,2,2,2,1,1,4,2,2,1,10,3,1,4,6,43,50
1,157,293,2,4,8,9,2,4,1,7,5,4,1,2,2,1,1,1,2,1,5,2,0,4,6,3,4,6,2,5,15,3,3,9,14,12,9,2,1,0,2,2,1,3,4,3,4,1,2,1,1,4,3,1,1,1,1,2,2,10,2,157,293,2,2,3,2,3,2,2,2,1,1,1,3,2,2,2,1,2,1,3,3,4,1,9,3,1,4,8,41,12
1,157,294,2,3,8,9,2,4,1,7,5,5,1,3,2,1,1,1,2,1,5,2,0,4,5,2,4,10,3,4,15,3,3,9,14,12,9,2,1,0,2,1,1,3,3,2,2,1,4,2,2,4,2,3,1,1,1,2,2,4,2,157,294,2,1,2,2,3,2,2,2,1,1,3,2,3,3,2,2,1,1,3,3,4,1,12,3,1,4,8,37,8
1,157,295,2,3,9,7,1,5,3,7,5,5,1,2,2,1,1,1,2,1,5,2,0,4,7,2,4,2,2,5,15,2,1,9,14,12,9,2,1,0,1,2,1,4,3,3,4,2,4,1,2,3,3,3,3,1,1,4,2,7,2,157,295,2,1,2,2,4,2,2,3,1,1,2,2,2,3,2,1,1,1,3,2,3,2,11,3,1,4,6,43,27
1,157,296,2,4,9,9,2,1,1,7,5,5,1,3,2,1,1,1,2,1,5,2,0,2,2,2,4,2,4,16,5,3,3,9,14,12,9,2,1,0,2,3,1,2,4,4,4,2,6,5,4,4,3,3,2,1,1,4,3,6,2,157,296,2,2,3,2,3,2,2,3,1,2,3,3,2,2,2,2,2,2,3,4,2,4,9,3,1,1,11,66,32
1,157,297,2,3,9,8,2,1,1,8,5,4,1,2,2,1,1,1,2,1,5,2,0,2,0,2,4,2,4,16,1,3,3,9,14,12,9,2,1,0,1,2,1,4,2,1,4,3,5,2,2,2,2,2,1,1,1,4,2,8,2,157,297,2,2,2,2,4,1,1,2,1,2,3,2,2,2,2,2,1,2,1,2,2,5,9,3,1,2,8,39,20
1,157,298,2,4,3,9,2,4,1,8,5,5,1,2,2,1,1,1,2,1,5,2,0,2,6,2,4,2,4,16,2,3,3,9,14,12,9,2,1,0,1,1,1,3,4,3,4,1,5,2,6,4,1,2,3,3,1,4,1,10,2,157,298,2,3,2,2,4,3,2,2,1,1,2,3,2,2,2,2,1,1,3,2,2,1,10,3,1,4,7,36,96
1,157,299,2,4,2,9,2,4,1,6,5,4,1,2,2,1,1,1,2,1,5,2,0,2,2,1,4,2,4,16,11,3,3,9,14,12,9,2,1,0,1,1,2,3,5,2,2,2,6,3,3,4,2,1,2,1,1,4,3,6,2,157,299,2,2,2,2,4,1,1,1,1,1,2,2,2,3,2,2,1,1,1,1,2,1,10,3,1,4,7,36,57
1,157,300,2,4,5,8,1,5,3,7,5,4,1,2,2,1,1,1,2,1,5,2,0,2,2,2,4,2,2,8,15,3,3,9,14,12,9,2,1,0,1,1,1,3,2,2,2,1,5,3,4,2,2,3,2,1,3,2,2,8,2,157,300,2,1,2,2,3,1,1,3,1,1,2,3,2,3,2,1,2,1,1,2,4,2,11,3,1,1,11,66,50
1,157,301,2,5,2,9,2,1,1,7,4,4,1,2,2,1,1,1,2,1,5,2,0,2,3,2,3,12,2,8,15,3,3,9,14,12,9,2,1,0,2,4,1,5,1,3,3,1,5,1,1,2,3,2,1,1,1,2,2,10,2,157,301,2,2,2,2,4,3,1,1,1,1,2,4,1,3,3,1,2,1,2,4,4,1,12,3,1,4,6,43,40
1,157,302,2,3,9,7,2,4,1,7,7,4,1,2,2,1,1,1,2,1,5,2,0,2,3,1,1,12,2,4,15,6,3,9,14,12,9,2,1,0,1,1,2,3,4,2,2,1,5,1,1,4,1,3,4,1,1,2,1,6,2,157,302,2,3,2,2,4,1,2,2,1,1,2,3,1,3,2,2,1,1,1,1,4,1,10,3,1,4,6,43,97
1,157,303,2,4,9,9,2,4,1,8,5,5,1,2,2,1,1,1,2,1,5,2,0,2,3,2,4,2,2,8,15,6,3,9,14,12,9,2,3,0,1,1,2,1,2,3,3,1,1,1,1,3,1,4,1,1,1,4,1,6,2,157,303,2,2,2,2,3,1,1,2,1,1,3,3,2,2,2,2,1,1,1,1,4,1,11,3,1,4,8,37,24
1,157,304,2,4,7,8,2,1,1,7,5,6,1,2,2,1,1,1,2,1,5,2,0,2,2,2,4,6,5,8,15,3,3,9,14,12,9,2,1,0,2,2,2,3,5,2,2,2,4,1,1,3,1,4,1,4,1,2,1,9,2,157,304,2,2,2,2,4,2,2,2,1,1,2,3,2,3,2,2,1,1,3,2,4,1,11,3,1,4,6,43,54
1,157,305,2,4,7,9,2,4,1,7,5,5,1,2,2,1,1,1,2,1,5,2,0,2,3,2,4,2,2,5,15,3,3,9,14,12,9,2,1,0,1,1,2,3,2,2,2,2,5,4,4,3,2,3,3,1,3,3,2,8,2,157,305,2,1,2,2,2,1,1,3,1,1,2,3,2,3,2,2,1,1,1,1,4,2,11,3,1,1,11,66,53
1,157,306,2,4,8,8,1,5,3,7,5,5,1,2,8,3,1,1,2,1,5,2,0,1,1,3,4,6,2,1,15,2,1,9,14,12,9,2,5,0,2,3,1,3,4,3,3,2,5,2,2,3,2,2,1,1,1,2,2,4,2,157,306,2,2,0,3,2,3,2,2,1,1,2,3,2,2,2,1,1,1,3,4,3,1,11,3,1,4,7,36,51
1,157,307,2,4,3,8,2,4,1,8,5,4,1,2,2,1,1,1,2,1,5,2,0,3,4,1,4,5,2,5,15,2,3,9,14,12,9,2,5,0,1,2,1,3,2,2,2,2,5,1,1,6,2,3,1,1,1,3,2,7,2,157,307,2,2,2,2,3,1,1,3,1,1,1,3,3,2,2,1,2,1,1,2,4,2,10,3,1,4,6,43,47
1,157,308,2,4,3,9,2,4,1,7,5,4,1,2,2,1,1,1,2,1,5,2,0,3,5,2,4,2,3,13,15,2,3,9,14,12,9,2,1,0,2,2,3,3,2,3,3,1,4,1,1,4,2,2,3,1,1,3,2,9,2,157,308,2,2,2,2,4,2,1,2,1,1,2,4,2,3,2,1,2,1,2,3,4,1,12,3,1,1,5,34,103
1,157,309,2,3,5,6,2,4,2,7,5,5,1,2,2,1,1,1,2,1,5,2,0,9,10,3,4,6,3,6,15,2,2,9,14,12,9,2,1,0,2,3,1,3,3,3,2,2,1,1,1,4,2,3,2,3,3,4,2,4,2,157,309,2,1,2,2,3,1,1,3,1,1,2,3,2,3,2,2,2,2,1,4,3,2,9,3,1,1,5,34,87
1,157,310,2,3,5,5,1,5,3,7,5,4,1,2,2,1,1,1,2,1,5,2,0,9,10,2,1,2,4,16,2,2,3,9,14,12,9,2,1,0,0,1,1,4,5,3,2,2,2,1,3,4,2,3,4,1,1,4,3,10,2,157,310,2,2,3,2,4,3,2,3,1,1,2,3,3,3,2,2,2,2,3,3,2,2,10,3,1,4,6,43,104
1,157,311,2,3,7,8,1,5,3,6,5,4,1,2,2,1,1,1,1,1,5,2,0,7,10,1,4,2,3,13,15,3,3,9,14,12,9,2,1,0,1,1,3,3,4,2,2,1,2,1,1,4,2,2,4,1,1,3,2,8,2,157,311,2,1,3,2,3,2,2,3,1,3,2,3,3,3,2,2,2,1,3,2,4,2,11,3,1,1,5,34,73
1,157,312,2,3,4,6,2,4,2,6,5,4,1,1,2,1,1,1,2,1,11,2,0,9,10,2,4,6,4,16,2,6,3,9,14,12,9,2,1,0,2,2,1,5,4,3,3,2,1,1,6,6,4,3,1,1,1,4,2,9,2,157,312,2,2,3,2,4,2,2,3,1,1,3,3,2,2,2,2,1,1,3,3,2,2,11,3,1,4,6,43,92
1,157,313,2,3,9,9,1,5,3,8,5,5,1,2,2,1,1,1,2,1,11,2,0,2,5,1,1,10,2,3,15,2,2,9,14,12,9,2,1,0,1,1,2,1,4,2,2,1,5,1,1,4,1,3,1,1,1,2,2,6,2,157,313,2,1,2,2,4,2,2,1,1,1,3,3,2,3,2,1,2,1,3,1,3,1,12,3,1,4,8,37,1
1,157,314,2,4,6,9,2,1,1,8,5,3,1,2,2,1,1,1,2,1,5,2,0,8,9,3,4,6,4,16,2,2,3,9,14,12,9,2,1,0,2,2,1,3,3,3,3,2,3,4,6,4,4,3,2,3,1,4,2,8,2,157,314,2,2,1,2,4,1,1,1,1,1,3,3,2,3,3,1,1,1,1,3,2,1,14,4,1,1,11,66,60
1,157,315,2,3,9,9,2,4,1,7,5,5,1,2,3,1,1,1,2,1,5,2,0,4,4,2,4,2,2,5,15,1,3,9,14,12,9,2,1,0,1,2,1,3,4,2,3,1,4,3,6,6,2,3,2,1,1,2,4,8,2,157,315,2,3,2,2,4,1,1,2,1,1,3,4,3,3,3,1,1,1,1,2,4,1,16,4,1,1,11,66,93
1,157,316,2,4,10,8,1,5,3,7,5,5,1,2,2,1,1,1,2,1,5,2,0,2,2,3,4,6,4,16,2,2,1,9,14,12,9,2,1,0,1,1,3,3,2,3,2,2,3,3,3,4,1,3,2,1,3,3,2,8,2,157,316,2,3,3,2,3,2,2,2,1,1,3,3,2,3,2,1,1,1,3,2,2,1,13,4,1,1,11,66,5
1,157,317,2,4,3,7,2,4,1,6,5,4,1,2,2,1,1,1,2,1,5,2,0,2,3,1,4,6,4,16,2,3,3,9,14,12,9,2,1,0,1,1,2,3,2,2,2,2,5,3,3,4,1,3,3,3,1,2,2,9,2,157,317,2,2,2,3,4,2,2,2,1,1,2,3,2,3,3,1,1,1,3,1,2,1,13,4,1,4,7,36,20
1,157,318,2,3,9,8,1,5,3,8,5,5,1,2,2,1,1,1,2,1,5,2,0,2,3,2,1,2,2,13,15,2,3,9,14,12,9,2,1,0,2,1,1,3,4,2,2,1,5,2,1,4,1,3,1,1,1,4,3,6,2,157,318,2,2,2,2,2,2,1,1,1,1,3,3,3,3,3,1,1,1,2,3,4,1,15,4,1,4,8,37,6
1,157,319,2,3,7,11,2,4,1,6,3,6,1,2,2,1,1,1,2,1,5,2,0,2,2,3,4,6,2,13,15,3,2,9,14,12,9,2,1,0,1,1,1,3,1,2,4,3,4,3,4,3,1,2,2,1,1,4,3,6,2,157,319,2,3,1,2,4,1,1,1,1,1,3,4,3,3,3,1,1,1,1,2,3,1,16,4,1,1,11,66,24
1,157,320,2,4,10,8,2,4,1,6,5,5,1,2,2,1,1,1,2,1,5,2,0,1,2,2,4,2,2,5,15,3,3,9,14,12,9,2,5,0,2,2,1,3,3,2,2,1,2,2,1,4,2,3,1,1,1,3,2,4,2,157,320,2,2,2,2,4,1,1,1,1,1,2,4,3,3,2,1,1,1,1,3,4,1,14,4,1,4,7,36,77
1,157,321,2,3,8,9,2,4,1,6,5,4,1,2,2,1,1,1,2,1,5,2,0,3,4,1,1,12,4,16,1,3,3,9,14,12,9,2,5,0,1,1,2,3,3,2,3,1,4,2,2,4,2,1,3,3,1,2,2,8,2,157,321,2,2,2,2,3,1,2,2,1,3,2,3,2,3,3,1,1,1,1,1,2,1,13,4,1,1,5,34,55
1,157,322,2,4,9,6,2,4,1,6,5,4,1,2,2,1,1,1,2,1,5,2,0,3,5,2,1,2,2,13,15,3,3,9,14,12,9,2,5,0,1,2,3,2,3,2,3,2,5,1,1,3,2,1,3,1,1,3,1,11,2,157,322,2,1,2,2,4,2,1,2,1,1,3,4,3,2,3,2,2,1,2,2,4,1,13,4,1,1,5,34,95
1,157,323,2,3,9,8,2,4,1,7,5,4,1,2,2,1,1,1,2,1,5,2,0,3,5,1,1,9,2,13,15,3,3,9,14,12,9,2,5,0,2,1,3,3,2,1,1,1,5,1,1,3,1,3,1,1,1,2,2,6,2,157,323,2,1,2,2,4,1,1,1,1,1,1,4,3,3,3,1,1,1,1,3,4,1,14,4,1,4,6,43,71
1,157,324,2,4,8,9,1,5,3,7,5,5,1,2,2,1,1,1,2,1,5,2,0,3,4,2,4,12,2,3,15,3,3,9,14,12,9,2,1,0,1,2,1,3,4,3,3,1,5,1,1,4,2,2,2,1,1,4,3,3,2,157,324,2,1,2,2,3,2,2,2,1,1,3,4,3,3,3,1,1,1,3,2,4,1,16,4,1,1,5,34,59
1,157,325,2,3,7,9,2,4,1,7,5,4,1,2,2,1,1,1,2,1,5,2,0,9,10,3,4,6,2,4,15,2,3,9,14,12,9,2,1,0,2,3,1,5,5,4,4,3,2,3,3,2,3,4,2,1,1,4,3,11,2,157,325,2,2,2,2,4,2,1,1,1,1,2,4,3,3,3,1,2,1,2,4,4,1,14,4,1,1,11,66,62
1,157,326,2,3,4,9,2,4,1,8,5,5,1,2,2,1,1,1,2,1,5,2,0,9,10,3,4,6,4,16,2,1,4,9,14,12,9,2,6,8,3,2,1,3,4,2,3,2,0,0,0,0,0,2,3,3,1,2,2,9,2,157,326,2,3,2,2,3,2,2,1,1,1,3,4,3,2,2,2,1,1,3,3,2,1,13,4,1,4,7,36,82
1,157,327,2,3,9,5,2,4,1,6,3,5,1,3,2,1,1,1,2,1,11,2,0,4,5,2,4,12,2,13,15,3,3,9,14,12,9,2,5,0,2,1,1,3,4,2,2,1,4,2,2,4,1,4,1,1,1,2,1,7,2,157,327,2,3,2,2,4,2,2,3,3,1,3,3,1,3,3,1,1,1,3,3,4,2,13,4,1,4,8,41,23
1,157,328,2,3,5,9,2,1,1,8,5,6,1,1,2,1,1,1,2,2,5,2,0,8,9,3,4,2,3,11,15,6,3,9,14,12,9,2,1,0,1,3,1,3,5,3,3,2,2,1,6,4,3,2,3,1,1,4,2,9,2,157,328,2,3,1,2,4,1,1,4,1,2,1,1,1,2,1,2,1,3,1,3,4,3,4,1,1,4,6,43,73
1,157,329,2,3,4,8,2,1,1,8,5,4,1,1,2,1,1,1,2,2,5,2,0,8,10,1,1,2,4,16,4,3,3,9,14,12,9,2,1,0,1,2,1,3,2,2,2,2,2,2,2,4,2,2,2,1,1,4,2,4,2,157,329,2,1,2,1,3,2,1,5,1,2,2,2,2,2,1,3,2,3,2,2,1,3,4,1,1,1,5,34,3
1,157,330,2,3,8,9,2,1,1,6,5,5,1,2,2,1,1,1,1,2,5,2,0,4,4,2,4,2,4,16,12,2,3,9,14,12,9,2,1,0,1,2,2,3,4,3,3,1,2,1,1,4,2,3,1,1,1,3,2,9,2,157,330,2,3,3,1,2,2,2,4,1,2,1,2,2,1,1,3,2,2,3,1,1,3,3,1,1,1,5,34,116
1,157,331,2,3,8,9,2,2,1,7,5,5,1,2,2,1,1,1,2,2,5,2,0,4,8,4,4,4,4,16,7,4,3,9,14,12,9,2,3,0,3,3,1,3,4,2,2,1,4,2,6,4,4,3,1,4,4,3,2,6,2,157,331,2,1,1,1,3,3,3,3,2,1,1,3,1,2,1,3,2,3,4,5,1,5,3,1,1,4,8,41,20
1,157,332,2,3,7,7,1,5,3,7,5,4,1,3,2,1,1,1,2,2,5,2,0,9,10,2,4,2,3,6,15,3,3,9,14,12,9,2,1,0,1,2,1,3,4,3,3,1,1,1,3,2,2,2,1,1,1,3,2,6,2,157,332,2,1,4,2,3,2,1,3,1,2,1,2,1,1,1,2,2,2,2,2,4,4,3,1,1,4,7,36,90
1,157,333,2,3,4,8,2,1,1,7,5,5,1,1,2,1,1,1,2,2,5,2,0,9,10,2,4,2,4,16,2,3,3,9,14,12,9,2,1,0,1,3,1,3,3,4,3,2,2,2,6,4,2,2,3,1,1,4,3,9,2,157,333,2,2,2,1,2,2,1,3,1,2,1,1,3,1,1,3,2,2,2,3,1,4,4,1,1,1,11,66,84
1,157,334,2,3,8,4,2,4,1,6,5,5,1,2,2,1,1,1,2,2,5,2,0,6,7,2,4,2,4,16,4,2,3,9,14,12,9,2,1,0,2,2,1,3,4,2,2,1,1,2,6,4,3,4,2,1,1,3,2,11,2,157,334,2,2,1,2,4,2,3,2,2,2,1,1,2,2,1,3,2,2,4,3,2,5,4,1,1,4,6,43,66
1,157,335,2,3,5,9,2,4,2,8,5,5,1,1,2,1,1,1,2,2,5,2,0,8,9,4,4,6,2,2,15,4,1,9,14,12,9,2,1,0,3,4,1,5,3,4,3,2,2,1,1,4,4,3,3,1,3,4,2,4,2,157,335,2,3,2,2,2,2,3,3,1,2,2,2,2,2,2,2,1,2,4,5,3,4,8,2,1,4,6,43,91
1,157,336,2,3,7,4,2,4,1,6,5,4,1,2,2,1,1,1,2,2,5,2,0,8,9,2,2,2,4,16,11,3,3,9,14,12,9,2,1,8,2,2,1,3,4,3,3,1,2,2,6,4,2,2,2,1,1,2,2,5,2,157,336,2,2,1,2,2,1,1,4,1,1,1,2,2,3,1,3,1,1,1,3,2,5,7,2,1,1,5,34,2
1,157,337,2,3,6,6,2,1,1,7,5,4,1,2,2,1,1,1,2,2,5,2,0,8,9,1,4,12,4,16,12,2,3,9,14,12,9,2,1,0,2,2,1,3,3,2,6,1,2,1,6,4,2,2,3,1,1,3,2,9,2,157,337,2,2,1,2,4,1,1,2,1,1,2,2,1,2,2,2,1,1,1,3,2,1,8,2,1,1,5,34,29
1,157,338,2,3,6,5,2,4,1,6,5,5,1,2,2,1,1,1,2,2,5,2,0,8,10,2,2,2,4,16,1,3,3,9,14,12,9,2,1,0,2,2,1,5,3,2,3,1,2,2,3,4,2,1,3,1,3,2,1,7,2,157,338,2,2,1,2,3,1,1,3,1,2,1,2,1,3,2,2,1,1,1,3,2,4,8,2,1,4,7,36,56
1,157,339,2,4,4,7,2,1,1,6,5,4,1,1,2,1,1,1,2,2,5,2,0,8,10,2,4,2,3,5,15,3,3,9,14,12,9,2,1,0,1,1,1,3,2,2,4,2,2,1,1,4,2,3,4,3,1,3,2,9,2,157,339,2,2,1,2,4,1,1,2,1,1,1,3,2,3,2,2,2,2,1,2,4,1,8,2,1,4,7,36,86
1,157,340,2,3,8,6,2,4,1,6,5,5,1,2,2,1,1,1,2,2,5,2,0,8,9,2,4,2,3,4,15,3,3,9,14,12,9,2,1,0,1,1,1,3,4,3,3,2,2,1,6,3,2,2,2,1,1,4,4,5,2,157,340,2,1,4,2,4,2,1,2,3,2,1,3,1,2,2,2,2,2,2,2,4,5,6,2,1,1,5,34,50
1,157,341,2,3,5,4,2,4,1,6,5,3,1,1,2,1,1,1,2,2,5,2,0,8,10,1,4,2,2,5,15,1,3,9,14,12,9,2,1,0,1,1,2,4,4,2,4,1,2,1,1,5,2,2,4,1,1,4,2,3,2,157,341,2,1,4,2,4,1,1,3,1,1,2,2,2,2,2,2,2,2,1,1,4,2,7,2,1,1,5,34,67
1,157,342,2,3,5,8,1,5,3,6,5,5,1,2,2,1,1,1,2,2,5,2,0,8,9,3,4,2,4,16,6,2,3,9,14,12,9,2,1,0,2,3,1,3,4,4,3,2,2,2,6,4,2,2,2,1,1,4,2,3,2,157,342,2,2,2,1,4,2,2,2,1,2,1,3,1,2,1,2,1,2,3,4,1,5,6,2,1,1,5,34,93
1,157,343,2,4,8,6,1,5,3,7,5,4,1,2,2,1,1,1,2,2,5,2,0,4,8,1,4,14,4,16,10,3,4,9,14,12,9,2,4,0,1,1,2,3,1,2,6,1,2,5,2,5,1,3,4,1,1,0,2,4,2,157,343,2,2,2,0,4,1,1,2,1,1,1,4,1,1,1,2,1,1,1,1,2,1,7,2,1,4,7,36,75
1,157,344,2,3,4,7,1,5,3,7,5,5,1,2,2,1,1,1,2,2,5,2,0,8,9,2,4,2,4,16,6,3,3,9,14,12,9,2,1,0,1,2,1,4,3,2,4,1,2,1,2,4,2,4,1,4,1,4,3,11,2,157,344,2,3,1,2,1,1,1,2,1,1,3,2,1,2,2,2,3,3,1,2,2,1,5,2,1,4,7,36,113
1,157,345,2,3,3,6,1,5,3,7,5,3,1,1,2,1,1,1,2,2,5,2,0,9,10,2,4,2,3,13,15,2,3,9,14,12,9,2,1,0,1,2,1,3,5,2,6,1,1,1,6,4,2,3,4,1,1,3,2,8,2,157,345,2,1,2,2,3,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,4,1,7,2,1,1,5,34,126
1,157,346,2,3,6,6,2,4,1,6,5,4,1,2,2,1,1,1,2,2,5,2,0,9,10,2,4,2,4,16,2,2,3,9,14,12,9,2,1,0,2,3,1,5,4,4,3,3,2,2,6,6,3,2,2,3,1,4,3,8,2,157,346,2,2,2,2,4,2,2,3,1,3,2,3,1,2,2,1,2,2,3,4,2,2,8,2,1,4,7,36,13
1,157,347,2,3,7,7,2,4,1,6,5,4,1,1,2,1,1,1,2,2,5,2,0,9,10,2,1,9,4,16,5,2,3,9,14,12,9,2,1,0,1,1,2,3,4,1,1,1,1,2,2,6,2,3,4,4,1,2,1,9,2,157,347,2,2,1,2,2,2,1,3,1,2,3,3,1,2,2,2,2,2,2,1,2,4,8,2,1,4,7,36,92
1,157,348,2,3,6,8,2,4,1,7,5,4,1,2,2,1,1,1,2,2,5,2,0,9,10,2,1,2,4,16,1,4,3,9,14,12,9,2,1,0,1,1,1,2,4,2,4,3,1,2,1,5,2,2,2,1,1,2,1,8,2,157,348,2,2,1,1,4,1,2,2,1,2,1,2,2,2,2,3,2,2,1,2,1,5,5,2,1,4,8,37,21
