CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.3..1,Q.3..2,Q.3..3,Q.3..4,Q.3..5,Q.3..6,Q.3..7,Q.3..8,Q.3..9,Q.4.,Q.5.,Q.6.,Q.7.,Q.9.,Q.10.,Q.15.,Q.16.,Q.17A.,Q.17B.,Q.17C.,Q.17D.,Q.17E.,Q.17F.,Q.17G.,Q.17H.,Q.17I.,Q.17J.,Q.17K.,Q.17L.,Q.17M.,Q.17N.,Q.17O.,Q.17P.,Q.17Q.,Q.17R.,Q.17S.,Q.20A.,Q.20B.,Q.20C.,Q.20D.,Q.20E.,Q.20F.,Q.20G.,Q.24.,Q.25.,Q.26.,Q.27.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.40..1,Q.40..2,Q.40..3,Q.40..4,Q.40..5,Q.40..6,Q.40..7,CARD..1,DECK..1,BALLOT..1,X.,Q.41.,Q.41..1,Q.41..2,Q.41..3,Q.41..4,Q.41..5,Q.41..6,Q.41..7,Q.42.,Q.44.,Q.45.,Q.46A.,Q.46B.,Q.46C.,Q.47.,Q.48.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,V.57.,V.,V.59.
1,72,2518,6,3,1,2,2,2,2,2,2,2,2,2,5,1,1,1,8,4,6,5,2,2,2,1,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,3,1,1,3,1,3,3,1,2,2,2,1,2,1,8,5,2,2,3,2,3,2,2,2,1,2,2,2,2,2,72,2518,2,1,2,2,2,2,2,2,2,1,1,3,2,2,2,2,5,2,4,6,1,3,3,4,46,97
1,72,2519,6,6,2,2,2,2,2,2,2,2,1,2,7,2,11,11,3,1,6,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,1,3,1,3,3,2,2,2,2,1,2,1,8,5,2,2,4,2,4,2,1,2,2,2,2,2,2,2,72,2519,2,2,2,2,2,2,1,2,2,3,2,0,2,0,3,2,7,5,4,6,3,3,7,3,44,68
1,72,2520,3,3,2,2,2,2,2,1,2,2,2,2,3,3,2,11,1,1,2,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,1,3,1,0,3,3,3,2,2,1,1,1,9,6,2,2,3,4,3,2,2,2,1,2,2,2,2,2,72,2520,2,2,2,2,2,2,1,2,2,2,3,1,1,1,3,1,2,5,3,4,2,2,2,9,27,100
1,72,2521,1,2,2,2,2,2,2,2,2,2,1,2,7,1,8,4,8,4,6,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,3,1,1,3,1,3,3,1,2,1,1,1,3,1,9,6,2,2,3,3,3,2,2,2,2,2,2,2,1,2,72,2521,2,1,2,2,2,2,2,2,2,2,6,3,0,1,3,2,3,5,4,3,2,4,1,4,52,13
1,72,2522,2,3,1,2,2,2,2,2,2,2,2,2,2,6,4,1,3,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,1,3,1,1,3,1,3,3,2,1,2,1,1,1,1,9,5,2,2,7,5,4,2,2,2,2,2,2,2,2,2,72,2522,1,2,2,2,2,2,2,2,1,3,0,1,1,1,3,3,3,5,1,1,1,4,1,6,21,1
1,72,2523,6,3,1,2,2,2,2,2,2,2,2,2,2,1,1,11,8,4,6,5,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,1,1,3,1,3,3,3,4,2,3,1,1,1,9,5,2,2,3,1,4,2,2,2,2,2,2,2,1,2,72,2523,2,2,2,2,2,2,1,2,2,2,6,0,1,2,2,2,4,1,1,1,1,1,1,9,34,62
1,72,2524,6,3,2,1,2,2,2,2,2,2,2,2,3,11,11,11,1,1,2,0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,2,5,1,3,1,1,1,9,5,1,2,4,3,3,2,2,2,2,2,2,2,2,2,72,2524,1,2,2,2,2,2,2,2,1,4,0,0,0,0,3,3,0,5,4,5,4,4,3,11,29,97
1,72,2525,3,3,1,2,2,2,2,2,2,2,2,2,3,3,2,6,7,1,1,2,1,2,2,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,2,3,1,1,3,1,3,3,3,1,2,1,1,1,1,9,5,2,2,3,3,3,2,2,2,1,2,2,2,2,2,72,2525,2,1,2,2,2,2,2,2,2,3,1,1,2,2,2,2,8,1,1,5,5,0,2,10,57,107
1,72,2526,1,2,1,2,2,2,2,2,2,2,2,2,2,1,7,11,8,4,6,5,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,3,1,1,3,1,3,3,1,1,2,2,1,1,1,9,5,1,2,4,4,4,2,2,2,1,2,2,2,2,2,72,2526,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,5,2,5,1,1,1,5,24,51
1,72,2527,1,2,2,1,2,2,2,2,2,2,2,2,3,8,11,11,1,2,2,3,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,3,1,1,3,1,3,3,2,2,2,2,1,1,1,9,5,2,2,3,3,3,2,2,1,2,2,2,2,2,2,72,2527,2,1,2,2,2,2,2,2,2,1,1,3,1,0,3,2,2,4,2,3,1,2,1,12,67,48
1,72,2528,1,4,2,2,2,2,2,2,2,2,1,2,7,6,11,11,7,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,3,1,1,1,1,2,2,2,1,2,3,1,2,1,9,5,2,2,4,5,2,2,2,1,1,2,2,2,2,2,72,2528,2,2,1,2,2,2,2,2,2,1,1,1,0,0,3,2,1,5,1,6,2,1,7,3,44,101
1,72,2529,1,6,1,2,2,2,2,2,2,2,2,2,3,6,11,11,7,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,1,1,3,1,3,3,1,1,2,2,1,1,1,6,7,2,2,4,1,4,2,2,2,2,2,2,2,1,2,72,2529,2,2,2,2,2,2,2,1,2,2,0,1,0,1,3,1,4,5,8,5,1,4,1,4,51,79
1,72,2530,1,1,1,2,2,2,2,2,2,2,2,2,2,7,2,11,4,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,1,3,1,3,3,3,2,2,2,1,2,1,6,7,2,2,3,3,3,1,2,2,2,2,2,2,2,2,72,2530,2,2,2,2,2,2,1,2,2,1,3,3,2,2,2,1,9,1,3,4,1,3,1,12,64,59
1,72,2531,1,3,1,1,2,2,2,2,2,2,2,2,3,7,11,11,3,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,3,0,3,3,3,2,2,2,1,1,2,6,7,4,2,2,7,2,2,2,1,2,2,2,2,2,2,72,2531,2,2,2,1,2,2,2,2,2,3,0,3,2,1,2,1,2,5,3,3,3,2,8,10,56,6
1,72,2532,1,2,2,2,2,2,2,1,2,2,2,2,2,2,11,11,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,1,1,3,1,3,3,1,1,2,2,1,1,1,5,7,2,2,2,7,4,2,2,2,2,2,2,1,2,2,72,2532,2,2,2,1,2,2,2,2,2,3,1,1,0,1,3,2,3,5,1,6,1,4,1,7,12,93
1,72,2533,4,3,1,2,2,2,2,2,2,2,2,2,2,1,5,11,8,4,6,5,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,3,1,3,3,1,2,2,2,1,1,1,3,8,4,2,4,4,1,2,2,2,2,1,2,2,2,2,72,2533,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,5,2,2,1,4,3,6,20,70
1,72,2534,3,1,2,2,2,2,2,2,1,2,2,2,2,3,11,11,1,2,3,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,3,1,1,3,1,3,3,1,2,2,2,2,1,1,7,8,2,2,4,5,4,2,2,1,2,2,2,2,2,2,72,2534,2,2,2,2,2,2,2,1,2,3,2,3,2,1,1,2,12,1,1,3,1,3,3,3,39,95
1,72,2535,3,4,1,2,2,2,2,2,2,2,2,2,4,1,3,11,7,1,2,5,2,1,1,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,3,1,1,3,1,3,3,1,2,2,2,1,1,1,7,8,2,2,3,1,2,2,2,2,1,2,2,2,2,2,72,2535,2,2,2,1,2,2,2,2,2,1,3,1,2,1,1,2,3,2,4,5,5,3,3,10,60,101
1,72,2536,3,3,2,2,2,2,2,1,2,2,2,2,1,4,2,11,7,1,2,4,2,1,2,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,3,1,1,3,1,3,3,2,3,2,2,1,1,1,6,7,2,2,4,4,2,2,2,2,2,2,2,2,1,2,72,2536,2,2,2,2,2,2,1,2,2,3,2,1,0,1,3,1,4,4,3,4,1,3,2,9,27,46
1,72,2537,1,2,2,2,2,2,2,2,2,2,1,2,7,7,11,7,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,1,1,3,2,3,3,1,2,2,2,1,1,1,1,6,5,2,6,1,1,2,2,1,2,2,2,2,2,2,72,2537,2,2,2,2,2,2,1,2,2,1,1,3,0,1,3,2,2,2,1,2,1,1,1,4,51,84
1,72,2538,6,4,1,2,2,2,2,2,2,2,2,2,3,1,3,0,2,2,1,3,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,3,1,1,3,1,3,1,4,2,2,1,1,2,1,3,6,2,2,3,1,1,2,1,2,2,2,2,2,2,2,72,2538,2,2,2,1,2,2,2,2,2,3,1,1,0,1,3,2,2,2,2,6,5,4,1,7,8,27
1,72,2539,2,4,1,2,2,2,2,2,2,2,2,2,2,6,11,4,1,1,2,2,1,1,1,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,3,1,1,3,1,3,3,1,2,2,3,1,1,1,3,6,2,2,4,3,3,2,2,2,1,2,2,2,2,2,72,2539,2,2,1,2,2,2,2,2,2,3,2,3,2,2,2,2,7,1,4,6,4,3,2,10,57,14
1,72,2540,5,3,1,2,2,2,2,2,2,2,2,2,4,2,3,1,7,2,2,5,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,3,1,1,3,1,3,3,2,3,2,1,1,1,1,3,6,2,2,3,1,3,2,2,2,2,2,2,2,1,2,72,2540,2,2,2,2,2,2,1,2,2,3,2,3,2,2,2,2,5,3,1,2,1,3,2,11,36,45
1,72,2541,3,3,1,2,2,2,2,2,2,2,2,2,2,2,3,11,6,1,3,3,2,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,3,1,1,1,1,3,3,3,3,2,2,1,1,1,4,6,2,2,3,1,4,2,2,2,2,2,2,2,1,2,72,2541,2,2,2,2,2,2,2,1,2,2,6,1,0,1,3,1,3,3,3,4,1,3,3,11,31,17
1,72,2542,3,7,2,2,2,2,2,1,2,2,2,2,6,4,11,11,1,1,2,4,1,1,1,2,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,3,1,2,3,1,2,3,1,3,2,3,1,1,1,4,6,2,2,4,3,4,1,2,2,2,2,2,2,2,2,72,2542,2,2,2,2,2,2,1,2,2,1,1,3,1,1,2,1,2,4,3,6,1,3,3,7,13,79
1,72,2543,3,3,1,2,2,2,2,2,2,2,2,2,3,10,1,11,1,2,2,3,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,1,3,3,2,2,2,2,1,1,1,6,6,2,2,3,1,4,1,2,2,2,2,2,2,2,2,72,2543,2,2,2,2,2,2,1,2,2,2,6,2,1,1,2,2,2,5,4,5,4,2,3,7,11,36
1,72,2544,1,3,1,2,2,2,2,2,2,2,2,2,1,8,11,11,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,3,1,1,3,1,3,3,1,2,2,2,1,1,1,6,6,2,2,3,5,2,1,2,2,2,2,2,2,2,2,72,2544,2,2,2,2,2,2,1,2,2,1,1,1,0,1,3,2,2,5,5,5,2,3,1,7,8,4
1,72,2545,1,3,1,2,2,2,2,2,2,2,2,2,2,8,5,11,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,3,3,1,1,2,2,1,1,1,3,5,2,2,3,1,4,2,2,1,2,2,2,2,2,2,72,2545,2,2,2,2,2,2,1,2,2,1,1,1,1,1,3,3,2,5,2,4,3,3,1,7,2,100
1,72,2546,1,4,1,2,2,2,2,2,2,2,2,2,2,8,0,0,6,2,5,3,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,3,1,1,3,1,3,3,2,2,2,2,1,1,1,5,6,2,2,4,4,1,2,2,2,1,2,2,2,2,2,72,2546,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,1,2,5,3,3,1,2,1,5,23,22
1,72,2547,4,4,1,2,2,2,2,2,2,2,2,2,3,2,0,0,1,1,2,5,1,1,2,1,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,0,1,1,2,1,3,3,1,2,1,1,1,2,1,6,6,2,2,3,4,2,2,1,2,2,2,2,2,2,2,72,2547,2,2,2,2,2,2,2,2,1,1,0,3,2,2,2,1,4,1,3,4,2,3,1,12,69,13
1,72,2548,3,4,2,2,1,2,2,2,2,2,2,2,2,1,11,5,8,1,6,5,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,3,1,1,3,1,3,3,0,1,2,2,1,1,1,6,6,2,2,4,5,3,1,2,2,2,2,2,2,2,2,72,2548,2,1,2,2,2,2,2,2,2,3,2,4,0,0,3,2,2,5,1,4,1,1,3,9,32,8
1,72,2549,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,11,4,2,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,1,0,1,3,3,1,2,1,2,1,1,1,6,6,2,2,4,4,2,2,2,2,2,2,2,2,2,2,72,2549,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,5,5,6,1,3,8,1,17,49
1,72,2550,3,2,1,2,2,2,2,2,2,2,2,2,3,1,2,11,7,1,3,5,1,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,3,1,1,3,1,3,3,2,1,2,2,1,1,1,6,6,2,2,3,2,4,2,2,2,1,2,2,2,2,2,72,2550,2,1,2,2,2,2,2,2,2,2,1,2,0,1,3,3,5,4,3,5,1,3,2,7,3,39
1,72,2551,3,4,2,2,2,2,2,2,1,2,2,2,2,4,11,11,2,2,3,3,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,3,2,1,2,2,2,2,1,2,2,2,1,2,1,6,6,2,2,4,5,3,2,2,2,1,2,2,2,2,2,72,2551,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,4,3,5,2,2,3,7,15,47
1,72,2552,3,2,1,2,2,2,2,2,2,2,2,2,2,2,11,11,4,1,1,1,1,1,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,3,1,1,3,1,3,3,1,2,2,2,1,1,1,6,6,2,2,3,1,4,2,2,2,2,2,2,2,1,2,72,2552,2,2,2,1,2,2,2,2,2,1,1,2,1,0,3,1,2,4,1,4,3,1,3,4,50,38
1,72,2553,3,8,2,2,2,2,2,1,2,2,2,2,6,1,6,3,8,4,6,5,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,3,1,1,2,1,3,3,2,2,2,3,1,1,1,6,6,2,2,7,5,2,2,2,2,2,2,2,2,1,2,72,2553,2,2,2,2,2,2,1,2,2,3,6,3,2,1,3,2,2,4,3,5,5,3,3,7,1,46
1,72,2554,5,3,2,2,2,2,2,2,2,2,1,2,7,4,6,0,6,1,2,3,2,1,1,1,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,3,1,1,2,1,2,2,2,1,2,3,1,1,1,4,6,2,2,3,4,2,2,2,2,1,2,2,2,2,2,72,2554,2,2,2,2,2,2,1,2,2,3,0,2,1,1,3,3,1,5,1,4,4,1,6,7,1,37
1,72,2555,4,2,1,2,2,2,2,2,2,2,2,2,4,4,11,11,1,1,3,3,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,1,1,3,1,3,3,1,2,2,3,1,1,1,4,6,2,2,3,1,4,2,2,2,1,2,2,2,2,2,72,2555,2,1,2,2,2,2,2,2,2,1,1,3,1,0,1,2,2,2,3,4,1,3,1,11,36,23
1,72,2556,4,8,2,2,2,2,2,1,2,2,2,2,6,1,2,11,8,4,6,5,2,1,2,2,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,3,1,1,3,1,3,3,2,3,2,3,1,2,1,4,5,2,2,4,3,2,1,2,2,2,2,2,2,2,2,72,2556,2,2,2,2,2,2,1,2,2,1,1,3,2,2,2,2,4,5,3,3,1,1,4,12,66,97
1,72,2557,3,2,1,2,2,2,2,2,2,2,2,2,2,5,11,11,6,1,6,3,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,3,1,1,3,1,3,3,1,2,2,3,1,1,1,6,5,2,2,3,4,2,1,2,2,2,2,2,2,2,2,72,2557,2,1,2,2,2,2,2,2,2,3,2,3,2,2,2,2,9,3,1,4,1,1,1,11,36,55
1,72,2558,3,4,2,2,2,2,1,2,2,2,2,2,2,4,1,11,7,1,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,0,0,0,2,3,2,2,1,1,1,6,5,2,2,4,5,3,2,2,2,1,2,2,2,2,2,72,2558,2,2,2,2,2,2,1,2,2,3,1,1,2,1,2,1,1,4,1,5,1,1,2,2,43,8
1,72,2559,1,2,1,2,2,2,2,2,2,2,2,2,1,1,7,7,8,4,6,5,1,1,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,3,1,1,3,1,3,3,1,2,2,2,1,1,1,6,5,2,2,3,1,2,2,2,2,2,2,2,2,1,2,72,2559,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,3,1,2,1,3,1,12,70,50
1,72,2560,1,1,2,2,2,2,2,2,2,2,1,2,1,7,5,11,3,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,3,3,1,1,2,1,1,1,1,3,6,2,2,3,1,4,1,2,2,2,2,2,2,2,2,72,2560,2,2,2,1,2,2,2,2,2,1,1,3,1,0,1,3,6,2,1,3,2,4,7,12,67,43
1,72,2561,4,3,1,2,2,2,2,2,2,2,2,2,4,2,11,11,3,2,2,3,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,3,1,1,1,1,3,3,2,2,2,2,1,1,1,3,5,2,2,6,6,4,2,2,2,2,2,2,2,1,2,72,2561,2,2,2,2,2,2,1,2,2,2,6,5,2,2,2,2,7,5,5,6,4,1,1,10,61,36
1,72,2562,3,3,1,2,2,2,2,2,2,2,2,2,1,8,11,2,1,2,2,5,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,3,1,1,3,1,3,3,1,2,2,2,1,1,1,4,5,2,2,3,1,4,2,2,2,2,1,2,2,2,2,72,2562,2,2,2,2,2,2,2,1,2,3,2,3,1,2,1,2,9,1,2,2,2,1,3,9,35,37
1,72,2563,4,4,1,2,2,2,2,2,2,2,2,2,3,1,2,0,8,4,6,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,3,3,1,1,2,3,1,1,1,1,7,4,2,2,7,4,1,2,2,2,2,2,2,2,2,72,2563,2,2,2,1,2,2,2,2,2,1,2,5,2,2,2,2,3,5,1,2,2,3,2,3,44,57
1,72,2564,4,4,2,2,2,2,2,1,2,2,2,2,1,1,11,11,8,4,6,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,1,3,1,3,3,1,1,1,1,1,1,1,1,7,4,2,2,7,3,1,2,2,2,2,2,2,2,2,72,2564,2,2,1,2,2,2,2,2,2,1,2,3,1,0,1,2,4,2,1,1,1,3,4,12,65,1
1,72,2565,1,1,1,2,2,2,2,2,2,2,2,2,5,5,1,2,4,1,2,4,2,2,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,3,1,1,3,1,3,3,1,1,2,1,1,1,1,2,7,4,2,2,7,4,2,2,2,2,2,2,1,2,2,72,2565,2,2,2,2,1,2,2,2,2,1,3,1,2,2,2,2,1,5,1,1,1,2,1,6,21,45
1,72,2566,5,6,1,2,2,2,2,2,2,2,2,2,3,1,3,6,8,4,6,5,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,3,1,1,1,1,3,3,1,2,2,2,1,1,1,2,7,4,2,3,1,4,2,1,2,2,2,2,2,2,2,72,2566,2,2,2,2,1,2,2,2,2,2,6,3,1,1,3,2,4,2,1,2,2,2,5,4,47,92
1,72,2567,3,7,2,2,1,2,2,2,2,2,2,2,4,4,11,11,7,1,2,5,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,3,1,3,2,1,1,2,2,1,1,1,2,8,2,2,3,1,3,2,2,2,1,2,2,2,2,2,72,2567,2,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,3,1,1,2,2,2,3,10,59,49
1,72,2568,3,4,1,2,2,2,2,2,2,2,2,2,2,5,5,11,1,2,1,5,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,3,1,1,1,1,3,3,2,3,2,2,1,1,1,1,7,4,2,2,7,3,2,1,2,2,2,2,2,2,2,72,2568,2,1,2,2,2,2,2,2,2,3,0,3,2,2,2,1,6,1,1,2,2,3,3,10,57,1
1,72,2569,1,2,1,2,2,2,2,2,2,2,2,2,1,3,0,0,7,1,4,4,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,1,3,3,1,2,2,2,1,1,1,3,1,2,2,3,4,1,1,2,2,2,2,2,2,2,2,72,2569,2,2,2,2,2,2,1,2,2,1,2,3,2,2,2,3,2,2,2,3,1,1,1,7,10,12
1,72,2570,2,1,2,2,2,2,2,2,1,2,2,2,1,6,1,11,3,1,1,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,2,3,3,0,1,2,3,1,1,3,3,1,2,2,1,4,4,2,2,2,2,2,2,2,2,2,72,2570,1,2,2,2,2,2,2,2,1,1,1,1,2,2,3,2,7,3,3,3,1,4,8,12,67,65
1,72,2571,1,1,1,2,2,2,2,2,2,2,2,2,4,6,11,11,1,1,1,4,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,3,1,1,3,1,3,3,1,3,2,1,1,2,1,4,1,2,2,3,7,4,2,2,2,2,2,2,1,2,2,72,2571,2,2,1,2,2,2,2,2,2,3,1,3,2,2,2,2,5,1,2,5,1,4,2,11,36,19
1,72,2572,1,3,1,2,2,2,2,2,2,2,2,2,2,7,11,11,4,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,1,1,3,1,3,3,1,1,2,2,3,1,1,5,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,72,2572,1,2,2,1,2,2,2,2,2,3,1,3,0,0,1,2,6,1,1,4,1,1,6,11,36,18
1,72,2573,1,2,1,2,2,2,2,2,2,2,2,2,2,7,0,0,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,3,1,1,3,1,3,3,1,2,2,1,1,2,1,6,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,72,2573,1,2,2,1,2,2,2,2,2,3,6,3,2,2,3,2,4,2,2,4,1,3,1,11,36,39
1,72,2574,2,3,1,2,2,2,2,2,2,2,2,2,3,6,2,11,1,1,1,5,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,3,1,1,3,1,3,3,1,3,2,3,1,2,1,7,2,2,2,4,2,2,2,2,2,2,2,2,2,1,2,72,2574,2,2,2,2,2,2,2,1,2,3,1,1,2,2,2,2,3,5,3,6,1,4,1,2,43,41
1,72,2575,1,3,2,2,2,2,2,1,2,2,2,2,2,8,6,6,6,1,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,1,1,3,1,3,3,1,2,2,1,1,1,1,7,6,2,2,7,5,4,2,2,2,2,2,2,2,2,2,72,2575,1,2,2,2,2,2,2,2,1,4,0,1,0,0,3,2,2,5,1,3,3,0,1,1,17,22
1,72,2576,2,1,2,2,2,2,2,2,1,2,2,2,2,7,5,0,6,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,3,1,1,3,1,3,3,1,1,2,2,1,1,1,4,6,2,2,3,1,2,1,2,2,2,2,2,2,2,2,72,2576,2,2,2,2,2,2,1,2,2,1,2,3,1,1,3,2,6,5,1,5,3,3,1,3,39,69
1,72,2577,1,7,2,2,2,2,2,1,2,2,2,2,6,7,5,2,1,1,1,4,1,1,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,3,1,1,3,1,3,3,1,1,2,2,1,1,1,3,6,2,2,4,3,4,2,2,2,1,2,2,2,2,2,72,2577,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,5,1,2,2,4,1,5,24,14
1,72,2578,1,3,2,1,2,2,2,2,2,2,2,2,3,8,6,2,7,1,1,2,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,3,1,1,3,1,3,3,1,1,2,2,1,1,1,3,6,4,2,2,7,3,2,1,2,2,2,2,2,2,2,72,2578,2,2,2,1,2,2,2,2,2,2,6,3,2,2,2,2,3,4,2,4,1,3,1,11,29,74
1,72,2579,1,1,1,2,2,2,2,2,2,2,2,2,1,7,4,3,3,2,4,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,3,1,3,3,1,2,2,2,1,1,1,3,6,2,2,4,2,4,2,2,2,2,1,2,2,2,2,72,2579,2,2,1,2,2,2,2,2,2,1,1,2,1,0,3,1,1,4,1,2,2,4,3,1,16,55
1,72,2580,1,3,1,2,2,2,2,2,2,2,2,2,2,7,6,11,4,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,1,1,1,3,3,1,3,2,3,1,1,1,3,6,2,2,4,3,4,2,1,2,1,2,2,2,2,2,72,2580,2,2,2,2,2,2,1,2,2,3,1,3,1,2,2,2,4,3,2,2,1,3,1,9,27,16
1,72,2581,3,2,1,2,2,2,2,2,2,2,2,2,2,3,11,11,4,2,6,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,1,3,1,3,3,2,2,2,2,1,1,1,3,6,2,2,4,1,4,1,2,2,2,2,2,2,2,2,72,2581,2,2,2,2,2,2,1,2,2,3,2,1,0,1,3,2,1,3,4,4,1,3,3,11,31,84
1,72,2582,3,3,2,1,2,2,2,2,2,2,2,2,2,3,5,11,1,1,2,5,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,3,1,1,3,1,3,3,2,3,2,2,1,1,1,3,6,2,2,4,5,4,1,1,2,2,2,2,2,2,2,72,2582,2,1,2,2,2,2,2,2,2,2,2,5,0,0,3,1,9,5,2,3,2,4,3,11,30,90
1,72,2583,1,2,1,2,2,2,2,2,2,2,2,2,3,1,6,6,7,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,3,1,3,3,1,1,2,1,1,2,1,7,5,2,2,3,1,4,1,2,2,2,2,2,2,2,2,72,2583,2,1,2,2,2,2,2,2,2,1,1,3,1,2,2,2,6,1,1,3,1,3,1,4,48,30
