CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67.,Q.68.,Q.70.,Q.71.,Q.72.,CARD..1,DECK..1,BALLOT..1,Q.73.,Q.74.,Q.75.,Q.76.,Q.77.,Q.78.,Q.79.,V.80.,V.81.
1,113,410,5,2,3,3,5,2,1,3,2,2,3,2,1,2,2,2,3,1,2,3,2,2,2,3,3,1,2,3,1,4,1,6,1,2,1,3,2,2,1,2,2,2,2,1,1,2,4,3,2,1,3,2,2,2,2,2,1,1,2,1,4,3,5,5,4,3,3,2,4,11,2,113,410,2,2,1,1,1,3,1,36,0
1,113,411,5,2,3,3,5,2,1,1,3,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,3,2,2,1,1,3,2,1,1,2,1,1,0,0,6,2,2,1,2,2,1,1,2,1,1,1,1,2,1,2,2,2,2,1,2,1,4,4,5,3,1,3,2,2,2,4,2,113,411,2,1,1,1,1,3,1,34,0
1,113,412,5,3,3,5,4,2,1,1,1,0,4,4,1,1,2,3,1,2,2,1,3,2,1,1,1,1,1,1,1,2,3,1,1,2,2,2,2,2,4,3,2,2,2,2,2,3,2,3,2,1,2,2,2,2,1,3,2,1,1,1,3,2,3,4,2,3,3,2,3,11,2,113,412,2,3,2,2,1,3,2,34,0
1,113,413,5,2,3,5,4,2,1,3,2,2,4,2,1,1,1,2,1,1,2,1,2,1,2,3,3,2,3,2,1,4,1,6,2,2,3,1,2,1,3,2,2,2,2,3,1,4,2,3,2,1,3,4,3,3,2,3,2,1,2,1,3,2,3,5,5,4,2,2,2,11,2,113,413,2,3,3,3,1,2,3,34,0
1,113,414,5,1,3,4,5,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,4,5,5,2,1,1,1,3,11,2,113,414,2,3,1,1,1,3,3,34,0
1,113,415,5,2,1,4,5,3,1,3,3,2,2,1,1,1,1,2,1,1,1,2,1,1,2,2,0,1,2,1,1,4,2,2,2,3,1,1,2,1,1,2,2,1,1,2,2,4,1,2,2,1,1,3,2,2,2,2,2,2,3,1,4,3,1,3,3,3,1,2,4,1,2,113,415,3,3,2,3,1,3,3,34,0
1,113,416,5,2,2,4,5,3,1,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,1,2,4,1,1,4,2,2,2,2,1,2,2,1,1,1,2,1,1,3,1,3,1,1,3,2,1,3,3,2,3,2,2,2,4,2,5,4,6,3,3,4,1,4,3,1,2,113,416,3,3,2,3,1,1,4,34,0
1,113,417,5,1,3,2,5,2,1,5,0,2,2,1,1,3,1,1,2,2,2,1,1,1,0,4,1,1,1,0,1,3,3,2,1,2,1,1,2,2,2,2,2,4,1,1,1,3,3,2,2,3,0,2,2,3,3,3,2,4,0,1,2,3,1,3,2,3,5,2,3,1,2,113,417,2,3,1,1,1,1,1,34,0
1,113,418,4,2,2,3,4,2,1,3,1,2,4,2,1,2,2,1,2,2,2,3,1,3,1,1,3,1,3,1,1,4,2,2,1,2,1,2,1,1,1,1,2,1,2,3,2,2,2,3,2,2,1,5,3,3,2,2,2,2,3,1,3,2,3,3,2,2,1,2,2,11,2,113,418,3,3,1,1,1,1,1,32,0
1,113,419,4,2,1,3,4,2,1,3,3,4,4,4,3,5,1,1,5,1,2,5,4,4,1,1,3,2,4,1,1,4,4,6,4,3,4,3,1,3,2,4,3,1,1,4,2,4,1,5,3,2,1,4,4,4,4,5,4,1,3,3,2,1,3,5,5,4,2,4,2,2,2,113,419,3,3,3,1,2,0,2,32,0
1,113,420,4,1,2,3,4,2,1,5,4,2,2,1,1,2,2,2,1,2,2,3,1,2,1,1,3,2,1,1,1,4,1,2,2,2,2,3,1,2,3,3,2,2,2,1,1,2,2,3,1,1,1,1,2,2,2,2,2,1,2,1,3,4,3,5,4,3,3,4,1,11,2,113,420,3,3,1,1,1,1,1,33,0
1,113,421,4,4,4,3,4,2,1,2,3,2,4,1,1,1,1,2,1,2,1,1,1,1,1,1,3,1,1,1,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,4,4,1,3,3,1,1,2,2,1,2,113,421,2,3,1,1,1,1,1,33,0
1,113,422,4,1,1,3,4,2,1,3,3,2,3,2,2,2,1,1,2,2,2,3,1,1,1,1,2,2,1,2,3,2,1,6,2,2,1,1,1,2,1,2,1,1,3,2,1,2,2,4,1,1,2,1,3,3,3,3,1,1,1,1,1,1,6,0,6,0,5,0,0,12,2,113,422,4,0,4,0,4,1,1,33,0
1,113,423,4,1,3,3,5,2,1,2,3,2,3,2,1,2,1,3,2,1,2,3,1,2,2,1,1,1,1,2,1,3,1,2,1,3,2,3,1,2,2,1,2,3,3,1,1,2,4,3,2,1,2,1,2,2,4,5,1,2,1,1,3,4,3,3,4,2,3,1,4,11,2,113,423,3,3,4,0,1,3,3,33,0
1,113,424,4,2,4,5,4,2,1,3,1,2,4,4,3,4,1,1,2,2,3,3,2,2,1,1,2,2,1,1,1,4,2,2,1,2,2,3,2,2,5,3,3,2,2,2,1,4,2,3,2,1,3,2,4,4,2,4,2,1,1,2,3,2,3,3,3,4,2,3,1,10,2,113,424,3,2,3,1,1,1,1,32,0
1,113,425,4,2,1,5,4,2,1,3,3,3,3,3,1,2,2,2,3,1,1,3,1,1,1,2,3,2,4,2,1,3,2,6,2,2,2,3,1,2,3,3,3,2,2,3,2,4,2,4,3,2,2,4,4,2,3,4,3,1,2,1,2,1,3,3,3,4,2,2,4,11,2,113,425,2,3,3,1,1,1,1,32,0
1,113,426,4,1,2,5,4,2,1,1,1,2,3,5,1,1,2,3,2,2,2,3,2,3,1,1,3,1,3,3,1,4,2,3,1,2,2,2,2,1,2,2,2,2,3,4,1,4,3,3,3,2,3,3,3,0,3,4,3,1,2,2,3,2,3,6,2,4,3,2,3,1,2,113,426,2,3,1,1,1,1,1,32,0
1,113,427,4,4,2,4,4,2,1,3,3,3,4,4,2,3,1,2,2,2,2,3,2,2,2,2,3,2,2,2,1,4,2,2,1,2,3,3,1,2,4,2,2,2,2,2,2,3,3,3,3,2,2,2,3,3,3,3,2,2,3,2,2,1,5,3,3,3,3,3,2,10,2,113,427,2,3,3,2,1,2,3,32,0
1,113,428,4,0,4,4,5,5,0,4,4,4,0,4,4,0,0,6,0,0,0,4,2,1,2,1,3,2,2,0,1,4,1,6,2,2,2,3,2,2,4,2,2,2,3,2,2,2,3,3,2,1,2,2,5,0,0,0,0,4,3,3,0,0,6,0,6,0,5,2,4,11,2,113,428,2,3,2,2,3,1,1,32,0
1,113,429,4,1,1,4,5,2,1,3,3,2,4,3,3,2,1,3,3,2,2,1,1,2,1,1,3,1,4,4,1,4,2,6,1,2,2,1,1,1,5,3,2,2,2,4,2,4,4,4,2,2,1,4,2,4,4,5,4,1,3,1,2,1,3,5,4,4,4,2,1,4,2,113,429,3,3,3,3,3,1,3,32,0
1,113,430,4,3,1,4,4,2,1,3,3,3,4,3,1,2,2,2,3,2,2,2,1,3,3,2,3,1,3,2,1,4,2,2,1,3,2,3,2,2,1,2,3,1,2,2,1,4,2,4,2,1,2,2,4,4,4,5,4,2,1,2,2,2,3,5,2,3,3,3,2,10,2,113,430,3,3,1,3,2,3,1,32,0
1,113,431,4,3,1,4,4,2,1,3,1,3,4,3,1,2,2,1,2,1,1,3,1,2,1,1,2,1,3,2,1,4,2,6,2,1,2,1,1,1,1,3,2,2,2,3,2,3,4,4,4,2,2,3,4,5,4,2,4,2,3,2,3,2,3,6,3,2,4,1,3,11,2,113,431,3,3,2,1,1,3,1,32,0
1,113,432,4,1,1,4,4,2,2,3,1,2,3,2,3,2,1,2,3,2,1,3,2,2,1,1,3,1,3,2,1,4,2,6,4,1,1,1,1,1,1,2,2,1,3,4,1,4,1,5,2,2,1,4,3,3,2,4,3,2,1,2,1,1,3,3,2,4,1,2,2,2,2,113,432,3,3,1,2,2,2,1,32,0
1,113,433,4,1,1,4,5,2,1,5,0,0,4,1,1,4,2,3,3,1,2,1,4,2,1,1,2,1,3,3,2,2,3,2,1,2,2,3,3,3,1,3,1,1,3,0,1,2,3,2,1,2,3,2,2,0,3,3,1,4,0,1,4,0,1,6,3,2,5,2,2,1,2,113,433,4,1,1,1,1,1,1,32,0
1,113,434,4,2,3,4,4,2,1,3,1,1,5,1,1,2,1,3,3,2,1,2,1,2,1,1,3,1,4,1,2,2,1,1,1,2,1,2,2,1,2,2,1,1,1,4,2,4,1,2,2,1,1,3,4,2,3,3,2,1,2,1,4,3,3,3,3,3,2,2,2,11,2,113,434,3,1,2,1,1,1,1,32,0
1,113,435,4,4,2,4,4,2,1,3,1,2,2,2,2,2,1,1,3,1,2,2,1,2,3,3,3,2,3,1,1,3,1,2,1,2,1,3,1,2,2,2,3,2,1,4,2,4,2,3,2,2,2,4,4,4,3,4,2,2,1,2,3,2,3,6,3,2,3,2,2,10,2,113,435,3,2,2,1,1,1,1,32,0
1,113,436,4,1,3,4,5,2,3,3,1,3,4,2,3,2,3,2,3,2,2,3,3,3,1,1,3,1,4,2,3,4,3,1,4,2,2,4,4,2,2,3,3,2,2,4,1,4,2,4,2,2,2,4,4,3,4,5,2,1,3,2,4,2,5,1,3,4,2,2,4,11,2,113,436,2,3,2,1,1,1,1,32,0
1,113,437,4,1,1,4,4,2,1,3,3,4,4,4,3,5,1,1,5,1,2,4,4,2,1,1,3,2,4,1,1,4,4,6,4,3,4,3,1,3,2,4,3,1,1,4,2,4,1,5,3,2,1,4,4,4,4,5,4,1,3,3,2,1,3,4,5,4,2,4,2,2,2,113,437,3,3,2,1,2,1,2,32,0
1,113,438,4,2,1,4,4,2,1,3,2,3,4,3,2,1,1,2,3,2,1,2,3,3,1,2,3,1,3,4,1,4,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,3,4,3,3,1,2,2,4,2,4,4,2,1,2,1,3,2,3,3,3,4,2,3,2,2,2,113,438,3,3,1,1,2,3,2,33,0
1,113,439,4,1,1,4,4,2,1,3,1,2,4,2,2,2,2,2,3,1,2,2,1,1,3,3,2,1,2,1,1,4,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,3,2,1,2,2,2,3,3,3,2,2,2,1,2,2,3,3,3,3,2,3,1,11,2,113,439,2,3,2,2,2,1,3,33,0
1,113,440,4,2,1,4,4,2,1,3,3,2,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,3,1,1,1,2,2,1,1,3,1,1,2,2,1,2,2,3,2,1,2,2,2,3,2,2,2,2,1,1,3,2,5,3,2,1,1,4,1,11,2,113,440,3,3,2,2,2,2,3,33,0
1,113,441,4,2,3,4,4,2,1,3,2,3,4,4,2,2,1,1,3,2,2,2,2,2,1,2,3,2,3,4,1,3,1,3,2,2,2,2,2,2,1,3,2,2,2,2,2,2,3,3,2,1,2,2,3,2,3,3,2,1,2,1,3,2,3,3,3,4,4,3,2,1,2,113,441,3,3,2,1,1,3,2,33,0
1,113,442,4,2,1,5,5,2,1,3,3,2,2,1,1,2,2,2,3,3,1,2,2,1,2,2,3,2,2,2,1,4,2,2,1,3,1,1,2,2,2,2,2,2,2,2,2,3,2,3,2,1,2,2,2,2,3,3,2,1,2,2,4,3,5,5,2,3,3,1,3,1,2,113,442,2,1,1,1,1,1,1,33,0
1,113,443,4,1,1,5,4,2,1,2,3,4,4,4,3,2,1,3,5,3,1,2,1,2,4,3,3,2,4,1,3,4,2,1,1,3,1,3,2,3,2,2,3,1,1,4,4,4,1,3,3,2,1,4,2,4,3,4,3,1,3,1,3,2,3,0,2,4,1,3,2,1,2,113,443,3,2,3,1,1,1,3,33,0
1,113,444,4,1,1,5,5,2,1,3,1,1,2,4,3,1,1,1,3,1,1,3,3,3,4,3,1,3,1,1,2,4,2,2,1,1,4,3,3,3,4,4,3,2,2,3,4,4,3,3,2,1,1,1,2,3,4,4,3,2,2,1,4,1,5,1,1,4,3,0,0,12,2,113,444,4,0,4,0,4,0,4,31,0
1,113,445,4,1,1,4,4,1,1,3,1,2,4,3,1,2,1,1,3,2,2,3,2,4,4,3,3,2,4,3,1,3,2,1,1,2,2,3,2,2,4,2,3,2,3,4,2,2,4,4,3,2,3,3,3,3,3,5,3,3,2,2,2,1,3,5,3,3,4,2,2,1,2,113,445,3,2,3,3,1,3,2,31,0
1,113,446,4,2,1,5,4,2,1,3,1,2,4,3,2,1,1,2,4,2,1,4,2,3,3,2,3,2,3,3,1,4,2,2,4,3,1,3,1,2,4,2,3,2,3,3,3,2,4,4,3,2,3,3,2,3,3,4,2,3,2,1,3,1,3,3,4,3,4,4,1,2,2,113,446,3,1,3,1,1,2,3,31,0
1,113,447,4,1,1,3,5,2,1,3,3,1,5,4,3,1,1,2,5,2,2,5,1,4,1,2,4,0,5,4,1,4,1,2,1,1,3,1,1,3,4,4,3,1,4,4,2,4,3,5,2,2,3,4,3,4,3,5,3,1,2,2,4,1,3,5,3,4,4,3,3,1,2,113,447,2,3,2,1,1,1,1,31,0
1,113,448,4,3,1,3,4,2,1,3,2,2,4,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,4,2,1,1,3,1,1,1,1,1,1,2,2,1,2,1,3,4,5,2,2,2,3,2,3,4,5,4,2,2,1,1,1,3,3,3,4,4,2,2,11,2,113,448,3,3,1,1,1,3,1,31,0
1,113,449,4,1,2,5,4,2,1,3,3,2,3,2,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,4,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,3,1,3,3,2,1,1,1,2,2,5,4,3,3,3,2,2,11,2,113,449,3,2,1,1,1,2,2,31,0
1,113,450,4,2,2,4,4,2,1,3,3,2,4,1,1,1,1,2,2,1,2,1,1,3,2,2,2,1,2,2,1,4,2,2,1,2,1,2,2,2,1,1,1,2,3,3,1,4,3,3,4,2,2,2,3,4,3,5,2,3,2,2,3,3,3,6,3,4,3,2,1,11,2,113,450,2,2,3,1,1,1,3,31,0
1,113,451,4,1,2,4,4,2,1,3,2,2,3,1,1,1,1,1,2,1,1,3,1,1,1,3,3,1,3,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,4,3,2,2,3,1,2,2,1,4,2,3,3,4,2,3,2,1,11,2,113,451,3,2,1,1,2,1,3,31,0
1,113,452,4,1,1,4,5,2,1,3,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,3,1,2,2,1,3,3,1,1,2,1,2,1,1,1,1,1,1,3,3,1,2,2,3,1,2,2,2,2,2,3,2,2,2,1,1,5,4,3,1,2,3,2,2,4,1,2,113,452,3,3,2,1,3,1,3,31,0
1,113,453,4,2,3,4,4,2,1,3,1,3,4,2,4,2,1,1,2,2,1,4,1,2,3,3,3,2,3,3,1,4,1,1,1,1,1,4,1,2,1,2,2,2,2,3,3,3,3,4,3,2,2,2,3,3,3,4,2,1,3,2,3,2,3,6,3,3,3,2,4,11,2,113,453,3,3,3,1,1,1,2,31,0
1,113,454,4,2,2,4,4,2,1,3,1,4,4,2,2,2,1,2,3,2,2,3,2,3,4,0,3,1,3,2,1,0,2,3,2,2,1,3,1,2,1,4,3,1,3,3,4,4,4,5,3,2,4,2,4,4,4,4,2,3,1,1,3,1,3,4,2,4,4,2,2,2,2,113,454,2,3,3,1,1,1,3,31,0
1,113,455,4,2,1,4,4,1,1,3,2,3,4,1,1,1,2,3,3,2,2,3,2,2,4,2,3,2,3,1,3,1,3,1,1,3,3,2,1,2,2,2,3,3,1,3,1,4,2,3,2,1,1,3,2,2,2,5,4,2,1,1,2,2,1,3,2,4,4,4,1,10,2,113,455,3,3,3,1,1,3,3,31,0
1,113,456,4,4,1,4,4,2,1,3,3,0,5,2,1,2,1,2,2,1,1,2,1,2,3,3,3,1,2,2,1,4,2,6,2,2,2,4,1,1,2,2,3,2,2,2,2,3,2,2,2,2,1,3,4,3,2,2,2,3,2,1,3,2,2,2,2,3,4,2,2,11,2,113,456,3,3,1,0,1,2,2,31,0
1,113,457,4,2,1,5,4,2,1,3,1,2,4,4,2,3,1,2,3,2,2,3,2,2,3,3,2,2,2,1,1,4,2,2,2,2,1,1,1,1,2,3,3,2,1,2,3,3,2,4,2,1,1,2,1,2,2,3,2,2,1,1,4,2,5,3,3,2,2,2,1,1,2,113,457,3,1,3,1,2,1,1,31,0
1,113,458,4,2,2,4,4,2,1,3,3,3,4,2,1,2,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,4,1,1,1,3,2,1,1,1,2,4,2,1,2,2,1,3,4,5,2,2,2,2,2,3,3,4,3,2,2,1,1,1,3,3,3,4,4,2,2,11,2,113,458,2,2,3,1,1,1,1,31,0
1,113,459,5,4,2,3,4,2,1,6,4,0,4,2,1,4,1,2,1,1,2,1,3,1,1,1,3,1,1,2,2,2,3,1,2,1,4,1,1,1,2,0,1,1,2,2,1,1,2,2,2,1,5,1,2,2,3,2,2,1,1,1,4,3,5,3,3,4,4,2,2,11,2,113,459,3,3,1,1,1,1,3,33,0
1,113,460,5,3,1,3,5,2,1,3,3,3,3,2,1,3,1,2,2,1,2,2,3,2,2,2,3,1,1,1,1,4,2,6,4,2,2,3,3,2,2,2,1,1,2,2,2,2,1,3,2,1,2,1,1,2,1,2,3,3,3,1,5,4,1,4,2,3,1,4,3,2,2,113,460,2,2,2,1,1,3,3,33,0
1,113,461,5,2,3,3,5,1,1,3,3,2,5,2,2,3,2,2,3,2,1,1,1,1,1,1,3,1,1,3,1,4,2,1,3,2,1,5,2,2,1,4,1,4,3,3,3,2,4,2,2,1,4,1,2,2,3,2,2,1,2,1,2,0,1,6,6,3,3,3,2,1,2,113,461,3,3,3,2,1,1,1,33,0
1,113,462,5,2,1,5,5,1,2,3,3,1,2,1,2,1,1,1,4,1,3,3,4,3,1,1,1,1,3,2,1,1,2,2,1,2,4,3,1,3,5,2,1,1,3,4,1,4,2,4,2,2,1,2,2,3,4,5,3,1,1,1,2,4,3,5,2,4,2,2,3,4,2,113,462,2,1,1,1,1,1,1,32,0
1,113,463,5,4,1,5,4,2,2,3,1,2,4,2,1,2,1,1,2,2,2,3,2,2,1,1,3,2,2,2,1,4,2,6,4,2,2,2,1,1,1,3,2,1,2,3,3,4,1,3,2,2,1,3,3,2,4,4,2,1,1,2,3,2,6,5,3,3,2,2,2,11,2,113,463,3,3,3,1,1,1,1,32,0
1,113,464,5,3,1,5,5,1,1,5,4,2,4,1,1,2,2,1,2,2,1,3,2,1,1,1,1,1,1,1,1,4,1,3,1,2,2,1,1,2,2,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,4,2,1,3,2,2,2,2,2,11,2,113,464,1,2,1,1,1,1,1,32,0
1,113,465,5,2,1,5,4,1,1,3,2,2,5,2,1,2,2,3,3,2,1,2,1,2,1,1,3,1,4,1,1,3,1,2,2,2,2,2,2,1,2,2,2,1,2,4,2,4,1,2,2,1,1,3,4,2,3,3,2,1,2,1,4,4,3,3,3,3,2,2,2,11,2,113,465,3,1,2,1,1,2,1,32,0
1,113,466,5,1,1,4,5,2,1,3,3,1,3,2,1,2,2,2,2,2,2,2,2,1,1,1,3,2,3,1,1,3,1,2,2,3,2,2,1,1,3,2,1,1,2,3,1,4,1,3,2,2,1,4,3,2,3,4,2,1,1,1,2,3,1,5,2,3,2,2,2,4,2,113,466,3,3,3,1,2,2,3,32,0
1,113,467,5,2,1,4,5,2,1,4,0,2,3,3,2,1,3,3,4,3,3,4,3,1,1,2,2,2,4,2,2,4,2,3,1,2,3,3,3,2,3,2,2,1,2,3,1,2,2,2,2,2,2,3,4,3,4,4,2,2,1,1,4,2,3,5,3,4,2,2,1,11,2,113,467,2,3,3,1,1,1,3,32,0
1,113,468,5,4,1,4,5,2,1,3,1,1,1,1,1,1,1,2,2,2,1,3,1,1,1,1,1,2,2,2,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,1,1,2,1,4,4,1,3,3,2,2,1,2,11,2,113,468,2,2,2,1,1,1,1,32,0
1,113,469,5,1,3,4,5,2,1,3,2,1,1,2,1,1,2,2,3,1,2,2,1,1,1,2,2,2,4,1,1,3,1,2,1,2,1,2,2,1,1,2,2,1,1,4,2,4,2,3,2,2,2,4,3,3,2,2,3,1,2,1,4,2,1,3,3,4,2,2,2,1,2,113,469,2,3,1,1,1,1,3,32,0
1,113,470,5,3,3,4,5,2,1,1,3,2,2,2,1,1,2,3,3,2,2,3,2,1,1,1,1,2,3,1,1,4,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,4,2,2,2,1,1,3,2,2,2,2,2,2,1,1,4,3,1,4,4,3,2,2,2,11,2,113,470,3,3,2,1,1,3,2,32,0
1,113,471,5,1,1,4,5,2,3,1,1,2,4,3,4,2,3,3,3,2,2,0,2,3,4,3,3,2,1,5,3,2,2,2,1,4,3,3,3,3,4,4,2,2,2,2,3,2,2,4,2,1,2,2,2,4,3,2,4,1,2,2,4,3,5,3,4,2,2,3,2,1,2,113,471,3,3,3,3,1,3,3,31,0
1,113,472,5,3,1,5,4,2,1,2,3,2,4,1,1,1,1,2,2,2,1,2,1,1,2,2,3,2,1,1,1,4,1,2,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,4,4,1,4,1,1,1,2,3,11,2,113,472,3,2,2,1,1,2,1,31,0
1,113,473,5,1,3,3,5,2,1,1,2,1,2,2,2,2,1,1,2,2,1,2,2,2,3,3,3,1,1,0,1,4,2,6,1,1,1,3,2,3,1,2,2,4,2,2,2,2,1,2,2,1,1,1,1,3,3,4,1,2,2,1,4,4,1,5,2,2,2,3,3,1,2,113,473,3,2,2,1,1,3,3,31,0
1,113,474,5,2,3,3,5,2,1,3,2,1,2,2,2,1,1,2,1,2,1,2,1,1,2,2,1,1,3,1,1,1,2,6,1,3,1,3,4,1,1,1,1,1,1,3,1,2,1,3,1,2,1,4,4,3,3,4,1,4,0,1,3,4,3,6,3,4,3,4,2,1,2,113,474,3,2,3,0,1,3,3,31,0
1,113,475,5,1,3,3,5,2,1,3,3,2,3,2,1,1,1,1,1,1,2,1,1,2,2,3,2,1,4,1,1,4,2,1,2,3,1,3,1,1,1,4,2,1,1,4,1,4,1,1,1,2,1,4,1,1,4,5,4,1,2,1,2,2,1,6,5,1,1,2,2,11,2,113,475,3,2,2,1,1,3,1,31,0
1,113,476,5,4,4,3,4,2,1,3,1,2,3,1,1,2,1,1,2,2,1,2,2,1,4,2,1,2,3,1,3,2,2,3,1,2,1,3,2,2,1,2,1,1,2,3,1,4,4,3,2,2,1,4,2,2,3,4,3,3,0,3,3,4,1,5,3,3,3,3,2,1,2,113,476,3,3,3,1,1,3,3,31,0
1,113,477,5,1,1,3,4,2,1,3,1,2,4,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,3,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,2,4,1,3,3,2,1,0,1,4,3,5,2,3,4,4,2,2,11,2,113,477,2,2,1,0,1,1,1,31,0
1,113,478,5,4,3,4,5,1,1,3,1,1,1,1,2,2,2,1,1,1,0,2,2,2,3,3,1,1,3,1,1,4,2,2,1,3,2,1,1,1,2,4,2,1,1,3,1,3,1,2,1,1,1,3,2,1,1,1,3,1,0,2,1,4,1,4,3,3,1,1,1,11,2,113,478,1,2,4,0,4,3,1,31,0
1,113,479,5,1,2,4,4,2,1,2,3,3,4,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,4,2,2,2,2,2,4,4,2,2,3,2,1,1,1,0,2,2,2,1,1,1,2,3,1,2,3,2,1,2,2,4,4,5,6,2,3,2,2,1,11,2,113,479,2,1,1,1,1,2,2,31,0
1,113,480,0,0,0,0,0,0,6,7,0,3,4,3,2,2,1,2,3,2,2,2,3,1,2,1,3,1,1,2,3,2,2,2,1,2,2,1,1,2,2,0,0,4,0,0,0,0,3,3,2,1,5,2,2,3,2,3,3,1,2,1,3,3,5,6,3,3,3,2,3,10,2,113,480,3,1,2,1,2,3,2,31,0
1,113,481,0,0,0,0,0,0,6,3,2,3,3,2,1,2,2,2,2,2,2,1,1,3,2,2,4,2,4,2,2,4,1,2,1,2,2,3,3,1,2,2,3,1,1,3,1,1,3,4,2,2,1,2,4,3,3,2,4,1,1,1,3,2,6,0,3,3,4,2,2,11,2,113,481,3,3,3,0,1,1,3,31,0
1,113,482,1,1,3,4,5,2,1,5,4,4,4,3,3,5,4,2,3,2,3,3,4,2,2,1,2,2,2,4,2,1,1,3,2,4,3,4,2,3,3,4,2,3,3,2,2,3,0,5,2,1,4,2,4,5,3,4,3,2,1,2,1,1,3,3,3,3,4,3,2,11,2,113,482,3,1,1,1,1,1,2,33,0
1,113,483,1,2,3,4,5,2,1,2,3,1,4,2,3,1,1,2,5,3,1,2,2,2,3,2,1,2,1,1,1,3,2,2,2,2,1,3,1,2,1,1,1,1,1,1,3,3,4,3,2,1,1,1,2,2,2,4,1,1,2,2,4,4,1,1,2,3,3,3,2,11,2,113,483,2,3,1,1,1,3,1,31,0
1,113,484,1,2,0,1,5,3,5,2,3,2,5,0,1,2,0,1,1,1,1,1,0,1,4,2,3,1,1,1,1,4,2,2,1,1,1,1,1,1,1,2,2,1,1,1,3,4,1,0,1,1,1,1,5,3,0,2,1,2,1,1,0,0,1,0,2,0,2,3,3,12,2,113,484,3,1,2,1,2,2,1,31,0
1,113,485,2,3,1,3,4,2,3,3,1,4,4,2,2,2,2,2,3,4,2,3,1,2,3,3,3,2,2,2,1,3,3,2,1,1,1,3,2,3,1,2,3,2,4,2,2,2,4,4,4,2,2,1,2,1,2,4,2,2,1,1,2,1,3,5,2,3,4,2,2,11,2,113,485,3,1,3,3,1,1,1,31,0
1,113,486,2,2,1,4,4,2,1,3,3,2,3,1,1,2,2,2,3,2,2,1,1,1,2,2,2,1,2,1,1,4,2,2,2,3,2,1,1,2,2,2,2,2,2,3,1,2,2,2,3,1,2,2,2,2,4,4,2,2,1,1,2,2,3,3,2,3,2,2,3,11,2,113,486,2,1,2,1,1,3,1,31,0
1,113,487,2,1,2,3,5,2,3,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,3,2,1,4,2,2,1,2,3,2,2,2,5,1,2,1,3,3,1,2,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,3,3,2,3,4,2,2,3,4,2,113,487,3,3,1,1,2,1,2,32,0
1,113,488,2,1,1,3,4,2,1,5,0,4,4,4,1,0,2,2,1,1,2,2,4,3,1,4,0,2,1,5,2,0,2,2,2,2,4,4,1,2,5,3,3,3,4,2,1,4,3,5,2,1,3,2,4,0,4,4,0,4,0,2,1,2,3,5,3,4,2,4,1,10,2,113,488,3,3,1,0,3,3,1,32,0
