CARD.,DECK.,BALLOT.,,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.15..1,Q.15..2,Q.15..3,Q.15..4,Q.15..5,Q.15..6,Q.15..7,Q.15..8,Q.15..9,Q.15..10,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28A.,Q.28B.,Q.29A.,Q.29B.,Q.30.,Q.31.,Q.32A.,Q.32C.,Q.33A.,Q.34A.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42A.,Q.42B.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47A.,CARD..1,DECK..1,BALLOT..1,NA.1,Q.48.,Q.49.,Q.50.,Q.51.,Q.52A.,Q.52A..1,Q.52A..2,Q.52A..3,Q.52A..4,Q.52A..5,Q.53A.,Q.54.,Q.55.,Q.55..1,Q.55..2,Q.55..3,Q.55..4,Q.55..5,Q.55..6,Q.55..7,Q.55..8,Q.55..9,Q.55..10,Q.55..11,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,V.71.
1,132,60,3,1,1,0,6,5,1,4,2,5,1,0,4,3,1,2,2,1,1,2,2,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0,3,4,5,9,0,0,4,2,2,3,0,1,0,6,0,0,2,4,1,3,2,4,0,1,0,2,132,60,3,2,2,0,2,2,2,2,2,2,1,0,0,2,2,2,2,2,1,2,2,2,2,2,2,8,1,3,3,3,3,3,3,1,5,3,1,2,3,289
1,132,61,3,2,2,6,11,3,2,4,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,1,6,6,6,5,1,2,2,3,2,1,1,2,3,4,1,2,2,1,3,2,4,1,2,0,2,132,61,3,1,3,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,8,3,2,2,2,2,3,3,1,3,2,2,3,2,612
1,132,62,3,2,2,3,10,4,1,4,2,2,1,2,1,6,2,2,2,1,2,2,2,2,2,2,2,2,8,1,2,3,2,5,1,2,1,2,4,4,10,1,3,1,2,3,2,3,1,1,1,5,8,1,1,3,1,3,2,4,3,1,3,2,132,62,3,2,1,3,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,8,1,3,2,2,3,2,4,3,3,3,1,2,2,22
1,132,63,3,2,2,6,9,5,1,4,2,3,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,0,6,7,7,5,3,1,2,2,2,2,2,2,4,5,11,2,0,1,0,0,4,0,0,0,2,132,63,3,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,8,1,2,3,3,3,3,1,1,3,3,1,1,2,664
1,132,64,3,4,4,6,9,4,1,5,2,4,1,0,1,6,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,2,6,7,5,5,2,2,2,2,2,2,2,1,3,3,1,1,2,1,3,2,2,1,1,12,2,132,64,3,1,3,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,8,1,3,2,2,2,2,4,2,4,3,2,4,1,416
1,132,65,3,4,4,5,11,5,2,4,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,1,1,2,7,5,1,1,2,2,2,1,2,1,4,5,2,1,3,1,1,2,4,1,1,3,2,132,65,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,8,1,2,2,2,2,2,4,3,4,3,1,2,2,430
1,132,66,3,5,5,6,9,5,2,5,2,5,1,1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,6,2,0,0,0,0,0,0,0,0,4,1,3,1,1,1,2,2,3,1,2,0,0,6,6,4,1,3,2,4,2,2,1,1,17,2,132,66,3,3,3,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,8,1,0,2,2,3,3,4,3,4,3,1,2,2,378
1,132,67,3,3,3,0,11,5,2,6,2,3,1,0,1,3,3,2,2,2,2,2,2,2,2,2,2,1,6,2,1,3,1,1,2,2,3,3,1,5,3,8,5,1,3,0,3,2,1,0,1,7,6,11,3,2,1,3,0,4,0,0,0,2,132,67,3,0,0,0,0,1,2,2,2,2,2,2,0,2,2,2,1,2,2,2,2,2,2,2,2,0,3,0,2,2,2,2,1,3,3,3,1,4,1,313
1,132,68,3,1,1,0,3,4,1,4,2,3,1,0,9,1,2,1,2,1,2,2,2,2,2,2,2,2,8,1,1,3,5,4,2,5,1,3,4,2,8,2,0,2,2,2,2,4,2,3,2,3,6,1,3,4,1,2,1,4,1,1,16,2,132,68,3,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,651
1,132,69,3,4,4,6,10,5,1,5,2,4,1,2,1,6,2,2,2,1,2,2,2,2,2,2,2,2,7,1,1,1,3,5,2,4,2,2,4,2,9,1,0,1,2,0,0,4,3,2,2,3,1,4,1,4,1,2,1,3,3,2,17,2,132,69,3,3,3,1,2,1,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,2,3,3,3,1,1,4,3,2,2,2,189
1,132,70,3,3,3,1,10,3,1,5,2,6,1,1,4,3,1,2,2,2,2,2,2,1,2,2,2,2,6,2,0,0,0,0,0,0,0,0,2,2,3,5,5,2,1,3,3,2,1,1,1,4,3,0,1,2,1,3,2,2,1,1,7,2,132,70,3,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0,1,3,2,2,3,2,4,2,4,3,1,2,1,327
1,132,71,3,1,1,0,9,4,1,4,2,5,1,0,6,1,1,2,2,2,1,2,2,2,2,2,2,2,6,2,0,0,0,0,0,0,0,0,2,7,8,1,1,1,2,2,0,2,1,2,1,6,3,7,3,2,0,0,2,4,1,1,17,2,132,71,3,1,3,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,3,3,3,2,3,2,0,3,3,3,1,4,2,301
1,132,72,3,4,4,6,9,6,2,4,2,3,1,0,1,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,1,6,9,8,5,2,2,2,2,2,1,2,2,4,3,4,3,3,2,4,1,3,1,1,17,2,132,72,3,1,2,3,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,10,1,2,2,2,2,3,3,1,2,2,2,3,1,537
1,132,73,3,6,6,6,5,6,1,5,2,5,1,3,1,1,1,2,2,2,2,2,2,1,2,2,2,2,5,2,0,0,0,0,0,0,0,0,2,7,7,6,0,1,3,2,3,2,1,1,1,2,3,1,3,2,2,4,2,4,1,1,17,2,132,73,3,1,1,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,11,3,3,3,1,1,2,2,1,2,3,3,2,1,474
1,132,74,3,1,1,0,11,4,1,3,2,2,2,0,4,6,2,2,2,1,2,2,2,2,2,2,2,2,6,1,2,2,2,2,2,4,0,3,3,7,5,1,2,3,4,2,0,1,2,2,1,4,4,11,3,2,1,0,2,4,0,0,0,2,132,74,3,0,0,0,2,1,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,2,2,2,2,4,1,2,2,3,3,3,1,1,5,3,2,0,3,432
1,132,75,3,1,1,6,3,6,1,3,2,4,1,0,4,1,1,2,1,2,2,2,2,2,2,2,2,2,6,1,1,3,5,2,2,1,1,1,1,1,11,1,0,0,4,3,2,3,3,1,3,3,5,6,3,4,1,3,1,3,3,1,2,2,132,75,3,3,2,4,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,3,3,4,1,3,3,0,4,2,668
1,132,76,3,8,8,4,8,5,1,5,2,4,2,0,4,6,2,2,2,1,2,2,2,2,2,2,2,2,5,1,2,3,1,5,1,2,3,3,3,7,9,7,5,3,1,2,2,0,2,1,2,4,5,3,1,1,2,4,1,3,1,1,17,2,132,76,3,2,3,1,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,3,3,1,2,1,1,4,3,2,1,3,3,1,264
1,132,77,3,1,1,6,7,4,1,5,2,5,1,1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,6,2,0,0,0,0,0,0,0,0,1,4,6,6,5,1,2,2,2,4,2,2,2,7,10,6,3,2,1,1,1,2,1,1,14,2,132,77,3,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,4,3,3,3,3,4,1,350
1,132,78,3,4,4,6,10,2,1,6,2,6,1,0,4,6,1,2,2,2,1,2,2,2,2,2,2,2,6,2,0,0,0,0,0,0,0,0,2,4,6,5,5,1,2,2,2,0,2,2,0,6,8,4,1,2,1,3,2,4,2,1,0,2,132,78,3,2,1,2,2,1,2,2,1,2,2,0,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,319
1,132,79,3,3,3,6,4,3,1,5,2,6,1,1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,6,2,0,0,0,0,0,0,0,0,2,3,11,6,5,1,2,1,3,2,2,2,2,6,5,6,3,3,2,4,2,4,1,2,10,2,132,79,3,3,3,1,1,1,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,3,1,2,1,3,2,1,4,2,4,3,2,4,3,357
1,132,80,3,2,0,0,9,1,1,4,2,5,1,0,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,0,0,0,0,0,1,3,3,1,6,7,6,5,3,2,3,2,1,1,1,1,3,5,4,2,2,2,4,2,3,1,1,17,2,132,80,3,2,3,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,3,3,3,3,2,4,1,3,3,1,3,2,638
1,132,81,3,2,2,5,8,3,1,5,3,6,2,1,3,1,3,1,2,2,2,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,1,4,6,5,5,2,2,2,2,2,1,2,2,4,7,2,2,2,2,4,2,2,2,1,17,2,132,81,3,1,3,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,5,1,2,3,2,2,3,3,1,3,3,2,0,2,234
1,132,82,3,2,2,1,9,2,1,5,4,6,1,0,4,1,1,2,2,2,1,2,2,2,2,2,2,2,7,2,0,0,0,0,0,0,0,0,1,3,8,7,0,1,2,2,1,0,0,0,0,3,5,4,1,0,0,1,2,1,0,1,3,2,132,82,3,1,0,0,0,2,2,2,2,2,1,0,0,2,2,2,2,2,2,2,2,2,1,2,2,5,4,3,0,0,0,3,1,0,0,0,1,4,3,621
1,132,83,3,2,2,1,8,4,3,4,3,5,1,0,6,1,1,2,2,2,1,2,2,2,2,2,2,2,6,2,0,0,0,0,0,0,0,0,1,0,8,2,5,1,3,2,3,1,1,1,2,7,3,11,2,1,0,3,2,4,0,0,0,2,132,83,3,0,0,0,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,5,1,3,2,3,3,2,2,1,2,2,3,2,3,637
1,132,84,3,1,1,4,7,6,1,4,3,5,1,0,6,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,5,7,4,1,2,1,3,1,3,4,1,3,2,3,3,11,2,3,2,4,2,4,0,0,0,2,132,84,3,0,0,0,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,1,2,2,5,1,2,2,1,1,1,3,1,1,2,2,3,1,449
1,132,85,3,8,8,3,9,5,1,5,3,5,1,2,4,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,2,1,8,5,5,4,2,2,2,2,1,2,2,4,5,2,2,2,2,4,1,4,1,1,17,2,132,85,3,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,5,1,2,3,1,2,2,2,3,3,3,2,2,2,279
1,132,86,3,2,2,5,7,4,2,5,3,5,1,0,6,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,5,7,4,1,1,1,3,2,2,1,1,3,2,3,2,1,2,1,2,4,1,2,1,1,0,2,132,86,3,1,3,1,2,2,2,2,1,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,5,1,2,2,1,1,1,3,1,1,2,2,3,1,401
1,132,87,3,3,3,5,9,8,1,5,3,5,2,1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,7,2,0,0,0,0,0,0,0,0,2,7,11,2,5,2,2,3,2,0,1,2,2,3,1,11,2,3,1,3,2,3,0,0,0,2,132,87,3,0,0,0,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,5,1,2,2,2,2,3,1,1,3,3,3,2,3,540
1,132,88,3,4,5,4,8,6,1,3,3,3,2,0,6,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,8,1,4,2,2,1,2,3,2,1,1,5,4,3,3,4,1,3,1,3,1,1,17,2,132,88,3,2,3,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,5,1,3,2,2,3,3,2,1,3,3,1,3,2,483
1,132,89,3,1,3,6,4,2,1,4,3,5,2,0,4,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,1,4,4,8,5,2,2,2,2,1,1,1,1,4,5,3,1,3,0,3,1,2,1,1,17,2,132,89,3,1,3,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,5,1,3,1,1,2,1,4,3,3,3,2,2,2,285
1,132,90,3,2,2,5,6,3,1,5,3,5,2,0,4,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,2,7,3,1,1,3,1,2,2,2,1,1,2,3,4,1,1,3,2,4,1,4,1,1,14,2,132,90,3,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,5,1,3,3,1,2,1,3,3,2,2,2,3,2,142
1,132,91,3,6,6,6,9,7,1,5,3,5,2,1,6,1,1,2,2,2,1,2,2,2,2,2,2,2,6,2,0,0,0,0,0,0,0,0,2,7,4,5,5,1,2,1,3,3,2,2,2,5,8,1,1,3,2,4,2,3,1,1,17,2,132,91,3,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,5,3,2,3,1,2,2,4,3,3,3,2,3,2,84
1,132,92,3,5,5,6,8,6,1,4,3,5,2,1,3,2,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,1,7,8,8,5,1,1,2,2,2,1,2,1,3,5,1,3,2,2,4,2,4,1,1,17,2,132,92,3,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,6,1,2,1,2,2,2,4,3,3,3,2,3,1,54
1,132,93,3,1,1,0,4,5,1,3,3,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,7,1,1,2,2,3,2,2,1,2,1,7,11,1,5,2,2,2,2,2,2,0,2,4,7,1,1,2,1,1,1,2,1,1,16,2,132,93,3,2,3,1,0,2,2,2,2,2,1,2,4,1,2,2,2,2,2,2,2,2,2,2,2,8,3,3,3,0,2,2,4,3,3,3,1,2,1,383
1,132,94,3,1,1,3,4,5,2,3,3,1,2,1,2,6,2,2,2,1,2,2,2,2,2,2,2,2,7,1,1,3,1,3,1,5,2,3,1,2,6,1,2,1,2,2,2,3,2,1,1,2,3,2,0,0,0,0,0,0,0,0,0,2,132,94,3,0,0,0,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,8,1,2,2,2,3,2,4,1,4,3,1,1,2,628
1,132,95,3,3,3,1,6,6,1,3,3,1,2,0,1,6,2,2,2,1,2,2,2,2,2,2,2,2,8,1,2,3,1,7,1,1,1,3,1,5,11,1,1,1,1,2,2,2,2,2,2,3,4,2,3,1,1,1,1,4,1,1,17,2,132,95,3,1,1,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,8,1,2,3,1,1,1,4,3,3,3,2,3,1,347
1,132,96,3,5,5,6,10,3,2,4,3,4,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,1,1,3,12,0,1,1,2,2,2,1,1,1,3,3,1,1,3,1,3,1,2,1,1,17,2,132,96,3,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,8,1,3,2,3,3,2,3,3,3,3,2,2,1,462
1,132,97,3,3,3,5,9,5,2,4,3,4,2,0,1,6,2,2,2,1,2,2,2,2,2,2,2,2,7,1,2,3,3,3,1,5,1,3,3,3,11,12,5,3,2,3,1,2,2,1,2,4,5,3,2,4,1,3,3,4,1,1,17,2,132,97,3,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,8,1,2,3,3,3,2,4,3,5,3,2,1,2,295
1,132,98,3,6,6,5,10,6,2,5,3,5,1,0,4,3,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,3,0,3,1,1,1,1,2,3,3,1,2,2,3,10,2,1,3,1,1,1,2,1,1,17,2,132,98,3,1,3,1,2,2,2,2,2,2,1,0,2,2,2,2,2,1,1,2,2,2,2,2,2,8,1,3,2,3,3,3,4,1,5,3,1,1,1,252
1,132,99,3,4,4,5,0,5,1,4,3,4,2,0,8,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,4,3,4,1,4,1,2,2,2,3,2,2,2,3,3,5,2,3,1,2,2,1,1,1,0,2,132,99,3,0,1,0,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,8,1,2,0,3,3,2,4,2,4,3,1,1,3,584
1,132,100,3,5,5,4,5,4,1,5,3,6,2,1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,3,6,7,8,5,1,1,2,2,3,2,2,1,4,5,2,3,2,1,3,2,4,1,2,17,2,132,100,3,1,3,1,2,1,2,2,2,2,2,2,4,2,2,2,2,2,2,1,2,2,2,2,2,8,1,2,2,3,3,1,4,2,5,3,3,4,1,204
1,132,101,3,8,8,5,11,5,2,4,3,4,2,1,1,3,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,1,6,7,5,5,1,1,2,2,1,1,1,2,4,4,6,2,2,2,4,3,4,1,1,17,2,132,101,3,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,8,1,2,2,2,2,2,4,3,3,2,2,2,1,550
1,132,102,3,4,4,6,4,6,1,5,3,3,1,0,4,6,2,2,2,1,2,2,2,2,2,2,2,2,8,1,1,3,2,6,1,2,2,2,1,1,8,2,5,2,1,1,2,2,1,2,2,3,5,7,3,3,1,3,2,4,1,1,17,2,132,102,3,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,11,1,2,2,2,2,2,4,3,3,3,2,2,1,315
1,132,103,3,1,1,6,9,6,1,5,3,5,1,1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,3,4,3,3,0,3,3,3,3,2,2,2,2,4,4,2,2,4,2,4,1,4,1,1,17,2,132,103,3,1,3,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,11,1,3,2,2,1,2,1,3,2,2,2,4,1,388
1,132,104,3,5,5,3,11,8,2,3,3,2,2,0,8,1,2,1,2,2,2,2,2,2,2,2,2,2,6,1,3,3,0,1,2,1,1,3,3,2,7,6,5,1,1,2,2,3,2,2,2,3,3,1,3,4,1,3,1,4,1,1,17,2,132,104,3,1,1,2,4,2,2,2,2,1,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,4,1,1,2,2,2,3,1,3,2,2,2,4,1,468
1,132,105,3,10,3,4,8,6,1,2,3,2,2,1,2,1,3,2,2,1,2,2,2,2,2,2,2,2,7,1,2,3,3,7,1,3,1,1,1,1,4,7,5,1,2,3,2,1,3,1,1,4,3,7,1,1,1,1,1,1,1,1,6,2,132,105,3,1,1,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,1,2,1,2,1,4,2,2,1,1,670
1,132,106,3,1,1,4,10,4,1,5,3,5,2,0,3,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,1,3,11,2,5,1,1,1,1,5,3,2,2,5,8,3,3,4,1,1,1,3,1,1,17,2,132,106,3,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,3,3,3,1,1,5,3,1,1,3,59
1,132,107,3,3,3,6,4,6,2,4,3,5,2,1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,2,2,8,3,5,4,1,1,2,4,2,2,2,4,4,2,3,3,2,4,1,3,1,1,10,2,132,107,3,3,3,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,3,3,2,2,2,4,2,281
1,132,108,3,2,2,5,6,4,1,3,3,3,2,1,6,3,2,2,2,2,2,2,2,1,2,2,2,2,5,3,0,0,0,0,0,0,0,0,2,2,8,2,0,1,2,2,2,2,2,2,2,5,7,2,3,1,2,4,2,2,1,1,17,2,132,108,3,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,4,0,0,1,1,2,4,3,2,2,3,3,3,277
1,132,109,3,3,3,4,9,3,1,4,3,4,2,0,1,1,1,2,2,2,1,2,2,2,2,2,2,2,7,3,0,0,0,0,0,0,0,0,1,4,9,1,2,3,1,2,2,2,1,2,2,3,2,1,2,2,2,4,3,4,1,1,17,2,132,109,3,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,4,2,0,2,1,1,4,2,3,3,2,4,1,533
1,132,110,3,3,3,4,9,6,1,0,3,3,3,0,0,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,2,3,11,4,5,1,1,2,2,3,1,2,1,4,7,2,0,1,2,4,2,3,1,1,17,2,132,110,3,1,3,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,1,3,1,1,3,3,3,58
1,132,111,3,6,6,5,7,5,1,5,3,5,2,1,3,3,1,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,4,5,7,5,2,1,2,2,2,2,2,2,4,7,9,1,2,1,3,1,4,1,1,10,2,132,111,3,1,3,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,3,1,2,2,3,3,4,3,1,4,1,46
1,132,112,3,4,5,2,6,6,2,3,3,2,2,1,6,1,1,2,2,2,1,2,2,2,2,2,2,2,4,3,0,0,0,0,0,0,0,0,2,7,7,1,5,1,1,1,1,3,1,2,1,3,3,1,1,3,1,3,1,2,1,1,17,2,132,112,3,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,3,2,2,2,2,3,2,464
1,132,113,3,2,2,6,10,4,1,5,4,5,2,0,3,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,1,3,11,6,5,1,2,2,2,2,2,1,1,5,8,10,3,3,1,3,2,1,1,1,0,2,132,113,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,2,1,2,2,3,3,3,2,2,2,1,17
1,132,114,3,2,2,1,4,6,1,3,3,2,2,1,8,3,1,2,2,2,1,2,2,1,2,2,2,2,4,2,0,0,0,0,0,0,0,0,3,7,6,1,5,1,1,1,1,2,1,1,1,3,3,1,3,3,1,2,1,2,1,1,17,2,132,114,3,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1,3,3,1,2,3,2,1,414
1,132,115,3,2,3,2,3,6,1,3,3,2,2,1,8,1,1,2,2,2,2,2,2,1,2,2,2,2,4,3,0,0,0,0,0,0,0,0,2,7,6,1,4,1,3,0,3,3,2,2,2,3,2,1,3,4,2,4,1,3,2,1,17,2,132,115,3,1,2,3,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,3,1,1,1,1,4,2,1,2,2,3,0,471
1,132,116,3,1,4,5,9,4,2,5,3,5,1,0,6,2,2,2,2,1,2,2,2,2,2,2,2,2,8,1,1,3,1,3,2,1,3,1,1,1,8,5,5,1,1,2,2,2,1,2,1,7,7,8,2,1,2,4,1,2,1,1,17,2,132,116,3,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,4,3,2,3,2,4,2,368
1,132,117,3,2,2,5,9,3,3,5,3,5,1,0,1,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,1,3,11,3,5,1,2,2,2,1,2,1,2,3,5,2,1,1,2,4,1,4,1,1,5,2,132,117,3,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,3,1,3,1,2,2,2,4,2,3,3,1,4,1,287
1,132,118,3,1,3,5,5,4,1,5,3,5,1,1,6,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,3,7,7,2,5,2,3,2,2,2,2,1,1,3,2,1,3,2,3,3,1,4,1,1,10,2,132,118,3,1,3,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,3,1,3,3,1,1,2,4,3,2,2,3,3,1,634
1,132,119,3,2,2,3,10,5,1,3,3,2,2,0,6,1,2,2,2,2,2,2,1,2,2,2,2,2,6,1,2,3,2,2,2,3,3,3,3,3,9,1,4,3,2,2,2,2,2,3,2,3,4,1,0,0,0,0,0,0,0,1,17,2,132,119,3,1,1,3,2,2,2,2,2,2,1,2,4,2,2,2,2,1,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,3,3,2,3,4,2,367
1,132,120,3,8,8,5,5,5,1,5,3,5,2,1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,1,7,3,9,0,4,1,2,3,3,2,2,1,3,5,1,0,0,0,0,0,0,0,0,0,2,132,120,3,0,0,0,1,1,2,2,2,2,2,1,0,2,2,2,2,1,2,1,2,2,2,2,2,3,1,2,1,2,1,1,1,2,3,3,2,2,2,161
1,132,121,3,2,2,6,9,5,1,5,3,5,2,1,3,2,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,2,7,8,6,5,1,1,2,2,1,2,1,1,3,2,1,3,2,2,4,2,2,1,1,17,2,132,121,3,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,3,1,3,2,1,1,1,3,2,1,1,2,2,1,61
