CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23A.,Q.23B.,Q.24.,Q.25.,Q.26.,Q.27A.,Q.27B.,Q.27C.,Q.28A.,Q.28B.,Q.29A.,Q.29B.,Q.30A.,Q.30B.,Q.31.,Q.32A.,Q.32B.,Q.33A.,Q.33B.,Q.35.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.64.,Q.65.,Q.69.,V.70.
1,134,89,3,4,3,1,2,4,1,4,2,1,1,2,1,4,1,1,1,2,2,1,3,1,1,2,3,1,3,1,3,4,4,3,5,3,3,1,1,3,1,1,2,1,3,3,3,3,3,1,3,5,2,1,2,1,4,4,2,2,1,1,2,1,1,2,1,1,4,2,2,2,7
1,134,90,1,4,3,1,4,1,1,4,2,3,2,4,3,4,4,3,4,2,4,4,3,1,1,3,3,3,2,2,4,4,4,3,4,3,1,1,3,3,3,1,3,2,3,3,3,3,3,4,3,5,4,4,2,1,4,1,1,1,1,1,1,1,1,1,1,1,4,2,2,3,8
1,134,91,1,5,3,0,4,5,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,5,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,2,9
1,134,92,1,3,2,3,4,1,2,4,1,1,1,1,2,3,2,1,3,3,2,1,3,2,1,1,1,1,0,1,1,4,4,0,0,3,2,1,3,3,1,1,1,1,3,1,1,1,1,2,3,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,4
1,134,93,1,3,2,1,4,1,3,4,2,2,2,2,3,5,3,2,3,3,2,1,2,2,1,1,1,1,4,2,3,4,4,2,3,3,2,1,3,3,1,1,1,1,3,2,2,2,2,4,3,3,4,2,1,2,3,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,3
1,134,94,1,4,3,1,3,1,1,4,2,2,2,2,3,2,2,1,4,2,3,2,3,1,2,1,2,1,4,2,2,4,1,3,4,3,3,1,3,3,1,1,1,2,1,1,1,2,1,2,3,5,3,1,1,1,1,2,2,1,1,2,2,1,2,2,0,2,4,2,2,2,11
1,134,95,1,4,3,1,3,2,2,4,2,1,2,1,2,2,3,2,3,2,3,1,4,2,1,1,1,1,2,1,2,4,4,4,4,2,2,3,1,1,4,1,2,2,3,3,2,3,3,3,3,4,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,1,2,6
1,134,96,1,5,4,1,4,1,2,4,2,3,2,3,3,5,3,3,2,3,3,1,4,1,1,1,4,1,2,1,1,4,4,3,4,3,3,3,1,3,4,1,2,2,1,3,1,1,3,2,2,3,3,2,1,1,2,2,1,2,1,2,2,1,1,2,1,1,1,0,0,2,1
1,134,97,1,3,2,2,4,5,3,4,2,4,2,2,2,3,3,2,4,4,3,2,2,2,4,1,2,3,3,3,4,4,4,3,3,1,1,3,1,3,2,2,2,2,1,3,3,3,3,2,1,2,2,4,3,4,5,2,3,2,2,6,3,3,2,4,1,3,2,2,2,3,2
1,134,98,1,5,3,2,4,1,3,4,3,1,1,3,3,3,3,2,3,3,3,4,1,4,1,3,3,1,4,2,3,4,2,5,5,3,3,3,2,2,3,2,2,1,2,2,1,2,1,4,2,5,3,4,2,3,4,1,1,2,4,2,2,3,2,4,2,2,2,2,2,2,8
1,134,99,3,4,1,1,2,1,1,4,2,2,2,3,3,4,3,3,3,2,3,1,4,1,4,3,4,1,3,2,4,4,4,5,4,3,3,3,3,3,4,2,2,2,3,1,2,2,1,2,4,2,3,2,2,2,5,2,2,2,2,2,2,1,2,2,1,1,3,2,2,3,4
1,134,100,1,5,3,1,4,5,2,4,2,4,2,2,2,3,3,2,3,2,2,3,3,1,1,2,3,1,4,2,3,2,2,3,4,3,3,3,1,2,4,3,2,2,2,2,1,2,2,3,3,3,2,2,2,2,3,2,2,2,3,2,2,1,2,2,1,1,2,2,2,2,1
1,134,101,1,3,2,3,3,1,2,4,2,1,1,1,2,2,2,1,2,2,2,1,4,1,1,1,0,3,2,2,3,4,4,1,2,2,2,2,0,3,2,1,1,1,3,1,1,2,2,2,3,3,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,1,5
1,134,102,1,3,3,1,4,2,2,4,2,4,2,3,2,5,3,3,4,3,3,1,4,1,1,3,4,1,3,3,4,4,4,3,4,1,1,2,1,3,2,1,1,2,1,3,1,2,1,4,3,2,4,2,1,2,4,3,2,2,1,3,2,1,2,2,2,3,2,2,1,1,10
1,134,103,2,3,2,1,4,3,3,4,2,1,1,2,2,2,2,1,2,2,2,2,3,1,1,1,1,1,2,2,3,4,4,3,4,3,3,2,2,3,1,1,1,2,3,1,1,1,2,2,5,3,2,2,3,1,2,2,2,3,1,2,2,1,2,2,1,2,1,2,1,3,4
1,134,104,1,3,2,1,4,5,1,4,2,2,1,3,3,4,3,3,4,3,4,1,1,1,1,2,4,1,4,2,1,4,4,4,4,3,3,2,2,3,1,1,1,4,3,3,3,3,2,4,5,3,3,3,3,4,5,1,2,2,1,1,2,1,2,2,1,1,4,2,3,2,3
1,134,105,1,5,3,1,4,3,2,4,2,3,2,3,3,5,4,3,4,3,4,0,1,1,1,3,1,0,0,0,0,4,0,4,5,0,0,2,3,3,1,1,1,2,3,3,3,3,1,2,6,2,0,4,2,2,3,2,2,2,1,0,0,3,0,2,3,3,3,2,3,3,10
1,134,106,3,5,3,1,3,1,1,4,2,2,3,3,2,3,3,2,3,2,3,3,1,3,3,3,3,1,4,4,4,4,0,5,5,3,3,1,2,2,4,2,3,1,3,1,3,1,1,3,6,3,1,3,2,3,4,3,2,2,3,2,3,2,3,2,3,3,4,2,0,2,8
1,134,107,1,4,3,3,3,1,3,4,2,2,2,3,2,4,2,2,4,3,3,1,3,1,1,3,1,3,2,1,1,2,1,3,5,3,2,2,1,3,3,2,2,3,1,3,1,3,3,3,1,5,4,4,2,2,2,3,2,2,1,1,2,1,2,2,2,2,1,2,1,3,2
1,134,108,1,4,3,3,4,1,3,4,2,3,2,4,3,4,3,3,4,2,3,3,1,1,1,3,1,3,4,2,2,4,4,4,5,3,3,2,1,3,3,2,2,2,3,3,3,2,3,5,2,4,4,3,2,4,3,2,2,2,2,2,3,1,2,2,1,1,4,2,1,2,2
1,134,109,1,3,3,1,4,1,1,4,2,1,2,3,3,3,2,2,3,3,4,2,3,1,1,2,4,3,4,2,1,1,1,4,5,3,3,2,2,3,2,1,2,2,1,3,1,3,3,4,1,3,2,3,3,1,3,2,2,2,1,1,1,1,2,2,1,2,4,2,2,2,2
1,134,110,1,3,2,1,4,1,1,4,2,2,1,2,2,3,3,2,4,2,2,1,2,1,1,2,3,1,3,3,1,4,4,2,4,2,1,2,3,3,2,1,2,4,3,3,2,2,1,3,5,3,2,2,1,1,4,2,2,2,1,1,2,1,2,2,1,1,3,2,2,2,4
1,134,111,1,5,2,1,4,1,1,4,2,4,2,3,3,3,4,3,4,2,4,1,4,1,4,2,3,1,2,2,3,4,4,3,4,2,3,1,3,3,1,1,2,2,3,3,3,3,3,5,3,4,4,2,1,3,4,3,2,1,1,2,3,1,1,1,1,1,2,0,2,2,5
1,134,112,2,5,3,3,2,1,2,4,1,4,2,3,2,4,3,2,4,3,3,4,1,1,1,3,3,1,2,2,2,4,4,2,4,3,3,1,3,3,1,1,2,2,3,2,2,1,2,2,5,3,3,4,1,1,1,3,2,1,1,2,2,1,2,2,1,1,2,2,1,3,9
1,134,113,1,5,3,1,4,6,1,4,2,3,3,4,3,5,3,3,3,2,3,4,1,1,1,3,3,1,3,4,4,4,2,5,4,3,2,2,1,2,3,2,3,3,2,3,1,3,1,4,3,5,3,2,2,1,5,2,2,3,3,5,3,2,3,2,3,3,3,2,1,3,9
1,134,114,1,5,3,1,4,1,2,4,2,3,3,2,3,2,3,3,2,2,3,1,1,1,1,3,3,1,2,2,2,4,4,2,3,2,3,2,2,3,3,2,3,1,1,3,1,2,1,5,2,5,4,2,2,3,4,3,1,1,3,4,3,2,3,2,3,3,3,2,1,2,8
1,134,115,1,5,3,1,5,3,3,4,2,3,3,4,2,1,1,2,1,4,2,2,3,1,1,2,2,1,2,1,1,4,4,3,5,2,3,2,1,3,4,2,3,1,2,3,1,3,1,4,3,4,3,3,2,1,2,2,2,2,2,1,4,2,2,2,1,1,0,2,1,2,9
1,134,116,3,5,3,1,4,1,1,4,2,2,2,3,2,2,3,2,3,3,3,4,2,1,1,2,2,1,2,2,3,4,1,3,3,2,2,1,1,3,1,1,1,2,1,2,1,2,2,3,4,4,3,3,1,1,2,2,2,2,2,4,2,3,2,2,2,1,3,2,2,3,8
1,134,117,1,4,3,2,4,1,1,4,2,4,2,3,3,1,1,1,4,3,3,1,3,1,1,1,4,3,3,1,3,1,2,3,5,2,3,1,1,3,1,1,1,1,1,3,1,2,3,2,3,2,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,2,3,7
1,134,118,4,5,3,1,5,6,1,4,1,2,2,1,1,2,1,1,1,1,1,1,2,0,4,1,1,1,2,1,3,4,4,2,3,3,3,1,1,3,1,1,1,1,3,1,1,1,1,2,3,2,2,2,1,1,1,1,1,1,1,6,4,1,2,2,1,1,5,2,2,3,9
1,134,119,3,3,2,3,5,1,1,4,2,1,2,1,1,1,1,1,1,3,1,1,4,1,1,1,2,2,2,1,2,4,4,3,4,2,2,1,1,1,2,1,1,2,3,1,1,1,2,2,3,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4
1,134,120,1,3,3,1,3,1,1,4,2,3,3,4,3,4,3,2,3,2,3,1,3,1,1,1,3,2,1,1,1,2,1,3,4,3,3,1,1,1,2,1,1,1,2,2,1,2,3,4,5,5,3,3,2,2,4,1,1,1,1,6,3,2,3,2,3,3,3,2,2,2,8
1,134,121,3,5,3,2,4,1,2,4,2,4,2,2,2,2,2,1,3,3,2,2,2,1,1,1,4,3,0,1,4,1,1,3,4,2,2,1,1,2,2,1,1,3,3,3,1,2,1,4,6,4,3,3,2,3,3,3,2,2,0,2,2,3,2,2,2,2,3,2,3,2,8
1,134,122,1,3,2,1,3,1,1,4,2,2,2,3,1,3,2,3,4,3,2,1,2,1,1,1,2,3,2,2,3,4,1,2,3,2,3,1,1,2,2,1,1,2,3,2,2,2,1,2,3,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,3,4
1,134,123,4,5,3,1,3,1,2,4,2,1,2,1,1,1,1,1,3,2,3,1,2,1,1,1,1,1,3,4,3,4,4,3,3,3,2,1,3,3,2,1,1,2,3,3,2,3,2,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,6
1,134,124,4,5,3,1,5,1,1,4,2,2,2,1,1,1,2,1,2,1,2,1,4,1,1,1,4,1,3,2,3,4,4,3,4,2,3,1,3,3,2,1,1,1,1,1,1,1,1,2,4,2,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,2,2,2,3,10
1,134,125,1,2,2,1,4,2,3,4,2,3,3,2,3,3,2,1,2,2,3,2,1,1,2,2,3,1,3,4,4,4,4,3,4,3,2,2,1,3,3,1,3,4,1,1,2,1,1,4,6,4,3,2,2,2,2,2,3,2,2,4,2,1,2,2,2,3,2,2,3,1,10
1,134,126,1,4,2,1,5,3,3,4,2,2,2,2,2,1,4,3,4,1,4,1,3,1,1,2,4,1,3,2,2,4,4,3,4,3,2,2,1,3,3,1,3,4,3,2,3,2,1,2,6,3,2,2,1,2,5,2,2,2,1,2,2,1,2,2,1,3,5,2,2,2,3
1,134,127,1,2,3,1,4,1,1,4,2,3,3,4,2,2,2,3,2,4,3,3,1,1,1,3,3,1,3,2,2,4,4,4,5,3,3,1,3,3,1,1,3,2,3,3,1,3,3,2,3,5,4,4,1,1,4,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,8
1,134,128,1,2,1,1,5,1,2,4,2,4,2,3,3,2,2,1,2,3,1,2,2,1,1,2,2,3,2,2,1,4,2,2,3,2,3,1,3,3,2,2,2,5,1,2,2,2,1,2,3,2,3,3,3,4,3,2,3,2,0,4,2,2,3,3,2,3,5,2,1,3,10
1,134,129,1,4,3,1,4,1,2,4,3,4,2,2,2,3,2,1,4,3,3,2,2,1,1,1,3,1,2,2,3,4,4,3,4,3,3,2,3,3,3,2,1,3,2,2,1,2,1,2,3,4,3,2,2,2,3,2,2,2,2,4,2,1,2,2,2,2,2,2,2,3,9
1,134,130,1,3,3,1,4,1,2,4,2,2,2,2,2,3,2,2,1,3,3,3,3,1,4,1,3,2,4,2,4,4,4,2,4,2,2,3,1,2,3,1,1,2,3,2,2,3,2,2,2,3,2,3,1,2,3,2,2,2,1,2,2,1,2,2,1,1,3,2,2,2,7
1,134,131,1,5,3,1,3,1,1,4,2,2,1,2,2,2,2,2,3,3,2,1,4,1,1,2,2,3,2,2,1,4,4,3,4,2,3,2,1,1,2,2,1,2,1,3,1,1,1,2,3,2,3,2,1,2,2,2,2,1,1,4,2,3,2,2,2,3,2,2,3,2,10
1,134,132,1,3,3,3,4,1,1,4,2,3,2,1,1,4,2,1,4,3,3,1,4,1,1,2,1,2,3,3,4,4,1,0,0,3,3,1,3,3,2,1,2,1,3,3,1,3,3,5,1,5,4,4,1,1,1,4,2,2,1,2,1,1,1,1,1,2,1,2,2,2,7
1,134,133,2,3,3,1,4,1,1,4,2,1,1,1,1,2,2,1,1,3,2,2,4,4,4,1,2,1,2,1,2,4,4,3,4,3,3,2,1,3,2,1,1,2,1,1,1,1,1,2,3,2,2,2,1,2,2,2,3,1,1,2,1,1,2,2,1,3,5,2,2,3,10
1,134,134,1,5,3,1,5,1,1,4,2,4,3,3,3,4,4,3,4,3,3,2,3,1,1,2,4,1,2,2,2,1,1,4,5,3,3,2,1,3,2,1,1,2,3,3,1,2,1,3,0,4,3,4,3,3,3,2,2,2,2,1,1,1,2,2,1,1,4,2,3,2,8
1,134,135,3,4,3,2,4,1,2,4,2,2,1,2,1,1,2,1,2,3,3,2,4,1,1,2,1,3,4,2,2,4,4,3,4,2,0,2,1,1,2,1,1,2,2,3,1,1,3,2,3,3,2,1,1,2,2,2,2,3,3,2,1,3,2,2,2,0,2,2,2,2,2
1,134,136,1,3,3,1,4,1,1,4,2,1,1,1,1,3,3,2,1,2,3,4,1,1,1,3,3,1,3,3,1,4,4,4,4,3,3,5,3,3,2,1,1,1,1,1,1,2,1,4,3,2,4,4,1,2,3,2,2,2,2,2,1,1,1,0,1,3,3,2,2,3,10
1,134,137,1,4,3,1,4,5,3,4,2,4,2,2,2,4,3,2,4,3,3,3,3,1,1,1,3,1,3,3,4,4,4,3,4,3,3,2,3,3,2,1,2,3,2,3,1,3,1,4,4,4,3,3,2,3,3,2,1,2,2,3,2,3,2,4,2,3,3,2,2,2,9
1,134,138,1,4,3,1,4,1,2,4,2,2,2,3,2,3,3,2,2,3,3,2,4,1,2,1,1,1,4,2,3,4,4,2,4,2,3,2,1,3,2,1,3,2,1,3,2,2,3,2,2,3,3,3,1,2,3,2,2,1,1,1,1,1,2,3,1,2,2,2,2,1,2
1,134,139,1,4,2,1,5,3,1,4,2,3,2,3,2,3,3,3,4,4,3,1,1,1,1,2,2,1,3,3,4,4,2,4,4,3,3,2,3,3,2,1,2,4,3,3,3,3,3,4,1,5,4,4,2,3,4,4,2,2,1,2,2,1,2,2,3,2,2,2,2,3,4
1,134,140,1,3,3,1,4,3,2,4,3,2,2,2,2,3,2,1,3,2,2,1,3,1,1,1,4,3,2,2,1,4,4,3,4,3,2,1,1,0,2,1,2,1,1,3,1,2,3,3,1,3,3,3,3,1,0,1,2,2,1,2,2,1,2,2,2,1,2,2,2,0,2
1,134,141,1,3,3,1,5,6,3,4,2,3,0,2,2,2,1,2,2,3,4,2,4,1,1,2,2,3,2,2,2,4,2,3,3,3,3,5,3,3,4,2,2,2,2,1,2,1,2,2,4,2,2,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,3,2,2,2,9
1,134,142,1,4,3,1,3,3,1,4,2,1,1,1,1,2,3,1,2,1,1,1,3,1,1,1,4,2,2,1,1,4,1,3,4,2,2,2,1,3,2,1,2,1,2,2,3,2,2,2,3,2,2,2,1,1,2,3,1,2,1,2,2,1,2,2,2,2,1,2,3,3,1
1,134,143,1,3,2,2,5,1,2,4,2,2,2,1,2,1,2,1,3,3,3,1,4,1,1,2,2,1,2,2,2,4,1,3,4,3,2,2,3,3,1,1,2,2,3,2,2,2,1,3,3,3,2,2,1,1,3,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,3
1,134,144,2,4,3,1,4,6,2,4,1,3,2,2,2,3,2,2,2,3,4,4,1,1,1,3,4,3,2,2,1,4,4,3,5,3,3,2,1,3,2,2,2,2,2,2,3,2,3,3,6,3,2,4,3,4,3,2,2,2,2,2,2,1,2,2,1,1,5,2,2,3,1
1,134,145,1,5,3,1,3,3,2,4,2,2,2,2,1,5,2,1,2,3,2,2,2,1,1,2,1,2,2,2,2,4,1,3,4,2,2,2,1,1,2,1,1,2,1,2,1,1,1,3,3,4,2,3,1,2,2,2,3,2,2,6,2,3,2,2,2,2,2,2,2,3,9
1,134,146,1,4,2,1,2,1,1,4,2,4,2,2,3,3,4,3,2,3,3,1,2,1,1,2,3,3,4,4,2,4,4,1,2,3,2,1,1,1,4,1,1,3,3,3,3,3,2,3,6,3,3,2,3,4,5,1,1,1,1,3,1,3,3,2,2,2,2,2,4,2,3
1,134,147,1,4,3,1,3,1,1,4,3,3,2,3,3,3,3,2,3,1,3,3,1,1,1,1,4,1,2,2,1,4,1,3,3,3,3,1,1,3,4,1,1,2,1,1,1,2,1,5,6,3,3,2,2,2,5,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,8
1,134,148,2,4,2,3,4,1,1,4,2,2,1,2,1,1,2,2,2,2,2,1,4,1,1,1,1,1,4,3,2,4,4,2,3,2,3,1,1,3,2,2,1,2,3,1,3,1,1,2,3,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,2,3,3,5
1,134,149,2,4,3,1,4,1,2,4,2,2,2,2,2,2,2,1,3,3,2,2,1,1,1,1,4,2,4,1,3,4,4,3,4,3,3,1,1,3,2,2,1,2,3,2,1,1,1,2,4,3,2,2,1,1,2,2,2,2,1,4,2,1,2,2,2,1,1,2,2,2,6
1,134,150,1,5,3,2,4,1,1,4,2,2,1,3,1,3,1,2,3,2,2,4,1,4,3,3,3,1,4,2,2,4,4,3,3,2,2,1,3,1,3,2,1,4,1,1,1,2,1,3,2,3,4,3,1,1,2,2,2,2,2,2,1,2,2,4,1,3,4,2,2,2,10
1,134,151,1,5,2,1,5,3,1,4,2,3,2,3,3,4,3,3,3,4,3,4,2,1,1,2,4,3,2,2,2,4,4,3,4,2,3,1,3,3,3,2,3,2,1,3,3,3,3,5,1,3,4,3,2,3,4,4,2,2,1,6,4,3,2,2,1,3,4,2,4,3,2
1,134,152,1,3,1,1,3,3,2,4,2,4,3,2,3,3,1,1,2,3,1,4,2,1,1,1,4,3,2,1,4,4,4,3,4,2,1,2,1,1,2,1,1,3,1,1,1,1,2,2,5,3,3,1,3,1,2,3,3,2,1,6,4,3,2,2,1,2,3,2,2,3,10
1,134,153,1,4,3,1,5,2,3,4,2,4,2,1,1,2,3,2,2,3,3,2,4,1,2,3,4,0,4,4,2,4,4,0,0,2,2,2,1,1,2,1,1,2,1,1,1,2,1,2,6,2,2,3,1,2,3,2,2,2,3,6,2,1,2,1,1,1,4,2,3,2,8
1,134,154,1,5,2,3,4,3,2,4,1,3,3,3,2,4,1,3,3,2,3,2,3,1,1,2,4,1,2,2,1,4,4,4,3,3,2,2,1,3,2,2,2,3,1,3,2,3,3,3,5,5,3,4,2,3,3,2,1,3,1,5,3,2,3,0,3,3,3,2,2,3,2
1,134,155,1,5,3,3,4,1,2,4,2,4,2,2,2,3,3,1,3,2,2,4,3,1,1,2,4,1,1,2,1,4,4,4,4,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2,3,3,3,2,1,3,3,2,2,2,3,4,2,3,2,3,3,3,1,2,2,3,9
1,134,156,3,4,3,1,2,5,2,4,1,2,2,3,1,1,3,2,3,3,2,2,4,1,1,1,4,1,4,2,2,4,1,3,4,3,3,2,3,3,2,1,1,3,1,3,1,1,3,3,3,2,2,2,1,1,1,1,2,3,1,2,2,1,1,2,2,2,2,2,3,2,1
1,134,157,1,4,3,2,4,1,1,4,2,1,2,1,1,1,1,1,3,1,2,1,4,1,1,1,1,2,1,1,1,4,4,2,3,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,3,1,2,2,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,7
1,134,158,4,5,3,1,2,1,1,4,2,1,0,2,1,1,4,1,3,3,3,1,4,1,1,1,3,1,1,1,1,4,4,2,3,3,3,2,3,0,1,1,1,1,1,1,1,1,1,2,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,9
1,134,159,1,4,3,1,4,1,3,4,1,2,2,1,3,1,2,1,1,4,4,2,2,1,1,2,4,1,3,3,4,4,4,5,5,2,2,2,1,2,1,1,1,1,2,1,1,1,1,2,3,2,2,1,1,4,1,1,3,2,2,2,1,1,2,3,1,2,1,2,2,3,9
1,134,160,1,5,3,1,4,3,3,4,2,3,3,4,3,5,2,2,2,3,3,3,3,1,4,1,4,1,2,2,3,4,4,3,4,3,3,2,1,2,1,1,1,1,2,1,1,1,1,2,0,3,3,2,3,4,2,2,1,1,1,4,2,1,2,2,2,2,5,2,2,3,10
1,134,161,3,4,2,1,4,2,1,4,2,3,3,2,1,2,3,2,2,2,4,1,4,1,1,2,2,1,3,2,4,4,4,3,4,2,3,2,3,3,3,2,2,1,3,2,3,2,3,4,3,2,2,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,4,2,0,3,4
1,134,162,1,4,3,1,4,1,2,4,2,3,3,4,3,4,4,3,4,4,4,4,1,1,1,2,2,1,3,2,3,4,4,3,4,3,3,2,3,3,3,2,2,2,3,3,3,3,3,5,1,5,4,2,2,3,4,3,2,2,3,6,3,2,3,2,3,2,3,2,1,3,10
1,134,163,1,3,2,1,4,1,3,4,2,2,2,2,2,3,2,2,4,2,3,1,3,1,1,2,2,1,4,2,2,4,4,2,5,2,1,2,1,3,3,2,2,2,3,3,3,3,1,5,3,4,3,2,1,2,3,1,2,2,1,1,2,1,2,2,2,1,3,2,2,3,3
1,134,164,3,5,3,1,2,1,2,4,2,2,2,1,1,1,1,1,1,3,2,1,4,1,1,1,1,3,2,2,1,4,1,3,4,2,2,3,2,3,2,1,1,1,1,2,1,2,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,3,2
1,134,165,1,4,3,3,4,1,2,4,1,3,3,4,3,4,4,3,0,4,4,0,1,1,1,0,1,1,3,3,4,4,4,0,5,1,1,2,3,3,4,1,2,1,3,3,3,3,3,4,1,5,4,4,2,2,4,4,2,2,1,4,1,1,1,3,1,3,4,2,1,2,6
1,134,166,2,4,3,1,3,3,2,4,2,2,2,2,2,1,3,1,3,3,2,2,3,1,1,2,4,1,4,3,3,4,4,3,4,3,1,2,3,3,4,1,2,4,3,3,3,1,3,3,3,3,2,3,1,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,3,1
1,134,167,2,4,3,1,4,2,2,4,2,2,2,1,2,2,2,1,2,3,2,1,4,1,1,2,4,2,2,2,3,1,1,2,3,2,2,2,1,3,4,1,2,2,1,2,1,3,3,2,3,2,2,3,1,1,2,2,1,2,1,4,1,1,2,2,1,1,2,2,1,2,7
1,134,168,1,3,3,1,2,1,1,4,1,2,2,1,2,2,4,3,4,2,2,1,4,1,1,2,1,1,2,1,1,1,3,5,3,2,2,2,1,3,4,1,2,1,1,1,1,2,1,4,5,3,2,4,1,1,2,2,2,3,1,4,3,2,4,2,1,2,4,2,3,3,10
1,134,169,1,5,3,2,4,1,0,4,0,2,3,4,3,1,1,3,4,1,3,1,4,1,1,3,3,1,1,1,1,4,4,4,4,2,2,2,1,3,1,1,2,1,1,3,1,3,3,3,3,1,0,2,2,1,3,1,2,2,2,1,2,1,2,0,1,0,3,2,1,2,10
1,134,170,1,5,3,1,4,1,2,4,2,3,3,3,1,3,3,2,4,2,2,2,4,1,1,1,2,1,1,1,2,1,2,3,3,3,2,2,1,3,1,1,2,3,3,3,2,2,3,5,5,4,4,3,2,1,3,3,2,2,1,2,2,2,3,3,3,3,4,2,2,3,8
1,134,171,3,4,3,1,4,1,1,4,2,2,2,2,1,3,3,1,2,3,1,2,3,1,1,1,2,1,3,2,2,4,1,2,3,3,2,2,1,1,2,1,2,1,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,1,1,2,2,2,1
1,134,172,1,4,3,3,3,1,1,4,1,2,2,2,2,2,2,1,2,3,2,0,0,1,1,2,4,1,2,2,3,1,1,3,3,2,2,2,3,3,3,2,2,2,3,2,1,2,1,3,5,3,2,2,1,2,3,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,9
1,134,173,1,4,3,1,4,1,2,4,2,3,3,3,3,4,4,3,4,4,4,4,1,1,1,2,2,1,3,2,3,4,4,3,4,3,2,2,3,3,3,2,2,2,3,3,3,3,3,5,1,4,3,2,2,3,5,3,2,2,3,6,3,2,3,2,3,2,4,2,1,3,10
1,134,174,1,5,2,2,4,1,1,4,2,3,3,4,3,3,2,3,4,2,4,2,2,1,1,2,2,1,3,2,4,4,4,0,4,3,2,1,3,3,4,4,3,2,1,3,2,2,3,4,1,5,3,2,2,3,5,3,2,2,2,1,1,1,1,2,1,1,3,2,3,2,2
1,134,175,1,3,3,1,4,1,3,4,2,2,2,1,1,2,2,1,3,4,3,1,3,1,1,1,3,1,2,1,1,4,4,2,3,2,2,2,1,3,1,1,1,2,1,1,1,2,1,2,3,3,3,3,1,2,2,2,2,2,1,1,1,1,2,2,1,2,3,2,2,3,10
1,134,176,1,4,2,1,4,1,1,4,2,1,1,3,1,2,2,3,2,3,2,2,2,1,1,3,3,1,3,2,4,4,4,2,4,2,3,3,3,3,1,3,3,1,3,3,3,3,1,3,4,2,2,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,4,2,2,3,3
1,134,177,1,4,3,1,4,3,2,4,2,1,1,2,2,4,2,2,4,3,3,1,4,1,1,1,1,2,2,2,2,4,4,3,4,2,1,2,1,3,1,1,1,3,1,3,1,3,3,2,2,4,3,3,1,1,1,2,2,2,1,1,1,1,2,2,1,1,3,2,2,2,7
1,134,178,1,4,2,2,4,5,1,4,2,2,2,1,2,4,4,3,4,3,2,4,4,3,4,3,2,1,2,2,2,4,4,2,3,2,3,2,3,3,2,2,1,2,3,2,1,3,1,3,3,2,2,2,3,1,1,2,1,2,1,2,2,1,1,2,1,3,3,2,2,2,5
1,134,179,2,4,3,3,4,1,1,4,2,4,3,1,1,2,2,1,1,3,1,1,3,1,1,1,4,2,2,1,2,2,0,3,3,3,2,2,1,3,2,1,1,1,1,3,1,2,3,1,3,2,2,2,3,1,2,2,2,2,1,1,2,1,2,2,1,1,4,2,1,0,2
