CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29A.,Q.29B.,Q.29C.,Q.29D.,Q.29E.,Q.29F.,Q.29G.,V.29H.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,CARD..1,DECK..1,BALLOT..1,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70A.,Q.70B.,Q.70C.,Q.70D.,Q.70E.,V.70F.,V.70G.,Q.72.,Q.73.,Q.74.,Q.75.,Q.76A.,Q.76B.,Q.78.,Q.80.,Q.81.,Q.83.,Q.84.,Q.85.,Q.86A.,Q.86B.,Q.87.,Q.88.,Q.89.,Q.90.,Q.91.,Q.92.,Q.93.,Q.94.,V.95.,V.96.,V.97.,V.98.,V.99.,V.100.,V.101.,V.102.,V.103.,V.104.,V.105.,V.106.,V.107.,V.108.,V.109.,V.110.
2,108,509,3,33,2,3,0,11,1,1,1,9,0,0,1,1,3,1,5,5,0,3,2,1,1,2,2,0,1,1,1,1,2,2,1,2,4,4,5,1,0,0,0,7,4,7,7,3,0,7,0,3,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,510,2,9,2,2,5,3,2,4,2,2,5,1,0,1,1,2,2,3,4,1,1,4,4,3,2,2,1,1,2,1,1,1,3,3,0,3,1,1,1,2,1,2,2,1,3,1,3,2,2,1,1,1,3,3,8,3,3,2,2,2,1,1,3,1,3,1,3,4,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,510,3,23,1,4,0,13,3,3,0,2,0,0,2,2,1,2,2,2,1,1,2,2,1,2,2,1,2,3,2,1,2,2,2,1,3,4,5,4,0,2,0,4,4,7,7,3,0,7,0,7,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,511,2,8,1,2,1,7,4,3,2,2,2,2,1,1,7,2,2,4,1,1,1,4,1,1,1,1,3,3,1,1,1,3,2,2,0,3,2,3,1,1,2,3,2,2,3,1,3,3,1,3,3,3,3,3,8,3,3,1,4,3,2,1,4,3,1,2,3,4,3,3,4,2,108,511,2,2,3,2,4,0,2,3,1,3,5,0,1,3,5,2,4,4,1,5,2,3,1,2,2,1,1,3,2,2,2,2,2,2,5,4,5,3,4,3,1,4,4,7,7,4,8,10,8,1
1,108,512,2,10,1,1,2,2,2,2,2,2,5,2,1,2,3,3,2,1,1,1,1,4,1,3,2,2,1,3,2,2,1,3,3,2,0,2,1,1,1,2,1,1,2,1,2,1,3,2,3,1,1,2,3,1,5,3,2,2,3,2,3,1,1,2,1,2,3,4,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,512,1,32,3,4,0,32,3,2,0,3,0,0,2,1,4,1,1,0,1,1,2,2,3,1,1,3,1,2,1,2,2,2,2,2,5,2,5,2,0,2,0,6,4,7,7,1,0,5,0,6,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,513,2,10,1,2,4,2,4,1,3,2,5,3,3,2,6,3,2,1,3,4,2,2,3,1,2,2,3,3,0,0,1,0,0,0,0,2,1,1,1,2,2,2,1,3,1,1,2,2,3,3,1,2,2,2,6,2,5,3,1,3,2,2,1,1,1,1,1,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,513,1,11,1,2,0,0,0,0,0,1,1,8,2,2,1,1,3,1,1,2,1,1,3,1,2,1,1,1,1,2,2,1,2,1,0,3,5,1,1,2,0,6,4,7,7,0,0,2,0,6,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,514,2,10,1,3,1,0,4,1,4,0,0,3,4,3,3,3,1,1,4,4,3,1,0,3,2,2,1,1,3,3,3,3,3,3,0,4,1,1,2,3,1,1,1,2,1,1,1,1,1,1,1,2,1,2,6,3,4,3,2,1,1,3,2,1,3,1,1,3,1,1,1,2,108,514,2,2,1,1,1,0,1,1,1,1,17,0,1,1,2,1,2,2,0,0,2,4,1,3,1,5,1,1,2,2,2,2,1,2,0,2,5,2,0,0,0,2,4,7,7,0,1,0,0,1
1,108,515,2,9,2,2,2,7,2,2,2,2,1,1,1,1,7,2,2,3,1,1,1,3,1,1,2,3,3,3,3,1,1,2,3,2,0,3,2,2,1,2,2,2,1,2,2,1,3,2,2,2,2,2,3,3,8,3,3,1,2,3,2,2,3,2,1,1,1,3,3,3,3,2,108,515,2,3,3,3,4,0,3,2,2,1,2,0,2,2,1,2,4,4,1,4,2,2,2,1,2,0,2,3,2,2,2,2,2,2,4,4,5,2,2,2,1,2,4,7,7,4,10,8,7,1
1,108,516,2,10,3,2,3,5,1,2,3,2,1,1,1,1,1,3,2,3,1,1,1,4,1,3,2,2,1,1,2,2,2,3,3,2,0,4,2,2,2,2,1,2,2,3,3,1,2,1,3,3,3,3,2,1,5,3,2,1,4,2,2,1,4,3,2,1,3,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,516,3,33,3,4,0,32,1,2,0,2,0,0,2,2,1,3,2,3,1,4,2,2,3,3,2,1,1,2,2,2,2,2,2,2,5,2,5,4,0,3,1,0,4,7,7,5,0,9,0,8,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,517,2,9,5,2,5,1,1,2,2,2,4,1,2,2,5,3,1,2,1,1,1,4,3,3,1,2,3,3,3,1,3,3,3,3,0,1,2,3,2,3,1,3,1,3,2,1,2,1,1,2,1,2,2,1,4,3,3,1,4,3,3,2,2,3,3,2,1,1,2,1,1,2,108,517,2,3,2,2,3,0,3,3,2,3,3,0,3,2,1,3,1,3,0,0,1,1,2,1,2,0,1,1,2,2,2,2,2,2,4,3,5,1,1,1,0,5,4,7,7,3,4,3,4,1
1,108,518,2,9,5,2,2,4,4,4,3,2,1,1,1,2,7,1,3,3,1,1,1,4,1,2,2,1,1,1,1,1,3,2,1,1,0,3,2,2,1,2,1,3,1,2,3,1,2,3,1,2,3,2,3,3,8,3,1,1,4,1,1,1,3,3,3,2,3,2,3,1,1,2,108,518,2,3,3,3,4,0,3,2,2,3,3,0,2,2,1,1,1,3,1,3,3,3,1,2,2,1,2,1,2,2,2,2,2,2,5,4,5,3,3,1,0,7,4,7,7,5,8,7,7,1
1,108,519,2,10,1,2,1,0,1,4,1,3,4,2,4,3,3,3,2,1,1,1,1,4,1,3,3,3,1,2,3,3,3,3,3,3,0,4,2,3,3,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,6,3,3,2,2,1,3,2,1,2,1,1,2,1,2,2,1,2,108,519,2,3,3,3,2,0,1,1,2,1,8,0,2,2,2,2,5,3,0,0,3,4,1,2,2,0,1,3,1,2,2,2,2,2,5,3,5,1,0,0,0,2,4,7,7,0,8,0,2,1
1,108,520,2,9,2,2,1,5,1,2,4,2,5,1,1,1,7,2,1,2,1,1,1,2,1,1,3,2,1,1,2,2,1,3,1,2,0,3,2,1,1,2,2,1,1,2,2,1,2,1,1,1,2,2,3,3,8,3,3,3,1,3,2,2,2,1,1,1,2,3,3,1,2,2,108,520,2,3,3,3,3,0,1,1,2,1,6,0,3,3,1,2,4,4,1,4,2,2,2,2,1,1,2,1,2,2,2,2,2,2,4,4,5,2,2,2,1,1,4,7,7,3,8,4,6,1
1,108,521,2,10,2,2,1,3,4,2,2,2,1,1,1,2,7,2,2,2,1,1,1,3,1,3,2,2,3,3,3,3,1,3,3,3,0,2,2,2,2,2,1,1,1,3,2,1,1,1,3,2,2,1,2,1,5,3,3,2,2,1,2,2,3,2,1,1,2,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,521,3,33,2,3,0,33,2,3,0,2,0,0,2,2,1,2,2,1,0,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,4,2,5,2,1,1,0,6,4,7,7,3,0,8,0,4,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,522,2,11,4,1,4,7,1,1,2,2,1,1,1,1,6,2,3,2,1,1,1,4,1,3,2,2,2,2,3,1,3,3,3,1,2,3,3,3,3,3,2,2,2,3,2,2,3,2,2,2,2,3,3,3,8,3,2,1,3,2,2,2,3,3,2,1,2,3,2,1,1,2,108,522,2,3,3,3,3,0,2,2,2,2,0,0,1,2,2,2,5,5,1,5,2,2,2,1,2,1,2,2,2,2,2,2,2,2,5,4,5,3,0,2,1,3,4,7,7,5,6,11,8,1
1,108,523,2,9,4,2,5,7,1,4,2,2,5,1,1,1,7,2,2,3,1,1,1,4,1,1,1,1,2,2,2,1,2,2,2,1,3,3,3,2,1,2,2,3,3,2,2,3,3,2,2,3,2,3,3,3,8,3,1,1,3,2,3,1,4,3,3,2,3,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,523,3,33,3,4,0,22,3,3,0,5,0,0,1,2,1,1,2,3,2,5,2,1,2,2,2,1,2,2,2,2,2,2,2,2,5,4,5,4,4,2,1,2,4,7,7,5,0,8,1,2,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,524,2,1,1,1,5,8,2,3,4,2,3,1,1,1,7,1,2,3,1,1,1,4,1,3,1,1,3,3,3,1,1,3,3,3,0,3,1,3,2,3,2,1,3,3,2,2,3,1,3,1,2,3,1,2,5,3,4,2,2,1,2,1,4,3,2,1,2,3,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,524,3,32,2,3,0,22,2,2,0,0,0,0,3,2,4,1,2,4,1,6,2,1,3,4,2,1,3,1,2,1,2,2,2,2,5,3,5,4,3,2,1,4,4,7,7,6,0,7,0,9,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,525,2,10,1,2,1,8,3,2,4,2,2,1,1,1,7,1,2,3,1,1,1,4,1,3,3,1,3,3,2,2,2,3,2,3,0,4,2,2,1,2,2,2,2,4,2,2,3,3,1,2,2,3,2,2,6,3,2,1,4,2,2,1,4,3,3,2,3,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,525,3,33,3,4,0,32,2,3,0,2,0,0,2,2,2,2,4,4,1,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,5,4,5,4,2,3,1,3,4,7,7,6,1,0,0,9,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,526,2,1,1,1,5,7,1,2,3,2,3,2,1,1,7,2,2,3,1,1,1,3,1,1,1,1,1,1,2,2,2,3,1,3,0,1,3,2,3,2,2,3,1,3,2,3,3,3,3,3,2,2,3,2,4,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3,3,2,108,526,2,3,3,3,4,0,3,1,1,2,5,0,3,3,1,1,4,2,2,4,3,1,2,3,2,2,2,2,2,2,2,2,2,2,4,1,5,4,4,2,1,2,4,7,7,4,8,11,7,1
1,108,527,2,1,2,1,4,0,1,2,2,2,1,3,3,3,3,3,2,1,4,1,1,3,4,3,2,2,1,1,3,2,3,3,3,2,0,4,3,3,2,3,1,1,1,1,1,2,2,1,2,2,1,2,2,1,6,3,3,3,1,1,3,3,2,1,1,1,3,1,2,1,1,2,108,527,2,3,2,2,1,0,1,2,1,1,15,0,1,2,2,1,2,4,0,0,3,4,3,3,1,2,1,1,1,2,2,2,2,2,2,1,5,1,0,0,0,3,4,7,7,0,3,3,0,1
1,108,528,2,10,2,2,4,5,2,4,2,2,3,2,2,1,7,2,3,2,1,2,2,3,2,1,3,1,1,1,2,1,2,3,2,2,0,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,3,2,2,3,1,3,2,3,3,2,2,2,1,2,1,1,2,108,528,2,2,3,2,3,0,2,2,2,1,3,0,2,1,3,2,1,4,1,3,2,2,3,2,2,2,2,1,2,2,2,2,2,2,1,3,5,2,3,0,1,0,4,7,7,4,0,10,6,1
1,108,529,2,9,2,2,4,8,1,4,3,2,4,1,1,1,7,2,2,3,1,1,1,4,1,1,3,1,1,2,2,2,2,2,2,3,3,4,3,2,3,2,2,2,2,3,2,3,3,2,2,2,3,3,3,3,8,3,3,2,3,2,2,2,4,2,1,2,2,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,529,3,33,3,4,0,22,1,2,0,3,0,0,3,2,2,2,4,4,2,7,2,2,2,1,2,1,3,3,2,2,2,2,2,2,5,4,5,3,3,2,1,5,4,7,7,4,0,8,1,2,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,530,2,10,1,2,5,7,4,3,2,2,1,1,2,1,7,2,2,3,1,1,1,4,1,3,2,2,3,3,3,1,3,3,1,3,0,1,1,1,1,2,2,3,1,3,2,2,3,2,2,2,2,2,2,1,3,3,2,2,3,2,2,1,3,2,3,1,2,2,2,2,2,2,108,530,2,2,2,1,3,0,1,2,1,1,12,0,1,2,1,1,4,3,1,4,2,2,2,2,1,1,2,1,2,2,2,2,2,2,5,3,5,3,1,3,1,1,4,7,7,4,5,9,5,1
1,108,531,2,1,2,1,3,5,3,1,6,2,2,1,1,1,7,1,2,3,1,1,1,4,1,1,3,3,1,3,1,1,2,3,1,3,0,1,2,2,1,2,1,2,2,3,3,3,3,3,3,2,3,2,3,2,7,3,3,1,2,1,3,1,4,3,2,2,1,4,3,3,2,2,108,531,2,3,3,2,4,0,3,2,3,2,0,0,3,2,2,2,4,4,2,4,2,1,3,3,2,2,3,1,2,2,2,2,2,2,5,2,5,3,2,1,1,1,4,7,7,6,9,12,7,1
1,108,532,2,1,2,1,4,7,1,4,4,1,5,2,2,2,7,2,2,2,1,1,1,4,1,1,1,1,3,3,2,1,2,3,1,2,0,1,1,2,1,2,2,2,3,3,3,3,3,3,3,2,2,3,3,3,8,1,4,2,4,2,2,1,3,3,2,2,1,2,3,1,2,2,108,532,2,3,3,2,3,0,3,2,1,2,2,0,2,2,2,2,2,4,2,4,3,2,2,1,2,1,2,3,2,2,2,2,2,2,5,3,5,1,4,3,1,2,4,7,7,3,7,13,8,1
1,108,533,2,1,2,1,4,7,2,2,2,2,2,1,1,1,7,1,1,3,1,1,1,4,1,2,1,1,3,3,2,1,1,2,2,2,0,3,2,1,1,1,2,3,2,4,3,3,3,3,3,3,3,3,3,3,8,2,3,1,3,2,1,1,4,3,2,1,1,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,533,3,32,3,3,0,33,3,2,0,0,0,0,2,2,2,2,4,4,2,6,1,1,3,1,1,2,3,2,2,2,2,2,2,2,5,2,5,2,4,2,1,3,4,7,7,6,0,8,1,5,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,534,2,10,2,2,4,8,2,2,2,2,2,1,1,1,7,2,2,3,1,1,1,4,1,1,1,1,1,1,2,2,1,1,2,3,2,2,2,2,3,2,2,3,2,3,2,3,3,3,3,3,3,3,3,3,8,3,3,2,2,2,2,2,4,3,2,2,2,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,534,3,33,3,3,0,33,2,2,0,0,0,0,2,2,2,2,3,1,2,7,3,1,3,1,2,1,3,2,2,2,2,2,2,2,5,4,5,4,4,2,1,5,4,7,7,5,0,9,1,4,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,535,2,1,2,1,4,7,1,3,2,2,1,2,1,2,7,2,2,4,1,1,1,4,1,1,1,1,3,3,2,1,1,3,2,3,2,3,2,2,1,3,2,2,2,3,2,2,3,3,3,2,2,3,3,3,8,3,3,3,2,2,1,2,2,2,2,2,2,4,2,3,2,2,108,535,2,3,2,2,3,0,3,2,3,2,1,0,3,3,1,2,1,4,2,6,2,1,3,2,1,3,3,3,2,2,2,2,2,2,5,3,5,4,4,1,1,3,4,7,7,1,7,12,7,1
1,108,536,2,1,2,1,5,8,3,2,2,2,5,1,1,1,7,1,2,4,1,1,1,4,1,1,1,1,2,2,2,1,1,3,2,2,0,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,4,2,2,2,4,2,3,1,2,4,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,536,3,33,3,3,0,32,3,3,0,1,0,0,2,2,2,2,2,4,2,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,5,4,5,4,4,2,1,4,4,7,7,5,1,0,1,4,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,537,2,6,2,2,5,8,3,2,4,2,5,1,1,2,7,2,2,3,1,1,1,4,1,2,1,1,3,3,1,1,1,0,1,3,2,3,2,2,1,2,2,3,2,3,3,3,3,3,3,3,3,3,2,2,6,3,3,2,2,2,2,1,4,2,2,1,2,4,3,2,3,2,108,537,2,3,3,2,4,0,3,3,3,2,0,1,2,3,1,2,4,4,2,7,2,2,3,1,2,0,3,2,2,2,2,2,2,2,5,4,5,4,4,3,1,5,4,7,7,3,9,14,9,1
1,108,538,2,9,1,2,3,7,1,3,3,2,3,1,2,2,1,2,2,3,1,1,1,4,1,1,1,1,1,1,3,1,2,2,3,3,0,1,2,2,1,2,3,3,2,3,2,3,3,3,2,3,2,3,3,3,8,3,3,2,2,2,1,1,3,3,2,1,2,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,538,3,33,3,3,0,33,1,2,0,5,0,0,2,3,1,3,2,4,2,3,2,1,3,2,2,1,2,2,2,2,2,2,2,2,5,4,5,4,3,2,0,7,4,7,7,4,0,9,1,4,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,539,2,5,2,2,5,8,1,2,4,2,2,2,1,1,7,1,2,3,1,1,1,4,1,3,1,1,1,1,2,1,2,3,1,2,0,1,1,1,3,1,2,3,3,3,3,3,3,3,3,3,2,3,3,3,8,3,3,2,2,3,2,2,4,3,2,2,3,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,539,3,33,2,3,0,22,1,2,0,1,0,0,2,2,1,2,4,4,2,6,2,1,3,1,2,1,3,2,2,2,2,2,2,2,5,4,5,4,3,2,1,4,4,7,7,5,0,8,1,5,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,540,2,6,2,2,4,8,4,2,4,2,4,1,1,1,7,2,3,3,1,1,1,4,1,1,1,1,1,3,2,1,2,2,1,2,0,1,2,2,1,1,2,3,2,3,3,2,3,3,3,2,2,3,3,3,8,3,2,1,2,3,2,1,4,3,2,2,3,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,540,3,33,3,4,0,33,2,2,0,0,0,0,2,2,1,2,1,2,2,6,2,2,3,1,2,0,3,2,2,2,2,2,2,2,5,4,5,4,4,3,1,4,4,7,7,5,0,9,1,4,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,541,2,11,1,2,1,4,2,4,3,1,1,2,2,1,7,2,2,2,2,1,1,4,1,3,2,3,1,1,3,2,2,3,3,3,0,4,2,2,2,3,3,2,1,2,2,2,2,2,1,2,2,1,3,3,8,3,3,2,2,2,2,2,3,2,2,1,2,2,2,2,3,2,108,541,2,3,3,3,4,0,3,3,3,3,1,0,2,2,1,2,4,4,1,1,2,2,1,2,1,2,1,1,2,1,2,2,2,2,4,3,5,2,1,2,0,7,4,7,7,3,9,5,5,1
1,108,542,2,10,1,2,2,6,4,2,2,1,5,2,2,2,1,2,2,3,1,1,1,4,1,3,2,2,1,1,3,1,2,2,2,2,0,1,1,2,3,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,6,3,3,2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,108,542,2,3,2,3,4,0,1,1,1,2,7,0,2,2,2,2,2,4,1,3,2,1,2,2,2,1,1,1,2,2,2,2,2,2,5,4,5,3,0,2,0,7,4,7,7,2,8,7,6,1
1,108,543,2,10,1,2,5,6,4,1,2,1,5,2,2,2,1,3,2,2,1,1,1,4,1,3,1,1,3,3,3,2,1,3,2,3,1,2,1,1,3,1,1,2,2,3,3,3,3,2,2,2,2,3,3,3,8,3,3,2,2,2,2,2,1,1,1,1,2,4,2,3,3,2,108,543,2,3,3,3,4,0,3,2,3,2,0,0,2,3,1,2,6,4,1,3,1,2,2,2,2,1,2,1,2,2,2,2,2,2,5,4,5,2,2,2,1,0,4,7,7,1,8,12,7,1
1,108,544,2,11,1,2,1,6,3,4,2,2,5,2,2,1,1,2,3,3,1,1,1,4,1,3,1,2,3,3,2,1,1,3,3,2,2,3,1,1,1,1,2,3,2,3,2,2,2,3,2,2,3,2,3,3,8,3,3,2,4,2,2,2,4,2,2,2,1,2,2,2,3,2,108,544,2,3,3,3,3,0,1,2,2,2,9,0,2,2,2,2,4,4,2,4,2,2,3,1,1,2,2,1,2,2,2,2,2,2,5,3,5,2,1,2,1,1,4,7,7,3,8,11,6,1
1,108,545,2,10,1,2,4,7,4,1,5,1,2,1,1,1,7,2,2,2,1,1,1,4,1,1,1,1,2,2,3,1,1,2,1,2,0,3,2,2,1,1,2,2,3,3,3,3,3,3,3,3,2,3,3,3,8,3,2,1,2,1,2,2,3,1,2,1,2,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,545,3,33,2,3,0,21,3,2,0,7,0,0,2,3,3,3,1,3,2,5,2,2,3,1,2,1,2,1,2,2,2,2,2,2,5,4,5,3,4,1,1,3,4,7,7,4,0,8,1,4,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,546,2,0,2,3,3,4,1,1,6,1,5,1,1,1,7,2,2,3,1,1,1,4,1,2,3,3,1,3,1,1,1,1,1,1,2,3,1,1,1,1,1,2,2,3,3,2,2,1,3,2,2,1,1,3,6,3,3,1,3,2,2,2,4,3,2,1,2,3,3,1,1,2,108,546,2,3,3,3,4,0,3,2,3,2,0,0,3,3,1,3,5,5,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,5,4,5,4,2,2,0,7,4,7,7,5,7,6,8,1
1,108,547,2,10,2,2,3,6,4,3,4,2,5,2,2,2,1,3,2,2,1,2,1,4,1,3,3,2,3,3,3,2,1,2,2,3,0,2,1,2,1,2,2,2,1,3,1,2,3,2,1,1,2,3,2,1,6,2,3,2,3,3,2,2,2,2,2,1,2,3,2,2,1,2,108,547,2,3,2,2,3,0,3,3,1,3,3,0,2,2,2,2,3,3,1,4,2,2,2,1,2,1,1,1,2,2,2,2,2,2,4,2,5,3,0,2,1,1,4,7,7,1,5,6,4,1
1,108,548,2,8,2,2,4,8,2,1,3,1,4,1,1,1,1,2,3,3,2,4,1,3,4,1,3,2,1,3,2,2,2,2,2,3,0,4,3,2,3,2,3,2,1,3,3,2,3,2,3,3,3,3,1,1,6,3,3,2,2,3,2,2,4,2,2,1,3,1,3,1,1,2,108,548,2,3,3,3,3,0,3,3,1,2,1,0,2,2,2,2,4,4,2,6,2,1,3,2,2,1,3,1,2,2,2,2,2,2,1,3,5,3,1,2,1,4,4,7,7,4,7,11,7,1
1,108,549,2,10,1,2,1,8,4,1,2,2,3,1,1,1,7,1,3,3,1,1,1,4,1,2,1,1,1,2,1,1,2,2,3,2,0,1,2,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,8,3,3,1,3,2,2,1,4,3,2,2,2,2,3,2,3,2,108,549,2,3,3,3,4,0,2,2,1,2,2,0,2,2,1,2,4,3,2,6,2,2,2,2,2,1,2,2,2,2,2,2,2,2,5,4,5,3,4,3,1,4,4,7,7,6,10,14,9,1
1,108,550,2,10,3,2,1,2,4,2,2,2,4,2,2,2,3,2,2,2,1,1,1,4,1,3,2,2,3,3,1,2,1,3,1,3,0,3,2,3,2,3,1,2,2,2,2,2,1,2,1,1,1,2,2,2,7,3,3,1,3,1,2,2,4,3,2,1,1,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,550,3,33,3,4,0,23,2,1,0,3,0,0,1,2,2,1,1,1,0,1,3,1,1,1,1,2,1,1,2,2,2,2,2,2,5,3,5,2,0,1,0,5,4,7,7,3,0,9,0,2,5,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,551,2,10,1,2,2,6,2,2,2,1,4,2,1,1,7,1,2,4,1,1,1,4,1,1,2,1,1,3,2,2,2,3,1,3,0,1,1,2,3,2,1,2,3,3,2,2,3,2,3,2,2,2,3,3,8,3,3,1,4,3,2,1,4,2,2,2,3,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,551,3,33,2,3,0,33,1,3,0,3,0,0,2,3,1,2,4,3,1,3,2,2,2,2,2,0,2,3,2,2,2,2,2,2,5,4,5,4,3,3,1,1,4,7,7,4,0,7,0,9,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
