CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46A.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.68.,Q.69.,Q.70.,Q.71.,Q.72.,CARD..1,DECK..1,BALLOT..1,Q.73.,Q.74.,Q.75.,Q.76.,Q.77.,Q.78.,V.79.,V.80.
1,112,410,1,3,1,3,5,2,3,4,2,2,2,2,3,3,1,2,2,2,3,2,2,2,2,3,3,2,1,1,3,3,1,2,4,3,2,2,3,3,4,4,3,2,2,2,2,4,3,3,4,4,4,3,3,3,3,2,2,3,4,3,3,3,3,3,3,3,2,2,2,2,3,2,112,410,3,2,3,2,1,2,61,32
1,112,411,1,3,1,3,5,2,2,4,3,2,2,2,2,3,2,2,2,1,3,3,5,5,2,3,3,1,1,2,2,3,1,2,2,4,2,2,3,3,3,3,6,2,1,2,2,3,2,2,4,3,2,4,2,2,3,2,3,4,4,2,1,2,3,2,4,4,3,3,2,0,1,2,112,411,1,3,2,2,2,1,92,73
1,112,412,1,3,1,3,5,2,3,4,5,3,3,4,2,4,1,2,2,2,3,2,1,1,1,4,3,4,4,2,3,2,2,2,3,3,2,1,1,3,2,2,4,2,1,2,2,1,3,2,3,2,2,3,4,2,2,2,3,2,4,3,2,4,3,6,3,3,1,2,1,0,3,2,112,412,1,2,1,3,3,1,93,52
1,112,413,1,2,2,3,5,4,1,1,4,3,1,4,4,4,1,2,4,3,1,4,2,3,1,4,3,1,1,1,1,2,1,3,3,4,3,1,3,2,3,3,1,1,3,1,3,1,1,1,3,4,4,3,1,3,2,3,3,4,4,3,2,2,3,6,3,4,1,1,2,2,1,2,112,413,2,2,1,2,1,1,12,26
1,112,414,1,2,1,3,5,2,3,4,4,1,3,3,3,2,1,1,3,1,3,1,1,2,3,3,3,6,1,2,3,1,2,1,4,4,3,1,2,2,2,2,2,1,2,1,1,2,1,2,3,2,3,3,2,2,2,3,2,2,2,2,2,2,3,6,3,3,2,2,3,1,1,2,112,414,1,3,2,4,1,3,63,26
1,112,415,1,4,1,3,5,2,4,4,5,2,1,2,2,3,1,3,0,2,3,2,3,2,1,3,3,2,2,1,2,1,2,2,3,3,3,1,1,3,4,2,4,2,1,2,1,2,2,0,3,4,2,3,3,2,0,3,3,2,4,3,2,3,3,0,3,1,1,1,2,2,1,2,112,415,2,1,1,1,0,2,33,11
1,112,416,1,2,1,3,5,5,4,4,4,3,5,4,4,5,1,3,4,1,2,3,4,1,3,4,3,1,1,3,4,2,2,3,5,4,3,1,2,4,4,1,4,5,1,1,1,1,3,3,3,4,2,3,1,2,2,4,3,0,0,3,2,3,3,6,4,4,1,1,4,2,3,2,112,416,1,3,1,2,1,3,41,65
1,112,417,1,1,1,3,5,2,3,4,3,1,3,3,4,5,1,3,3,3,3,1,3,2,2,1,3,2,2,2,4,2,2,3,3,3,3,1,2,3,4,2,2,2,2,1,1,1,2,2,2,4,2,4,2,2,3,3,5,3,4,2,3,1,3,1,3,2,2,2,3,3,3,2,112,417,1,2,3,3,3,3,21,76
1,112,418,1,2,3,3,5,2,2,4,3,3,2,1,2,3,1,2,2,2,2,2,2,5,3,4,3,2,1,2,4,2,2,2,3,4,3,1,1,1,3,3,6,2,3,2,3,2,2,2,3,4,3,4,2,2,2,4,3,3,4,2,1,1,3,3,2,1,2,2,2,3,3,2,112,418,2,1,3,1,0,1,22,43
1,112,419,1,2,3,3,5,2,2,2,3,1,1,1,1,3,2,1,2,2,1,2,2,1,2,3,2,2,1,1,2,1,1,2,2,3,3,1,1,1,3,2,2,1,1,1,1,1,1,1,3,1,3,4,1,2,1,1,3,3,3,2,2,1,3,1,3,3,3,3,1,0,2,2,112,419,1,1,2,1,1,1,22,53
1,112,420,1,2,1,3,5,3,1,2,4,3,1,3,4,5,1,3,4,4,1,2,3,2,2,4,3,2,1,1,4,2,1,3,5,4,3,1,2,3,4,4,2,1,1,1,1,1,1,1,4,4,2,4,3,1,3,3,4,2,4,3,2,2,3,2,4,2,1,1,3,1,3,2,112,420,3,3,2,3,0,4,51,37
1,112,421,1,2,1,3,5,2,4,4,3,3,3,2,3,4,1,3,3,2,2,3,3,2,2,4,2,2,2,2,4,2,1,2,5,4,3,1,2,2,4,2,4,4,2,3,1,2,3,2,3,5,3,4,2,2,2,2,3,3,3,3,3,2,3,0,4,2,2,3,1,2,3,2,112,421,3,3,3,1,1,3,11,13
1,112,422,1,3,1,3,5,2,2,3,3,2,1,1,1,3,2,1,2,2,1,2,2,2,2,4,3,2,2,1,2,2,1,2,4,2,3,1,2,2,3,1,4,2,3,2,2,2,2,2,3,3,3,2,2,2,2,2,3,2,3,2,4,2,2,3,3,1,1,2,3,2,1,2,112,422,2,2,3,1,1,2,32,14
1,112,423,1,2,1,3,5,3,2,4,3,4,2,2,3,3,1,1,2,3,3,5,2,2,2,3,3,3,2,1,3,2,1,3,4,3,3,1,1,1,1,2,2,1,1,1,1,1,3,2,2,1,3,4,2,3,2,2,3,3,3,1,2,1,3,3,2,3,2,2,3,2,3,2,112,423,1,1,2,1,1,2,71,65
1,112,424,1,2,1,3,5,2,4,4,3,3,4,2,4,5,1,3,2,3,2,3,4,2,1,2,3,4,2,2,3,2,1,3,3,4,3,1,2,4,4,2,4,2,1,1,1,1,2,2,2,4,3,5,3,3,4,3,4,4,5,3,2,1,4,1,4,3,2,2,2,0,2,2,112,424,2,3,4,3,3,2,84,7
1,112,425,1,2,1,3,5,2,4,4,2,2,5,4,2,4,1,3,2,2,3,2,4,4,1,2,1,2,1,2,2,2,1,2,3,2,3,1,2,3,4,4,5,4,3,3,1,3,3,3,3,4,3,5,3,4,4,3,4,4,5,4,1,1,3,3,4,4,3,2,3,0,3,2,112,425,3,1,3,2,3,3,13,30
1,112,426,1,1,1,3,5,5,2,4,5,1,3,1,4,5,1,2,4,1,3,1,2,2,1,1,3,2,1,1,2,2,1,2,3,5,3,1,2,5,4,2,2,5,1,1,1,2,3,1,2,4,4,5,4,2,3,4,3,2,5,1,1,2,3,3,4,2,4,4,1,2,1,2,112,426,1,1,1,1,1,2,14,53
1,112,427,1,1,3,3,5,2,3,5,4,3,4,3,2,5,1,2,3,4,3,3,4,2,1,4,3,3,2,3,3,2,1,3,4,4,3,1,3,4,4,4,4,2,3,1,3,1,2,1,4,5,4,5,4,2,3,4,4,3,4,4,2,1,3,3,4,2,3,3,1,0,2,2,112,427,3,2,3,3,2,3,72,6
1,112,428,1,2,1,3,5,2,2,4,4,4,1,4,4,3,1,2,1,2,3,4,4,1,1,4,3,2,5,2,2,2,1,3,5,4,3,1,1,3,4,2,3,4,2,2,1,4,2,2,4,5,3,5,4,2,3,3,4,2,4,3,4,2,3,3,4,0,2,2,1,2,1,2,112,428,3,2,3,2,3,3,13,7
1,112,429,1,1,1,3,5,2,1,2,4,3,4,1,4,3,1,2,1,4,2,2,2,4,2,4,1,1,1,2,2,2,1,3,4,4,3,1,4,2,2,4,1,1,2,1,2,4,1,1,3,2,4,4,3,4,2,4,4,3,4,2,4,1,3,3,4,4,1,1,4,2,2,2,112,429,2,2,1,4,2,3,61,56
1,112,430,1,1,1,3,5,1,2,5,3,2,2,1,3,4,1,2,2,3,3,1,5,4,2,4,3,2,1,2,2,2,3,3,2,2,3,1,3,3,3,2,2,2,2,2,2,2,1,2,3,4,4,4,2,3,0,3,3,3,3,2,2,3,0,6,3,3,2,2,4,2,3,2,112,430,2,2,2,3,3,3,52,30
1,112,431,1,2,1,3,5,2,2,1,2,3,1,1,2,5,1,2,2,3,2,4,3,2,1,4,3,1,1,2,2,3,2,3,4,0,3,1,1,5,3,2,7,0,3,1,2,4,2,2,4,6,3,4,2,2,2,2,2,2,2,2,3,4,3,1,3,2,1,2,3,2,3,2,112,431,1,3,1,4,2,2,43,47
1,112,432,1,2,1,3,5,5,4,4,4,3,5,4,5,5,1,2,3,2,2,2,5,3,3,4,2,2,1,2,2,3,1,3,4,2,1,2,3,2,2,3,2,2,2,2,2,2,2,2,4,4,4,4,3,3,2,2,5,2,3,3,3,2,3,4,3,3,2,2,2,3,3,2,112,432,3,3,3,3,1,3,12,38
1,112,433,1,3,1,3,5,2,3,3,5,2,4,3,3,3,1,2,2,2,2,2,5,1,3,4,1,6,1,1,3,1,1,1,1,2,1,2,1,1,4,4,6,2,1,2,1,2,3,3,3,1,1,2,2,2,2,1,2,2,1,2,4,4,1,2,3,4,2,2,3,2,3,2,112,433,1,1,1,2,1,2,84,21
1,112,434,1,1,3,3,5,2,2,5,2,2,2,2,3,2,1,1,2,1,1,1,2,3,2,2,3,2,1,2,1,1,2,2,2,3,1,2,2,2,2,3,2,2,1,1,1,1,1,2,2,2,2,4,2,2,2,2,3,1,2,1,3,3,1,3,2,3,1,1,4,2,2,2,112,434,3,1,1,2,3,3,52,32
1,112,435,1,2,1,3,5,2,4,4,3,3,3,3,4,5,1,3,2,3,3,2,3,3,3,2,3,6,4,2,3,2,2,4,4,3,1,2,3,3,4,2,2,3,1,1,1,1,2,2,2,4,4,5,4,2,3,4,3,3,4,3,3,3,3,6,4,4,4,4,4,2,3,2,112,435,3,3,3,3,3,3,74,39
1,112,436,1,3,3,3,5,2,4,4,4,3,2,4,5,5,1,3,4,2,3,3,2,2,1,4,3,1,1,1,4,2,2,3,5,4,2,2,3,2,2,1,2,1,1,1,1,3,2,1,2,3,2,4,3,2,2,3,3,3,4,3,2,2,3,2,2,3,2,2,3,2,1,2,112,436,3,1,1,3,1,3,24,53
1,112,437,1,2,2,3,5,2,2,4,4,4,5,4,5,3,1,2,3,2,3,3,2,2,1,1,3,1,3,3,4,2,2,3,4,4,2,2,3,4,4,3,3,3,3,3,3,3,2,3,5,5,4,1,4,2,3,4,3,4,4,4,2,2,3,1,4,4,2,2,2,2,3,2,112,437,3,3,3,3,3,3,33,84
1,112,438,1,3,1,3,5,2,2,3,4,3,2,3,3,5,1,2,3,4,3,4,4,3,1,2,2,2,2,2,4,2,2,4,5,2,2,2,3,4,4,2,2,3,3,3,3,2,2,3,6,4,4,3,4,4,4,4,4,3,4,3,3,1,3,6,4,4,2,2,3,2,3,2,112,438,3,3,3,3,3,3,32,69
1,112,439,1,1,1,3,5,5,3,4,4,1,3,2,1,3,1,2,2,3,3,2,3,3,1,4,1,1,2,3,3,2,2,3,4,4,2,2,3,3,3,3,1,2,1,1,2,1,2,2,3,4,3,3,4,2,3,3,3,3,4,3,3,2,3,3,3,3,3,2,1,0,3,2,112,439,3,1,1,3,3,3,93,70
1,112,440,1,1,1,3,5,2,4,4,4,4,5,4,4,3,3,3,4,3,3,3,3,2,1,1,3,6,1,2,4,2,2,3,5,3,2,2,1,4,3,3,2,3,1,2,3,2,2,3,4,5,3,4,4,2,3,3,4,4,4,3,1,2,3,1,4,3,1,1,4,2,3,2,112,440,2,3,4,2,1,3,43,30
1,112,441,1,2,1,3,5,2,3,4,3,3,5,4,5,5,1,3,2,4,2,3,3,3,1,1,3,2,2,2,3,2,2,3,4,3,2,2,3,3,3,4,2,2,1,1,2,1,2,2,3,2,4,3,3,3,3,4,4,3,4,3,3,1,3,2,3,3,2,2,1,2,2,2,112,441,1,3,1,2,1,3,62,37
1,112,442,1,2,1,3,5,2,3,3,4,3,4,1,1,5,1,2,3,4,2,4,4,4,1,4,3,2,1,2,4,2,2,3,5,4,2,2,3,3,3,3,4,3,3,1,3,3,3,2,5,4,4,3,3,4,4,2,4,2,4,4,3,2,3,3,3,2,1,2,3,0,1,2,112,442,1,3,3,1,3,2,34,14
1,112,443,1,2,1,3,5,1,3,4,5,1,3,3,3,3,2,2,3,4,2,2,5,4,3,1,3,2,1,2,2,2,2,2,3,2,2,2,3,2,2,3,6,2,3,3,3,3,3,1,4,3,4,3,3,2,2,3,2,2,2,2,2,3,3,3,2,3,2,2,2,0,1,2,112,443,1,2,2,2,2,3,63,50
1,112,444,1,2,1,3,5,2,2,2,3,2,1,2,2,2,1,1,3,2,3,1,5,5,3,4,3,2,2,3,2,2,2,3,4,4,2,2,4,4,4,4,4,2,2,2,1,2,3,2,4,4,4,4,3,0,0,0,0,0,4,3,3,1,3,6,3,4,1,1,2,2,3,2,112,444,1,2,2,2,3,3,41,5
1,112,445,1,2,1,3,5,2,4,4,4,4,5,2,2,3,2,2,4,2,2,2,2,2,3,4,3,6,2,3,4,2,2,3,5,4,2,2,2,3,4,4,4,2,1,2,2,3,3,3,3,2,2,2,3,2,2,4,3,2,3,3,2,2,1,3,4,4,1,1,3,2,3,2,112,445,1,3,2,3,3,1,22,12
1,112,446,1,1,1,3,5,2,2,3,3,4,2,2,2,2,1,3,2,2,3,2,2,2,3,3,2,2,1,2,2,3,3,4,4,4,3,3,3,5,3,3,5,4,3,3,2,3,3,3,4,5,5,3,4,4,3,4,4,4,5,3,2,1,3,1,4,4,2,2,4,3,2,2,112,446,3,3,3,3,3,3,21,27
1,112,447,1,2,1,3,5,2,4,4,4,3,5,4,2,5,1,3,4,2,1,5,4,2,3,0,3,0,5,5,4,3,3,4,3,0,3,3,1,4,4,2,7,0,3,3,1,4,0,3,4,4,4,3,3,2,2,3,3,3,0,2,3,2,3,0,4,3,1,1,0,2,1,2,112,447,1,2,3,3,3,3,24,22
1,112,448,1,2,1,3,5,2,3,4,3,2,1,1,3,2,1,1,2,2,2,1,2,3,2,4,3,2,1,2,1,1,1,1,4,4,1,3,1,1,2,4,4,2,2,1,2,1,2,1,2,4,4,3,3,3,3,3,2,2,2,2,3,1,3,3,3,4,2,2,1,0,1,2,112,448,1,1,3,1,1,1,21,12
1,112,449,1,1,1,3,5,3,4,4,4,1,5,4,5,3,1,3,4,2,2,1,3,3,2,4,2,1,1,1,4,2,2,3,5,4,3,3,4,4,4,4,5,4,2,3,3,4,3,3,4,3,4,5,3,3,4,4,2,2,2,2,1,1,1,1,4,4,1,1,3,0,1,2,112,449,1,2,2,3,3,3,81,3
1,112,450,1,2,1,3,5,3,1,5,1,3,1,1,1,3,1,1,2,3,3,1,1,3,2,4,3,1,4,2,1,2,2,1,3,3,3,3,2,1,2,4,2,2,2,1,1,1,1,2,2,1,3,3,1,2,1,3,2,4,4,1,1,1,3,1,4,4,2,1,4,2,3,2,112,450,2,1,1,1,3,2,41,20
1,112,451,1,1,1,3,5,2,4,4,4,3,3,4,4,3,1,3,3,2,4,3,3,4,1,1,3,3,2,3,4,2,2,4,5,4,3,3,4,4,4,3,5,2,3,1,1,3,3,2,4,4,4,5,4,4,2,3,4,4,4,4,2,2,3,1,3,4,4,4,1,2,2,2,112,451,3,3,2,2,1,3,83,45
1,112,452,1,1,1,3,5,2,4,4,4,3,5,1,5,5,1,3,4,4,2,4,4,4,1,4,3,1,1,1,4,2,2,4,5,4,3,3,4,4,4,4,1,1,3,1,1,1,1,1,4,5,4,5,4,4,4,4,3,4,5,4,1,1,3,1,4,4,1,1,4,2,3,2,112,452,1,3,3,3,3,3,52,77
1,112,453,1,2,1,3,5,2,4,4,4,3,4,3,5,5,1,3,3,4,2,4,3,3,1,3,1,1,2,2,4,2,2,3,5,4,3,3,3,3,4,4,2,3,3,0,2,2,2,2,4,4,4,5,4,3,3,3,4,4,5,3,3,3,3,3,3,4,3,2,4,2,3,2,112,453,1,1,1,3,2,3,13,19
1,112,454,1,1,3,3,5,2,5,4,4,3,3,4,5,5,1,3,4,3,3,3,4,4,1,4,3,4,3,3,4,2,2,3,5,4,3,3,4,3,4,4,2,3,2,1,2,1,2,2,4,5,5,5,4,3,3,3,5,3,4,0,0,0,0,1,4,4,4,3,0,3,0,2,112,454,4,0,4,4,1,3,63,16
1,112,455,1,1,1,3,5,2,4,4,4,3,5,2,1,1,1,3,4,4,4,4,2,4,1,4,3,1,1,3,4,2,2,3,3,4,3,3,3,1,2,4,1,1,2,2,3,1,1,2,2,2,3,5,3,3,1,1,3,2,5,2,2,1,3,6,3,4,1,1,2,2,2,2,112,455,2,1,1,1,1,3,63,35
1,112,456,1,1,3,3,5,2,4,4,3,3,3,3,3,3,1,3,4,3,2,3,5,3,1,4,3,3,2,3,4,2,2,3,5,4,3,3,2,2,4,4,4,2,3,3,3,3,3,3,5,5,4,4,4,3,3,4,4,3,4,3,2,1,3,3,4,4,3,2,1,2,2,2,112,456,3,3,2,1,1,2,71,2
1,112,457,1,1,1,3,5,2,3,4,4,3,4,3,4,3,1,3,4,2,3,3,3,4,1,4,2,2,2,2,4,2,2,3,5,4,3,3,3,3,4,4,4,2,1,2,3,2,3,2,4,4,5,5,2,3,3,4,4,4,4,3,1,1,1,1,4,4,3,2,2,0,1,2,112,457,3,2,2,3,3,3,93,56
1,112,458,1,2,3,3,5,2,4,4,4,3,5,4,5,5,1,3,4,3,2,4,4,3,1,3,3,2,4,4,4,2,2,4,5,4,3,3,4,4,4,4,5,4,3,3,3,3,2,3,3,4,4,5,4,3,4,4,4,0,4,4,1,1,3,1,4,4,1,3,4,1,1,2,112,458,1,3,3,3,3,3,24,10
1,112,459,1,1,1,3,5,2,4,4,4,3,5,4,3,5,1,3,4,4,4,3,5,3,1,1,3,2,1,2,4,2,2,2,5,4,3,3,3,3,4,3,5,3,2,3,3,3,3,3,4,4,4,5,4,3,3,3,3,3,4,3,1,1,3,2,3,3,1,2,3,2,1,2,112,459,1,2,1,3,2,2,63,28
1,112,460,1,1,1,3,5,3,4,4,5,3,5,2,4,5,1,3,4,3,2,3,4,4,1,1,3,2,1,3,4,2,2,4,5,4,3,3,4,4,4,4,5,3,3,3,1,3,3,3,4,5,4,5,3,4,4,4,4,4,5,4,1,1,3,1,4,4,4,1,1,2,3,2,112,460,3,3,3,3,3,3,93,26
1,112,461,1,3,1,3,5,2,3,4,3,2,4,3,3,4,1,3,3,3,3,2,3,3,1,0,3,2,3,2,3,2,2,3,4,3,3,3,2,3,3,3,4,3,2,1,2,2,3,2,3,4,3,4,2,2,2,3,3,3,3,2,2,2,1,3,3,2,2,2,2,2,2,2,112,461,2,2,2,2,1,3,33,25
1,112,462,1,2,1,3,5,2,4,4,4,3,5,4,5,5,1,3,4,4,2,4,4,4,1,4,3,2,4,4,4,2,2,4,5,4,3,3,2,4,4,4,2,2,3,3,2,2,2,2,2,4,3,4,3,2,2,3,4,3,4,4,2,2,3,0,4,4,2,4,1,0,1,2,112,462,1,3,4,3,3,4,24,60
1,112,463,1,1,1,3,5,2,2,2,4,3,2,1,4,5,1,3,4,3,3,3,4,3,1,4,2,2,3,4,4,2,2,3,5,4,3,3,5,3,4,4,1,2,2,2,1,1,2,2,3,4,4,4,4,3,4,4,4,3,5,3,2,1,3,0,4,4,2,2,2,1,2,2,112,463,3,3,1,3,3,3,31,17
1,112,464,1,2,1,3,5,2,3,4,3,2,3,4,5,4,2,3,4,3,3,4,3,3,1,4,3,2,4,2,4,2,2,4,3,3,3,3,2,2,4,2,6,2,0,0,2,2,2,2,3,4,3,2,2,2,3,4,3,3,3,2,2,1,3,2,4,2,2,2,2,2,3,2,112,464,1,0,4,3,1,3,32,64
1,112,465,1,1,1,3,5,2,4,4,4,3,4,4,0,5,1,3,4,4,2,4,4,4,1,1,2,1,1,4,4,2,2,4,5,4,3,3,4,4,4,5,6,3,3,3,1,3,3,2,4,5,4,5,4,4,4,4,4,4,5,4,1,4,3,6,4,3,2,4,3,1,3,2,112,465,2,3,3,3,3,3,43,37
1,112,466,1,4,1,3,5,2,4,4,4,3,5,4,5,5,1,3,4,4,4,4,4,4,1,4,3,1,4,4,4,2,2,4,5,4,3,3,4,4,4,4,5,4,3,3,1,3,2,3,5,5,5,5,4,4,4,4,4,4,5,4,1,1,1,1,4,4,1,1,4,2,3,2,112,466,0,3,3,3,3,3,33,18
1,112,467,1,1,1,3,5,2,4,4,4,3,5,4,5,5,5,3,3,3,3,4,4,4,1,4,3,2,4,4,4,2,2,3,5,4,3,3,4,4,4,4,5,4,2,1,3,4,3,3,5,2,5,5,4,0,0,0,0,0,0,4,3,3,0,0,0,0,0,5,0,3,0,2,112,467,4,0,4,4,0,4,61,54
1,112,468,1,1,1,3,5,2,3,3,3,3,2,3,2,4,1,2,3,3,3,3,3,3,1,4,3,2,2,2,3,2,2,3,4,3,3,3,4,4,4,3,4,2,1,1,2,1,3,2,2,4,3,4,4,3,3,4,4,3,4,4,1,2,3,2,4,4,2,2,2,0,3,2,112,468,3,3,3,3,3,3,83,33
1,112,469,1,1,1,3,5,3,4,4,4,1,3,1,3,5,1,1,1,1,3,1,4,1,1,1,3,1,1,4,1,2,2,2,5,4,3,3,4,4,4,4,2,1,1,1,1,1,1,1,1,4,2,3,4,1,3,4,4,4,5,4,2,2,3,3,4,4,1,1,4,2,2,2,112,469,1,3,1,3,1,3,73,80
1,112,470,1,1,1,3,5,2,1,4,4,3,1,1,3,3,1,1,4,1,3,1,3,3,1,1,2,1,1,1,3,2,2,2,4,3,3,3,2,2,3,3,2,2,2,3,2,2,2,2,3,4,3,3,3,3,3,3,4,3,4,3,3,3,3,1,4,4,1,1,2,2,2,2,112,470,2,3,3,2,3,3,54,53
1,112,471,1,2,1,3,5,2,3,4,3,2,2,2,0,6,0,0,5,5,1,2,2,2,1,3,3,3,1,2,4,2,2,2,2,4,3,3,2,2,3,3,3,3,2,2,2,3,3,2,4,4,4,3,3,2,2,2,3,3,3,2,3,3,3,2,3,3,2,2,3,3,2,2,112,471,2,2,2,4,2,3,82,7
1,112,472,1,1,1,3,5,2,2,2,3,1,1,2,3,2,3,2,2,2,3,2,2,3,1,2,1,1,3,3,2,2,2,2,3,3,3,3,3,1,1,3,1,1,2,2,2,2,1,2,3,2,3,3,2,2,2,3,1,2,4,3,2,2,3,3,2,3,3,1,2,1,2,2,112,472,2,1,1,2,3,3,53,2
1,112,473,1,2,1,3,5,2,2,4,3,3,2,1,2,4,1,2,3,4,1,2,2,3,1,4,3,2,1,3,4,2,2,3,5,4,3,3,4,2,2,4,2,1,2,2,2,3,1,2,3,4,4,4,4,2,2,4,1,3,5,3,3,1,3,5,4,4,1,1,3,2,2,2,112,473,1,3,3,2,1,1,22,26
1,112,474,1,1,1,3,5,2,4,3,4,3,4,3,4,5,1,2,4,3,2,3,3,2,1,4,2,2,4,4,4,2,2,2,5,4,3,3,2,2,4,4,2,1,1,1,1,2,2,2,2,3,3,5,3,2,2,2,4,4,5,3,3,3,3,1,4,4,3,1,1,2,1,2,112,474,2,3,3,3,3,3,53,8
1,112,475,1,1,1,3,5,5,2,5,3,4,2,4,5,4,2,2,3,2,3,2,1,5,3,4,3,2,2,2,3,2,2,1,4,3,2,1,2,1,1,2,4,1,3,2,1,1,1,2,2,3,2,2,2,3,2,2,2,3,4,3,3,2,1,3,3,4,1,1,2,2,1,2,112,475,3,1,2,2,3,3,31,69
1,112,476,1,2,1,3,5,2,2,3,3,2,1,2,2,4,2,2,2,1,3,3,2,2,3,4,3,1,1,2,2,2,2,2,4,4,3,2,3,3,3,2,6,3,3,3,2,3,3,3,4,3,4,4,4,3,2,4,4,3,4,2,1,1,3,4,4,3,1,2,2,2,1,2,112,476,1,3,2,3,1,3,42,43
1,112,477,1,1,1,3,5,3,4,4,3,3,2,3,5,5,1,3,3,2,3,3,2,3,1,1,3,2,2,3,4,2,2,3,5,3,3,3,3,4,4,4,5,3,3,1,3,2,2,2,4,4,4,5,3,3,3,4,5,4,4,3,2,1,3,1,4,4,2,3,1,2,2,2,112,477,1,3,3,3,2,2,14,11
1,112,478,1,1,1,3,5,3,3,4,4,3,3,4,4,4,1,3,4,4,3,3,3,3,1,1,3,6,1,1,4,2,2,3,5,4,3,3,4,3,4,3,3,4,3,3,3,3,1,3,4,4,4,4,4,3,3,4,4,4,5,3,1,1,1,1,4,4,2,1,3,3,3,2,112,478,3,3,1,3,3,4,62,18
1,112,479,1,2,1,3,5,2,4,4,3,3,5,3,4,5,1,3,3,3,2,3,3,3,1,1,1,2,3,2,4,2,2,3,5,4,3,3,1,2,3,3,4,3,3,1,3,1,3,3,4,2,2,4,4,3,1,3,3,4,4,1,2,4,3,3,4,4,2,1,1,2,2,2,112,479,3,1,3,2,3,3,24,15
1,112,480,1,1,1,3,5,2,4,4,3,3,5,4,5,5,1,3,4,4,2,4,4,4,1,1,3,6,4,4,4,2,2,4,2,4,3,3,4,4,4,4,5,4,3,3,3,3,3,3,5,5,5,5,4,4,4,4,4,4,4,4,2,1,3,1,4,4,4,4,1,0,3,2,112,480,3,3,1,3,1,3,51,63
1,112,481,1,2,1,3,5,2,2,5,4,2,2,2,2,2,2,2,4,1,1,2,2,2,1,1,1,6,2,2,4,1,1,2,5,4,3,3,2,2,3,3,5,3,2,1,2,3,2,2,3,3,2,3,4,2,2,2,3,4,5,2,3,2,5,3,3,4,1,2,3,2,1,2,112,481,2,2,2,2,2,3,53,23
1,112,482,1,1,1,3,5,2,3,4,4,3,5,3,4,5,2,2,3,3,2,3,3,2,3,3,3,2,2,2,3,2,2,3,5,4,3,3,2,3,3,3,4,3,3,2,2,3,2,2,3,4,3,3,3,2,3,4,3,3,3,3,3,2,3,4,4,4,2,2,2,2,1,2,112,482,2,3,2,3,3,3,42,59
1,112,483,1,2,1,3,5,2,3,3,5,3,3,3,2,5,1,1,1,3,3,2,2,4,3,4,3,2,2,3,3,2,2,3,4,4,3,3,4,4,3,4,4,3,3,3,1,3,2,3,5,3,4,4,2,2,2,4,3,4,4,2,2,3,3,6,4,4,2,3,2,0,1,2,112,483,1,1,1,1,1,1,54,12
1,112,484,1,1,1,3,5,2,2,3,4,3,5,4,2,5,3,1,4,2,3,4,3,2,3,3,3,1,3,4,4,2,2,3,5,4,3,3,2,4,4,3,5,3,3,2,1,3,3,2,4,5,4,4,3,3,4,4,4,4,5,4,1,1,3,1,4,2,2,1,2,2,3,2,112,484,3,3,2,3,2,3,72,49
1,112,485,1,1,1,3,5,2,3,2,4,2,1,3,3,3,1,2,2,1,2,2,5,3,3,4,3,6,2,2,2,2,2,3,2,4,3,3,2,2,4,4,2,2,2,2,1,2,2,2,2,4,3,4,3,4,4,4,4,3,4,3,1,2,3,1,4,4,2,1,0,3,0,2,112,485,4,0,4,4,3,3,41,39
1,112,486,1,1,1,3,5,2,2,1,3,4,4,4,4,5,1,2,3,4,4,4,4,4,3,1,2,1,4,4,3,2,2,3,3,4,3,3,5,4,4,4,5,4,3,3,3,3,3,3,5,5,5,5,4,4,4,4,4,4,5,4,1,1,2,5,4,4,4,4,3,2,3,2,112,486,3,3,3,3,3,3,13,55
1,112,487,1,1,1,3,5,2,5,6,0,0,0,0,0,6,0,3,0,5,3,1,1,4,3,1,3,2,4,4,1,1,1,1,1,4,3,3,4,1,2,4,1,1,1,1,1,1,1,1,2,2,4,3,2,4,1,4,4,2,5,1,2,1,3,1,2,4,4,1,4,3,2,2,112,487,1,1,3,1,1,1,71,74
1,112,488,1,3,1,3,5,2,4,4,5,4,1,1,2,3,1,1,1,1,1,1,1,1,2,4,3,4,1,2,4,1,1,1,3,4,3,3,3,2,4,4,2,1,1,1,1,1,3,1,2,4,4,3,2,3,3,2,5,4,3,1,3,1,3,3,4,4,2,2,3,2,1,2,112,488,1,1,1,2,3,1,93,40
