CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.7..1,Q.8A.,Q.8B.,Q.9.,Q.9..1,Q.10.,Q.11.,Q.12.,Q.13.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37A.,Q.38A.,Q.38B.,Q.38C.,Q.38D.,Q.38E.,Q.38F.,Q.38G.,Q.38H.,Q.38I.,Q.38J.,Q.38K.,Q.38L.,Q.38M.,Q.39A.,Q.39B.,Q.39C.,Q.39D.,Q.39E.,Q.40.,Q.41.,Q.42.,Q.43.,Q.43..1,Q.43..2,CARD..1,DECK..1,BALLOT..1,X.,X..1,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.49..1,Q.49..2,Q.49..3,Q.49..4,Q.49..5,Q.49..6,Q.49..7,Q.49..8,Q.49..9,Q.49..10,Q.49..11,Q.49..12,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57A.,Q.57B.,Q.57C.,Q.57D.,Q.57E.,Q.57F.,Q.57G.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.68.,Q.70.,Q.71.,Q.72.,Q.73.,Q.74.,Q.75.,Q.76.,Q.77.,Q.78.,Q.79.,Q.80.,Q.81.,Q.81..1,Q.81..2,Q.81..3,Q.81..4,Q.82.,V.83.,V.84.,V.85.,V.86.
1,141,1795,4,5,2,4,5,3,7,73,1,7,7,1,9,10,5,6,33,0,1,2,1,3,2,3,3,3,2,3,1,1,1,2,3,3,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,3,2,2,2,2,2,141,1795,1,2,2,2,2,2,0,1,2,2,2,1,2,2,1,2,1,2,2,2,3,1,4,2,1,1,4,2,2,2,2,2,2,1,1,3,3,1,2,2,0,3,2,1,2,2,2,2,5,4,3,5,1,1,1,2,2,1,2,2,1,0,2,244,2
1,141,1796,4,10,1,4,5,5,3,31,1,3,3,1,6,9,1,5,30,8,1,2,4,2,3,2,3,3,2,4,4,2,3,3,3,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,1,2,2,2,141,1796,2,2,2,2,6,1,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,1,3,2,4,3,3,2,2,2,2,1,2,1,1,1,3,1,2,2,2,4,4,1,2,2,2,4,4,4,2,5,1,2,2,2,2,1,2,2,2,3,2,323,1
1,141,1797,2,9,1,4,6,1,6,62,1,6,6,1,3,9,9,11,33,8,2,2,4,3,3,3,3,3,3,4,3,1,3,3,3,3,2,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,141,1797,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,3,1,4,2,1,1,3,2,1,2,2,2,2,2,1,3,3,1,1,2,1,1,2,1,1,2,2,2,3,3,4,5,1,2,1,1,2,2,2,2,2,2,1,273,1
1,141,1798,1,10,1,4,6,5,1,16,1,1,1,1,5,10,3,5,33,1,1,1,4,3,1,3,3,1,3,2,2,1,3,3,2,2,3,3,0,0,0,0,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,141,1798,2,2,2,3,2,6,1,2,2,2,1,2,2,1,2,2,1,2,1,2,2,3,4,2,3,3,0,2,1,1,2,2,1,2,1,1,3,1,1,1,1,1,2,3,3,2,2,2,2,2,4,5,2,1,1,1,2,2,2,2,2,0,1,223,4
1,141,1799,4,10,2,4,5,6,3,35,1,3,3,1,1,10,5,6,33,2,1,2,1,2,2,2,1,2,1,3,1,3,3,4,3,3,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,141,1799,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,1,3,4,2,3,1,4,2,1,2,2,1,2,2,1,3,3,1,2,2,0,2,2,1,2,2,1,2,4,3,3,5,1,3,1,1,2,2,2,2,2,0,1,250,3
1,141,1800,8,11,1,4,6,1,4,41,1,4,4,1,2,7,2,4,30,0,1,1,1,4,2,3,3,0,3,0,0,0,0,0,2,4,2,2,1,2,1,2,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,141,1800,1,2,2,2,3,3,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,4,3,2,3,3,3,2,1,2,1,1,2,3,1,1,3,1,2,2,2,3,4,1,2,2,2,3,4,3,3,5,1,3,1,1,2,2,2,2,2,0,1,283,4
1,141,1801,2,5,1,4,5,2,9,92,1,9,9,1,4,9,4,6,33,2,1,1,4,3,1,3,3,1,3,2,4,1,3,3,3,4,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,141,1801,1,2,1,1,6,4,2,2,1,2,1,2,2,2,2,2,1,2,1,2,1,3,4,2,4,3,3,2,2,2,2,1,2,1,1,1,3,1,2,2,2,2,3,1,4,2,2,2,2,2,1,3,1,2,1,2,2,1,2,2,3,0,5,172,3
1,141,1802,1,9,2,4,6,5,7,74,1,7,0,4,6,9,5,7,33,2,2,3,7,3,2,2,3,2,2,3,3,1,3,3,3,1,3,2,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,1,2,2,1,3,2,2,2,2,2,141,1802,1,2,2,2,4,5,3,2,2,2,1,2,2,2,2,2,1,2,1,2,4,4,4,1,3,1,4,2,2,2,2,2,1,2,2,1,3,1,2,2,2,3,3,3,3,1,2,1,3,2,4,3,2,3,2,2,2,2,1,2,1,0,5,424,3
1,141,1803,2,4,2,4,6,5,3,31,1,3,3,1,2,7,4,5,33,1,1,1,4,1,1,3,4,1,2,2,1,1,3,2,3,2,2,2,3,2,1,1,2,2,1,1,2,2,1,1,2,1,2,2,1,2,1,1,5,2,2,2,1,2,141,1803,2,2,3,2,5,6,4,2,2,2,2,2,2,2,2,2,1,2,1,2,3,3,4,2,3,3,4,2,1,1,2,2,1,2,1,3,3,3,2,1,2,2,2,1,2,1,2,2,2,3,3,7,2,2,1,2,2,2,1,2,2,0,5,450,4
1,141,1804,6,10,1,4,5,2,7,74,1,7,7,1,3,9,9,4,33,4,1,1,1,3,1,3,3,1,0,2,1,1,2,2,1,4,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,141,1804,1,2,2,4,5,4,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,3,4,2,4,4,4,2,2,2,2,1,1,2,1,1,3,1,2,2,0,3,3,1,2,2,2,2,2,6,3,5,1,3,1,2,2,1,2,2,2,0,4,110,4
1,141,1805,1,7,1,4,6,6,6,61,1,6,6,1,3,7,4,6,33,1,1,1,4,1,2,3,4,3,3,2,2,1,3,3,3,2,2,2,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,141,1805,1,2,1,1,3,2,1,1,2,2,1,2,2,2,2,2,1,2,1,2,1,4,3,2,4,1,4,1,1,2,2,1,2,2,1,3,3,1,2,2,2,2,2,3,1,2,2,4,4,4,2,8,1,3,1,2,1,1,1,2,2,0,4,299,4
1,141,1806,8,7,1,4,6,1,3,34,1,3,3,1,4,7,4,4,33,8,2,1,7,2,2,2,2,3,3,4,3,2,3,3,3,3,2,2,1,1,1,0,1,0,1,0,1,3,0,0,0,0,2,2,2,2,2,2,2,2,2,1,2,2,141,1806,2,2,1,1,5,3,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,3,4,2,3,2,4,2,2,2,2,2,1,2,1,3,2,1,2,2,2,4,4,3,2,2,2,2,4,5,4,8,1,4,2,2,2,1,2,2,2,1,3,104,1
1,141,1807,6,10,1,4,6,4,5,56,1,5,5,1,7,9,4,5,33,0,2,2,4,2,2,2,2,3,3,4,3,2,2,3,3,3,2,3,1,1,1,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,4,4,2,2,2,1,2,141,1807,2,2,3,3,4,5,3,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,4,2,3,1,4,2,2,1,2,2,1,2,1,3,4,2,2,2,0,2,4,3,4,1,2,2,2,2,3,1,1,3,1,2,2,2,1,2,1,2,4,238,2
1,141,1808,4,7,1,4,5,2,2,23,2,5,0,4,1,0,3,5,33,0,1,2,2,2,4,3,3,3,3,4,1,1,3,3,3,3,3,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,141,1808,2,2,1,2,3,6,4,2,2,2,2,2,1,2,2,2,1,2,1,2,1,3,0,1,1,3,3,2,2,2,2,2,1,2,1,4,3,3,2,2,2,2,2,3,3,2,2,2,4,6,5,3,1,2,2,2,2,2,2,1,0,2,4,156,2
1,141,1809,2,4,1,4,5,1,4,41,1,4,4,1,3,10,5,4,33,4,1,1,1,4,1,2,4,1,3,4,4,1,4,4,3,4,3,3,1,1,0,0,0,0,0,0,0,3,0,0,0,1,2,2,2,2,1,1,1,2,1,2,2,2,141,1809,2,2,1,1,1,5,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,4,4,2,3,3,3,1,2,3,2,1,2,2,3,3,4,2,2,2,2,2,2,2,1,2,1,2,3,2,5,3,1,0,1,2,2,2,1,2,1,0,4,255,3
1,141,1810,4,10,2,4,5,6,2,22,1,2,2,1,2,7,3,10,74,1,1,1,4,1,1,3,4,1,2,3,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,3,2,2,1,2,2,141,1810,2,2,1,1,3,3,1,2,1,2,1,2,2,2,1,2,2,2,1,2,1,3,4,2,2,1,3,2,2,1,2,2,2,1,1,1,3,1,2,2,2,3,4,1,1,1,2,2,5,5,3,5,1,3,1,2,2,2,1,2,1,0,4,419,3
1,141,1811,1,5,1,4,6,1,3,32,1,3,3,1,2,6,3,6,77,4,2,1,1,1,4,3,3,1,3,2,0,1,1,4,0,3,2,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,2,141,1811,2,2,1,1,5,6,3,2,2,2,1,2,2,2,2,2,2,2,1,2,4,0,0,1,4,1,1,0,4,4,1,0,0,0,1,1,3,2,2,2,2,3,3,1,1,1,4,2,2,2,3,5,1,1,2,2,2,2,1,2,1,0,4,128,4
1,141,1812,1,3,1,4,5,1,5,54,1,5,5,3,6,9,4,7,77,1,1,2,4,3,4,3,4,1,3,4,4,4,2,2,3,3,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,141,1812,1,2,1,1,5,4,1,1,1,2,2,2,2,1,2,2,2,2,1,2,3,2,4,4,3,1,3,1,2,1,2,1,1,1,1,3,3,1,2,2,2,2,4,1,1,1,1,3,2,2,1,5,1,3,1,2,2,2,1,2,1,0,4,174,3
1,141,1813,1,4,1,4,5,2,2,22,1,2,2,1,10,9,5,7,99,3,3,2,1,1,1,3,3,1,3,1,1,1,3,4,3,3,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,141,1813,2,2,1,5,1,1,1,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,1,3,1,2,2,2,3,2,1,1,2,1,2,2,2,1,5,1,4,1,2,2,2,1,2,1,0,4,153,4
1,141,1814,2,4,1,4,5,1,3,33,1,3,3,1,10,10,5,7,77,3,1,1,3,1,2,3,4,2,2,4,1,4,3,1,3,3,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,141,1814,2,2,2,1,4,5,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,4,3,2,2,4,2,1,2,2,2,1,2,2,2,1,3,3,1,2,2,3,3,1,2,2,2,5,1,4,3,5,1,1,1,2,2,2,1,2,1,0,4,91,3
1,141,1815,1,10,2,4,5,5,9,93,1,9,9,1,3,9,1,7,99,1,1,2,4,1,1,3,4,2,2,1,1,1,2,2,1,3,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,1,1,2,1,1,2,1,1,1,2,2,2,2,141,1815,1,2,2,1,3,3,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,3,4,2,3,1,3,2,2,2,2,1,1,2,0,1,3,2,2,2,2,3,2,4,1,1,2,3,3,4,3,5,1,2,1,2,2,1,2,2,7,0,4,334,4
1,141,1816,1,8,1,4,5,1,9,92,1,9,9,1,6,7,3,4,99,1,1,1,3,1,1,2,3,1,3,0,0,0,0,0,0,4,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,3,2,1,1,2,141,1816,2,2,3,3,4,0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,2,0,0,2,2,2,2,1,1,1,1,3,3,1,2,2,2,4,3,1,2,1,1,4,5,5,2,5,2,4,1,1,2,2,2,2,7,0,4,38,4
1,141,1817,1,8,2,4,5,2,4,43,1,4,4,1,2,4,3,5,77,0,1,2,7,2,3,3,4,2,0,2,0,0,0,0,1,3,1,0,1,1,0,1,1,0,1,1,0,3,0,0,0,0,0,0,0,1,0,5,0,0,2,2,2,2,141,1817,2,1,1,1,1,4,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,4,0,0,2,0,2,3,3,4,4,1,2,3,3,3,4,5,1,1,3,1,2,2,2,2,1,0,4,350,4
1,141,1818,2,0,2,4,5,1,6,62,1,6,0,5,6,0,9,6,80,4,1,1,1,1,1,3,4,1,0,1,1,1,1,1,1,4,1,1,1,1,0,0,0,0,0,0,0,3,0,2,0,0,2,2,2,1,2,1,2,3,1,2,2,2,141,1818,2,2,1,1,1,3,2,2,2,1,2,2,2,2,2,2,2,2,1,2,4,4,3,1,2,1,1,0,4,4,0,0,0,0,1,1,0,1,2,2,0,3,3,1,1,1,1,5,3,3,1,5,1,1,1,2,1,2,2,2,1,0,4,432,4
1,141,1819,6,5,1,4,5,2,12,0,3,0,0,5,3,9,5,11,99,2,3,2,1,1,1,3,3,1,2,2,1,1,1,1,3,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,1,2,2,141,1819,2,2,1,2,3,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,4,2,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,3,2,1,2,2,2,2,2,5,1,4,1,2,2,1,2,2,1,0,4,250,4
1,141,1820,8,11,2,8,5,6,2,21,1,2,2,1,3,9,9,1,12,8,2,2,2,2,3,3,4,2,3,3,2,1,3,3,2,4,4,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,2,2,1,2,2,2,141,1820,2,2,2,2,3,5,2,2,1,2,2,1,2,2,1,2,2,2,1,2,3,3,4,2,4,2,3,2,2,2,2,1,3,2,1,1,3,1,2,2,0,3,3,2,2,2,2,2,5,5,4,4,1,0,0,1,2,2,2,2,1,6,3,300,2
1,141,1821,6,9,2,8,5,6,3,31,2,5,3,1,6,11,7,1,12,0,1,2,4,3,2,3,3,1,0,2,2,1,2,2,1,4,3,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,141,1821,2,2,4,2,2,4,3,2,2,2,2,2,2,1,2,2,2,2,1,2,1,3,4,2,3,1,4,2,2,2,2,2,1,2,1,3,2,1,2,2,2,2,2,3,4,2,4,4,4,4,3,1,1,4,3,1,2,2,2,2,1,0,2,98,4
1,141,1822,6,8,1,8,5,5,2,23,1,2,2,1,6,11,7,12,12,2,1,2,5,5,1,3,3,1,2,1,2,1,2,3,1,3,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,141,1822,2,2,1,4,3,6,3,2,1,2,2,1,2,2,2,2,2,2,1,2,3,3,4,2,4,1,3,2,2,1,2,2,2,2,2,2,4,1,2,2,0,2,2,2,3,2,2,2,2,4,3,1,1,2,1,1,2,2,2,2,2,0,2,382,4
1,141,1823,4,10,1,8,5,6,9,93,1,9,9,1,2,7,1,0,12,3,3,1,1,4,1,3,3,1,0,1,1,1,2,3,1,4,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,0,2,2,2,1,2,4,1,1,2,2,2,2,141,1823,1,2,1,1,7,6,5,1,2,2,2,2,2,2,2,2,1,2,1,2,3,3,4,2,4,1,3,2,1,2,2,1,2,2,1,1,3,1,2,2,0,3,3,1,1,2,2,6,4,4,2,1,1,2,1,1,2,2,2,2,7,0,2,355,4
1,141,1824,4,11,1,8,5,4,3,33,1,3,3,1,3,9,2,12,12,5,1,1,5,1,1,3,4,1,0,1,1,1,2,2,1,3,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,2,2,2,141,1824,1,2,2,1,6,3,2,2,1,2,2,1,2,2,2,2,2,2,1,2,3,3,1,2,4,1,4,2,1,2,2,2,2,2,2,2,1,1,2,2,0,3,4,2,2,2,2,2,3,4,3,5,1,2,1,1,2,2,2,2,2,0,1,117,4
1,141,1825,4,7,2,8,6,6,2,21,1,2,2,1,4,11,7,12,12,0,0,3,7,5,2,3,3,0,3,2,2,1,2,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,1,5,2,2,2,1,2,141,1825,2,2,2,4,3,5,4,1,2,2,2,2,2,2,1,1,2,2,1,2,4,3,4,2,3,1,3,2,2,2,2,2,2,2,2,2,3,1,2,2,0,3,2,1,3,1,2,1,4,3,3,6,1,5,2,1,2,2,2,2,3,0,1,159,4
1,141,1826,8,10,1,8,6,5,2,23,1,2,2,1,4,9,4,3,12,0,1,2,2,3,2,2,2,2,3,4,3,2,3,3,3,3,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,141,1826,2,2,1,2,5,3,2,2,1,2,1,1,1,2,2,1,1,2,2,2,1,3,4,2,3,1,4,2,1,2,2,2,1,2,1,3,2,1,2,2,2,4,2,2,3,2,2,2,4,4,3,4,1,3,2,1,2,2,2,2,2,0,1,195,3
1,141,1827,6,6,1,8,6,5,4,43,1,4,4,1,10,11,7,12,12,2,1,1,3,5,1,3,3,1,3,1,1,1,2,3,1,4,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,5,3,2,1,2,2,2,141,1827,2,2,1,5,6,6,5,2,2,2,2,2,2,2,2,2,2,2,1,2,4,4,4,2,4,3,3,2,1,1,2,1,2,2,2,1,3,1,2,2,2,3,3,1,2,3,2,3,4,4,3,1,1,4,1,1,2,2,2,2,7,0,5,502,4
1,141,1828,9,8,1,8,7,5,1,13,1,1,1,1,4,10,5,12,12,0,3,3,7,5,1,2,2,2,1,2,2,2,3,3,3,4,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,141,1828,1,2,2,1,5,3,1,1,2,2,2,2,2,1,1,2,2,2,1,2,2,3,1,3,3,1,3,2,2,2,2,2,2,1,2,2,4,1,2,2,0,3,3,2,2,2,1,2,4,4,2,3,1,4,1,2,2,1,2,2,7,0,5,302,4
1,141,1829,4,9,1,8,6,5,7,72,1,7,7,1,3,6,11,10,10,2,3,2,4,0,1,2,3,2,3,3,2,1,3,3,4,1,3,1,2,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,4,1,2,2,1,2,2,141,1829,2,2,1,1,6,4,1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,3,2,2,4,1,4,2,1,1,2,2,2,1,3,2,0,1,2,2,0,2,2,3,3,2,4,1,2,2,5,3,1,2,3,2,2,1,2,2,1,0,5,145,3
1,141,1830,6,9,1,8,6,6,3,31,1,3,3,1,7,10,5,11,12,2,3,3,7,3,2,2,2,2,3,3,2,1,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,141,1830,1,2,1,2,6,3,5,2,1,2,2,2,2,1,2,2,1,2,1,2,3,3,4,2,4,1,3,2,2,1,2,2,2,2,3,1,3,1,1,2,2,3,2,1,2,2,1,3,4,4,2,2,1,3,2,1,2,2,2,2,2,0,4,2,3
1,141,1831,8,8,2,8,6,5,3,31,2,2,2,2,7,10,5,1,12,1,1,1,2,3,1,3,3,1,3,1,1,1,2,2,3,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,2,2,2,4,1,1,2,2,2,2,141,1831,1,2,1,1,2,6,3,2,2,2,2,2,1,2,2,1,1,2,1,2,3,3,4,2,4,1,4,2,2,2,2,2,2,2,2,3,2,1,2,2,2,3,3,3,2,2,1,3,4,3,2,3,1,3,2,1,2,2,2,2,1,0,4,47,4
1,141,1832,6,8,1,8,6,6,2,21,1,2,2,1,9,11,3,12,12,0,3,3,5,5,1,3,3,2,3,1,1,1,3,2,3,4,2,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,141,1832,1,2,2,1,6,4,5,2,1,2,1,2,2,1,2,2,2,2,1,2,1,3,4,2,2,1,3,1,2,2,2,1,1,1,2,2,1,1,2,2,2,3,4,3,3,1,2,2,2,2,3,3,1,1,1,2,2,1,2,2,1,0,4,79,4
1,141,1833,1,9,1,8,3,5,1,14,1,1,1,1,2,6,3,2,3,8,1,2,4,2,4,3,4,3,3,3,1,1,2,2,2,4,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,141,1833,1,2,2,1,5,6,4,1,1,2,2,2,2,2,2,2,1,2,1,2,1,0,4,2,1,1,3,2,1,1,2,3,2,1,2,3,2,1,2,2,2,3,2,2,4,2,2,4,4,4,2,2,1,2,1,1,2,2,2,2,2,2,5,463,1
1,141,1834,6,11,2,8,7,3,1,14,1,1,1,1,2,10,1,10,3,1,1,1,2,1,1,3,3,1,0,1,1,1,1,1,1,4,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,141,1834,1,2,1,2,2,6,3,2,2,2,2,2,2,2,2,2,2,2,1,2,4,3,4,2,4,1,3,2,2,1,2,1,2,1,1,1,3,1,2,2,2,3,3,1,3,1,1,2,2,2,5,6,3,2,1,2,2,1,2,2,1,0,4,270,4
1,141,1835,8,5,1,8,7,2,2,21,1,2,0,4,2,9,5,5,33,8,2,1,4,3,4,2,1,3,3,4,4,1,4,4,3,4,1,1,3,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,1,2,2,2,141,1835,2,2,4,5,6,6,5,1,1,2,2,2,2,2,2,2,2,2,1,2,4,3,4,2,4,3,3,1,1,1,1,2,1,2,2,1,3,1,1,1,2,3,3,3,3,2,2,1,1,1,5,1,1,0,1,1,2,2,2,2,2,2,1,209,1
1,141,1836,4,9,1,8,5,5,1,14,1,1,1,1,2,7,3,1,33,1,1,1,4,2,1,3,3,1,3,1,1,1,2,1,2,3,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,141,1836,2,1,1,1,5,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,3,3,4,2,3,1,3,2,2,2,2,1,2,1,4,3,4,1,2,2,1,1,2,1,4,2,2,3,3,2,2,2,1,2,1,1,2,2,2,2,3,0,2,388,4
1,141,1837,8,10,2,8,6,6,5,53,1,5,0,4,2,9,4,2,35,8,2,2,7,3,3,3,3,3,3,4,3,1,2,3,3,2,3,1,2,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,4,2,2,1,2,2,2,141,1837,2,2,1,1,6,2,5,2,1,1,2,2,2,1,2,2,2,2,1,2,1,3,4,2,4,1,3,2,2,2,2,1,2,1,1,1,3,1,2,2,0,4,2,4,3,2,2,2,4,2,4,3,1,4,1,2,2,1,2,2,1,2,5,399,1
1,141,1838,9,10,1,8,6,4,6,61,1,6,7,3,4,10,3,10,74,1,1,1,4,3,2,3,3,1,3,2,1,1,2,2,2,3,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,141,1838,1,2,1,1,4,6,3,2,2,2,2,1,2,1,2,2,1,2,1,2,2,3,4,2,4,1,3,2,2,2,1,1,2,2,3,2,4,1,2,2,0,2,2,2,2,3,2,2,3,3,3,8,2,4,1,2,2,1,2,2,1,0,4,478,4
1,141,1839,8,11,1,8,6,6,2,21,1,2,2,1,3,11,5,1,75,0,1,3,4,3,1,2,2,3,3,3,4,1,1,2,1,2,2,2,1,2,1,2,2,2,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,141,1839,2,2,1,1,2,6,4,1,1,2,2,2,2,2,2,2,1,2,1,2,4,3,4,2,4,3,3,2,2,1,2,2,1,2,1,1,3,1,2,2,2,4,2,1,4,3,2,2,6,2,4,8,1,2,2,2,2,1,2,2,2,0,3,423,2
1,141,1840,8,8,1,8,6,6,2,23,2,2,2,2,2,7,3,8,64,1,1,1,4,1,1,3,4,1,3,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,3,1,1,2,2,2,2,141,1840,1,2,2,2,5,6,0,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,4,2,4,1,3,2,2,2,2,2,1,2,3,3,2,1,2,2,2,4,2,2,3,1,4,3,3,2,3,1,2,2,2,1,2,2,2,2,2,0,4,409,4
1,141,1841,4,5,1,8,5,6,2,21,1,2,2,1,5,9,5,12,64,2,3,3,7,5,1,3,3,2,0,2,1,1,2,2,3,2,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,5,2,1,2,2,2,2,141,1841,1,2,2,3,6,2,5,2,1,2,2,2,2,1,2,2,1,2,1,2,3,3,4,2,4,1,3,2,2,2,2,2,2,2,2,3,4,1,2,2,0,4,2,3,2,3,1,6,5,3,4,1,2,2,0,2,2,2,2,1,1,0,4,61,4
1,141,1842,2,11,2,8,5,6,7,74,1,7,7,1,3,10,1,1,64,1,1,1,2,1,1,3,4,1,0,2,2,1,1,2,1,4,2,1,3,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,141,1842,1,2,1,2,5,6,2,2,1,2,1,1,2,2,1,2,1,2,2,2,3,3,4,2,4,1,3,2,2,1,2,2,2,2,1,1,3,1,2,2,0,3,4,1,2,1,1,2,2,2,3,2,2,2,2,1,2,2,2,2,1,0,4,178,4
1,141,1843,3,10,2,8,5,6,2,21,1,2,2,1,3,10,5,1,74,1,1,1,4,3,4,3,4,1,0,1,1,1,4,4,2,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,141,1843,2,2,1,1,6,3,5,2,1,2,2,2,2,1,2,2,1,2,1,2,2,3,4,2,4,1,3,2,2,2,2,1,2,1,1,1,3,1,2,2,2,3,2,1,3,2,2,2,3,2,3,5,1,3,2,2,2,1,2,2,1,0,2,407,4
