CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2A.,Q.2B.,Q.3.,Q.4.,Q.5A.,Q.5B.,Q.6A.,Q.6A..1,Q.6B.,Q.7.,Q.8.,Q.9A.,Q.9B.,Q.10.,Q.11.,Q.12.,Q.13A.,Q.13B.,Q.14A.,Q.14A..1,Q.14B.,Q.14B..1,Q.14C.,Q.15A.,Q.15B.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24A.,Q.24B.,Q.24C.,Q.24D.,Q.24E.,Q.24F.,Q.24G.,Q.25A.,Q.25B.,Q.25C.,Q.25D.,Q.25E.,Q.25F.,Q.25G.,Q.25H.,Q.25I.,Q.26A.,Q.26B.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.26C.,Q.26D.,Q.27A.,Q.27B.,Q.0.,Q.28A.,Q.28B.,Q.29A....HAVE,Q.30A.,Q.30B.,Q.31A.,Q.31B.,Q.32A.,Q.32B.,Q.33.,Q.34.,Q.35.,Q.36A.,Q.36B.,Q.37A.,Q.37B.,V.39.,V.40.
1,135,393,2,3,9,8,4,6,1,1,10,11,5,1,1,3,3,1,2,7,5,11,6,7,2,2,3,3,2,2,1,3,1,3,3,1,2,3,4,4,3,4,1,3,2,5,3,2,2,2,3,5,3,7,4,2,135,393,2,3,3,3,5,0,3,2,2,1,1,2,4,3,1,1,1,3,3,4,3,1,8,90
1,135,394,2,6,8,8,6,3,2,2,12,11,3,3,2,3,6,2,2,7,2,6,6,6,2,2,3,3,2,2,1,1,1,2,4,2,1,3,2,2,2,2,2,5,2,5,2,2,2,5,5,5,4,6,6,2,135,394,2,3,2,5,5,0,3,2,2,1,3,1,4,3,1,1,2,1,2,2,1,1,7,97
1,135,395,2,8,7,2,7,6,2,2,21,3,7,2,2,2,3,1,2,7,4,6,7,7,2,2,3,3,2,3,2,1,1,3,3,3,2,2,2,3,3,4,2,5,3,5,4,2,3,5,5,5,3,4,6,2,135,395,2,2,2,7,5,0,3,2,1,3,3,1,3,2,1,1,1,1,1,3,5,4,10,34
1,135,396,2,5,6,10,7,2,1,1,27,1,7,2,2,7,1,1,2,7,3,6,7,9,2,3,6,1,1,1,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,3,3,6,2,135,396,2,3,2,5,1,0,3,2,1,1,3,1,4,3,1,1,4,4,3,4,1,0,8,51
1,135,397,2,4,7,6,4,6,2,1,27,2,7,1,1,2,2,1,2,7,3,6,7,7,2,2,3,3,2,1,2,1,2,2,3,1,2,4,4,4,4,2,2,2,1,5,2,2,2,2,2,5,3,4,4,2,135,397,2,3,11,3,9,0,3,2,1,1,2,1,3,3,1,1,1,1,3,2,2,1,10,41
1,135,398,2,9,6,5,7,4,2,1,29,1,5,1,1,2,2,1,2,7,3,6,7,9,2,3,0,3,2,2,1,1,2,2,2,2,1,4,4,4,2,2,1,5,2,5,2,4,3,5,5,5,3,1,11,2,135,398,2,1,11,7,7,0,3,1,1,1,3,2,2,3,1,1,1,1,2,3,2,1,9,50
1,135,399,2,6,6,5,6,6,2,2,29,1,5,1,2,2,5,2,2,7,2,6,7,8,2,3,4,3,2,2,2,2,1,2,3,4,3,3,4,4,1,3,2,5,2,5,4,2,3,5,5,5,3,7,1,2,135,399,2,1,5,6,4,0,2,4,1,1,3,1,3,2,1,1,1,1,3,3,1,2,9,64
1,135,400,2,10,6,5,7,9,1,1,29,1,5,1,2,2,2,1,3,7,3,6,7,8,2,3,4,3,2,3,2,1,1,2,3,2,2,4,4,2,1,3,2,5,2,5,2,2,2,5,5,5,3,8,5,2,135,400,2,10,10,8,7,0,3,2,2,1,1,1,3,1,1,1,2,1,1,3,1,2,9,54
1,135,401,2,9,7,7,7,6,2,3,18,1,6,3,2,2,2,1,2,1,2,6,7,7,2,2,4,3,2,3,3,1,1,2,3,3,3,3,3,4,1,2,1,5,1,5,2,1,2,5,5,5,3,8,2,2,135,401,2,11,11,6,6,0,3,2,1,1,3,1,3,2,1,3,3,5,5,4,4,1,6,17
1,135,402,2,7,7,5,7,3,3,2,24,11,8,1,2,2,5,1,3,7,4,11,9,10,2,2,9,1,2,2,2,1,2,2,3,3,4,4,4,2,1,4,2,6,2,4,3,2,2,0,0,0,4,1,5,2,135,402,2,3,11,8,4,0,3,2,1,1,1,2,4,4,1,1,1,1,5,4,5,4,10,5
1,135,403,2,9,7,6,7,10,2,2,20,2,4,4,2,6,6,1,2,1,3,11,5,6,2,3,4,3,2,2,2,3,1,2,3,3,3,3,3,4,2,3,2,5,2,2,3,2,3,2,2,1,1,6,4,2,135,403,2,2,2,5,6,0,2,1,3,1,3,1,3,2,1,1,2,5,5,4,5,4,6,35
1,135,404,2,4,4,2,3,9,2,1,20,5,4,4,1,2,6,2,2,6,3,8,5,5,2,2,3,3,2,3,2,1,3,2,2,1,6,4,4,4,4,4,2,5,2,5,2,2,4,4,2,5,1,5,3,2,135,404,2,10,10,6,9,0,3,1,1,1,3,2,2,3,1,1,1,2,2,2,1,1,9,78
1,135,405,2,6,7,2,6,4,1,1,22,10,6,1,1,2,4,1,1,7,2,11,5,5,2,2,3,3,2,1,2,1,1,3,2,1,6,2,3,3,2,2,4,5,2,5,4,2,2,2,4,2,3,6,4,2,135,405,2,6,10,6,4,0,3,2,1,3,3,2,3,2,1,1,1,1,2,3,5,1,10,12
1,135,406,2,5,7,2,6,4,2,2,23,10,7,2,2,2,4,1,2,7,3,6,5,5,2,2,3,3,2,2,2,1,1,3,2,2,1,2,2,2,2,3,2,5,2,5,3,2,2,2,3,5,3,6,5,2,135,406,2,4,3,8,5,0,2,2,1,1,3,2,4,5,1,1,1,4,4,4,5,4,10,11
1,135,407,2,10,7,2,7,3,2,1,24,10,6,1,1,2,5,1,2,7,2,11,5,5,2,2,3,3,2,3,3,1,1,2,3,1,1,2,2,1,1,4,1,5,2,2,3,2,4,2,2,5,3,8,8,2,135,407,2,11,11,8,8,0,3,2,2,1,3,2,2,5,1,1,1,3,4,2,5,4,10,1
1,135,408,2,7,7,2,7,9,2,2,25,7,6,1,1,3,6,1,2,7,2,2,5,5,2,2,3,3,2,2,2,1,1,3,2,1,3,2,2,2,1,2,1,5,2,2,2,2,2,5,5,5,3,8,9,2,135,408,2,11,11,8,7,0,3,2,2,3,3,2,4,5,2,3,1,3,3,4,5,4,10,3
1,135,409,2,5,7,2,6,9,3,3,25,11,5,1,1,4,4,1,3,7,10,11,5,0,2,0,6,2,2,1,1,2,3,5,3,3,1,2,2,2,2,3,2,5,2,5,4,4,2,2,2,5,1,0,1,2,135,409,2,0,6,8,4,0,2,2,1,0,1,1,0,1,1,1,1,5,3,4,2,2,10,110
1,135,410,2,9,4,2,7,3,2,1,26,5,4,3,1,2,4,2,1,7,3,6,5,6,2,3,3,3,2,2,2,1,2,1,3,2,3,3,4,3,2,4,2,5,2,5,3,2,4,5,5,5,3,3,5,2,135,410,2,10,10,6,9,0,2,1,1,1,3,2,2,1,1,1,1,1,1,2,1,2,9,77
1,135,411,2,4,9,8,4,6,3,2,15,2,8,1,1,2,2,1,1,7,5,8,5,6,3,3,5,3,2,1,1,2,2,2,2,2,2,3,4,4,1,2,2,5,2,5,2,2,2,2,2,5,3,5,3,2,135,411,2,3,10,5,3,0,3,4,2,1,1,1,2,1,1,1,1,2,3,4,5,0,10,15
1,135,412,2,9,10,9,7,4,2,2,5,0,5,1,1,0,1,1,2,7,2,11,5,7,3,3,4,3,2,4,1,1,2,2,3,3,2,2,3,2,1,2,2,5,2,5,2,2,2,5,5,5,4,3,8,2,135,412,2,11,1,6,6,0,3,2,2,1,1,2,4,2,1,1,2,3,5,4,5,1,6,5
1,135,413,2,6,10,9,7,4,3,2,5,11,3,3,3,2,2,2,3,7,5,11,5,5,3,3,4,3,2,0,5,3,1,0,3,3,3,5,5,5,2,5,2,5,2,5,3,2,2,5,5,5,3,1,7,2,135,413,2,1,11,3,3,0,3,4,3,0,0,2,4,5,5,4,3,5,5,4,5,4,10,72
1,135,414,2,9,10,10,8,3,2,1,5,11,3,2,1,3,1,1,2,7,10,4,5,9,3,3,4,3,2,4,1,1,1,2,1,2,6,1,4,1,1,4,4,5,2,5,2,2,4,5,5,5,4,4,5,2,135,414,2,2,11,7,3,0,3,4,0,1,1,2,4,5,4,3,0,5,5,4,5,4,10,105
1,135,415,2,8,10,9,7,3,1,1,5,11,3,1,1,2,3,2,1,7,5,8,5,6,3,3,3,3,2,2,1,1,1,3,3,1,2,2,2,2,2,2,2,5,2,5,2,2,2,5,5,5,4,3,11,2,135,415,2,4,4,6,6,0,3,2,2,1,3,2,3,3,1,1,1,5,5,4,5,4,6,16
1,135,416,2,8,10,10,8,3,3,2,5,11,3,1,2,6,4,2,2,7,3,10,5,5,3,3,3,3,2,4,2,2,1,0,2,3,6,2,2,2,2,2,2,5,3,5,3,4,3,5,5,5,3,2,1,2,135,416,2,2,2,6,6,0,3,2,2,1,1,1,4,5,1,1,3,5,5,4,5,4,7,99
1,135,417,2,4,8,8,4,8,2,2,6,11,3,1,1,2,2,1,1,7,1,8,5,6,3,3,5,3,2,2,1,1,1,3,1,1,6,2,2,4,2,2,1,2,1,2,2,2,2,2,2,5,3,6,3,2,135,417,2,11,1,3,9,0,3,4,2,1,1,2,4,5,1,4,1,2,3,4,1,2,8,24
1,135,418,2,7,10,9,7,5,2,2,9,11,5,2,1,2,3,1,1,7,3,2,5,5,3,3,4,3,2,4,2,1,1,3,2,2,2,2,2,1,2,2,2,5,2,5,2,2,3,2,4,3,3,3,10,2,135,418,2,1,1,6,5,0,3,2,2,2,3,2,4,5,2,1,1,2,4,4,5,4,10,51
1,135,419,2,10,8,3,7,9,2,1,15,5,7,3,2,2,3,1,2,7,3,4,6,7,3,3,4,3,2,2,1,3,1,2,3,4,6,4,4,2,2,4,2,5,2,5,3,2,2,5,5,5,4,4,6,2,135,419,2,2,2,5,3,0,3,2,1,1,1,1,4,4,1,1,1,1,1,2,3,1,10,27
1,135,420,2,6,7,2,7,4,2,2,17,10,7,3,2,2,5,1,2,7,2,4,6,7,3,3,4,3,2,2,2,2,2,2,3,3,2,3,4,4,2,3,3,5,2,4,2,3,3,5,5,5,4,3,4,2,135,420,2,10,1,5,4,0,2,2,1,1,3,1,3,2,1,1,1,1,0,3,1,1,10,28
1,135,421,2,5,7,2,7,4,2,1,17,8,8,1,2,2,1,1,2,7,3,4,6,7,3,3,5,3,2,2,1,2,1,2,2,3,6,4,4,1,2,2,1,5,1,0,2,2,2,5,5,5,4,3,7,2,135,421,2,11,11,7,6,0,3,2,1,3,3,1,3,3,1,4,3,1,1,2,2,2,10,31
1,135,422,2,8,7,2,7,3,2,2,19,5,6,3,3,2,2,2,2,7,2,6,6,7,3,3,5,3,2,2,2,3,2,2,3,4,4,4,4,4,2,2,2,5,2,5,2,2,3,5,5,5,3,8,5,2,135,422,2,2,1,5,4,0,2,3,1,2,2,2,3,2,1,1,2,1,3,4,5,4,10,30
1,135,423,2,9,6,6,7,4,2,2,21,6,5,1,3,5,6,2,3,7,2,6,6,6,3,3,5,3,2,3,2,1,2,2,4,4,1,2,2,2,1,3,2,5,2,5,2,2,2,5,5,5,4,6,8,2,135,423,2,3,10,10,0,0,3,2,1,3,3,1,2,2,1,1,1,1,1,2,2,1,7,33
1,135,424,2,5,7,2,6,9,2,1,26,2,5,4,1,2,2,1,2,7,2,6,6,6,3,3,3,3,2,2,1,1,1,3,3,2,2,3,3,2,2,2,2,2,1,2,2,2,2,3,2,2,4,6,4,2,135,424,2,11,11,6,6,0,2,2,2,3,3,2,4,2,1,1,1,1,3,4,5,4,10,40
1,135,425,2,8,6,6,7,3,3,2,27,6,7,2,3,6,4,2,3,7,2,6,6,7,3,3,5,3,2,3,2,1,2,2,4,5,5,2,4,3,2,3,2,5,2,5,2,3,3,3,2,1,1,6,3,2,135,425,2,10,10,10,3,0,2,3,1,3,3,1,3,1,1,1,2,1,1,3,3,1,7,29
1,135,426,2,6,6,6,6,9,2,1,27,7,7,4,3,5,5,2,3,7,2,6,6,6,3,3,5,3,2,3,2,1,2,2,5,5,1,5,5,5,5,5,3,5,2,5,2,3,2,5,5,4,1,6,1,2,135,426,2,10,10,10,0,0,3,2,1,3,3,1,2,3,1,1,1,1,1,2,1,1,7,32
1,135,427,2,8,4,2,7,2,3,1,28,3,7,1,2,1,4,1,2,7,8,11,6,6,3,3,5,3,2,2,2,1,1,3,2,2,0,2,2,3,2,3,2,5,2,2,3,2,3,5,5,5,3,3,1,2,135,427,2,2,10,7,4,0,1,5,1,1,3,2,4,3,1,1,2,2,3,4,1,1,9,89
1,135,428,2,7,7,3,7,10,2,2,28,2,5,3,2,2,3,1,2,3,2,6,6,6,3,3,5,3,2,2,2,1,1,2,3,2,6,3,4,5,2,2,2,5,1,5,2,2,2,5,5,5,3,3,2,2,135,428,2,2,2,6,6,0,3,2,1,3,3,2,2,3,1,1,1,1,3,2,3,1,10,102
1,135,429,2,4,4,2,3,6,2,2,29,3,7,4,1,2,3,1,2,7,2,6,6,8,3,3,6,3,2,2,2,2,7,2,5,2,1,2,2,4,2,3,2,3,2,5,4,2,6,2,0,5,1,4,2,2,135,429,2,11,11,6,4,0,1,2,1,1,2,1,3,1,1,1,1,1,1,2,3,1,9,75
1,135,430,2,4,6,5,3,9,3,2,29,1,5,1,1,2,2,1,2,7,3,6,6,8,3,4,3,3,2,2,1,1,2,3,3,1,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,5,3,8,3,2,135,430,2,11,11,4,3,0,2,2,1,1,3,2,2,1,1,1,1,1,1,2,1,1,9,51
1,135,431,2,3,9,7,4,6,1,1,4,1,2,1,2,3,3,1,2,7,0,8,2,4,1,1,0,1,1,4,1,1,1,3,3,2,1,5,5,5,5,5,5,3,2,5,3,3,3,5,5,2,3,5,6,2,135,431,2,3,11,4,4,0,3,4,1,1,1,2,4,5,1,1,1,1,5,4,5,1,6,45
1,135,432,2,3,5,1,3,6,2,2,22,11,2,3,2,3,4,2,2,7,4,8,2,8,1,2,4,1,2,1,2,1,2,2,2,3,1,4,4,4,3,3,2,2,2,1,2,2,2,2,1,4,3,6,11,2,135,432,2,6,6,3,1,0,3,2,3,1,3,2,2,4,1,1,2,1,1,2,2,2,8,21
1,135,433,2,4,7,3,3,5,3,1,22,11,4,1,1,2,5,1,3,7,2,6,2,4,1,2,4,1,2,3,1,1,1,3,3,2,2,4,4,4,2,4,4,4,2,2,3,2,3,4,4,5,3,9,9,2,135,433,2,6,2,3,9,0,2,1,1,1,1,1,3,3,1,1,2,1,3,4,5,1,10,26
1,135,434,2,8,1,1,7,7,2,2,23,11,2,2,1,3,3,1,1,7,3,6,2,2,1,1,3,1,2,1,1,1,1,2,3,1,6,3,4,2,1,2,2,5,2,5,2,2,3,5,5,5,3,10,11,2,135,434,2,10,10,3,9,0,2,2,3,1,2,2,2,3,1,1,1,4,3,4,5,4,7,100
1,135,435,2,5,7,2,6,5,2,2,23,2,5,4,1,2,2,1,3,7,2,11,2,7,1,2,4,1,2,2,2,1,1,2,4,3,6,4,4,4,1,3,2,5,2,5,2,4,4,5,5,5,1,1,4,2,135,435,2,1,10,6,3,0,2,1,1,1,3,2,4,4,1,1,2,5,5,4,5,4,10,58
1,135,436,2,6,4,1,6,10,2,2,23,1,3,2,1,2,2,2,2,8,2,6,2,8,1,3,1,1,2,2,1,1,2,2,2,3,6,3,4,4,4,4,1,5,2,1,3,2,3,1,1,2,3,4,3,2,135,436,2,4,2,5,3,0,3,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,9,73
1,135,437,2,4,4,2,3,6,3,2,23,5,3,2,1,2,5,1,2,8,2,8,2,6,1,3,2,1,2,2,1,1,1,2,3,3,6,3,4,4,2,4,2,2,2,4,2,2,3,4,4,5,4,3,8,2,135,437,2,1,11,3,9,0,2,2,1,1,1,1,2,1,1,3,2,2,2,2,5,1,9,48
1,135,438,2,9,7,2,7,6,2,1,24,3,6,3,2,2,3,1,2,7,3,6,2,2,1,1,4,3,2,3,1,3,1,3,2,1,6,3,3,2,3,4,2,5,2,5,3,3,3,5,5,5,3,8,7,2,135,438,2,3,11,6,5,0,2,3,1,3,3,2,4,4,1,1,3,3,4,4,5,4,10,35
1,135,439,2,5,3,2,6,6,2,2,24,3,2,2,2,3,1,1,2,7,2,2,2,8,1,1,3,1,2,3,2,1,2,3,3,2,1,2,4,2,2,2,2,5,2,5,4,2,2,5,5,5,3,8,3,2,135,439,2,3,2,7,6,0,2,2,1,1,3,2,4,4,1,1,1,4,5,4,5,1,7,86
1,135,440,2,3,4,2,3,5,3,1,24,4,3,1,2,3,3,1,2,8,3,6,2,5,1,2,3,1,2,2,2,1,2,2,3,3,6,2,4,4,2,2,2,3,4,4,2,3,3,5,5,2,1,1,2,2,135,440,2,1,10,4,9,0,3,2,1,0,0,1,2,1,1,2,1,1,1,2,2,2,9,59
1,135,441,2,3,3,2,3,7,2,2,24,3,2,2,2,2,2,1,2,7,5,8,2,9,1,3,3,1,2,2,2,1,2,2,3,1,2,2,2,2,2,3,2,2,2,5,3,3,2,5,5,2,3,2,0,2,135,441,2,1,4,4,3,0,2,2,1,1,3,2,4,3,1,1,2,3,3,4,3,1,7,78
1,135,442,2,9,4,1,7,4,4,2,24,1,3,4,2,3,1,1,3,1,2,6,2,8,1,3,2,1,2,2,2,2,1,3,3,4,6,4,3,4,2,4,2,5,2,5,4,4,2,5,5,5,1,3,11,2,135,442,2,2,1,7,4,0,3,2,1,1,3,1,3,1,1,1,1,1,1,3,2,1,9,76
1,135,443,2,6,2,2,6,5,1,1,25,2,2,2,1,1,2,1,2,7,10,11,2,7,1,3,4,1,2,2,2,1,1,3,2,3,1,0,0,0,0,0,1,6,2,0,1,2,2,0,0,0,3,0,8,2,135,443,2,2,2,6,5,0,3,2,1,1,3,1,2,1,1,1,1,3,2,2,2,1,7,54
1,135,444,2,9,4,1,7,5,1,2,25,2,4,1,2,2,2,1,3,7,2,11,2,2,1,1,2,1,2,2,2,1,1,2,3,3,6,4,4,2,2,2,3,5,2,5,2,2,3,5,5,5,3,3,2,2,135,444,2,3,2,6,5,0,3,4,3,1,3,1,2,1,1,1,2,2,2,2,2,1,9,62
1,135,445,2,6,4,1,6,6,2,1,25,3,3,2,2,2,0,1,2,7,2,11,2,6,1,2,3,1,2,2,2,1,1,2,3,3,6,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,3,8,7,2,135,445,2,6,2,5,4,0,3,2,1,1,1,2,2,2,1,3,2,3,3,4,3,4,9,63
1,135,446,2,4,6,5,3,5,3,2,25,6,4,1,2,2,5,2,2,1,3,6,2,4,1,2,5,3,2,2,2,3,2,2,3,4,5,4,4,2,2,4,2,5,2,5,2,3,4,4,4,5,3,11,1,2,135,446,2,11,11,4,3,0,2,2,2,1,3,2,3,2,1,1,1,2,3,4,1,4,9,35
1,135,447,2,5,2,2,6,7,1,1,26,4,2,1,2,2,3,1,2,7,10,6,2,8,1,4,3,1,2,2,1,3,2,2,3,3,2,3,4,4,2,4,1,5,4,5,2,2,2,5,5,5,4,3,11,2,135,447,2,10,10,6,5,0,3,2,2,1,3,2,4,3,1,1,2,3,3,4,5,4,7,40
1,135,448,2,9,4,1,7,10,3,2,26,11,3,4,2,2,6,1,2,7,2,11,2,2,1,1,2,1,2,3,1,1,1,2,4,3,6,2,2,2,2,4,4,2,2,2,4,2,3,4,2,4,4,2,1,2,135,448,2,2,2,7,6,0,1,2,2,2,3,1,3,1,1,1,1,1,1,3,1,2,9,25
1,135,449,2,9,6,6,7,6,2,2,26,3,3,2,2,2,6,1,2,7,3,4,2,2,1,1,3,3,2,1,2,1,1,2,3,1,2,1,2,4,1,3,2,5,2,5,2,2,2,5,5,5,1,4,2,2,135,449,2,1,3,8,6,0,3,2,1,1,3,2,3,1,1,1,1,4,2,3,2,1,9,27
1,135,450,2,4,4,1,3,9,2,2,27,5,4,1,1,2,3,1,2,1,2,6,2,9,1,3,3,1,2,1,1,1,2,2,3,3,6,2,3,3,4,3,2,2,2,5,2,2,2,2,2,5,4,8,2,2,135,450,2,6,11,7,4,0,2,2,2,1,1,1,2,1,1,1,1,2,1,2,2,2,9,21
1,135,451,2,5,3,3,6,9,2,2,27,4,2,4,1,2,2,1,2,7,1,6,2,5,1,2,3,1,2,3,1,1,1,2,2,2,2,4,4,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,4,2,135,451,2,1,11,6,9,0,3,2,2,1,3,1,3,2,1,4,2,3,2,4,2,1,6,46
1,135,452,2,8,8,8,7,6,3,2,12,11,5,4,2,2,5,1,3,8,1,4,2,3,1,2,8,3,2,3,1,1,1,2,2,4,3,2,4,4,1,4,1,5,1,5,1,1,2,5,5,5,2,3,5,2,135,452,2,10,10,4,2,0,1,1,1,1,3,1,3,3,1,1,5,1,4,3,4,1,7,75
1,135,453,2,3,8,8,4,6,2,3,12,4,4,3,3,2,5,1,2,3,11,2,2,3,1,2,8,3,2,3,2,3,2,2,3,4,1,5,5,5,5,5,2,2,2,5,2,2,2,5,5,5,3,6,8,2,135,453,2,6,10,3,9,0,2,2,3,2,3,1,2,3,1,1,1,1,1,4,4,1,7,60
1,135,454,2,10,8,8,7,5,3,2,15,11,7,4,1,5,6,1,2,7,4,2,2,3,1,2,6,1,2,2,3,1,1,3,3,3,2,2,5,5,2,5,2,2,2,2,2,2,2,2,2,5,3,5,5,2,135,454,2,1,11,8,7,0,3,2,2,1,3,1,4,3,1,1,2,5,5,4,5,2,7,27
1,135,455,2,5,8,8,6,9,2,1,15,11,7,4,2,4,2,1,3,7,2,2,2,10,1,6,5,1,2,2,1,2,2,3,3,3,2,2,4,2,2,3,2,3,2,2,3,2,2,3,3,2,2,6,7,2,135,455,2,4,4,3,5,0,1,1,1,3,3,2,4,5,1,1,1,5,5,4,5,4,7,23
1,135,456,2,3,8,8,3,4,1,1,16,11,7,1,2,2,3,1,2,6,3,8,2,2,1,1,4,1,2,2,2,1,2,2,4,2,1,5,5,5,2,3,2,4,2,5,3,4,3,5,5,5,1,6,8,2,135,456,2,10,10,9,9,0,3,2,1,2,3,1,2,3,1,1,1,1,1,2,4,1,7,1
1,135,457,2,5,4,1,6,9,1,1,19,1,2,0,0,0,0,0,4,7,3,8,2,8,1,3,3,1,2,1,2,1,1,2,2,1,6,2,2,1,2,2,1,2,2,2,2,3,2,5,5,5,3,9,6,2,135,457,2,10,10,8,7,0,3,2,2,1,3,2,2,4,1,1,1,1,3,2,5,2,8,14
1,135,458,2,5,9,9,7,3,1,1,6,2,3,2,2,2,4,1,3,7,3,6,2,8,1,4,3,3,2,2,4,1,2,2,2,3,3,2,4,3,3,3,2,5,2,3,2,2,2,2,1,3,1,5,9,2,135,458,2,3,1,7,5,0,3,2,3,3,3,1,3,2,1,1,3,5,1,3,1,1,9,80
1,135,459,2,9,10,9,8,4,3,2,4,1,2,1,2,3,3,1,2,1,2,11,4,8,1,2,2,3,3,4,2,3,2,3,3,2,6,1,2,4,1,3,2,5,2,5,3,2,3,5,5,5,3,6,8,2,135,459,2,2,2,6,3,0,3,4,2,3,3,1,3,3,2,1,2,1,1,3,2,1,8,94
1,135,460,2,8,10,10,8,6,3,2,4,11,2,1,1,2,4,1,1,7,7,4,4,6,1,2,2,3,2,4,2,3,2,3,2,3,1,3,4,4,2,4,2,5,3,5,4,2,3,5,5,5,3,3,6,2,135,460,2,2,2,8,6,0,3,2,2,1,2,2,4,3,1,1,2,2,3,3,5,1,8,83
1,135,461,2,3,10,9,5,4,3,1,4,11,2,1,1,2,4,1,4,7,6,8,4,4,1,1,2,3,2,4,1,3,1,0,2,3,2,5,5,5,5,5,2,3,4,4,2,2,2,5,5,5,1,2,11,2,135,461,2,10,10,9,9,0,3,2,2,0,0,2,4,5,1,1,2,1,5,4,5,4,8,25
1,135,462,2,6,10,9,7,4,2,1,4,1,2,2,2,2,2,2,2,8,3,6,4,5,1,1,3,3,2,4,2,3,1,2,2,3,6,5,5,5,2,5,2,5,2,3,2,2,2,4,4,4,3,5,6,2,135,462,2,10,10,6,5,0,3,4,2,2,2,2,2,3,1,3,2,5,5,4,5,4,7,87
1,135,463,2,9,10,9,8,3,1,2,4,11,2,0,0,0,0,0,4,7,4,11,4,10,1,3,2,2,2,4,1,1,1,3,2,3,3,2,3,2,2,2,2,5,2,5,3,2,3,2,2,2,4,8,3,2,135,463,2,11,8,7,7,0,2,2,3,3,3,3,0,0,0,5,0,6,1,2,1,1,10,74
1,135,464,2,5,10,9,7,5,1,1,4,1,2,1,2,3,3,1,2,7,3,6,4,5,1,1,3,3,2,4,1,2,1,3,2,3,3,3,4,4,2,3,2,5,2,5,2,2,3,5,5,5,1,3,7,2,135,464,2,3,10,8,4,0,3,2,2,2,3,2,4,4,1,1,2,5,5,4,5,1,7,93
1,135,465,2,9,4,2,7,3,2,1,25,3,5,4,2,2,2,1,0,7,2,6,4,6,1,1,2,3,2,2,2,1,1,2,3,2,6,3,4,3,3,2,2,5,2,5,3,4,2,5,5,5,3,3,2,2,135,465,2,10,10,5,9,0,3,2,2,1,1,2,3,2,1,1,1,1,2,3,3,1,9,65
1,135,466,2,6,1,1,6,4,3,2,25,11,5,2,2,3,5,1,3,8,2,11,4,7,1,2,3,3,2,2,2,1,1,2,3,3,6,4,4,4,2,4,3,5,2,5,3,4,3,5,5,5,4,3,5,2,135,466,2,2,7,8,6,0,2,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1,9,112
1,135,467,2,3,7,2,3,5,3,1,25,2,5,1,2,2,6,1,2,7,3,6,4,4,1,1,3,1,2,2,2,1,2,2,2,2,6,5,5,5,5,5,3,0,2,5,3,3,2,5,5,5,3,4,9,2,135,467,2,11,11,4,4,0,3,2,1,1,1,1,3,2,1,1,1,1,2,2,1,1,10,116
1,135,468,2,5,5,4,6,5,3,2,26,1,4,4,2,2,2,1,2,3,2,6,4,6,1,2,3,3,2,3,2,3,1,3,3,2,3,2,2,1,1,2,2,5,2,5,3,2,2,5,5,5,3,3,7,2,135,468,2,3,2,6,4,0,3,2,2,1,3,2,3,1,1,1,1,2,3,2,3,1,9,43
1,135,469,2,6,5,1,6,5,3,3,27,2,3,4,2,2,2,2,2,7,2,6,4,5,1,1,3,3,2,3,2,1,2,2,3,3,4,3,4,4,2,2,1,5,2,2,2,2,2,5,5,5,3,4,2,2,135,469,2,11,11,3,3,0,3,2,1,1,3,2,4,4,1,1,2,5,4,2,5,1,9,2
1,135,470,2,3,5,4,6,2,1,2,27,1,4,3,2,2,2,1,2,7,2,6,4,5,1,2,3,3,2,1,2,2,1,2,3,3,1,2,2,2,2,2,2,5,2,5,3,2,3,5,5,5,3,3,3,2,135,470,2,1,1,6,4,0,2,1,1,1,1,2,4,5,1,1,1,1,1,2,1,2,9,42
1,135,471,2,4,4,1,3,8,2,1,28,11,4,0,2,2,5,1,2,7,3,6,4,4,1,1,3,1,2,2,2,1,2,2,2,1,6,3,4,3,2,3,2,2,2,0,2,2,2,3,2,0,1,4,7,2,135,471,2,11,3,4,3,0,3,2,2,1,3,1,3,3,1,1,1,2,1,3,3,1,8,16
1,135,472,2,3,5,4,3,3,4,2,29,1,4,1,1,2,6,1,1,7,4,6,4,5,1,1,3,3,2,2,1,1,1,2,2,3,2,4,4,4,2,4,1,2,2,4,2,2,2,4,4,2,1,4,6,2,135,472,2,3,1,4,3,0,3,2,1,1,1,1,2,1,1,1,1,3,3,2,3,2,9,33
