CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34A.,Q.34B.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42A.,Q.42B.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53A.,Q.53B.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58A.,CARD..1,DECK..1,BALLOT..1,Q.59A.,Q.59B.,Q.60.,Q.61.,Q.62.,Q.63.,V.64G.,V.64H.,V.64I.,V.64J.,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70.,Q.71.,Q.72.,Q.73.,Q.74A.,Q.74B.,Q.74C.,Q.74D.,Q.74E.,Q.75.,Q.76A.,Q.76B.,Q.77A.,Q.77B.,Q.78A.,Q.78B.,V.80.,V.81.,V.82.,V.83.
1,125,253,4,9,5,7,5,1,5,3,1,6,2,4,4,11,4,4,5,11,3,1,2,2,2,3,0,4,3,2,3,4,2,11,1,5,2,2,3,2,3,3,4,2,2,3,2,3,2,3,5,3,4,4,4,9,11,2,4,6,2,3,2,125,253,2,2,6,6,1,2,1,2,3,4,4,1,1,2,5,1,2,4,5,2,2,1,1,2,2,4,6,1,4,3,6,2,4,12,2974
1,125,254,4,9,5,3,5,1,5,3,1,6,3,4,8,8,1,4,5,10,2,1,2,1,2,4,3,2,2,2,2,4,1,3,3,11,10,2,10,1,3,3,1,2,2,1,1,5,5,2,1,2,4,4,4,3,3,2,1,2,2,3,2,125,254,6,11,6,6,1,3,5,5,5,5,5,2,2,1,3,5,2,4,5,2,2,1,1,1,2,5,5,3,3,5,5,4,3,1,3524
1,125,255,3,9,5,2,4,1,5,3,2,7,1,3,8,11,2,3,1,10,3,1,3,2,2,1,2,4,4,2,4,4,1,1,3,9,4,3,4,2,3,3,1,1,1,1,2,2,3,3,4,4,4,4,4,9,11,4,5,2,2,3,2,125,255,1,2,6,6,1,1,3,4,2,1,3,1,2,3,3,2,4,2,4,2,2,1,2,2,6,6,2,4,3,6,2,1,2,4,1648
1,125,256,3,9,5,4,4,1,5,3,2,7,3,5,8,8,1,2,1,1,1,1,3,3,1,1,2,2,2,2,2,3,1,1,3,0,3,1,4,2,4,3,2,2,1,2,2,2,3,2,2,2,3,2,2,5,5,3,4,3,2,3,2,125,256,4,7,6,6,1,2,2,3,1,4,4,1,1,2,5,2,1,4,4,2,2,1,1,2,2,3,6,3,4,5,6,4,3,1,3561
1,125,257,3,9,5,6,1,1,5,3,2,7,6,8,8,9,4,8,1,1,4,3,3,2,2,3,3,1,5,5,4,1,1,11,3,9,7,3,7,2,4,4,3,1,1,3,3,4,4,5,4,5,4,5,4,7,2,3,6,6,2,3,2,125,257,1,1,6,6,2,3,2,1,3,4,6,3,3,3,6,5,2,4,4,1,2,3,3,3,4,1,1,3,3,5,5,4,4,4,4530
1,125,258,3,9,5,9,4,1,5,3,2,7,5,2,8,9,4,1,1,11,3,1,3,2,2,2,3,4,3,2,3,4,1,3,3,9,2,3,1,3,3,3,1,1,1,2,2,3,2,3,3,3,2,2,3,2,9,4,2,5,2,3,2,125,258,1,6,6,6,1,2,5,5,5,5,5,1,2,1,4,3,3,4,3,2,2,1,1,1,2,4,6,3,4,5,6,4,4,11,4298
1,125,259,3,9,5,8,3,1,5,3,2,7,6,9,3,9,4,8,1,10,2,1,2,1,2,1,2,3,3,2,3,3,1,6,1,11,1,3,3,3,3,3,2,1,1,1,1,2,2,2,2,3,4,3,3,2,9,3,2,1,2,3,2,125,259,1,4,6,6,3,1,5,5,5,5,4,2,2,1,3,5,4,2,1,2,2,1,1,2,2,1,1,3,3,2,4,4,4,4,4558
1,125,260,3,9,5,4,1,1,5,3,2,7,6,8,8,9,4,8,1,10,3,1,2,2,3,3,3,5,3,2,4,2,4,3,3,9,3,3,4,3,3,3,3,1,1,2,1,4,2,3,4,5,5,4,4,2,9,2,3,6,2,3,2,125,260,6,11,6,6,1,2,4,3,2,1,4,3,1,1,2,2,2,4,4,2,1,1,1,1,1,4,4,3,3,5,5,4,4,4,4524
1,125,261,3,9,5,2,5,1,5,3,1,7,6,1,8,9,4,1,1,10,2,1,2,1,2,3,3,4,3,2,4,3,1,3,1,1,1,2,3,2,2,3,2,1,1,1,1,3,3,2,3,2,5,4,5,2,9,3,3,2,2,3,2,125,261,1,5,6,6,2,2,5,5,5,5,4,2,1,1,4,4,2,4,3,2,2,1,1,2,2,2,6,3,4,4,6,4,4,11,4354
1,125,262,3,9,5,2,4,1,5,3,1,7,5,2,8,9,4,3,1,1,1,1,3,2,2,3,2,2,3,1,2,3,2,3,1,1,1,2,5,2,2,3,2,2,2,1,1,3,2,2,2,4,4,3,4,2,2,4,4,1,2,3,2,125,262,1,6,1,4,1,1,5,5,5,5,5,1,1,1,4,2,2,4,4,2,2,1,1,1,2,3,5,1,3,5,5,4,4,11,4295
1,125,263,3,9,5,2,1,1,5,3,1,7,6,2,7,9,4,1,1,12,4,1,1,3,2,3,2,5,4,4,4,4,2,3,2,6,1,1,2,2,4,2,2,2,2,2,2,3,4,3,1,2,2,2,2,8,9,3,3,6,2,3,2,125,263,1,6,6,6,2,2,5,5,5,5,4,2,1,1,2,2,2,4,3,2,2,2,2,2,3,1,6,3,4,3,6,4,4,11,4364
1,125,264,3,9,5,3,1,1,5,3,1,7,1,2,8,11,4,3,2,2,1,2,2,1,2,3,2,1,1,1,2,4,2,3,1,1,1,2,6,1,3,3,2,1,1,1,1,2,2,2,2,1,0,2,4,9,11,2,1,5,1,3,2,125,264,6,11,6,6,1,3,1,2,3,4,5,1,1,1,4,4,2,4,3,2,2,1,1,2,8,5,2,3,3,5,5,3,1,3,5416
1,125,265,3,9,5,2,5,1,5,3,3,7,5,4,8,2,4,4,2,2,1,2,2,1,2,1,1,1,2,1,5,3,2,1,2,7,1,2,3,2,3,3,1,2,1,1,2,2,2,2,1,2,3,2,3,9,11,3,3,3,2,3,2,125,265,2,2,6,6,2,1,1,2,3,4,5,1,2,1,4,2,2,3,2,2,2,1,1,1,2,6,4,4,1,6,2,2,4,11,5803
1,125,266,3,9,5,3,4,1,5,3,3,7,6,8,8,11,4,5,2,11,3,1,1,1,3,3,3,5,3,2,4,4,2,3,1,11,2,2,3,3,3,3,2,2,2,1,1,2,3,2,3,4,5,5,5,9,11,2,6,2,2,3,2,125,266,1,1,6,6,1,2,1,2,3,4,4,1,2,1,4,2,2,3,3,2,1,1,2,1,2,6,1,4,3,6,5,2,1,11,5673
1,125,267,3,9,5,2,3,1,5,3,2,7,7,8,8,8,1,5,2,2,2,3,3,1,2,3,2,3,3,2,3,4,1,11,1,5,5,2,4,2,2,2,1,2,2,2,2,2,2,3,3,4,3,3,3,7,10,2,3,2,2,2,2,125,267,3,5,6,6,1,1,1,2,3,4,5,1,2,1,4,2,2,2,3,2,2,1,2,2,2,6,1,4,3,6,5,3,2,1,5723
1,125,268,3,9,5,7,3,1,5,3,2,7,4,6,6,11,4,5,3,3,1,2,2,1,1,2,1,1,1,2,2,4,2,2,2,7,4,2,3,1,4,3,1,1,1,1,2,2,2,2,2,2,3,4,3,9,11,1,6,4,1,3,2,125,268,3,4,6,6,1,2,2,3,1,4,2,1,3,2,1,2,2,1,6,2,2,1,1,2,2,5,2,3,1,2,5,2,4,12,513
1,125,269,3,9,5,2,1,1,5,3,3,7,5,7,7,11,4,7,3,10,3,1,1,3,3,3,3,5,2,2,3,4,2,3,1,11,4,3,6,2,2,3,2,2,2,3,3,3,5,2,2,4,2,2,2,9,11,4,6,2,2,3,2,125,269,1,1,6,6,1,2,3,1,2,4,5,2,2,1,6,1,2,4,4,2,2,1,1,2,2,1,6,3,4,5,6,4,4,12,4022
1,125,270,3,9,5,8,1,1,5,3,1,7,5,7,8,11,4,4,5,10,3,3,1,3,2,3,2,4,3,2,3,3,1,3,2,10,3,3,5,2,2,3,1,1,1,2,2,3,2,3,2,2,3,4,4,9,11,4,4,1,2,3,2,125,270,2,2,6,6,1,3,3,1,2,4,5,1,2,1,3,4,1,4,3,2,2,1,1,1,2,5,3,3,3,5,5,2,3,12,4938
1,125,271,3,9,5,3,5,1,5,3,2,7,7,8,7,11,4,5,8,6,2,1,2,1,2,3,1,2,3,3,3,4,1,6,3,9,1,3,3,2,3,3,1,2,2,2,2,3,2,3,2,2,1,3,2,9,11,1,2,6,2,3,2,125,271,2,3,6,6,1,2,3,1,2,4,5,2,2,1,4,3,2,4,1,2,2,1,1,2,2,6,1,4,3,6,5,2,4,7,1524
1,125,272,3,9,5,1,1,1,5,3,3,7,1,3,8,11,4,2,8,1,4,1,1,1,2,1,2,4,3,3,4,3,1,2,2,1,2,3,2,1,3,3,2,2,2,1,1,2,2,2,3,4,4,4,4,9,11,3,1,1,2,3,2,125,272,1,2,6,6,1,2,1,4,3,2,5,1,1,1,4,4,2,4,2,2,2,2,1,2,2,1,1,3,2,0,5,1,1,7,1087
1,125,273,3,9,5,1,5,1,5,3,2,7,7,8,6,11,4,3,8,8,2,3,2,3,3,3,2,3,5,5,2,4,1,10,2,4,11,3,2,3,3,3,2,1,1,2,2,4,4,2,2,4,4,4,3,1,7,3,6,6,2,3,2,125,273,1,1,6,6,2,4,1,2,3,4,5,1,1,1,3,2,2,4,3,1,2,1,1,1,6,6,1,4,3,6,4,2,4,7,1538
1,125,274,3,9,5,2,5,1,5,3,1,7,6,8,8,11,4,7,9,10,1,1,3,1,2,2,1,2,2,1,2,4,1,1,3,9,1,2,3,2,3,4,2,1,1,1,1,2,5,2,5,4,2,2,2,1,7,4,6,6,2,3,2,125,274,1,1,6,6,1,2,3,1,2,4,5,1,1,2,1,3,2,4,4,2,2,1,1,2,2,7,2,3,3,5,5,1,2,6,862
1,125,275,3,9,5,2,5,1,5,3,1,7,6,8,3,11,4,5,9,10,2,1,1,2,2,3,2,4,4,4,4,3,2,3,3,0,1,3,4,3,2,3,2,2,1,1,1,3,3,2,5,4,4,4,4,9,11,2,3,6,2,3,2,125,275,3,3,6,6,2,2,4,2,3,1,5,2,1,1,4,2,2,4,4,2,1,2,1,2,1,6,2,4,3,6,5,1,3,7,1794
1,125,276,3,9,5,3,5,1,5,3,1,7,6,8,8,11,4,4,9,10,2,1,2,3,2,3,2,3,2,3,4,4,4,11,3,9,1,3,4,3,3,3,1,1,1,2,2,3,3,3,4,4,4,4,4,9,11,3,6,6,2,3,2,125,276,2,2,6,6,2,2,1,2,3,4,5,1,1,1,2,2,3,4,4,2,1,1,1,1,2,6,2,4,3,6,3,1,3,7,1795
1,125,277,3,9,5,7,1,1,5,3,1,5,1,2,6,11,4,1,9,9,3,2,3,3,2,1,2,2,3,2,2,3,2,2,1,1,2,3,4,2,2,3,2,1,1,2,1,3,3,3,3,2,3,3,3,9,11,2,2,1,1,3,2,125,277,3,3,6,6,1,1,4,1,3,2,3,1,1,1,4,2,2,4,4,2,2,1,1,2,2,4,2,3,3,3,4,1,3,6,2171
1,125,278,3,9,5,3,4,1,5,3,1,5,4,5,6,11,4,6,5,7,1,2,2,1,2,3,1,1,1,1,2,4,3,4,2,1,1,2,2,3,4,3,2,2,2,3,1,2,2,3,5,2,2,2,2,9,11,3,4,6,2,3,2,125,278,4,4,6,6,1,2,3,1,2,4,4,1,2,1,4,2,2,4,4,2,2,1,3,1,8,4,6,3,4,5,6,2,4,12,3007
1,125,279,3,9,5,3,5,1,5,3,2,5,1,2,3,11,4,3,6,10,2,1,3,3,3,3,2,2,3,3,2,2,3,4,3,0,1,2,3,2,2,2,2,2,2,2,1,3,3,3,3,3,4,3,4,9,11,4,4,1,2,3,2,125,279,6,10,6,6,2,2,2,1,3,4,5,4,1,3,4,2,1,4,4,2,2,1,1,1,2,6,1,4,3,6,2,1,2,11,1941
1,125,280,3,9,5,9,4,1,5,3,1,5,5,7,7,11,4,4,2,10,4,3,2,3,2,1,1,2,3,5,5,4,2,3,2,4,3,3,3,2,3,3,3,1,1,2,2,3,5,1,2,2,4,4,4,9,11,4,5,6,2,3,2,125,280,3,5,6,6,1,2,3,1,2,4,5,1,2,1,4,2,2,4,4,2,1,2,2,1,2,6,2,4,3,6,5,4,2,2,4657
1,125,281,3,9,5,2,3,1,5,3,2,5,1,3,6,11,4,3,2,8,2,1,1,1,2,1,2,4,3,3,3,2,2,1,2,0,2,2,2,1,3,3,1,2,2,2,2,3,3,2,3,3,4,2,4,9,11,3,4,2,2,3,2,125,281,6,11,6,6,2,2,4,3,2,1,1,1,1,2,1,6,1,4,4,2,1,1,1,2,2,6,2,4,1,6,5,3,1,3,5445
1,125,282,3,9,5,3,5,1,5,3,1,5,5,3,7,4,4,3,1,10,2,3,2,1,2,3,2,2,2,1,2,3,1,3,3,9,1,2,3,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,3,2,9,4,2,6,2,3,2,125,282,1,6,6,6,2,2,4,2,3,1,5,1,2,1,4,2,2,4,3,2,2,1,2,2,2,2,6,3,4,2,6,4,4,11,4340
1,125,283,3,9,5,3,5,1,5,3,1,5,1,3,7,11,4,3,12,10,3,1,1,1,2,3,3,2,2,2,2,4,4,7,3,0,1,2,3,3,3,3,1,2,2,2,2,3,2,3,4,4,4,4,4,9,11,1,1,2,1,3,2,125,283,3,3,6,6,1,3,3,2,1,4,1,1,1,2,1,2,1,4,4,2,2,1,1,2,2,2,6,3,4,2,6,4,4,12,4462
1,125,284,3,9,5,3,2,1,5,3,1,5,5,7,7,11,4,7,12,12,4,1,2,1,2,2,3,2,3,3,3,2,2,2,3,0,3,3,3,2,3,3,2,1,1,2,2,2,2,2,5,3,2,3,3,9,11,3,5,6,2,3,2,125,284,1,1,6,6,1,1,1,2,3,4,5,1,1,1,4,1,2,5,1,2,2,1,1,1,2,4,5,3,3,5,5,4,4,5,4807
1,125,285,3,9,5,9,4,1,5,3,1,5,1,3,7,11,4,3,12,12,2,3,2,3,1,2,2,2,2,2,5,4,2,3,3,9,3,3,6,3,3,3,3,2,2,2,2,2,1,2,2,4,2,2,1,9,11,2,2,3,1,3,2,125,285,4,4,6,6,1,2,5,5,5,5,4,1,2,1,4,3,2,3,5,2,2,1,2,1,2,2,6,3,4,5,6,1,3,12,1744
1,125,286,3,9,5,6,1,1,5,3,1,6,5,2,8,9,4,1,1,14,2,1,2,1,2,3,2,3,2,2,2,3,1,3,2,11,1,2,2,2,3,3,3,1,1,1,1,3,2,2,2,2,4,4,4,2,9,3,3,6,2,3,2,125,286,1,6,6,6,2,2,4,2,3,1,5,1,2,1,4,2,2,4,2,2,1,1,1,1,2,2,6,3,4,5,6,4,4,11,4249
1,125,287,3,9,5,3,4,1,5,3,1,6,6,3,8,9,4,4,2,7,2,1,2,1,2,1,3,2,3,2,2,3,2,3,2,4,11,3,2,2,2,3,3,2,2,3,3,2,2,2,2,2,2,2,2,9,11,3,4,6,2,3,2,125,287,2,2,1,2,2,2,3,1,2,4,5,2,2,1,4,2,2,3,1,2,1,1,1,2,2,5,3,3,3,5,5,2,4,11,5806
1,125,288,3,9,5,4,3,1,5,3,1,6,3,4,8,8,1,2,2,11,1,1,3,3,2,3,3,3,5,3,5,2,4,4,1,2,1,3,11,3,2,3,2,2,1,2,3,3,5,3,3,4,3,3,4,9,11,4,3,2,2,3,2,125,288,4,6,6,6,1,2,4,2,3,1,5,2,2,1,4,4,2,4,4,2,2,1,1,1,2,4,6,3,4,2,6,4,4,1,3598
1,125,289,3,9,5,7,2,1,5,3,1,6,5,7,7,9,4,1,5,12,1,1,3,1,2,1,2,2,3,2,2,4,1,3,1,10,1,3,4,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,10,2,4,6,2,3,2,125,289,3,4,1,1,1,1,4,1,3,2,3,2,2,1,4,3,2,3,1,2,2,1,1,2,2,2,5,3,3,2,5,4,4,2,3942
1,125,290,3,9,5,4,1,1,5,3,1,6,5,6,4,10,4,4,5,10,2,1,2,1,1,2,3,2,2,2,2,4,1,3,3,9,1,2,8,2,2,2,2,2,2,1,1,2,2,3,2,3,2,2,2,9,11,2,2,1,1,3,2,125,290,2,2,6,6,1,3,3,4,2,1,3,2,2,1,4,3,2,3,5,3,3,1,3,3,2,1,6,3,4,2,6,4,4,12,3255
1,125,291,3,9,5,8,1,1,5,3,1,6,6,8,7,7,4,7,6,6,1,2,1,1,2,3,1,2,3,2,3,4,1,3,2,4,3,3,5,2,3,3,1,1,1,2,1,2,2,2,3,3,2,2,2,2,9,3,6,6,2,3,2,125,291,1,6,6,6,1,2,1,2,3,4,1,1,3,1,4,2,2,4,3,2,1,1,1,1,2,3,6,3,4,2,6,4,4,11,3169
1,125,292,3,9,5,8,2,1,5,3,1,6,6,8,8,11,4,8,7,7,2,2,2,2,1,3,1,3,2,2,3,4,1,3,2,4,2,3,3,2,3,3,1,1,1,2,2,2,3,5,2,5,5,2,2,9,11,2,1,1,2,3,2,125,292,2,7,6,6,1,1,3,1,2,4,1,1,2,1,4,1,2,4,3,2,2,1,1,1,2,3,6,3,4,5,6,2,4,4,561
1,125,293,3,9,5,2,5,1,5,3,1,6,5,7,7,11,4,7,8,8,1,2,2,1,1,3,1,1,1,1,2,4,2,3,2,4,3,3,2,1,3,3,1,2,1,2,1,2,2,2,2,1,3,3,2,9,11,3,3,6,2,3,2,125,293,1,1,6,6,2,1,1,2,3,4,1,1,1,1,4,3,2,4,1,2,1,1,1,2,2,6,4,4,3,6,5,1,2,7,995
1,125,294,3,9,5,2,4,1,5,3,2,6,5,7,7,11,4,7,8,10,4,1,1,1,2,3,3,4,3,2,2,4,4,1,1,11,11,3,6,2,3,3,2,2,1,2,1,3,5,3,2,2,2,2,2,9,11,4,6,6,2,3,2,125,294,1,1,6,6,2,2,4,1,3,2,4,1,2,1,4,2,2,3,3,1,2,1,2,1,2,1,4,3,3,5,5,1,1,7,1074
1,125,295,3,9,5,2,3,1,5,3,1,6,6,8,8,11,4,8,9,10,4,1,2,3,3,3,2,4,3,5,5,4,4,11,2,8,2,3,3,3,3,3,2,1,1,1,1,4,5,2,2,3,3,3,3,1,7,4,4,6,2,3,2,125,295,2,2,1,1,2,2,1,2,3,4,5,3,3,1,3,5,2,4,4,2,2,1,1,1,2,6,1,4,3,2,5,1,2,6,2036
1,125,296,3,9,5,3,5,1,5,3,1,6,6,8,8,11,4,8,9,10,3,1,1,3,2,3,2,3,5,3,3,3,3,3,3,11,11,3,11,3,1,1,3,2,2,2,2,4,2,3,2,2,3,3,3,9,11,3,3,2,2,3,2,125,296,3,3,6,6,1,2,1,2,3,4,5,1,1,2,1,1,2,4,4,2,1,1,1,1,2,5,5,3,3,5,5,1,2,6,2134
1,125,297,3,9,5,2,1,1,5,3,1,6,6,8,8,11,4,8,9,10,4,3,1,3,3,3,2,5,1,1,2,1,3,4,1,1,1,3,3,3,3,3,2,2,2,2,2,3,5,4,1,1,2,4,4,1,7,4,5,6,2,3,2,125,297,2,3,6,6,1,3,2,3,1,4,3,3,1,3,3,2,1,4,5,2,2,1,1,3,8,6,6,4,4,6,6,1,2,6,2003
1,125,298,3,9,5,2,3,1,5,3,1,6,6,8,8,11,4,1,9,10,1,1,1,2,2,3,1,3,3,3,2,4,2,1,2,1,4,3,3,3,3,3,2,2,2,2,2,3,3,2,3,4,2,1,1,1,6,4,4,6,2,3,2,125,298,4,7,6,6,1,2,1,3,2,4,1,1,2,1,4,2,2,4,3,2,2,1,1,1,2,1,6,1,4,5,6,1,2,6,2007
1,125,299,3,9,5,3,5,1,5,3,2,6,6,8,8,11,4,8,9,10,2,1,2,1,2,1,3,4,2,1,2,4,1,1,3,0,2,2,4,3,3,3,2,1,1,2,2,2,2,2,2,3,2,2,1,8,9,3,2,6,2,3,2,125,299,2,3,6,6,1,3,2,4,3,1,2,1,1,1,4,2,2,4,5,2,2,1,1,1,2,3,6,3,4,5,6,1,1,6,1167
1,125,300,3,9,5,3,2,1,5,3,1,6,6,8,8,11,4,7,9,12,4,1,3,3,3,3,2,4,4,4,3,3,2,6,3,10,3,2,4,2,3,3,3,2,2,2,2,4,4,3,3,4,5,4,4,1,7,3,6,6,2,3,2,125,300,2,4,6,6,1,2,3,2,1,4,1,2,3,2,1,2,2,4,4,2,1,1,2,1,1,6,4,4,3,6,5,1,3,6,1315
1,125,301,3,9,5,9,1,1,5,3,1,6,6,8,4,11,4,4,9,10,4,3,2,1,2,3,3,2,2,2,2,3,1,3,3,9,2,2,4,2,2,2,2,1,1,1,1,2,2,2,3,2,3,3,4,9,11,2,4,6,2,3,2,125,301,2,7,6,6,1,2,2,1,3,4,5,1,1,2,1,4,1,3,3,2,2,2,1,1,2,5,2,3,3,2,2,1,1,6,1166
1,125,302,3,9,5,3,1,1,5,3,1,6,6,8,8,11,4,8,9,11,2,1,3,1,2,1,2,3,3,2,2,3,2,1,1,1,11,3,11,3,3,3,3,2,2,1,1,4,5,2,3,2,3,3,2,9,11,3,1,1,2,3,2,125,302,3,3,6,6,1,3,5,5,5,5,4,1,1,1,4,2,4,4,4,2,1,1,2,1,8,5,4,3,3,5,3,1,2,6,2101
1,125,303,3,9,5,3,4,1,5,3,1,6,6,7,1,11,4,7,9,11,4,2,3,1,1,3,3,2,1,5,1,4,2,3,3,9,2,2,4,2,3,3,1,2,2,1,1,2,1,2,4,2,2,2,2,9,11,2,2,1,1,3,2,125,303,3,3,6,6,2,3,1,2,4,3,2,1,2,1,4,2,2,4,4,2,1,1,1,1,2,1,5,2,2,5,5,4,1,6,3856
1,125,304,3,9,5,2,5,1,5,3,1,6,6,8,8,11,4,7,9,9,2,1,2,1,2,1,2,1,4,2,2,4,1,2,3,11,2,3,3,3,1,1,2,2,2,2,2,3,2,2,2,2,3,2,4,10,12,2,3,6,2,3,2,125,304,3,3,1,1,1,2,5,5,5,5,5,2,1,1,4,2,2,4,4,3,3,3,3,3,2,6,4,4,3,6,5,1,2,6,2140
1,125,305,3,9,5,2,5,1,5,3,1,6,6,8,8,11,4,8,9,10,1,1,2,1,2,3,2,3,2,1,5,4,2,3,3,9,2,3,6,3,3,3,2,2,2,1,1,3,5,2,3,2,2,3,4,1,7,4,4,1,2,1,2,125,305,3,8,6,6,1,1,3,1,2,4,5,1,1,1,4,2,2,3,1,2,1,1,1,1,2,1,6,3,4,5,6,2,4,6,826
1,125,306,3,9,5,2,2,1,5,3,1,6,6,4,8,1,4,4,9,10,3,1,1,1,2,1,1,3,3,3,3,3,4,1,3,9,2,2,5,2,2,3,2,2,2,2,2,2,5,3,3,3,4,4,5,9,11,3,3,6,2,3,2,125,306,4,8,6,6,1,2,1,2,3,4,5,2,1,2,1,1,1,4,4,2,1,1,1,1,2,5,5,3,3,5,5,4,4,6,4882
1,125,307,3,9,5,3,5,1,5,3,1,6,6,8,8,11,4,8,9,10,2,1,2,1,2,1,1,2,3,2,3,4,1,1,3,9,1,3,1,3,3,3,1,2,1,2,1,2,1,2,4,3,3,2,3,9,11,3,2,1,2,3,2,125,307,4,4,6,6,1,2,5,5,5,5,5,1,2,1,3,4,2,3,2,2,2,1,2,1,2,1,6,3,4,5,6,1,2,6,2109
1,125,308,4,9,5,3,3,1,5,3,2,7,6,8,8,11,4,8,16,10,1,1,2,1,1,3,2,4,5,2,2,3,2,3,1,1,1,3,2,2,3,3,1,1,1,2,2,2,1,4,4,5,4,2,2,1,2,3,2,6,2,3,2,125,308,2,4,6,6,1,3,3,1,2,4,5,2,1,2,1,1,2,5,4,1,2,1,2,1,2,1,1,3,3,5,5,2,4,12,332
1,125,309,4,9,5,5,1,1,5,3,2,7,7,8,8,11,4,8,12,12,1,2,2,3,1,2,3,2,4,5,5,3,4,2,2,1,2,3,3,3,4,3,2,2,1,1,3,2,4,3,3,4,4,3,3,9,11,4,6,6,2,3,2,125,309,1,2,6,6,1,3,3,4,2,1,5,3,1,3,2,5,4,4,1,2,2,1,1,1,2,5,2,1,3,2,5,4,4,12,4439
1,125,310,4,9,5,1,5,1,5,3,1,7,6,7,8,11,4,7,12,12,3,1,3,3,3,3,2,2,4,4,3,1,4,1,1,5,2,1,4,2,3,3,2,1,1,1,1,4,4,4,4,4,5,5,5,9,11,3,4,1,2,3,2,125,310,1,4,1,1,1,2,1,2,3,4,4,1,1,2,1,1,1,4,4,2,1,1,1,1,2,1,6,3,4,2,6,4,4,12,4377
1,125,311,4,9,5,2,5,1,5,3,3,7,6,7,8,9,4,5,11,10,2,3,2,1,2,1,1,3,2,2,2,3,1,10,3,0,1,2,5,1,4,3,4,2,2,3,3,2,2,3,2,1,2,1,2,5,10,2,6,3,2,3,2,125,311,6,11,6,6,1,3,5,5,5,5,5,1,1,2,1,4,2,4,2,2,2,1,2,2,8,3,5,3,3,0,7,4,3,2,3511
1,125,312,4,9,5,2,3,1,5,3,2,7,5,2,8,9,4,1,1,10,4,1,3,3,2,3,2,2,2,2,4,3,3,11,1,1,5,3,6,3,3,3,3,1,1,3,1,2,2,2,2,3,3,4,4,2,9,4,2,2,2,3,2,125,312,1,6,6,6,1,2,4,2,3,1,5,1,2,1,4,2,2,4,4,3,3,1,3,3,2,2,5,3,3,2,5,4,4,11,4308
1,125,313,4,9,5,6,4,1,5,3,2,7,7,8,8,9,4,8,1,10,2,2,2,1,2,3,3,2,2,2,2,4,1,11,1,5,3,3,4,1,3,3,2,2,1,1,1,2,2,2,3,2,3,3,3,2,9,3,4,2,2,3,2,125,313,2,4,6,6,1,3,2,1,3,4,5,1,2,1,4,2,2,2,2,2,3,1,2,1,2,6,1,4,3,6,5,4,4,4,4548
1,125,314,4,9,5,9,5,1,5,3,2,7,6,1,8,9,4,1,1,1,3,2,2,1,2,1,1,2,2,2,3,4,1,7,2,1,2,3,3,3,3,3,1,2,2,2,2,2,3,3,1,1,4,4,5,2,2,2,6,6,2,3,2,125,314,1,1,6,6,1,2,5,5,5,5,4,1,2,1,4,2,4,3,3,2,2,2,2,2,6,4,5,1,3,2,5,4,4,11,4248
1,125,315,4,9,5,3,3,1,5,3,3,7,1,2,8,11,4,3,2,10,4,1,3,1,1,1,1,4,3,2,2,3,2,11,2,7,1,3,2,2,2,3,2,2,2,2,2,3,3,2,3,4,4,4,4,9,11,2,4,1,1,3,2,125,315,6,0,6,6,1,1,2,1,3,4,5,2,1,1,4,2,2,3,2,2,2,1,1,1,2,5,3,3,3,5,5,3,1,3,5410
1,125,316,4,9,5,8,2,1,5,3,2,7,3,5,8,8,1,5,2,8,4,2,3,3,3,3,2,3,3,2,2,1,4,7,3,9,1,3,5,2,4,4,2,1,1,2,2,4,2,3,2,3,5,5,5,9,11,4,2,2,2,3,2,125,316,2,2,6,6,1,2,3,1,2,4,4,1,1,1,4,2,2,4,4,2,1,1,1,1,1,1,4,3,3,5,5,3,2,1,5708
1,125,317,4,9,5,9,5,1,5,3,2,7,6,7,7,5,4,7,5,10,2,1,4,1,4,1,1,2,2,2,2,3,2,7,3,9,1,2,10,2,3,3,1,2,1,2,4,5,2,3,2,0,3,4,3,9,11,2,1,1,3,3,2,125,317,3,5,6,6,1,4,3,2,1,4,4,2,1,1,4,7,2,3,2,2,2,1,2,1,5,1,6,1,4,5,6,2,4,12,2973
