CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4A.,Q.4B.,Q.4C.,Q.5A.,Q.5B.,Q.6A.,Q.6B.,Q.6C.,Q.6D.,Q.6E.,Q.6F.,Q.7A.,Q.8.,Q.9.,Q.10A.,Q.10B.,Q.10C.,Q.12A.,Q.12B.,Q.12C.,Q.12D.,Q.13A.,Q.13B.,Q.14A.,Q.14B.,Q.15.,Q.16.,Q.17A.,Q.17B.,Q.18A.,Q.18B.,Q.19A.,Q.19B.,Q.21A.,Q.21B.,Q.22.,Q.23.,Q.24.,Q.25.,V.26.,V.27.,V.28.
1,224,140,6,3,4,1,6,0,0,7,1,1,1,1,2,2,3,3,3,3,1,1,5,5,6,4,1,3,1,3,4,3,1,1,3,3,2,1,3,3,1,5,1,1,1,7,4
1,224,141,5,3,6,1,6,1,2,7,1,1,1,1,1,1,2,3,2,1,5,2,4,4,4,4,1,1,1,1,1,2,2,3,1,1,0,0,3,3,0,5,1,2,1,7,20
1,224,142,6,2,5,6,6,1,2,0,1,1,1,1,1,1,2,1,2,2,1,1,4,5,4,4,3,3,1,1,4,2,1,1,3,3,5,0,3,3,0,5,1,2,1,7,14
1,224,143,2,3,5,4,2,1,2,7,1,1,1,1,1,1,1,1,3,1,1,2,4,4,4,4,3,3,1,1,1,2,1,1,2,4,1,2,3,3,1,5,1,1,2,7,14
1,224,144,7,0,5,2,1,1,2,7,1,1,1,1,1,1,1,1,2,2,1,2,1,1,4,4,4,3,2,1,2,2,1,1,1,1,5,1,3,3,1,5,1,2,2,7,97
1,224,145,1,1,6,1,3,1,2,7,1,2,2,3,1,1,1,1,2,2,2,2,1,1,1,1,1,2,3,1,4,2,3,3,1,1,5,2,3,3,2,5,1,1,2,7,22
1,224,146,3,3,7,1,2,1,2,6,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,3,3,3,1,3,0,1,5,5,1,1,5,1,1,1,1,5,1,1,2,7,51
1,224,147,5,3,2,6,5,1,1,2,2,2,3,3,1,1,3,1,2,3,3,2,1,1,1,1,3,2,1,2,4,1,3,4,2,3,2,3,2,2,2,5,1,2,2,7,50
1,224,148,4,3,8,1,6,0,1,5,1,1,1,3,2,1,1,3,2,1,3,5,1,1,4,1,1,4,2,0,0,4,4,4,1,3,5,0,3,3,1,5,1,1,2,7,29
1,224,149,2,3,4,3,4,1,2,7,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,2,3,1,1,1,1,5,5,0,3,5,1,3,3,1,5,1,2,3,7,4
1,224,150,3,3,5,2,6,1,2,7,3,1,1,3,3,1,1,1,1,1,3,3,1,1,1,4,2,4,1,1,1,2,5,5,1,1,5,3,3,3,1,5,1,1,3,7,2
1,224,151,7,2,6,1,1,1,2,7,1,1,1,1,1,1,1,1,2,1,1,1,4,4,4,4,3,2,2,2,1,2,1,1,1,1,2,1,2,2,1,5,1,1,3,7,15
1,224,152,7,3,6,1,3,0,2,8,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,4,1,4,4,0,0,0,0,3,2,2,5,1,1,3,7,44
1,224,153,5,3,6,2,5,1,2,1,1,3,3,1,1,1,3,1,2,1,1,4,1,1,1,1,4,4,1,1,4,0,5,5,1,1,2,1,3,3,0,5,1,1,3,7,38
1,224,154,3,3,4,1,6,1,2,2,1,2,1,3,1,1,1,3,2,1,1,2,1,1,1,1,2,3,1,2,2,0,5,5,3,0,0,0,3,3,1,5,1,1,3,7,32
1,224,155,4,3,4,1,3,1,2,2,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,0,5,1,0,4,0,5,5,1,1,5,2,3,3,2,5,1,1,3,7,20
1,224,156,5,3,1,1,1,1,2,6,1,1,1,1,1,1,1,1,4,2,1,2,4,1,1,1,1,3,3,1,4,1,1,1,1,4,1,2,3,3,1,5,1,2,3,7,22
1,224,157,4,3,7,1,6,1,1,6,1,1,1,3,1,1,3,3,2,2,2,2,1,1,1,1,3,3,1,1,2,2,5,5,1,1,5,0,3,3,1,5,1,1,3,7,36
1,224,158,3,3,3,5,3,1,2,2,1,1,1,3,2,2,3,1,2,2,1,1,4,4,4,4,2,3,1,1,1,2,1,1,1,1,5,3,2,3,1,5,1,2,1,1,95
1,224,159,5,3,4,6,5,1,1,2,2,2,2,2,1,1,3,2,3,4,3,1,5,5,6,4,3,1,1,1,4,4,4,1,3,4,3,1,2,2,2,5,1,1,1,1,22
1,224,160,6,3,3,0,0,0,0,0,1,1,1,1,1,0,0,0,0,3,3,3,4,4,4,4,3,3,0,0,1,2,1,1,0,0,0,0,3,0,0,5,1,2,1,1,34
1,224,161,4,3,4,3,2,1,2,7,1,1,1,1,2,1,3,1,2,3,2,3,4,4,4,4,4,2,3,2,4,2,1,1,1,1,2,3,3,3,1,5,1,1,1,1,56
1,224,162,3,3,4,6,6,1,1,2,1,1,1,1,1,2,2,3,2,2,3,2,5,5,5,5,3,3,0,0,0,0,5,5,0,0,0,0,3,3,2,5,1,1,1,1,92
1,224,163,4,3,5,5,4,1,1,2,1,1,1,1,1,2,2,1,2,2,1,4,4,4,6,4,3,4,3,3,3,3,2,2,5,3,2,1,3,3,1,5,1,2,1,1,64
1,224,164,7,2,6,1,1,1,2,7,3,1,3,3,3,3,1,1,2,2,2,2,1,1,1,1,4,2,4,4,0,0,5,5,1,1,5,2,3,3,1,5,1,2,4,1,31
1,224,165,6,3,5,1,5,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,6,6,6,6,4,4,1,1,1,2,1,1,2,2,1,1,3,3,1,5,1,2,4,1,44
1,224,166,4,3,7,1,1,1,2,2,2,1,1,3,3,3,2,3,2,3,3,2,1,1,1,1,2,3,1,1,1,2,5,5,1,1,5,0,3,3,1,5,1,1,4,1,30
1,224,167,4,3,4,3,5,1,2,2,1,1,1,2,1,2,1,3,2,2,2,2,0,7,0,0,0,5,3,3,4,2,5,5,0,0,5,0,3,0,1,5,1,2,4,1,68
1,224,168,7,2,3,1,1,1,2,7,3,1,1,3,1,1,1,1,2,1,1,1,0,7,0,4,4,4,1,1,4,2,1,1,5,3,5,0,3,3,1,5,1,2,1,2,60
1,224,169,7,2,3,1,1,1,2,7,3,1,1,3,1,1,1,1,2,1,1,1,0,7,0,4,4,4,1,1,4,2,1,1,5,3,5,0,3,3,1,5,1,2,1,2,60
1,224,170,5,2,1,1,4,1,2,7,1,1,1,1,3,3,3,3,2,1,3,1,1,1,1,1,2,3,1,3,4,2,5,5,1,1,5,0,3,3,1,5,1,2,1,2,51
1,224,171,4,3,7,1,1,1,2,7,3,1,1,3,2,1,3,1,2,4,1,1,1,1,1,1,2,3,1,3,4,2,2,2,1,3,5,2,3,3,1,5,1,1,1,2,73
1,224,172,4,3,7,1,1,1,2,7,2,1,1,1,1,1,2,1,4,1,1,2,0,7,4,4,3,3,1,1,4,2,1,1,1,3,5,2,3,3,1,5,1,1,2,8,39
1,224,173,6,2,5,1,3,1,2,7,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,1,1,1,2,5,5,0,0,1,3,3,3,1,5,1,1,2,8,35
1,224,174,2,3,6,1,5,1,2,7,3,1,3,1,1,1,4,1,3,2,2,1,1,1,1,1,3,3,2,3,4,1,2,4,1,1,5,3,2,2,1,5,1,1,2,8,36
1,224,175,6,2,4,6,5,1,2,7,1,1,1,1,1,1,2,3,1,2,3,2,1,1,1,1,3,3,2,1,1,2,5,5,5,3,3,3,3,3,1,5,1,1,2,8,100
1,224,176,5,2,8,1,2,1,2,7,1,1,1,3,1,3,3,1,2,0,2,3,1,1,1,1,4,2,3,1,0,2,1,1,1,1,5,0,2,3,1,5,1,1,2,8,14
1,224,177,4,3,1,3,3,1,2,7,1,1,1,3,2,2,1,1,2,1,1,2,1,1,4,1,2,3,4,1,3,2,5,5,1,1,5,2,3,3,1,5,1,1,2,8,1
1,224,178,4,3,4,1,1,1,2,1,1,1,0,3,1,1,1,3,2,1,1,3,1,1,1,1,3,3,1,1,4,2,5,5,1,1,5,1,3,3,1,5,1,1,2,8,123
1,224,179,3,2,7,1,1,1,2,1,2,1,1,2,1,1,3,1,2,3,2,2,1,1,1,1,3,3,3,3,0,2,5,5,1,1,5,3,3,3,1,5,1,2,2,8,119
1,224,180,3,3,6,1,1,1,2,3,1,1,1,3,1,1,3,3,1,3,3,4,4,4,4,1,3,3,1,1,0,2,5,5,1,1,5,1,3,3,1,5,1,1,2,8,104
1,224,181,6,2,1,1,4,1,2,6,1,1,1,3,1,3,2,1,2,2,3,2,1,1,1,1,3,2,3,1,0,2,1,1,1,1,5,0,1,3,1,5,1,1,2,8,2
1,224,182,2,2,5,5,4,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,4,3,3,1,1,3,2,1,1,1,1,1,1,3,3,1,5,1,2,2,8,65
1,224,183,3,2,6,6,5,1,2,2,1,1,1,3,1,1,1,0,2,2,2,2,1,1,1,1,3,3,3,3,3,1,5,5,1,1,2,2,3,0,1,5,1,2,3,8,43
1,224,184,2,3,6,1,1,1,2,6,1,1,1,3,1,1,2,3,2,2,2,3,1,4,1,4,1,3,1,1,4,2,2,1,1,3,5,1,3,3,1,5,1,1,3,8,9
1,224,185,4,3,5,6,4,1,1,6,1,1,0,1,1,3,2,0,2,2,2,2,4,4,4,4,3,3,1,1,4,2,1,1,4,3,5,3,3,3,1,5,1,1,3,8,27
1,224,186,5,2,8,6,3,0,2,7,0,2,2,1,2,3,3,1,3,3,4,1,6,7,0,0,1,1,3,0,1,4,4,4,1,3,4,2,0,0,2,5,1,1,1,9,14
1,224,187,6,2,5,6,5,1,2,2,2,1,1,3,1,1,3,1,0,1,4,2,1,1,4,3,2,5,1,3,1,2,1,1,1,1,1,1,3,3,1,5,1,1,1,9,4
1,224,188,6,2,4,1,6,1,0,2,1,1,1,1,1,1,1,0,2,1,1,1,4,1,4,3,3,1,4,4,1,2,5,5,0,3,2,2,3,3,1,5,1,2,1,9,11
1,224,189,5,2,8,2,6,1,0,6,1,1,1,2,1,1,1,1,2,1,1,3,1,1,4,3,2,3,1,3,4,2,4,4,1,1,2,3,3,3,3,5,1,1,1,9,1
1,224,190,4,3,4,1,4,1,1,5,1,1,1,0,0,3,3,0,2,2,2,3,5,1,5,4,3,3,4,4,4,2,5,5,0,0,5,0,0,0,0,5,1,2,1,9,39
1,224,191,5,3,7,3,2,1,2,7,1,1,1,1,1,1,1,0,1,1,1,1,1,1,4,1,0,5,1,1,2,2,1,1,1,3,5,0,2,3,0,5,1,1,2,9,28
1,224,192,6,3,5,2,6,1,2,7,1,1,1,3,1,1,2,3,4,2,3,3,1,1,5,1,1,3,3,2,4,2,5,5,5,4,5,2,2,2,2,5,1,1,2,9,9
1,224,193,3,1,2,6,0,0,0,6,0,0,0,0,0,0,3,0,0,3,3,2,1,4,1,1,1,3,1,1,3,3,4,4,1,1,0,0,0,0,0,5,1,2,2,9,17
1,224,194,4,2,8,2,3,1,2,6,1,1,1,1,1,1,4,3,0,1,1,2,1,1,4,4,4,1,1,1,1,2,4,4,1,1,5,0,3,3,0,5,1,1,2,9,13
1,224,195,4,2,6,1,1,1,2,7,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,4,1,1,3,2,5,5,0,3,0,3,0,0,0,5,1,1,3,9,27
1,224,196,2,3,5,2,1,0,2,7,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,5,1,1,1,2,5,5,1,1,5,0,3,3,1,5,1,2,3,9,5
1,224,197,7,2,5,1,2,1,2,7,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,4,4,1,1,1,2,1,1,1,1,5,2,3,3,1,5,1,2,3,9,16
1,224,198,4,2,7,2,2,1,2,7,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,3,1,1,1,2,5,5,1,0,2,3,3,3,1,5,1,2,3,9,21
1,224,199,5,2,6,1,1,1,2,8,1,1,1,3,3,1,2,1,2,1,1,2,1,1,1,1,4,3,1,1,2,2,5,5,1,1,5,0,3,3,1,5,1,1,3,9,59
1,224,200,6,2,7,1,1,1,2,7,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,3,3,1,1,1,2,5,5,0,0,5,0,3,3,0,5,1,1,3,9,11
1,224,201,5,3,7,1,2,1,2,8,1,1,1,3,3,2,3,3,4,2,2,1,1,7,0,0,3,3,1,4,0,2,5,5,2,4,5,3,3,3,1,5,1,1,3,9,33
1,224,202,3,3,5,2,3,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,4,4,4,4,0,5,1,1,4,0,5,5,1,3,2,3,3,3,1,5,1,2,3,9,49
1,224,203,5,2,5,6,6,1,2,6,1,1,1,3,1,1,2,1,2,1,2,1,5,5,4,4,3,4,1,1,3,2,5,5,1,3,2,1,0,3,1,5,1,2,3,9,47
1,224,204,6,3,7,4,2,0,1,0,1,1,1,0,1,1,1,0,4,1,1,1,1,1,1,1,4,4,2,1,4,1,0,1,1,1,1,3,1,1,0,6,1,1,3,2,1
1,224,205,7,3,4,2,1,1,2,7,1,1,1,2,1,1,3,1,2,3,2,3,4,4,4,4,4,1,1,2,3,2,4,4,1,3,2,2,3,3,1,6,1,1,4,2,50
1,224,206,5,3,0,2,3,1,2,7,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,3,1,1,4,1,5,5,0,0,0,0,2,0,1,6,1,2,4,2,37
1,224,207,7,3,7,5,6,1,1,6,1,2,1,1,2,2,2,1,3,2,1,1,1,1,1,1,2,2,1,1,2,2,5,5,1,1,1,1,2,3,2,6,1,1,4,2,23
1,224,208,5,3,5,6,5,1,1,0,1,1,0,2,1,1,1,1,2,1,1,1,4,1,4,3,4,3,1,4,1,2,1,2,1,3,2,3,3,3,1,6,1,2,3,3,13
1,224,209,1,3,7,6,5,1,1,1,2,1,1,1,1,2,1,3,2,1,1,1,1,1,4,4,4,2,1,1,1,2,3,1,1,3,2,3,3,3,2,6,1,2,3,3,45
1,224,210,5,3,4,6,6,1,1,2,2,1,1,3,2,2,3,1,2,1,3,3,1,1,1,1,2,4,3,3,2,2,5,5,1,1,2,3,3,3,1,6,1,1,3,3,37
1,224,211,6,3,5,6,6,1,1,6,1,1,1,3,2,1,2,1,0,1,2,2,1,1,1,1,2,3,3,4,1,0,5,5,1,1,5,0,0,0,0,6,1,1,3,3,33
1,224,212,3,3,0,6,6,0,1,0,1,1,1,1,1,1,1,0,0,1,1,2,1,1,1,1,3,4,3,1,1,1,5,5,1,1,5,0,3,0,1,6,1,2,3,3,63
1,224,213,7,3,4,1,2,1,2,2,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,5,1,1,3,1,6,1,2,4,5,19
1,224,214,6,2,3,1,6,1,2,7,1,1,0,0,1,1,2,1,2,1,3,2,4,1,4,4,4,3,1,1,0,2,0,2,5,3,0,0,3,3,1,6,1,2,4,6,14
1,224,215,3,2,6,1,5,1,1,5,1,1,1,2,2,1,4,3,2,4,3,1,4,4,4,3,1,1,1,2,4,2,5,5,1,3,2,2,3,3,0,6,1,2,1,7,12
1,224,216,6,3,6,1,6,1,1,7,1,1,1,3,2,3,1,0,2,1,1,1,1,1,1,2,3,3,3,3,0,2,4,4,1,1,5,0,3,3,2,6,1,1,2,7,91
1,224,217,5,3,5,1,3,0,2,0,1,1,1,1,1,1,1,0,0,1,1,2,0,7,0,0,0,5,1,1,0,2,1,1,0,3,2,0,3,0,1,6,1,2,3,7,28
1,224,218,6,2,5,3,6,1,2,7,1,1,1,1,1,1,1,0,2,1,1,1,4,5,4,4,4,4,1,1,4,4,1,1,1,3,1,1,3,2,1,6,1,1,1,1,48
1,224,219,6,3,2,3,2,1,2,7,1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,2,2,1,1,4,2,2,1,1,3,5,1,3,3,1,6,1,1,1,1,11
1,224,220,7,3,4,6,6,1,2,0,1,1,1,1,1,3,1,0,0,1,1,2,4,4,4,4,3,4,1,1,1,1,5,5,1,1,5,3,3,3,1,6,1,2,1,1,53
1,224,221,5,3,7,4,6,0,2,7,1,1,1,2,3,1,3,3,2,2,2,2,4,3,5,2,2,3,2,1,4,2,1,1,0,3,2,3,3,3,1,6,1,1,1,1,15
1,224,222,4,3,5,6,6,1,1,6,2,1,1,1,2,1,3,0,2,1,4,3,6,4,4,4,2,4,3,1,4,3,4,4,1,3,5,3,3,3,2,6,1,1,1,1,68
1,224,223,4,3,5,6,4,0,0,0,1,1,1,0,1,1,1,0,0,1,2,1,6,7,5,2,1,3,3,1,2,2,5,5,0,0,0,0,3,3,0,6,1,2,4,1,36
1,224,224,5,2,7,3,6,1,1,2,1,1,1,1,1,1,1,3,2,1,2,2,1,1,1,1,3,5,1,1,0,0,5,5,1,1,0,0,3,0,1,6,1,1,4,1,40
1,224,225,5,3,5,2,6,1,2,7,1,1,0,0,0,1,3,1,2,1,1,5,4,4,0,4,4,1,1,1,4,2,1,2,1,1,5,3,3,3,1,6,1,2,1,2,93
1,224,226,7,3,6,2,6,1,2,7,1,1,1,2,2,1,1,1,4,1,1,4,1,1,1,1,1,3,1,1,3,1,5,5,1,3,5,3,3,2,1,6,1,1,1,2,78
1,224,227,7,2,6,1,5,0,0,7,1,1,1,1,1,1,2,1,4,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,4,4,3,3,3,1,6,1,1,2,8,26
1,224,228,7,3,6,6,6,1,2,5,1,2,0,2,2,1,3,1,2,2,3,1,1,1,0,2,2,4,1,3,4,2,1,1,4,3,2,3,3,3,1,6,1,1,2,8,83
1,224,229,3,3,6,1,6,1,1,2,1,1,1,2,1,2,1,1,4,1,3,5,5,5,4,4,1,5,1,1,2,3,1,1,2,4,2,1,3,3,1,6,1,1,2,8,67
1,224,230,4,3,5,1,4,1,2,7,1,1,1,3,3,1,1,1,2,1,1,1,1,1,4,2,2,2,4,4,0,0,5,5,1,3,5,1,3,3,1,6,1,2,3,8,6
1,224,231,4,2,6,1,6,1,2,7,3,1,1,1,3,2,1,3,2,1,1,2,1,1,4,4,3,2,1,1,3,2,2,2,0,0,5,0,3,0,1,6,1,1,2,9,16
1,224,232,4,1,6,5,3,1,2,7,1,1,1,3,1,2,3,2,2,2,4,1,6,6,4,4,3,5,3,4,1,1,4,4,5,3,3,3,2,3,0,6,1,1,2,9,23
1,224,233,2,3,4,5,6,1,1,2,1,1,1,1,2,2,1,1,3,1,1,3,1,1,4,4,1,3,4,1,4,2,5,5,1,1,1,1,3,3,1,6,1,2,2,9,47
1,224,234,7,3,3,0,1,1,1,7,1,1,1,3,1,3,2,1,2,0,6,0,0,7,0,0,0,5,1,1,1,2,5,5,1,1,5,3,3,3,1,6,1,2,2,9,31
1,224,235,4,2,3,4,2,1,2,7,1,1,1,1,1,1,1,1,2,1,1,1,2,1,4,1,4,3,1,1,1,2,5,5,1,1,5,1,3,3,1,6,1,2,3,9,14
1,224,236,4,3,8,2,6,1,2,2,1,1,1,1,1,1,1,3,2,1,1,2,1,1,1,1,4,2,1,1,1,2,1,1,4,3,5,1,3,3,1,5,2,1,1,2,88
1,224,237,3,2,5,1,6,1,2,2,1,1,1,3,3,1,1,1,2,2,1,2,1,1,1,1,3,3,4,4,4,2,5,5,1,1,5,0,0,0,1,5,2,2,3,2,2
1,224,238,5,3,7,6,6,1,1,6,1,1,1,2,2,2,2,3,3,1,1,1,4,4,4,2,3,3,1,3,4,2,1,2,3,3,2,2,3,2,0,5,2,1,1,3,36
1,224,239,6,0,6,6,6,1,2,7,1,1,1,1,1,1,3,1,3,2,1,1,1,1,1,1,3,3,3,3,3,1,3,3,1,1,4,3,2,2,2,5,2,1,4,5,3
1,224,240,7,2,5,1,3,1,2,7,1,3,3,3,1,1,3,3,1,3,3,2,1,1,1,1,3,3,3,4,3,2,2,2,0,0,5,0,1,0,1,5,2,1,2,7,1
1,224,241,3,2,5,2,6,1,2,7,1,1,1,3,3,2,3,3,1,0,1,3,1,1,1,1,1,4,3,4,0,4,5,5,3,4,2,2,3,3,2,6,2,1,3,7,7
1,224,242,6,2,5,1,5,1,2,2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,0,3,3,4,1,0,2,1,1,1,0,5,0,3,3,2,5,3,1,1,2,13
1,224,243,5,3,2,2,3,1,2,3,1,3,1,1,1,1,3,3,1,3,1,1,1,1,1,4,3,3,1,2,3,2,4,4,4,3,5,0,3,3,1,5,3,1,1,2,20
1,224,244,2,3,6,1,1,1,2,7,1,1,1,1,2,1,1,0,2,1,1,2,4,4,4,4,2,3,1,1,4,2,5,5,5,3,5,3,3,3,1,5,3,1,3,2,14
1,224,245,4,3,3,5,6,1,2,7,1,2,1,1,2,2,1,1,1,2,1,0,1,1,1,1,3,3,1,1,3,2,1,1,1,1,3,3,3,3,1,5,3,2,4,2,25
1,224,246,5,2,6,4,2,1,2,7,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,4,3,4,1,1,2,2,5,5,1,1,2,1,3,3,1,5,3,1,4,2,53
1,224,247,3,3,3,2,6,1,1,1,1,1,1,3,3,1,1,1,2,1,1,3,4,4,4,4,2,4,1,1,3,2,1,1,1,3,1,3,3,2,1,5,3,1,4,2,13
1,224,248,4,3,5,5,5,1,1,2,1,1,1,1,1,1,5,1,2,5,1,1,4,6,0,0,0,3,1,1,3,2,1,1,1,0,5,0,3,3,1,5,3,1,4,2,17
1,224,249,5,3,1,6,6,1,1,0,1,1,1,2,2,1,1,1,4,1,1,1,6,5,4,5,2,3,3,2,1,3,4,4,2,4,1,3,2,2,2,5,3,2,2,3,20
1,224,250,4,3,7,2,3,1,2,2,1,2,2,3,2,2,3,3,4,3,3,2,1,1,1,1,3,3,1,2,0,3,5,5,1,1,5,0,3,3,1,5,3,1,2,3,16
1,224,251,3,3,5,1,2,0,0,5,1,3,1,1,2,2,2,0,0,3,3,2,0,7,0,0,1,5,1,3,3,2,5,5,1,3,5,3,3,3,0,5,3,2,2,3,29
1,224,252,3,3,6,2,1,1,2,2,1,2,1,1,1,1,1,3,2,1,2,3,1,1,1,1,3,2,3,1,2,2,0,0,1,1,5,0,3,3,1,5,3,2,3,3,50
1,224,253,3,3,5,6,6,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,4,1,2,3,4,1,2,2,2,3,1,1,5,0,3,3,0,5,3,2,3,3,24
1,224,254,3,3,8,6,4,1,1,6,1,1,1,3,2,1,2,1,2,2,2,2,0,7,0,0,3,3,3,4,1,2,5,5,2,3,5,0,3,3,1,5,3,2,3,3,5
1,224,255,3,3,8,6,4,1,2,7,1,1,1,1,1,1,1,3,1,1,1,1,4,4,5,4,3,3,3,1,0,3,1,1,3,3,1,3,3,3,2,5,3,1,1,3,33
1,224,256,5,2,6,6,6,1,1,0,1,1,1,1,1,2,3,1,2,3,2,2,6,4,6,4,3,2,3,1,2,2,1,1,0,4,4,2,3,3,1,5,3,1,1,3,10
1,224,257,6,3,5,6,5,1,2,2,1,1,1,3,1,1,1,1,2,1,1,1,5,4,5,4,3,3,1,1,1,2,1,1,1,3,1,3,3,3,1,5,3,2,1,3,35
1,224,258,1,3,5,6,4,1,1,2,1,1,1,0,2,1,2,1,0,2,3,2,6,7,6,2,2,5,3,0,0,0,2,2,0,0,0,0,0,0,0,5,3,2,1,3,48
1,224,259,3,3,6,2,6,1,2,7,1,1,1,1,1,1,2,1,3,2,2,2,1,1,4,1,3,3,1,1,3,2,1,1,3,3,0,1,3,3,1,3,1,1,2,9,15
1,224,260,4,2,6,1,3,1,2,7,1,1,1,1,1,1,2,1,2,1,2,1,1,1,4,4,3,2,1,1,3,2,5,5,1,3,5,1,3,3,1,3,1,1,2,9,1
1,224,261,4,1,6,6,3,1,2,7,1,1,1,1,1,1,3,1,2,2,2,2,1,1,3,3,3,3,1,1,3,2,4,4,1,1,1,3,3,3,1,3,1,2,2,9,52
1,224,262,5,2,6,3,2,1,2,7,1,1,1,1,1,1,2,0,4,1,2,1,4,4,4,4,2,4,2,3,0,2,5,5,0,3,3,3,2,2,0,3,1,1,2,9,0
1,224,263,5,2,6,6,4,1,2,6,1,1,1,3,1,1,3,3,3,2,3,2,0,1,3,4,2,3,2,3,1,2,3,3,1,1,5,2,2,3,2,3,1,1,2,9,11
1,224,264,3,2,5,4,6,1,2,7,1,1,1,3,1,1,3,1,2,3,1,1,1,1,1,4,2,4,1,1,4,2,5,5,1,2,3,3,3,0,1,0,3,1,2,8,25
1,224,265,1,3,6,1,1,1,2,7,1,1,1,1,1,1,1,1,2,1,1,1,4,4,4,4,3,3,1,1,3,2,5,5,1,1,5,3,3,3,1,0,3,2,3,9,98
1,224,266,1,1,5,1,2,1,2,6,1,2,2,3,1,1,1,1,2,1,1,1,1,1,1,1,4,3,1,1,3,2,5,5,1,1,5,1,3,3,1,1,3,2,3,2,21
1,224,267,3,2,5,3,5,1,2,7,1,3,1,1,2,1,2,3,2,2,1,1,1,4,4,2,0,5,1,1,1,1,0,0,1,3,5,1,3,3,1,1,3,2,4,2,34
1,224,268,4,2,5,2,2,1,2,7,1,2,1,1,2,1,1,1,0,1,1,1,0,7,0,4,2,5,3,3,2,2,1,1,5,3,5,3,3,3,1,1,3,1,4,2,62
1,224,269,1,3,6,6,6,0,2,2,2,1,3,2,2,3,1,1,4,1,2,3,1,1,1,3,1,3,0,0,0,0,5,5,0,0,0,0,3,3,1,1,3,2,2,3,8
1,224,270,1,3,6,3,2,1,2,7,1,1,1,1,2,1,2,1,2,1,2,3,1,1,1,1,2,4,1,1,1,0,5,5,1,1,2,3,2,2,0,1,3,1,3,3,64
1,224,271,1,1,5,2,1,1,2,6,3,1,3,3,3,2,1,0,2,1,1,1,1,1,1,1,0,5,4,4,4,0,5,5,1,1,5,0,3,3,0,1,3,2,3,3,4
1,224,272,1,3,6,6,4,1,1,5,1,2,1,3,2,2,1,3,2,1,1,2,4,5,4,4,2,4,3,3,4,2,4,4,1,1,2,3,2,3,2,1,3,1,3,3,51
1,224,273,2,3,7,6,5,1,1,2,1,1,1,1,1,1,1,3,2,1,1,1,4,4,4,3,3,3,1,3,1,3,3,2,5,3,5,0,3,3,1,4,3,2,1,1,77
1,224,274,3,3,4,3,3,1,1,2,1,3,3,3,2,3,2,2,0,2,2,2,4,4,4,3,2,3,1,4,3,2,3,2,3,3,5,0,3,3,2,4,3,1,1,1,9
1,224,275,4,3,5,4,2,1,1,2,2,1,1,1,2,1,1,1,4,1,2,3,4,4,5,4,2,2,1,1,3,3,1,3,5,3,5,1,3,3,1,4,3,1,1,1,76
1,224,276,4,3,6,3,6,1,1,2,1,1,1,1,1,1,5,1,4,5,1,5,4,4,4,4,1,1,1,1,4,2,1,1,0,3,5,3,3,3,1,4,3,2,1,1,63
1,224,277,3,1,3,3,6,1,2,7,1,1,1,0,1,1,1,1,2,1,1,2,0,7,0,0,4,4,1,1,1,2,1,1,1,3,1,1,3,3,0,4,3,2,4,1,23
1,224,278,3,2,7,1,2,1,2,7,1,1,3,3,2,1,2,0,2,2,1,1,1,1,1,0,1,4,1,3,2,2,5,5,0,0,0,0,3,3,1,4,3,1,4,1,12
1,224,279,5,2,7,3,2,1,2,7,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,0,2,5,5,1,1,5,3,3,3,1,4,3,2,4,1,28
1,224,280,3,3,4,1,3,1,2,7,1,1,1,3,1,1,2,0,2,2,2,2,1,1,1,1,4,1,3,1,2,2,5,5,1,1,5,0,3,3,1,4,3,2,4,1,14
1,224,281,2,3,6,2,4,1,2,2,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,3,3,3,3,4,2,5,5,0,0,5,1,3,3,1,4,3,2,4,1,57
