CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14A.,Q.14B.,Q.14C.,Q.14D.,Q.14E.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,V.41.,V.42.
1,181,731,1,5,8,4,6,5,3,1,2,4,2,2,1,1,2,2,1,2,4,3,3,1,4,1,3,2,3,3,5,3,1,3,2,3,3,4,3,0,3,3,4,3,3,34,75
1,181,732,3,2,7,1,3,4,3,1,1,4,1,2,1,1,2,3,1,2,5,2,1,2,1,2,3,2,1,1,1,3,1,2,1,1,2,1,1,1,2,1,2,2,1,26,18
1,181,733,3,4,6,1,4,6,3,2,3,3,1,2,1,1,1,2,1,2,2,2,1,2,2,3,3,2,1,1,2,2,1,1,1,3,1,2,1,1,2,1,2,2,1,26,22
1,181,734,3,6,4,2,4,6,3,2,1,3,1,1,2,1,1,2,1,2,4,2,1,2,2,3,2,2,1,2,2,3,2,1,1,3,2,2,2,3,0,2,3,2,1,26,62
1,181,735,3,3,7,2,5,6,3,1,1,4,1,2,3,2,3,2,1,1,4,3,2,2,2,2,3,2,2,2,4,2,2,2,1,1,2,3,2,2,2,2,3,5,1,26,64
1,181,736,3,4,5,2,0,5,3,1,1,4,1,1,2,2,2,2,1,2,4,2,1,2,2,3,4,2,2,2,2,2,2,2,1,3,0,1,1,1,1,2,2,1,1,26,70
1,181,737,3,2,6,1,3,5,3,1,4,3,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,3,2,1,2,2,1,2,2,1,2,2,1,2,3,1,26,3
1,181,738,3,3,7,1,4,4,3,1,1,4,1,1,0,3,3,2,1,1,5,1,1,2,1,2,3,1,1,1,1,3,2,1,1,3,0,2,1,0,1,1,1,1,1,26,106
1,181,739,3,6,7,1,3,4,3,1,1,2,1,2,0,2,1,3,1,2,5,2,2,2,2,1,2,1,2,2,3,3,2,1,1,2,2,3,2,2,2,2,3,2,1,26,63
1,181,740,3,6,3,1,6,5,3,1,1,3,1,1,1,1,2,2,1,1,5,1,2,1,2,1,5,1,1,1,1,1,2,1,1,2,2,2,1,4,2,1,2,2,1,26,2
1,181,741,3,2,6,1,4,6,3,1,3,2,3,2,2,2,2,3,1,3,5,2,1,2,1,2,5,3,3,2,3,2,2,2,1,1,2,1,1,2,2,3,3,5,2,26,4
1,181,742,3,4,6,3,4,3,2,1,1,2,1,0,1,2,2,1,1,3,4,1,1,2,2,2,4,3,2,2,3,2,1,2,1,1,2,2,2,4,2,2,3,5,1,26,5
1,181,743,3,3,6,2,3,4,2,1,1,4,1,1,3,1,1,1,1,3,4,1,1,2,1,2,1,2,2,3,5,2,2,1,1,1,3,1,1,1,2,1,4,4,1,26,37
1,181,744,3,3,5,2,6,6,3,1,4,4,3,1,1,1,2,2,1,2,2,2,2,2,2,1,3,2,2,2,3,3,4,2,2,1,3,4,4,2,2,3,2,3,1,26,117
1,181,745,3,6,4,1,6,6,3,1,1,1,2,2,1,1,1,3,1,2,5,1,1,2,2,1,1,2,2,2,3,2,3,2,1,2,1,1,1,0,1,1,1,1,1,26,118
1,181,746,3,2,6,1,4,6,3,1,1,1,2,2,2,2,2,3,1,3,2,2,1,2,2,1,2,2,2,2,3,1,2,1,1,2,3,3,2,1,2,1,3,2,1,26,134
1,181,747,3,4,5,3,6,6,3,1,1,3,4,2,0,1,3,2,1,3,3,1,3,2,1,2,3,2,2,3,4,2,1,2,1,2,3,3,3,2,3,2,4,4,1,26,139
1,181,748,3,2,5,1,3,5,3,1,1,1,3,2,3,2,2,2,1,2,5,2,1,1,2,1,2,2,1,3,3,3,3,2,3,2,1,2,2,4,2,1,1,2,1,26,141
1,181,749,3,2,5,3,4,5,3,1,1,3,1,2,1,3,1,1,1,3,4,2,1,2,2,2,3,2,1,3,2,1,1,2,1,2,1,3,2,2,2,2,4,5,1,26,151
1,181,750,3,3,7,1,4,6,3,1,1,4,2,2,2,1,1,1,1,3,5,1,2,2,1,2,4,2,1,3,2,1,1,1,1,2,1,3,2,2,2,2,4,2,1,26,152
1,181,751,3,6,3,2,5,6,3,1,1,4,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,2,2,4,5,2,2,2,2,1,2,3,1,3,2,2,2,2,1,26,153
1,181,752,3,3,7,2,5,6,3,1,1,4,1,2,2,1,3,2,1,2,2,2,2,2,3,1,3,2,3,3,4,2,3,3,2,1,3,4,2,2,3,3,4,3,1,26,155
1,181,753,3,3,3,1,6,1,1,1,3,3,3,0,1,1,1,2,1,1,5,2,1,2,2,2,3,2,1,3,2,1,2,1,1,3,1,4,1,0,1,1,2,2,3,26,24
1,181,754,3,3,6,1,5,4,1,1,1,1,4,2,2,2,2,3,1,2,4,2,1,2,3,1,1,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,4,4,1,26,122
1,181,755,4,4,6,2,5,6,3,1,1,4,2,2,3,3,2,1,1,2,5,2,1,2,4,1,3,1,3,3,5,1,3,1,1,2,2,2,1,5,2,1,4,2,1,26,130
1,181,756,4,2,7,1,5,6,3,1,1,3,2,2,2,2,2,2,1,3,4,3,2,1,4,1,1,1,2,2,3,2,2,2,1,2,3,3,1,2,4,3,3,3,1,26,76
1,181,757,4,5,3,2,6,6,3,1,1,4,1,1,1,1,1,1,1,1,3,3,1,2,1,2,3,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,26,84
1,181,758,4,4,4,2,6,6,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,26,85
1,181,759,4,4,3,2,6,2,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,1,2,1,2,2,1,1,1,3,2,3,1,1,1,1,2,2,2,26,44
1,181,760,4,6,5,2,6,6,3,1,1,1,1,1,3,1,2,1,1,1,1,3,2,2,2,1,2,1,3,4,3,1,1,1,3,2,2,2,2,0,2,3,4,3,2,26,45
1,181,761,4,6,5,1,4,6,3,1,3,3,1,1,0,2,1,2,1,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,26,39
1,181,762,4,4,6,1,5,6,3,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,2,2,1,1,1,1,1,3,1,1,1,1,3,1,2,26,55
1,181,763,4,5,4,2,6,5,2,1,4,3,0,2,2,2,3,2,2,1,4,3,1,2,3,1,1,1,2,1,1,1,3,2,1,2,2,5,1,3,1,2,2,1,2,26,107
1,181,764,4,5,4,1,6,6,3,1,4,1,1,1,0,2,1,2,1,2,2,2,1,2,1,1,3,2,1,1,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1,26,13
1,181,765,4,3,5,2,5,6,3,1,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,2,1,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,26,27
1,181,766,4,2,4,2,6,6,3,1,3,4,1,1,1,1,2,2,1,2,1,1,2,2,2,3,1,2,2,1,2,1,1,1,1,2,2,1,2,1,2,1,2,1,1,26,102
1,181,767,4,2,7,1,5,6,3,1,3,3,1,2,0,1,3,2,1,3,2,1,1,2,2,2,3,2,1,2,2,3,1,1,1,2,2,2,2,0,2,2,2,2,1,26,115
1,181,768,4,3,7,1,4,6,3,1,4,4,2,0,3,3,3,3,1,2,3,3,2,2,2,1,3,1,1,4,5,3,2,1,3,3,2,5,3,3,2,2,3,2,3,26,6
1,181,769,4,4,7,2,4,5,3,1,1,4,1,2,1,1,1,1,1,1,1,1,1,2,1,2,3,1,2,1,1,2,1,1,1,2,2,1,1,1,2,1,2,2,1,26,15
1,181,770,4,6,1,1,6,6,3,1,1,4,1,1,1,1,2,1,1,1,5,1,1,2,1,2,2,1,1,1,4,1,1,1,1,2,2,2,1,1,1,1,2,1,1,26,104
1,181,771,4,3,8,1,5,6,3,1,3,4,1,1,2,2,1,1,1,1,2,2,1,2,1,2,3,1,1,2,2,1,1,1,1,2,1,1,1,5,1,1,2,5,1,26,65
1,181,772,4,3,8,2,6,6,3,1,1,3,2,2,0,3,3,1,1,2,2,2,1,2,1,2,3,1,1,1,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,26,69
1,181,773,4,4,7,1,4,6,3,1,2,1,1,0,0,1,2,2,0,3,2,1,0,2,1,2,3,2,2,3,3,3,4,1,1,1,2,2,1,5,2,1,3,2,0,26,140
1,181,774,4,6,4,1,6,4,0,1,0,4,1,1,1,3,3,3,1,1,5,3,1,2,4,1,1,2,1,1,1,1,1,1,2,2,2,3,1,1,1,1,1,1,1,26,66
1,181,775,4,3,4,1,6,2,1,1,1,2,1,1,0,2,1,2,1,2,2,1,2,2,1,2,4,2,2,4,2,1,4,1,1,2,2,2,4,0,1,1,2,1,2,26,51
1,181,776,1,6,1,1,4,6,0,1,3,0,2,2,0,1,1,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,40
1,181,777,1,3,3,1,4,6,0,0,1,1,1,1,0,1,2,1,2,2,5,2,1,2,2,1,3,2,2,2,5,2,2,1,1,3,2,1,1,0,1,2,2,2,1,26,98
1,181,778,1,4,1,3,5,6,0,1,4,0,0,2,1,1,1,3,2,1,4,2,1,2,2,3,3,2,3,1,1,2,0,1,2,1,2,0,1,2,0,2,2,3,3,26,103
1,181,779,1,2,3,3,3,3,0,1,1,0,1,1,2,3,3,2,2,2,5,2,3,2,2,1,4,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,128
1,181,780,1,2,6,1,5,3,1,1,1,3,1,1,1,1,3,2,1,2,2,3,1,2,1,2,2,1,2,1,3,3,2,1,1,2,1,1,2,2,2,1,2,2,2,26,42
1,181,781,1,2,5,1,4,4,1,4,1,3,3,1,2,2,2,3,1,1,1,2,1,2,2,3,2,2,3,2,3,2,1,1,1,3,2,2,1,3,4,3,3,2,3,26,95
1,181,782,1,3,0,1,0,4,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2,2,2,1,1,1,1,2,2,1,0,2,3,26,123
1,181,783,1,2,4,2,4,4,1,1,1,1,1,1,0,2,2,2,1,1,2,3,2,2,3,1,4,2,2,3,3,2,4,2,2,1,2,2,2,3,2,3,4,4,2,26,126
1,181,784,2,4,6,3,3,5,3,1,1,4,1,1,0,1,1,0,1,1,5,1,1,1,1,2,3,1,2,2,3,2,1,1,1,3,2,2,1,1,2,1,2,2,1,26,121
1,181,785,2,6,7,1,4,5,3,1,1,4,2,1,2,1,2,2,1,2,5,2,2,1,1,3,4,1,2,2,2,2,1,2,1,1,1,1,1,1,1,2,3,3,3,26,142
1,181,786,2,2,3,2,4,4,3,1,1,1,1,1,2,1,1,3,2,2,2,1,1,2,3,1,5,1,3,1,3,2,4,3,1,3,2,2,2,3,2,3,4,1,1,26,150
1,181,787,2,2,5,3,5,6,3,1,1,4,1,2,0,2,1,2,1,2,4,2,1,2,1,2,3,1,2,2,2,2,1,1,1,1,3,1,2,2,2,1,3,2,1,26,89
1,181,788,2,4,7,1,4,6,3,1,3,3,1,1,1,1,1,1,1,2,5,1,1,2,2,3,3,1,2,2,2,2,1,2,3,1,2,2,1,5,1,2,2,5,2,26,32
1,181,789,2,4,8,3,2,3,3,1,1,3,1,1,1,1,1,1,1,1,3,2,1,2,2,2,1,1,2,2,2,3,1,1,3,2,1,2,1,1,1,1,2,1,3,26,38
1,181,790,2,4,5,3,4,5,3,4,2,1,4,1,2,3,3,3,1,4,5,3,1,2,3,1,4,2,1,4,2,2,2,1,3,1,3,4,1,2,2,3,3,4,1,26,72
1,181,791,2,4,6,3,4,6,3,1,2,4,1,1,0,1,1,0,2,0,3,3,2,2,2,1,3,2,3,4,3,2,1,2,2,1,1,3,1,1,2,1,4,0,0,26,73
1,181,792,2,4,7,1,4,6,3,1,2,1,2,2,3,1,3,2,2,3,3,2,1,1,2,1,1,2,3,3,5,1,2,3,2,2,2,4,1,2,1,1,4,4,2,26,92
1,181,793,2,4,6,3,4,6,3,1,3,3,2,2,2,1,1,2,1,3,4,3,1,2,2,2,3,2,3,2,3,2,3,2,2,1,1,2,2,2,2,2,3,3,1,26,94
1,181,794,2,5,2,3,4,6,3,4,3,4,2,2,3,3,2,3,2,4,3,2,2,2,4,1,4,2,2,3,5,2,2,3,2,1,3,2,2,2,2,2,3,2,2,26,43
1,181,795,2,3,7,2,4,5,3,1,1,4,1,1,1,1,1,1,1,1,2,2,1,2,2,3,3,2,1,2,2,2,2,1,1,3,1,1,1,1,2,2,2,2,1,26,46
1,181,796,2,4,4,3,3,4,3,1,1,1,1,1,1,1,1,1,1,0,5,1,1,2,2,1,3,2,3,2,3,2,1,1,3,1,1,1,1,3,2,3,3,4,1,26,50
1,181,797,2,3,6,2,4,4,3,1,1,4,1,1,2,1,2,1,1,3,1,1,1,2,1,2,4,2,3,4,2,2,1,2,2,1,1,2,2,2,3,2,3,3,1,26,54
1,181,798,2,3,6,3,3,4,3,1,1,3,1,1,0,2,1,2,1,3,2,2,1,2,2,1,3,2,2,2,2,2,2,1,2,3,1,2,2,1,2,2,3,3,1,26,60
1,181,799,2,4,4,2,4,6,3,1,1,4,1,1,2,2,3,2,1,3,0,2,1,2,1,2,3,0,2,2,3,2,2,1,1,3,2,1,1,2,1,1,3,3,1,26,116
1,181,800,2,3,6,2,4,6,3,1,3,4,1,1,1,1,1,1,1,2,1,2,1,2,2,3,5,2,3,3,3,2,3,2,3,1,3,1,1,2,2,3,3,2,2,26,91
1,181,801,2,5,4,2,5,3,2,1,1,4,4,1,0,2,1,2,1,1,3,1,1,2,4,1,3,1,2,3,2,1,1,2,2,2,2,1,1,3,2,3,3,2,1,26,147
1,181,802,2,2,4,3,4,3,3,1,1,3,1,1,1,1,2,1,2,2,5,1,1,2,2,2,2,2,1,2,3,3,4,2,1,2,1,2,1,5,2,2,2,3,1,26,10
1,181,803,2,5,4,1,5,6,3,1,0,3,4,2,2,1,1,2,1,2,5,2,1,2,2,1,3,2,2,3,2,2,2,1,2,3,2,3,1,1,2,2,4,1,2,26,17
1,181,804,2,6,6,2,5,4,3,1,2,4,2,1,1,3,1,2,2,1,4,2,1,1,2,1,3,2,3,2,3,2,3,2,2,1,2,1,1,2,1,2,3,3,1,26,21
1,181,805,2,3,5,3,4,5,3,1,1,3,1,1,0,1,2,2,1,2,4,2,1,1,2,3,4,2,2,2,3,2,1,2,1,1,2,2,1,2,2,1,3,2,1,26,114
1,181,806,2,6,4,1,0,6,3,4,1,0,1,1,0,1,1,1,1,2,5,2,1,2,1,2,3,2,1,2,2,2,1,1,3,1,1,1,1,0,1,1,2,2,3,26,68
1,181,807,2,3,4,2,4,6,3,1,1,4,3,1,0,1,1,1,1,2,1,1,1,2,1,2,4,2,2,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,26,71
1,181,808,2,4,7,2,3,3,3,1,1,3,1,1,1,1,3,2,1,2,4,2,1,2,1,2,3,1,2,1,3,3,1,1,1,3,1,2,1,3,1,1,2,1,1,26,7
1,181,809,2,2,6,1,4,6,3,1,1,3,1,1,2,2,3,2,1,3,3,2,2,2,1,3,2,1,3,4,3,2,2,2,3,2,3,2,2,1,2,2,3,2,1,26,19
1,181,810,2,4,6,3,4,6,3,1,3,3,1,2,0,2,2,2,1,2,2,1,1,2,2,2,3,1,2,1,2,2,2,1,1,3,1,1,1,1,2,1,2,2,1,26,109
1,181,811,2,3,5,1,4,6,3,1,3,4,1,1,2,1,2,1,1,4,4,3,1,1,4,3,4,3,2,1,3,2,1,2,2,1,1,1,1,1,1,1,3,1,2,26,67
1,181,812,2,2,5,2,6,4,2,1,2,4,1,1,0,1,2,1,1,3,2,2,1,2,3,1,3,1,2,1,2,2,4,1,2,3,2,1,1,4,1,1,4,1,1,26,30
1,181,813,2,4,6,1,5,4,2,1,1,1,1,1,3,1,1,2,1,3,5,2,2,2,1,3,3,2,1,3,3,2,1,2,1,1,3,1,1,0,3,2,4,4,1,26,74
1,181,814,2,2,7,2,4,5,3,1,1,3,1,1,1,1,2,2,1,2,1,2,1,2,2,3,2,2,1,4,3,3,1,1,3,3,2,3,1,5,2,2,3,3,3,26,119
1,181,815,2,4,1,1,4,4,3,1,1,3,1,1,2,1,3,1,1,4,1,1,1,2,2,1,3,2,2,1,1,2,1,1,3,3,2,1,1,1,1,2,1,1,3,26,132
1,181,816,2,4,8,1,4,5,3,1,1,2,1,1,0,1,3,1,1,3,5,2,1,2,2,3,3,2,2,1,3,3,3,2,1,3,1,3,2,4,1,2,3,3,1,26,133
1,181,817,2,2,6,1,3,5,3,1,1,4,1,1,0,1,1,0,1,2,5,1,1,2,2,3,4,2,2,3,3,2,1,1,3,1,3,1,1,5,2,3,2,2,2,26,156
1,181,818,2,6,3,1,4,6,0,1,0,4,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,3,1,1,1,3,1,1,1,1,1,1,2,1,2,26,41
1,181,819,0,6,2,1,5,4,3,2,0,1,1,1,0,1,2,1,1,4,5,3,1,2,4,1,5,3,3,3,3,2,4,2,2,1,3,1,1,2,2,3,4,5,2,26,148
1,181,820,0,0,0,0,0,6,1,1,1,4,1,1,0,1,2,1,1,1,2,1,1,2,1,2,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,26,25
1,181,821,3,3,6,1,4,6,3,1,3,3,1,1,2,1,1,2,1,2,1,2,1,2,2,1,3,1,2,2,2,1,2,1,1,2,2,1,1,1,2,1,2,1,1,26,124
1,181,822,3,2,5,3,4,6,3,1,1,3,2,1,3,2,2,3,2,2,3,2,1,2,4,1,4,1,2,2,4,2,2,1,2,3,2,1,2,3,2,3,3,3,3,26,129
1,181,823,3,3,7,2,4,6,3,1,1,4,1,1,1,1,2,1,1,2,2,2,1,1,2,1,3,1,1,2,2,1,1,1,1,2,2,1,2,2,2,1,2,1,1,26,135
1,181,824,3,3,7,2,5,6,3,1,1,3,1,1,2,2,2,1,1,2,3,3,1,2,2,3,2,1,1,3,3,3,2,1,1,0,0,0,0,0,0,1,2,2,1,26,157
1,181,825,3,3,6,1,4,6,3,1,3,3,1,1,2,2,1,1,1,2,2,1,1,2,1,2,3,1,1,1,3,1,1,1,1,2,1,2,1,1,2,1,1,2,2,26,59
1,181,826,3,4,6,4,3,4,3,1,1,3,2,2,2,1,2,2,1,3,2,2,1,2,3,1,3,2,3,3,4,2,2,3,2,1,2,3,2,2,4,2,4,3,3,26,75
1,181,827,3,3,5,2,5,6,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,1,2,1,1,3,2,2,2,1,4,2,1,3,5,1,26,29
1,181,828,3,5,5,1,4,6,3,1,3,2,1,1,1,1,2,2,1,2,5,2,1,2,2,3,3,2,2,2,2,2,2,2,3,1,2,2,2,1,2,2,2,2,2,26,31
1,181,829,3,4,6,1,5,6,3,1,1,3,1,1,1,1,2,3,1,3,5,3,1,2,2,1,4,2,3,3,5,2,2,3,1,2,1,4,1,2,2,3,4,3,2,26,34
1,181,830,3,3,8,2,4,6,3,1,1,3,1,1,2,2,2,3,1,2,1,2,1,2,1,2,4,2,2,2,5,2,2,2,1,1,3,3,2,2,2,2,4,3,1,26,56
1,181,831,3,3,6,1,4,5,3,1,1,3,1,1,2,1,2,2,1,2,1,2,1,2,2,3,4,3,2,2,4,2,2,1,2,1,2,3,1,1,1,1,2,2,1,26,77
1,181,832,3,2,8,3,3,4,3,1,2,4,1,2,1,1,1,1,1,2,1,2,2,2,2,1,3,3,2,2,4,2,2,3,2,1,1,3,2,5,4,3,4,4,1,26,93
1,181,833,3,2,5,1,4,6,3,4,2,1,1,1,2,2,1,2,1,3,5,3,3,2,2,3,1,3,2,4,3,2,2,2,3,3,2,4,2,5,2,2,4,5,1,26,61
1,181,834,3,3,6,3,6,2,2,1,2,2,1,1,1,1,1,2,1,0,1,1,1,1,2,1,3,1,2,3,3,3,1,2,3,1,2,2,1,3,2,3,2,3,3,26,108
1,181,835,1,3,5,2,3,3,3,1,2,3,1,1,2,1,1,3,1,1,2,3,3,1,1,1,5,2,2,2,3,2,2,3,1,1,1,5,2,2,1,1,3,2,1,25,67
1,181,836,1,5,5,5,6,4,1,1,2,1,4,1,0,3,2,3,2,4,5,2,2,2,3,1,4,3,3,3,4,2,2,2,2,1,1,5,2,2,2,3,2,2,3,25,66
1,181,837,2,3,6,2,4,6,3,1,3,1,1,1,1,2,2,1,1,1,2,1,1,2,1,3,3,1,2,1,2,3,1,1,1,2,1,5,1,5,1,1,2,1,3,25,44
1,181,838,2,4,3,2,3,4,3,1,1,1,1,1,0,3,1,3,2,3,3,1,1,2,2,2,3,1,1,1,3,2,1,1,1,2,1,1,1,3,1,1,1,2,3,25,76
1,181,839,2,4,7,2,2,3,3,1,1,4,1,1,2,3,3,2,1,2,3,2,2,2,3,2,5,3,3,1,3,2,1,2,2,1,1,1,2,1,1,1,0,1,1,25,73
1,181,840,2,6,7,2,3,4,3,1,3,2,1,1,2,1,1,3,0,2,3,2,2,2,4,2,3,3,3,4,4,2,1,2,1,1,1,5,1,1,2,3,1,1,2,25,77
1,181,841,2,3,6,1,4,2,3,1,1,3,1,1,0,1,2,1,1,2,5,1,2,2,2,2,4,2,1,2,2,2,1,2,2,3,1,2,1,5,2,1,2,2,3,25,3
1,181,842,2,5,6,3,3,5,3,2,1,4,1,1,0,3,1,3,1,0,4,2,1,2,1,3,3,2,3,1,2,2,1,1,1,0,0,0,0,0,0,2,2,1,1,25,23
1,181,843,2,3,2,3,6,3,2,1,2,1,4,1,0,1,2,2,1,2,4,2,1,1,3,1,4,2,3,2,3,2,1,1,2,3,1,3,1,3,1,1,4,3,1,25,57
1,181,844,2,4,5,3,6,4,2,4,1,3,2,1,2,2,2,2,1,2,3,1,1,2,1,1,3,2,2,2,3,2,4,1,2,3,1,1,1,2,1,1,4,4,3,25,61
1,181,845,2,3,7,1,6,3,2,1,1,1,2,1,3,2,0,3,1,2,5,2,1,1,4,1,4,3,3,3,4,2,1,3,2,2,2,3,3,1,2,3,3,2,1,25,68
1,181,846,2,3,7,1,5,4,2,1,2,1,1,1,2,3,3,2,1,3,4,1,1,2,1,3,4,2,2,2,3,2,1,2,3,1,1,5,1,1,1,1,3,2,1,25,69
1,181,847,2,4,6,3,4,3,2,1,1,3,4,1,2,0,1,2,1,2,3,2,1,2,2,1,3,3,1,4,3,2,2,1,1,3,1,4,1,3,1,2,2,1,3,25,72
1,181,848,2,5,7,3,3,3,2,1,0,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,4,3,3,2,2,2,1,1,2,1,1,1,1,0,1,1,2,1,1,25,7
1,181,849,2,2,6,2,5,4,2,1,1,3,1,1,0,2,1,2,1,1,5,2,1,2,2,2,4,2,3,1,2,3,1,2,1,3,1,5,1,3,1,1,2,1,1,25,10
1,181,850,2,4,3,1,4,3,2,1,1,3,1,1,0,1,1,1,1,2,5,2,1,2,1,2,3,2,3,1,2,3,1,1,1,3,1,5,1,1,1,1,2,2,1,25,13
1,181,851,2,5,6,1,5,4,2,1,1,1,1,1,0,1,1,3,1,1,5,1,1,2,1,3,4,3,3,1,1,2,1,2,2,1,1,5,1,0,1,1,2,5,2,25,15
1,181,852,1,6,4,4,6,6,3,2,3,4,0,1,0,1,1,2,1,4,1,1,1,1,1,3,2,1,2,2,5,2,2,1,2,1,1,4,1,2,1,1,4,4,2,26,120
1,181,853,1,2,1,3,3,3,3,0,1,4,2,2,1,1,1,1,1,1,5,1,2,2,3,2,5,1,3,3,3,2,3,2,1,1,1,3,2,1,1,3,4,1,0,26,127
1,181,854,1,2,6,1,4,5,3,1,1,4,1,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,2,1,2,1,4,1,5,2,2,4,1,1,26,82
1,181,855,1,5,2,3,3,2,3,2,4,1,2,0,2,1,1,2,1,0,5,2,2,2,4,2,5,2,3,4,4,2,4,2,2,2,2,2,4,2,2,2,4,5,2,26,79
1,181,856,1,3,4,1,4,6,3,1,0,4,3,2,2,2,1,2,1,2,5,2,2,2,3,3,4,2,1,2,3,2,2,3,1,1,1,3,1,0,2,2,2,2,1,26,81
1,181,857,1,4,8,1,4,6,3,1,1,3,1,1,0,2,2,2,1,2,2,2,1,2,2,1,3,2,0,3,4,2,2,1,2,2,2,4,2,2,1,2,3,3,1,26,83
1,181,858,1,2,5,1,4,5,3,1,2,3,1,2,3,1,2,2,1,2,5,2,1,2,2,3,3,2,2,4,3,2,3,2,3,2,2,2,1,0,2,2,3,5,3,26,86
1,181,859,1,2,4,1,4,6,3,1,2,3,1,1,1,1,2,2,1,2,4,2,1,2,1,3,5,2,2,4,3,2,4,2,2,1,2,1,1,3,2,3,3,3,3,26,87
1,181,860,1,6,3,3,4,4,3,1,1,4,1,1,1,1,1,1,1,1,5,1,1,2,1,2,3,2,1,1,3,2,2,2,1,1,2,1,1,1,2,1,4,1,1,26,35
1,181,861,1,2,6,3,4,5,3,1,2,1,4,2,3,2,1,2,3,3,4,2,1,1,4,1,2,2,3,3,4,2,2,3,2,1,1,1,1,0,2,1,4,5,2,26,36
1,181,862,1,6,5,1,4,6,3,1,3,2,3,2,2,2,1,2,1,2,2,2,1,2,3,1,3,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,3,3,1,26,48
1,181,863,2,2,7,2,4,4,2,1,1,4,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,25,34
1,181,864,2,5,5,3,1,3,2,1,0,2,2,1,2,2,1,1,1,2,4,2,2,2,2,1,3,3,3,4,3,2,4,2,2,1,1,1,2,2,2,2,2,3,1,25,35
1,181,865,2,4,3,2,5,4,2,1,1,3,1,1,1,1,1,1,1,2,2,2,1,2,1,2,3,2,2,2,2,2,1,2,2,1,1,4,1,1,1,1,2,3,1,25,38
1,181,866,2,3,6,1,5,3,2,1,1,3,1,1,1,1,1,3,1,2,5,1,1,2,2,3,5,2,2,1,3,2,1,1,1,3,0,5,1,0,1,1,1,1,0,25,43
1,181,867,2,3,6,3,4,3,2,1,1,1,2,1,2,3,2,3,1,4,3,2,2,2,2,3,4,2,2,2,3,2,2,2,3,3,2,3,2,1,1,2,3,2,3,25,45
1,181,868,1,2,6,1,3,4,3,1,1,3,2,1,2,2,1,2,1,2,2,0,0,0,0,0,0,0,0,3,3,2,2,3,2,3,2,1,1,2,2,3,1,2,1,26,90
1,181,869,1,4,4,1,5,4,3,4,0,1,2,2,2,2,1,2,2,2,5,3,1,2,4,1,2,3,2,3,5,2,4,2,2,1,2,4,1,2,2,3,4,4,3,26,136
1,181,870,1,2,5,1,4,4,3,3,2,4,1,1,2,1,2,2,1,2,5,3,1,1,4,1,3,3,3,2,3,2,2,3,2,1,1,1,1,3,1,1,2,1,1,26,52
1,181,871,1,2,5,2,6,3,2,1,4,2,1,1,0,1,1,1,1,1,1,2,1,2,2,1,4,2,3,2,2,1,4,2,1,1,3,2,1,5,2,3,0,0,2,26,113
1,181,872,1,3,5,1,4,4,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,4,2,3,4,2,1,1,3,1,1,0,2,3,4,1,0,26,131
