CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5A.,Q.5B.,Q.6.,Q.7.,Q.8A.,Q.8B.,Q.8C.,Q.8D.,Q.8E.,Q.9A.,Q.9B.,Q.9C.,Q.9D.,Q.9E.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,V.16.,V.17.
1,122,705,1,1,4,2,3,9,3,2,2,3,3,3,2,2,2,2,2,2,1,2,1,2,1,2,2,6903
1,122,706,1,1,4,2,3,9,3,2,2,3,3,2,2,3,2,2,2,2,1,3,2,2,4,2,2,6603
1,122,707,1,1,4,2,3,9,3,2,2,1,2,3,3,2,2,8,2,1,1,1,1,1,4,1,2,6002
1,122,708,1,2,4,2,3,9,3,2,2,1,2,2,1,1,1,3,1,3,1,3,2,2,4,2,2,5429
1,122,709,1,1,4,2,3,9,3,2,2,1,1,1,1,1,2,2,2,2,1,3,1,1,3,2,2,3365
1,122,710,1,1,4,2,3,9,3,2,2,4,4,4,2,2,3,3,2,2,2,4,1,1,3,2,2,3804
1,122,711,1,2,5,2,3,9,3,2,2,2,3,3,2,1,2,2,3,3,2,3,2,2,3,2,2,5333
1,122,712,1,2,6,2,3,9,1,2,2,3,2,2,3,2,2,2,2,2,1,5,1,2,1,2,2,6951
1,122,713,1,2,4,2,3,9,1,2,2,2,5,2,2,2,2,8,2,2,2,1,1,1,3,2,2,1742
1,122,714,1,1,4,2,3,9,1,2,2,2,1,3,3,2,2,2,2,2,1,4,1,1,4,2,2,2103
1,122,715,1,1,4,1,3,9,2,2,2,3,1,2,3,3,2,2,3,2,1,4,1,1,4,2,9,1745
1,122,716,1,2,4,1,3,9,2,2,2,1,2,2,1,4,2,2,1,2,3,3,1,1,4,2,9,6003
1,122,717,1,2,6,2,3,9,2,2,2,3,2,2,2,2,5,2,2,1,2,2,2,2,2,1,2,5669
1,122,718,1,1,5,2,3,9,2,2,2,1,1,2,2,2,1,3,1,3,5,6,3,4,3,2,2,6035
1,122,719,1,1,5,2,3,9,2,2,2,3,1,2,4,2,2,6,3,3,1,2,2,2,2,1,2,0
1,122,720,1,1,4,2,3,9,2,2,2,2,3,3,4,2,9,2,2,2,1,3,1,2,2,2,2,5109
1,122,721,1,1,4,2,3,9,2,2,2,3,1,3,3,2,2,2,2,2,2,4,2,2,2,2,2,4163
1,122,722,1,1,4,2,3,9,2,2,2,1,2,1,2,1,1,3,1,2,1,1,1,2,2,2,2,5103
1,122,723,1,1,4,2,3,9,2,2,2,2,1,2,2,2,2,2,2,2,1,4,1,1,2,2,2,4826
1,122,724,1,1,4,2,3,9,2,2,2,2,1,2,2,2,2,4,2,2,1,4,1,1,4,1,2,2946
1,122,725,1,1,4,2,3,9,2,2,2,3,2,2,2,1,2,9,1,1,1,1,2,2,3,2,2,4158
1,122,726,1,1,4,2,3,9,2,2,2,1,1,1,3,2,1,2,2,2,1,4,1,2,4,2,2,4665
1,122,727,1,1,4,2,3,9,2,2,2,2,3,3,2,3,2,2,2,2,1,4,1,2,2,2,2,1615
1,122,728,1,1,4,2,3,9,2,2,2,1,2,2,2,2,1,2,2,2,1,4,1,1,4,2,2,5645
1,122,729,1,1,4,2,3,9,2,2,2,1,1,2,2,1,1,2,2,1,1,4,2,2,4,2,2,1263
1,122,730,1,1,4,2,3,9,3,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,2,2,9,1282
1,122,731,1,1,4,2,3,9,3,1,2,3,3,3,3,2,9,3,2,1,2,4,2,2,3,1,9,2940
1,122,732,1,1,5,2,3,9,3,1,2,2,1,2,1,1,2,4,2,4,3,2,3,2,3,0,9,5003
1,122,733,1,1,4,1,3,9,1,1,2,2,1,3,3,2,2,2,1,2,1,1,1,1,4,2,2,2633
1,122,734,1,1,4,1,3,9,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,2,6904
1,122,735,1,1,4,2,3,9,1,1,2,2,1,2,1,2,2,2,1,1,1,3,1,1,4,2,9,3363
1,122,736,1,2,5,1,3,9,1,1,2,1,1,1,2,2,1,1,2,2,1,4,1,1,4,2,2,5033
1,122,737,1,1,4,2,3,9,2,1,2,2,1,2,2,1,2,7,2,3,1,4,1,1,4,1,9,6720
1,122,738,1,1,4,2,3,9,2,1,2,1,1,3,2,2,1,2,3,2,4,3,1,1,4,2,9,5115
1,122,739,1,2,6,2,3,9,3,2,1,1,3,3,3,2,2,2,1,2,1,1,2,1,4,2,2,6020
1,122,740,1,1,4,2,3,9,4,2,1,3,4,3,1,1,2,2,1,1,1,5,2,2,3,2,2,6958
1,122,741,1,2,4,2,3,9,4,2,1,1,1,1,1,1,1,1,1,1,5,4,1,2,3,2,2,3828
1,122,742,1,2,4,2,3,9,3,2,1,1,1,1,1,1,1,1,1,1,5,6,1,1,2,2,2,6514
1,122,743,1,2,4,2,3,9,3,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,2,3840
1,122,744,1,1,4,2,3,9,3,2,1,1,2,1,1,1,1,2,1,1,1,3,1,1,2,2,2,1277
1,122,745,1,2,4,2,3,9,3,2,1,1,1,1,1,1,1,1,1,1,5,6,3,2,1,1,2,2123
1,122,746,1,1,4,2,3,9,3,2,1,2,3,3,1,1,2,3,1,1,1,1,2,2,2,2,2,4342
1,122,747,1,2,4,2,3,9,3,2,1,1,1,1,1,4,2,5,2,3,4,5,2,1,4,1,2,6945
1,122,748,1,2,5,2,3,9,3,2,1,3,3,2,3,1,2,2,3,2,1,5,1,5,3,2,2,5463
1,122,749,1,1,5,2,3,9,3,2,1,1,1,1,1,1,1,1,1,1,5,6,1,2,3,2,2,7250
1,122,750,1,1,4,2,3,9,1,2,1,1,1,1,1,1,2,1,2,2,1,3,1,2,4,2,2,5376
1,122,751,1,1,4,2,3,9,1,2,1,3,1,2,2,1,2,2,1,1,1,3,1,2,2,2,2,7801
1,122,752,1,1,4,2,3,9,1,2,1,2,1,2,2,1,2,9,2,1,1,4,1,2,2,2,2,5301
1,122,753,1,1,4,1,3,9,2,2,1,2,2,1,1,1,3,2,2,1,1,1,1,1,2,2,9,4676
1,122,754,1,1,4,1,3,9,2,2,1,1,1,2,1,1,1,1,1,1,5,6,1,1,4,2,9,2102
1,122,755,1,2,4,1,3,9,2,2,1,1,1,1,1,1,1,1,1,1,5,6,1,2,4,2,9,4307
1,122,756,1,1,6,1,3,9,2,2,1,2,1,3,2,1,2,2,2,2,1,4,1,1,4,2,9,1984
1,122,757,1,4,6,2,3,9,2,2,1,1,1,1,1,1,1,1,1,1,5,6,1,2,3,2,2,5112
1,122,758,1,2,6,2,3,9,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,3,2,2,5412
1,122,759,1,1,6,2,3,9,2,2,1,1,1,1,1,1,2,2,2,2,1,3,1,1,4,2,2,5439
1,122,760,1,1,5,2,3,9,2,2,1,1,1,1,3,2,2,2,1,2,1,4,1,2,3,2,2,5435
1,122,761,1,1,5,2,3,9,2,2,1,2,2,3,3,1,2,3,2,2,1,1,1,1,4,2,2,5374
1,122,762,1,1,5,2,3,9,2,2,1,1,1,1,2,1,1,1,1,3,5,6,3,2,3,2,2,6009
1,122,763,1,1,4,2,3,9,2,2,1,1,5,2,2,4,2,3,1,1,1,4,1,1,2,1,2,4876
1,122,764,1,1,4,2,3,9,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,2,4,2,2,5346
1,122,765,1,1,4,2,3,9,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,3,2,2,3354
1,122,766,1,1,4,2,3,9,2,2,1,1,2,3,2,1,2,2,3,3,1,1,1,1,3,2,2,3309
1,122,767,1,2,4,2,3,9,2,2,1,1,1,2,2,1,2,2,2,2,1,1,2,2,3,2,2,4629
1,122,768,1,1,4,2,3,9,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2719
1,122,769,1,1,4,2,3,9,2,2,1,1,1,1,1,1,1,1,1,1,5,6,1,2,3,2,2,1619
1,122,770,1,2,4,2,3,9,2,2,1,2,1,1,1,1,2,1,1,1,1,4,1,2,3,2,2,7255
1,122,771,1,1,4,2,3,9,2,2,1,1,2,5,3,1,1,2,2,2,1,1,2,2,2,2,2,2845
1,122,772,1,1,4,2,3,9,2,2,1,1,1,1,1,1,1,1,1,1,5,6,2,2,1,2,2,5337
1,122,773,1,1,4,2,3,9,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,3,2,2,5322
1,122,774,1,1,4,2,3,9,2,2,1,1,1,1,1,1,1,1,1,1,5,6,2,2,2,1,2,2884
1,122,775,1,1,4,2,3,9,2,2,1,2,1,2,2,1,2,2,1,2,1,5,1,1,4,1,2,5364
1,122,776,1,1,4,2,3,9,2,2,1,1,1,1,1,1,2,1,1,1,1,4,2,1,4,2,2,2868
1,122,777,1,1,4,2,3,9,2,2,1,1,1,3,3,1,9,9,5,4,1,1,2,2,4,2,2,6000
1,122,778,1,1,4,2,3,9,2,2,1,3,3,2,2,1,4,11,1,2,1,3,2,2,3,1,2,4680
1,122,779,1,1,4,2,3,9,2,2,1,2,1,1,1,1,2,1,1,1,1,4,1,1,4,2,2,4670
1,122,780,1,1,4,2,3,9,2,2,1,3,1,3,3,1,2,3,1,2,1,4,1,1,3,2,2,2850
1,122,781,1,1,4,2,3,9,2,2,1,1,1,1,1,1,1,1,1,1,5,6,1,1,4,2,2,1253
1,122,782,1,1,4,2,3,9,2,2,1,1,2,2,1,1,1,3,1,1,1,3,1,1,2,2,2,2873
1,122,783,1,1,4,2,3,9,2,2,1,1,1,1,1,1,1,1,1,1,5,6,1,1,4,2,2,8313
1,122,784,1,1,4,2,3,9,2,2,1,1,1,1,1,1,1,2,1,3,1,1,1,2,4,2,2,3341
1,122,785,1,2,4,2,3,9,2,2,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,2,2,2706
1,122,786,1,1,4,2,3,9,3,1,1,1,1,1,1,1,1,1,1,1,5,6,2,2,4,2,9,3602
1,122,787,1,2,4,2,3,9,3,1,1,1,1,1,1,1,1,1,1,1,5,6,1,2,2,2,9,1649
1,122,788,1,2,5,2,3,9,3,1,1,2,1,1,1,2,1,2,2,1,2,1,1,1,4,2,9,3324
1,122,789,1,1,4,1,3,9,1,1,1,1,1,1,3,1,2,1,2,2,1,4,1,1,3,2,2,5146
1,122,790,1,1,4,1,3,9,1,1,1,3,1,1,2,1,3,1,1,2,1,5,1,1,4,2,2,1288
1,122,791,1,1,4,1,3,9,2,1,1,1,1,1,2,1,1,1,2,2,1,5,1,1,4,2,2,3320
1,122,792,1,1,4,1,3,9,2,1,1,1,1,1,1,1,1,1,1,1,5,6,1,1,2,2,2,8306
1,122,793,1,2,4,1,3,9,2,1,1,1,1,1,1,1,1,1,1,1,5,6,1,1,1,2,2,4666
1,122,794,1,1,4,1,3,9,2,1,1,1,1,1,1,1,2,1,1,1,5,6,1,1,4,2,2,1775
1,122,795,1,1,4,1,3,9,2,1,1,3,3,3,2,1,2,2,2,2,1,4,1,1,4,2,2,5158
1,122,796,1,1,4,1,3,9,2,1,1,1,1,1,1,1,2,1,2,2,5,6,1,1,3,2,2,4621
1,122,797,1,2,4,1,3,9,2,1,1,1,1,1,1,1,1,1,1,2,5,6,1,2,3,2,2,4600
1,122,798,1,1,4,2,3,9,2,1,1,1,1,2,3,1,2,3,1,2,4,4,1,1,4,2,9,6660
1,122,799,1,1,4,2,3,9,2,1,1,2,2,2,5,4,2,3,5,4,1,4,1,1,4,2,9,5126
1,122,800,1,1,4,2,3,9,2,1,1,2,2,2,3,1,2,2,2,1,1,4,1,1,4,1,9,3905
1,122,801,2,1,5,1,3,9,2,2,4,3,3,3,4,2,2,2,2,2,3,2,1,1,4,1,9,8113
1,122,802,1,1,5,2,3,9,2,2,4,4,3,3,3,2,2,11,5,4,3,2,2,2,1,2,2,5453
1,122,803,1,1,5,2,3,9,2,2,4,2,2,4,3,2,2,2,2,2,4,4,1,2,4,2,2,2735
1,122,804,1,1,5,2,3,9,2,2,4,3,1,4,4,3,4,6,2,3,4,5,2,2,3,2,2,1751
1,122,805,1,1,4,2,3,9,2,2,4,1,1,2,3,2,2,1,2,2,4,2,1,2,2,2,2,6025
1,122,806,1,2,5,3,3,9,4,2,4,4,1,1,3,3,2,1,1,2,1,1,2,2,2,2,9,2714
1,122,807,1,1,5,2,3,9,3,2,4,1,3,3,3,2,5,2,2,3,1,3,1,1,2,2,2,5413
1,122,808,1,3,4,1,3,9,1,2,4,4,4,4,4,3,3,3,3,3,3,2,2,2,4,2,9,6634
1,122,809,1,1,4,2,3,9,2,1,4,3,3,4,3,2,1,1,2,2,1,3,1,2,3,2,9,2654
1,122,810,1,1,4,1,3,9,2,2,3,1,2,3,1,1,1,2,1,2,1,3,1,1,3,2,9,3374
1,122,811,1,2,4,1,3,9,2,2,3,1,2,2,1,1,2,2,1,1,1,3,1,1,4,2,9,3379
1,122,812,1,2,4,1,3,9,2,2,3,2,1,2,2,3,1,3,2,3,1,2,1,2,4,2,9,6913
1,122,813,1,2,4,1,3,9,2,2,3,3,3,3,3,2,2,2,2,2,1,4,1,1,4,2,9,3943
1,122,814,1,1,5,1,3,9,2,2,3,3,3,3,3,2,2,12,2,2,3,3,1,1,4,1,9,3917
1,122,815,1,2,5,2,3,9,2,2,3,1,1,3,3,2,9,2,1,3,4,5,2,2,2,1,2,5438
1,122,816,1,1,5,2,3,9,2,2,3,1,2,3,2,2,1,2,2,1,1,4,2,3,3,1,2,3857
1,122,817,1,2,5,3,3,9,2,2,3,2,2,4,2,2,2,2,1,2,1,3,2,2,3,2,9,3356
1,122,818,1,1,4,2,3,9,2,2,3,1,1,3,3,1,1,2,2,2,1,4,1,1,2,2,2,1240
1,122,819,1,2,4,2,3,9,2,2,3,2,1,1,3,2,2,1,1,2,1,1,1,1,4,2,2,5315
1,122,820,1,1,4,2,3,9,2,2,3,2,3,2,2,1,2,2,1,2,1,4,1,1,3,2,2,5145
1,122,821,1,1,4,2,3,9,2,2,3,2,1,2,2,2,6,11,2,2,1,3,1,2,4,1,2,3817
1,122,822,1,1,4,2,3,9,2,2,3,3,3,3,2,3,9,9,2,2,1,3,1,1,4,2,2,5427
1,122,823,1,1,4,2,3,9,2,2,3,3,3,2,2,4,3,3,2,1,1,4,2,2,1,2,2,2057
1,122,824,1,2,4,2,3,9,2,2,3,2,3,3,2,2,11,2,2,1,1,5,1,1,4,1,2,2404
1,122,825,1,1,4,2,3,9,2,2,3,3,2,4,4,2,2,6,3,2,1,4,2,1,2,1,2,1724
1,122,826,1,1,4,2,3,9,2,2,3,1,1,3,2,2,2,4,2,2,1,1,1,2,1,2,2,5373
1,122,827,1,1,4,2,3,9,2,2,3,3,3,3,3,2,2,2,2,2,1,1,1,2,2,2,2,2108
1,122,828,1,1,4,2,3,9,2,2,3,2,3,3,2,2,2,2,2,2,2,4,2,2,3,2,2,8608
1,122,829,1,1,4,2,3,9,2,2,3,3,3,2,3,2,2,2,2,2,1,1,1,2,2,2,2,4605
1,122,830,1,1,4,2,3,3,2,2,3,3,1,3,3,1,4,2,2,1,1,1,2,2,4,1,2,4109
1,122,831,1,2,4,2,3,9,2,2,3,3,1,3,3,2,2,3,2,2,1,4,1,1,2,2,2,6900
1,122,832,1,1,4,2,3,9,2,2,3,3,2,2,3,2,7,11,3,2,2,1,1,2,4,2,2,1752
1,122,833,1,1,4,2,3,9,2,2,3,2,1,2,3,2,2,2,2,2,2,2,1,1,4,2,2,2603
1,122,834,1,1,4,2,3,9,2,2,3,1,1,3,1,2,1,2,2,2,1,1,1,2,2,2,2,6141
1,122,835,1,1,4,2,3,9,2,2,3,3,3,3,2,2,2,2,2,3,2,4,2,2,3,2,2,2702
1,122,836,1,1,4,2,3,9,2,2,3,1,1,2,4,3,1,2,2,2,2,4,3,5,4,1,2,1772
1,122,837,1,2,4,2,3,9,2,2,3,1,1,1,2,1,1,1,1,1,1,1,4,2,3,2,2,4606
1,122,838,2,1,4,1,3,9,2,2,3,3,2,3,3,2,2,2,1,2,1,3,1,1,4,2,9,5815
1,122,839,2,2,4,1,3,9,2,2,3,2,1,3,3,2,2,2,2,2,1,2,1,1,3,2,9,6148
1,122,840,2,4,4,1,3,9,2,2,3,2,1,4,4,3,11,2,2,3,4,2,1,1,4,1,9,8140
1,122,841,1,2,6,2,3,9,3,2,3,3,2,2,2,3,3,3,3,2,2,4,1,1,3,2,2,5649
1,122,842,1,2,6,2,3,9,3,2,3,2,2,3,3,2,2,2,2,2,1,4,1,1,4,1,2,3811
1,122,843,1,2,6,2,3,9,3,2,3,2,2,3,4,2,2,2,2,2,3,2,2,2,4,1,2,3390
1,122,844,1,1,4,2,3,9,4,2,3,1,3,3,3,1,4,4,2,2,4,4,2,3,2,2,2,3830
1,122,845,1,1,4,2,3,9,4,2,3,1,3,4,2,1,2,2,1,2,1,3,1,1,2,2,2,6011
1,122,846,1,2,4,2,3,9,3,2,3,2,1,3,3,3,6,8,2,3,1,2,2,2,1,2,2,8124
1,122,847,1,2,4,2,3,9,3,2,3,3,1,2,3,3,4,6,3,3,4,5,2,1,4,1,2,6019
1,122,848,1,2,4,2,3,9,3,2,3,2,1,3,3,2,2,2,2,1,1,2,2,3,4,2,2,5004
1,122,849,1,1,4,2,3,9,3,2,3,2,3,4,3,3,3,6,3,3,1,2,1,2,4,2,2,5010
1,122,850,1,1,4,2,3,9,3,2,3,1,2,2,1,1,1,5,1,1,1,1,2,2,2,2,2,5352
1,122,851,1,2,4,2,3,9,3,2,3,1,1,2,3,2,1,2,2,4,4,4,2,2,1,2,2,4306
1,122,852,1,1,4,3,3,9,3,2,3,3,3,4,3,2,2,3,2,3,1,4,1,2,4,2,9,5013
1,122,853,1,1,4,3,3,9,3,2,3,3,4,5,3,2,2,3,2,3,1,4,2,2,4,2,9,5026
1,122,854,1,2,5,2,3,3,4,2,3,3,2,3,3,2,11,2,2,2,1,4,1,4,4,1,2,5444
1,122,855,1,1,5,2,3,9,3,2,3,2,2,2,3,3,10,2,3,1,4,1,1,4,4,1,2,7212
1,122,856,1,1,5,1,3,9,3,2,3,2,2,2,3,2,2,2,2,2,1,1,1,1,1,2,9,5459
1,122,857,1,1,4,2,3,9,1,2,3,1,1,2,2,1,1,2,2,2,1,1,1,1,4,1,2,5359
1,122,858,1,1,4,2,3,9,1,2,3,3,3,4,2,1,2,2,2,1,1,1,1,2,3,2,2,6735
1,122,859,1,1,4,1,3,9,1,2,3,2,2,3,3,2,3,2,2,2,2,1,1,3,3,2,9,5041
1,122,860,1,2,6,1,3,9,2,1,3,3,3,3,3,2,2,2,2,2,2,2,1,1,4,2,2,5452
1,122,861,1,1,4,1,3,9,2,1,3,2,3,3,2,1,2,3,1,2,1,3,1,1,4,2,2,3920
1,122,862,1,1,4,1,3,9,2,1,3,1,2,2,4,2,1,2,2,1,2,1,2,2,3,2,2,5457
1,122,863,1,1,6,2,3,9,3,1,3,5,1,2,3,2,2,5,2,2,1,4,2,2,4,1,9,5456
1,122,864,1,1,4,1,3,9,1,1,3,2,2,3,3,3,2,12,2,1,1,1,2,1,3,2,2,6609
1,122,865,1,2,5,2,3,9,1,1,3,2,1,1,3,1,2,1,1,2,1,4,1,1,4,2,9,5416
1,122,866,0,0,4,0,0,6,0,2,0,0,0,3,0,3,9,11,3,0,3,1,4,4,0,0,0,0
1,122,867,1,1,2,4,5,4,1,2,4,4,4,4,3,1,4,7,2,2,1,3,3,3,1,2,8,8937
1,122,868,1,1,3,3,5,5,1,2,2,3,2,2,2,3,6,6,3,1,2,1,2,2,2,2,8,6910
1,122,869,1,1,2,3,5,11,1,2,3,3,4,4,3,3,3,11,3,2,4,4,1,1,4,1,8,2938
1,122,870,1,1,1,1,5,9,2,2,2,1,1,2,2,3,1,1,1,1,2,3,1,1,2,2,9,5053
1,122,871,1,1,2,2,5,9,2,2,3,3,3,3,2,4,2,3,2,1,1,1,2,1,4,2,3,5388
1,122,872,1,1,2,2,5,9,2,2,2,2,3,3,2,2,2,2,2,2,1,4,2,2,2,2,3,2847
1,122,873,1,1,2,2,5,12,2,2,1,1,1,1,1,1,2,1,1,1,5,6,2,1,1,2,3,4615
1,122,874,1,2,3,2,5,12,2,2,4,3,3,3,3,3,2,12,3,3,1,4,2,2,4,1,3,3839
1,122,875,1,1,3,2,5,9,2,2,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,3,1916
1,122,876,1,1,3,2,5,3,2,2,3,2,1,3,2,3,8,8,1,1,1,4,1,2,4,2,3,2949
1,122,877,1,1,3,3,5,1,2,2,3,3,3,3,3,3,2,6,2,3,1,1,2,2,1,2,8,5386
1,122,878,1,1,3,4,5,9,4,2,1,1,1,1,1,1,1,1,1,1,5,6,3,3,1,1,8,2921
1,122,879,1,2,3,4,5,9,4,2,4,4,3,4,4,3,3,3,3,2,1,4,2,2,2,2,8,6715
1,122,880,1,1,3,4,5,9,4,2,3,3,4,3,3,2,11,6,3,2,4,4,2,1,1,2,8,2955
1,122,881,1,1,3,4,5,6,4,2,3,2,2,3,3,3,3,3,3,3,2,4,2,5,1,1,8,2923
1,122,882,1,2,3,3,5,1,4,2,2,1,2,2,2,3,1,2,2,2,3,6,1,3,3,2,8,3871
1,122,883,1,1,1,2,5,11,4,2,1,4,4,4,4,1,3,3,3,4,5,6,4,5,5,2,3,4842
1,122,884,1,1,1,2,5,10,4,2,2,1,4,1,2,2,5,2,2,2,3,4,1,1,5,2,3,1971
1,122,885,1,2,7,3,5,8,3,2,1,1,1,1,1,3,3,3,1,2,5,4,3,2,1,2,8,4890
1,122,886,1,1,3,3,5,9,3,2,3,2,3,3,3,3,2,6,2,3,1,1,2,3,1,2,8,6630
1,122,887,1,1,3,3,5,3,3,2,2,2,3,2,3,4,9,12,1,3,2,4,2,2,2,2,8,4179
1,122,888,1,1,1,3,5,5,3,2,1,5,1,3,3,1,2,3,2,2,1,1,1,2,2,1,8,5051
1,122,889,1,1,2,3,5,9,3,2,1,1,1,1,1,1,1,6,3,1,1,4,2,3,2,1,8,2860
1,122,890,1,1,2,3,5,9,3,2,1,1,1,1,1,1,1,1,1,3,2,4,3,2,2,2,8,2716
1,122,891,1,1,2,3,5,9,3,2,2,1,1,3,3,2,1,11,2,2,2,4,1,2,4,2,8,2124
1,122,892,1,1,3,2,5,1,3,2,3,2,1,3,3,1,3,3,3,3,1,4,2,2,2,2,3,4624
1,122,893,1,1,3,2,5,3,3,2,3,1,1,3,2,2,5,2,1,2,5,4,2,2,1,2,3,5055
1,122,894,1,1,3,2,5,6,2,1,4,3,3,2,3,2,2,6,2,2,1,3,2,1,4,2,3,2009
1,122,895,1,2,3,2,5,3,2,1,3,2,3,3,2,3,11,6,2,3,1,1,2,2,4,1,3,2947
1,122,896,1,1,3,2,5,9,2,1,1,1,1,2,2,1,2,2,1,1,1,3,2,2,4,2,3,3349
1,122,897,1,1,3,4,5,3,2,1,3,2,2,2,3,2,7,2,2,1,1,1,1,2,3,2,8,2131
1,122,898,1,2,2,3,5,11,2,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,4,2,8,4834
1,122,899,1,1,2,3,5,9,2,1,1,1,2,2,1,2,6,11,2,2,1,4,3,4,1,1,8,4888
1,122,900,1,1,7,5,5,9,2,1,2,2,1,2,2,2,2,9,2,3,2,4,2,2,4,2,9,3929
1,122,901,1,1,3,3,5,3,2,1,2,3,3,4,3,3,4,3,2,3,4,1,1,1,1,1,8,2901
1,122,902,1,1,3,3,5,3,4,1,4,2,4,4,3,3,3,3,1,3,1,1,2,3,1,2,8,6031
1,122,903,1,2,3,3,5,9,4,1,3,2,1,2,3,1,2,3,3,1,1,1,2,2,3,2,8,2816
1,122,904,1,1,3,4,5,12,4,1,3,1,1,2,1,1,1,2,1,1,1,1,1,2,4,1,8,2936
1,122,905,1,1,3,4,5,9,4,1,1,1,1,3,1,1,1,1,1,1,5,6,2,2,2,2,8,2928
1,122,906,1,2,2,4,5,9,4,1,4,3,3,3,3,3,9,3,3,3,1,1,3,4,4,2,8,5067
1,122,907,1,2,2,4,5,9,4,1,4,3,3,3,3,3,3,3,3,3,1,1,3,4,4,2,8,5068
1,122,908,1,1,2,4,5,11,4,1,3,4,1,1,1,4,6,11,5,2,5,4,3,4,4,1,8,4340
1,122,909,1,1,2,4,5,9,4,1,1,1,1,1,1,1,1,1,1,1,4,5,1,1,4,2,8,2951
1,122,910,1,1,2,3,5,1,4,1,2,1,2,2,1,3,6,11,3,2,1,4,2,1,1,2,8,2809
1,122,911,1,2,3,2,5,9,4,1,4,2,3,3,3,2,2,3,2,2,2,1,1,1,4,2,3,2643
1,122,912,1,1,3,3,5,6,3,1,2,3,3,2,2,3,2,3,2,2,1,1,2,1,1,2,8,4809
1,122,913,1,1,2,3,5,3,3,1,4,3,4,3,3,3,2,3,1,1,1,1,4,1,3,2,8,2173
1,122,914,1,2,2,2,5,11,3,1,1,2,1,3,3,1,2,4,2,1,1,1,1,1,2,2,3,5059
1,122,915,1,1,3,2,5,1,3,1,4,3,2,4,3,3,3,11,3,3,3,4,1,5,2,2,3,5039
1,122,916,1,1,3,2,5,6,3,1,3,3,2,4,3,3,3,11,3,1,3,4,1,4,2,2,3,5032
1,122,917,1,1,3,2,5,3,3,1,1,1,1,1,1,1,1,1,1,1,5,6,2,1,3,2,3,5302
1,122,918,1,1,3,2,5,1,3,1,1,1,1,1,1,1,6,1,1,1,5,6,1,2,1,1,3,8150
1,122,919,2,1,2,1,4,12,1,2,3,2,3,3,2,1,2,2,3,1,1,4,1,1,2,2,9,2836
1,122,920,1,3,2,2,4,11,1,2,3,1,3,3,3,2,6,2,2,2,1,1,1,2,4,2,3,4667
1,122,921,1,1,3,2,4,10,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,2,3,1261
1,122,922,1,1,3,2,4,5,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,3,2,3,4607
1,122,923,1,1,2,1,4,12,2,2,1,2,2,1,2,1,2,2,1,1,2,4,1,1,2,1,9,3956
1,122,924,1,1,3,1,4,3,2,2,3,3,4,4,3,3,7,11,3,3,5,4,1,2,3,2,9,4835
1,122,925,1,1,1,2,4,10,2,2,1,1,2,1,1,1,1,2,1,2,2,3,1,2,2,2,3,1243
1,122,926,1,1,2,2,4,9,2,2,3,3,3,3,2,2,2,2,2,2,1,4,1,2,4,2,3,3829
1,122,927,1,1,2,2,4,9,2,2,3,3,3,3,3,2,11,11,2,1,1,3,2,2,3,2,3,2723
1,122,928,1,1,2,2,4,12,2,2,2,3,2,4,4,2,11,11,2,3,1,1,2,3,2,2,3,7207
1,122,929,1,1,2,2,4,9,2,2,2,3,1,2,1,2,3,3,1,2,1,4,2,3,3,2,3,3820
1,122,930,1,2,2,2,4,11,2,2,1,1,1,1,1,1,2,1,1,2,5,6,2,2,2,1,3,1169
1,122,931,1,1,3,2,4,1,2,2,3,3,2,4,3,3,3,3,3,2,2,1,1,1,4,2,3,5034
1,122,932,1,2,3,2,4,5,2,2,3,2,1,4,2,3,2,11,2,3,2,2,2,2,3,2,3,2945
1,122,933,1,2,3,2,4,12,2,2,2,2,1,1,2,1,3,1,1,2,1,4,1,1,2,1,3,4682
1,122,934,1,1,3,2,4,11,2,2,1,2,2,3,3,1,2,2,2,2,1,3,1,2,3,1,3,4843
1,122,935,1,1,3,2,4,9,2,2,2,1,2,2,1,1,1,6,1,3,1,1,2,2,2,2,3,6006
1,122,936,1,1,3,2,4,5,2,2,2,1,2,1,1,1,1,2,1,1,1,4,2,2,4,2,3,3846
1,122,937,1,1,3,2,4,5,2,2,2,1,3,2,2,3,4,3,2,2,1,1,1,2,2,1,3,4844
1,122,938,1,1,3,2,4,11,2,2,4,2,4,4,4,2,3,4,5,1,1,6,4,5,2,2,3,4866
