CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.15.,Q.16.,Q.18.,Q.19.,Q.20.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.26..1,Q.26..2,Q.26..3,Q.26..4,Q.26..5,Q.26..6,Q.26..7,Q.26..8,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40A.,Q.40B.,Q.40C.,Q.40D.,Q.40.,Q.40F.,Q.40G.,Q.41.,Q.42A.,Q.42B.,Q.42C.,Q.42D.,Q.42E.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.51..1,Q.51..2,Q.51..3,Q.51..4,Q.51..5,CARD..1,DECK..1,BALLOT..1,X.,X..1,X..2,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67.,Q.68.,Q.69A.,Q.69B.,Q.69C.,Q.69D.,Q.69E.,V.71.
2,146,45,2,22,0,3,2,4,0,2,4,4,3,32,5,2,2,2,4,1,1,2,1,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,46,1,7,4,6,4,1,1,2,5,4,1,1,1,2,2,1,2,2,2,2,3,2,2,2,1,2,2,2,2,2,1,2,2,2,2,5,1,3,2,3,0,2,1,2,1,2,2,2,1,1,1,3,1,3,3,3,2,6,1,1,1,2,4,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,46,2,22,2,2,1,1,1,1,1,2,1,32,5,1,2,1,4,3,2,2,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,47,1,4,7,2,4,5,3,2,6,3,2,1,2,1,1,2,3,3,2,1,1,2,2,2,1,2,2,2,2,2,1,3,3,2,1,4,4,4,1,2,2,1,1,1,2,2,1,2,2,1,1,1,1,3,3,3,1,0,1,1,1,2,3,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,47,2,22,3,3,0,2,0,2,1,3,0,0,0,0,2,1,1,3,2,1,2,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,48,1,10,5,3,4,4,2,1,5,5,3,1,3,2,2,3,2,2,2,2,1,1,2,2,2,1,1,1,2,2,1,3,3,1,2,4,3,2,1,2,0,2,1,2,1,1,1,1,1,2,2,3,3,1,3,3,3,0,1,1,2,2,2,1,2,2,2,2,1,2,2,146,48,1,2,2,2,2,2,3,2,2,3,4,0,3,2,5,2,2,3,4,3,2,2,1,1,1,4
1,146,49,1,4,7,5,2,1,1,1,4,4,2,1,1,3,1,3,2,4,2,2,1,1,1,1,1,1,1,1,2,2,1,3,3,1,2,4,3,3,2,3,4,2,1,1,1,2,2,1,1,2,3,3,3,3,3,3,6,7,2,2,3,2,2,1,1,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,49,2,22,0,3,2,2,2,1,4,4,3,32,5,1,2,1,4,3,2,1,2,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,50,1,5,7,5,4,1,1,1,4,4,3,1,2,2,3,4,2,3,2,2,1,2,2,2,1,2,2,2,2,2,1,3,3,1,2,4,3,3,2,3,0,1,1,2,1,2,1,1,1,2,1,3,1,3,3,1,5,6,1,0,3,2,2,1,2,2,2,1,2,2,2,146,50,1,2,2,1,2,2,3,2,2,1,3,1,3,2,5,2,2,1,4,2,2,1,2,1,2,4
1,146,51,6,7,6,5,4,1,1,1,5,4,2,1,2,2,2,1,2,3,2,1,1,2,2,2,1,2,1,1,2,2,1,3,3,1,1,4,3,2,2,3,2,2,1,2,1,1,1,1,1,2,1,0,0,0,0,0,6,7,3,2,2,2,2,1,2,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,51,2,22,1,3,2,4,4,3,4,4,3,32,5,0,0,1,4,3,2,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,52,1,10,1,2,5,1,1,1,5,4,2,1,1,3,3,1,2,4,2,1,1,1,1,1,1,2,1,1,2,2,1,1,3,1,2,4,3,2,1,2,5,1,1,2,1,2,0,2,1,2,1,3,1,3,3,3,2,0,1,2,2,2,2,1,2,2,2,1,2,2,2,146,52,1,2,2,1,0,4,4,4,3,4,4,3,3,2,5,4,1,1,5,3,2,1,2,1,1,4
1,146,53,2,9,4,6,4,1,1,1,4,4,3,1,2,2,3,1,3,4,2,2,1,1,1,1,1,1,1,2,2,2,1,3,3,2,1,5,3,3,2,2,3,1,1,1,1,2,0,1,1,2,3,3,1,3,3,3,2,6,2,1,4,3,3,1,1,1,1,1,1,2,2,146,53,2,2,2,0,3,4,4,3,2,2,4,1,3,2,5,2,1,2,5,3,2,1,2,2,1,4
1,146,54,5,9,5,5,2,1,1,1,5,4,3,1,2,2,3,2,2,4,2,2,1,1,2,1,1,1,1,2,2,2,1,3,3,1,1,5,3,2,2,3,4,1,2,2,1,2,2,1,2,2,1,3,1,3,3,3,2,6,2,1,3,1,2,2,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,54,2,22,4,3,4,4,6,1,3,4,2,32,5,1,2,3,3,3,2,1,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,55,4,9,5,5,4,1,1,1,4,4,2,1,1,1,3,3,2,2,2,2,1,2,2,2,1,2,1,1,2,2,1,3,3,1,2,4,3,2,2,2,4,1,1,2,1,1,1,1,2,1,1,3,1,3,3,3,2,6,1,2,3,2,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,55,2,22,1,3,4,4,3,2,4,4,3,32,5,2,2,1,4,3,2,1,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,56,4,6,5,5,4,1,1,1,4,4,2,1,1,2,1,2,3,1,1,1,1,1,1,1,1,2,1,2,2,2,1,3,3,1,1,5,3,3,2,3,4,2,2,2,1,2,1,1,1,1,1,3,3,1,3,3,3,6,1,2,2,2,2,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,56,2,22,4,3,2,3,2,1,4,4,3,32,5,4,2,1,2,3,2,1,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,57,1,10,6,5,5,5,2,1,6,4,2,1,2,2,3,3,2,4,1,1,1,1,2,1,1,1,1,2,2,2,1,2,3,1,1,5,3,2,1,3,0,1,1,2,1,2,1,1,1,1,1,3,1,1,1,1,5,6,1,2,4,1,2,1,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,57,2,22,1,2,2,1,1,4,2,4,1,32,5,2,2,1,5,3,2,2,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,58,7,9,7,6,5,5,2,1,5,4,3,1,2,2,3,2,2,2,2,1,1,1,2,1,1,1,1,2,2,2,2,4,4,4,6,6,3,3,3,4,2,1,2,2,1,2,2,2,2,2,1,3,1,3,3,3,2,0,1,1,2,1,2,1,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,58,2,22,1,3,2,2,4,1,4,4,3,32,5,2,2,1,5,3,2,1,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,59,1,9,3,5,1,1,1,1,4,4,3,1,2,2,1,2,2,3,2,2,1,2,1,2,1,2,2,2,2,2,1,3,1,1,5,5,3,2,2,3,5,1,2,2,1,2,0,1,1,1,1,3,1,3,3,3,2,6,1,1,2,2,2,1,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,59,2,22,1,3,0,0,0,2,4,4,3,32,5,1,0,1,4,2,1,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,60,1,6,7,4,5,1,3,1,5,3,2,1,3,2,1,2,2,4,1,1,1,1,2,1,1,1,1,2,2,2,2,4,4,4,6,6,4,4,3,4,5,1,1,2,1,1,2,1,1,1,1,1,1,1,3,1,2,6,1,1,4,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,60,2,22,0,2,3,1,4,2,4,4,3,32,5,4,1,1,4,2,2,1,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,61,4,5,0,6,4,4,4,1,4,4,2,1,2,2,3,2,2,4,1,2,1,1,2,1,2,2,1,2,2,2,1,3,3,1,1,5,3,3,1,2,0,2,1,2,2,1,0,1,1,1,1,0,1,0,0,0,0,6,1,2,4,2,1,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,61,2,22,0,3,0,1,1,4,4,4,3,32,5,4,1,1,4,3,1,0,2,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,62,1,5,5,5,2,1,1,1,4,4,2,1,2,2,3,1,0,4,3,3,1,1,2,2,2,2,2,2,2,2,1,2,3,1,2,2,3,1,1,1,2,2,1,2,2,1,2,2,1,1,1,3,3,3,3,3,6,7,1,2,2,2,3,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,62,2,22,1,3,2,1,0,1,4,4,3,32,5,2,1,1,2,2,2,0,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,63,1,7,4,6,1,3,2,1,4,4,2,1,3,2,3,4,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1,2,3,1,2,5,3,2,3,3,0,0,1,2,1,2,2,1,2,1,1,3,2,3,3,3,2,6,1,2,4,1,2,1,1,1,2,1,2,1,2,146,63,1,2,2,1,2,0,1,4,1,4,4,3,3,2,5,4,2,1,5,2,2,2,1,1,1,4
1,146,64,6,5,0,6,2,1,1,1,4,4,2,1,1,1,1,1,3,3,1,2,1,2,2,2,2,2,2,1,2,2,2,4,4,4,6,6,4,4,1,2,3,2,1,2,1,2,1,2,1,1,1,1,1,3,3,3,2,6,1,1,3,1,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,64,1,22,1,1,1,1,4,2,4,4,3,0,0,4,2,1,1,1,2,0,2,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,65,1,9,4,5,2,4,4,1,4,3,2,1,3,2,3,2,2,4,3,4,1,2,2,1,2,2,1,1,2,2,1,2,3,1,1,5,3,3,2,3,5,2,1,2,2,1,1,1,1,1,1,3,3,3,3,3,6,7,1,1,4,3,3,1,2,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,65,2,22,1,3,2,1,4,1,4,4,3,32,5,4,2,3,4,3,2,2,1,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,66,3,11,3,6,1,1,1,1,3,4,2,1,2,2,3,1,3,3,2,2,1,2,2,2,2,2,1,2,2,2,1,3,3,1,3,2,2,3,1,1,4,1,1,2,1,2,2,1,1,1,1,3,1,1,3,3,2,6,2,2,2,1,3,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,66,2,22,2,2,1,1,3,2,1,3,1,13,1,3,2,1,4,2,2,2,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,67,0,6,2,5,3,1,1,1,0,4,3,1,2,2,3,1,3,4,2,1,1,2,2,2,1,2,1,2,2,2,1,3,3,1,1,5,4,0,1,1,4,1,1,2,1,2,1,1,1,2,1,3,1,3,3,1,2,6,1,1,4,3,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,67,2,22,1,0,0,1,1,4,1,3,1,32,5,3,2,1,4,3,2,1,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,68,1,8,3,2,2,1,1,1,5,4,2,1,0,2,1,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,0,0,3,1,1,5,3,0,1,1,2,2,1,2,1,2,1,1,1,1,1,2,3,0,3,2,0,6,2,1,2,2,3,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,68,2,21,1,2,0,1,1,1,4,4,3,32,5,2,2,0,1,3,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,69,2,4,5,7,1,4,2,1,4,3,3,1,2,2,2,1,1,3,2,3,1,1,2,2,2,2,2,2,2,2,1,1,3,2,3,5,3,0,3,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,2,4,1,2,2,2,2,2,2,2,146,69,2,2,1,1,3,0,1,1,2,2,4,1,0,0,0,2,2,0,1,3,0,2,2,2,2,4
1,146,70,4,7,6,2,5,4,2,1,3,4,2,1,1,1,1,1,1,4,1,2,1,2,2,1,2,2,1,2,2,2,1,2,3,1,1,4,3,2,2,3,3,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,6,2,1,4,1,2,1,2,2,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,70,2,22,2,3,2,1,0,3,2,4,2,32,5,4,2,3,5,2,2,2,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,71,1,5,1,6,0,0,0,1,4,4,3,1,0,0,0,4,2,2,2,3,1,2,2,2,2,2,2,2,2,1,0,0,3,1,0,5,3,0,0,1,2,2,1,2,1,2,1,1,1,1,1,3,3,3,3,3,6,7,1,1,2,2,4,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,71,2,21,1,2,4,1,0,1,4,4,3,32,5,0,2,0,1,3,2,2,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,72,1,6,4,5,4,4,2,1,4,4,3,1,0,2,3,4,2,3,2,1,1,2,2,1,2,2,2,2,2,2,1,2,3,1,1,5,3,2,1,3,5,1,1,2,1,2,1,1,1,1,1,3,3,1,3,3,0,6,1,2,1,2,1,0,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,72,2,21,0,0,0,2,4,2,4,4,3,32,5,2,1,1,5,2,2,2,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,73,1,5,4,5,5,1,1,1,4,3,2,1,2,2,2,3,1,1,3,3,4,1,2,1,2,1,1,2,2,2,1,2,3,1,1,5,3,3,3,2,5,2,3,2,1,1,1,1,1,1,3,1,1,1,1,1,2,6,2,2,1,2,3,1,1,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,73,2,22,0,1,2,2,0,1,1,3,1,11,4,3,1,1,5,2,1,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,74,2,8,4,6,5,4,2,1,4,4,3,1,2,2,1,2,1,4,1,1,1,2,1,2,2,1,1,2,2,2,1,3,3,1,1,5,3,3,2,3,0,1,1,2,2,2,1,1,1,2,0,3,1,3,3,1,2,6,1,2,4,1,1,1,2,2,1,1,2,1,2,146,74,2,2,2,0,3,0,2,4,2,3,4,1,3,2,5,2,2,1,4,2,2,2,2,1,2,4
1,146,75,2,10,2,5,3,1,1,1,4,4,2,1,2,2,2,1,3,4,1,2,1,1,2,1,2,1,1,1,2,2,1,3,3,2,1,5,3,2,2,1,5,2,1,2,1,2,0,1,1,1,1,2,1,1,3,3,2,6,1,2,4,3,2,1,1,1,1,2,1,2,2,146,75,2,2,2,1,3,4,2,4,1,2,4,1,3,2,5,4,2,4,4,3,0,2,1,1,2,4
1,146,76,1,5,4,5,4,1,1,1,5,4,2,1,2,2,3,3,2,4,1,2,1,1,2,2,2,1,1,2,2,2,1,2,3,2,1,5,3,3,1,2,2,1,1,2,1,2,1,1,1,1,2,3,1,3,3,3,2,2,1,2,4,1,2,1,1,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,76,2,22,2,3,0,2,4,1,4,4,3,32,5,4,2,1,3,3,1,2,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,77,1,0,3,6,1,1,1,1,4,4,3,1,2,2,1,1,1,2,2,4,1,2,1,2,2,2,2,2,2,2,1,2,3,1,1,5,3,2,2,2,1,2,1,2,1,2,1,2,1,1,1,3,3,3,3,3,6,7,1,2,2,2,4,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,77,2,22,1,3,3,2,4,4,4,4,3,32,5,2,2,1,1,2,1,2,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,78,1,11,4,4,4,4,2,1,5,5,3,1,3,2,2,4,2,4,3,2,1,2,2,2,2,1,2,1,2,2,1,1,3,2,2,5,4,4,2,3,5,1,1,2,1,2,0,1,2,2,1,3,1,3,3,3,2,0,1,1,4,2,2,1,2,2,2,2,2,2,2,146,78,1,2,2,4,3,2,2,3,1,4,4,3,0,0,0,1,2,1,5,2,1,2,1,2,1,4
1,146,79,1,10,5,3,5,4,4,2,5,4,3,1,2,2,3,2,2,4,2,2,1,2,2,1,1,1,1,2,2,2,1,3,3,2,1,5,3,2,2,3,4,2,1,2,1,2,2,1,1,2,1,3,1,3,3,1,2,6,1,1,4,2,2,1,1,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,79,2,22,3,3,4,2,3,0,4,4,3,32,5,3,2,1,5,3,2,0,1,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,80,4,5,1,0,5,1,1,1,4,4,2,1,2,3,2,0,0,4,3,2,1,2,2,2,1,2,1,2,2,2,1,3,3,1,1,5,3,3,2,1,0,2,1,2,1,2,2,1,2,2,1,3,2,3,3,3,0,0,1,0,4,3,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,80,2,22,2,3,4,2,2,2,2,4,2,32,5,3,2,1,1,4,2,1,1,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,81,4,10,4,3,2,2,2,1,5,4,3,1,1,2,2,4,2,4,3,2,1,2,1,2,1,2,1,1,2,2,1,2,3,1,3,4,3,2,1,1,6,1,1,2,1,2,2,1,2,1,1,3,3,3,3,3,6,7,1,1,3,3,2,1,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,81,2,22,3,3,4,2,2,3,4,4,3,32,5,3,2,1,5,1,2,1,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,82,1,3,3,5,1,1,1,2,4,6,2,1,2,1,2,2,2,4,2,2,1,2,2,2,2,1,1,2,2,2,1,2,3,1,1,5,3,3,1,2,0,2,1,2,1,2,0,1,1,2,2,3,3,3,3,3,6,7,2,0,2,2,2,1,2,2,2,2,2,2,2,146,82,1,2,2,5,3,4,2,2,2,0,4,2,3,2,5,2,2,3,3,3,1,1,1,1,2,4
1,146,83,4,11,6,5,4,4,4,1,4,5,5,1,2,2,1,3,2,4,2,1,1,2,2,2,1,2,1,2,2,2,1,3,3,1,1,5,3,3,2,3,0,1,1,2,1,2,1,1,2,2,1,3,3,3,3,3,6,7,3,2,4,2,1,1,2,2,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,83,2,22,1,3,0,2,0,2,2,4,1,32,5,3,2,1,4,3,1,1,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,84,2,6,7,6,4,4,3,1,4,4,2,1,1,2,2,4,2,3,1,2,1,2,2,1,2,2,2,2,2,2,1,2,3,1,1,5,4,4,1,3,5,1,1,2,1,2,1,2,1,2,1,3,3,3,1,3,4,4,3,2,2,2,2,1,2,1,2,2,2,2,2,146,84,2,2,2,2,3,2,2,0,1,4,4,3,3,2,5,4,2,1,5,2,1,1,1,2,1,4
1,146,85,3,5,4,6,1,1,1,1,4,3,2,1,1,2,3,4,2,3,3,3,1,2,2,2,2,2,1,2,2,2,1,2,3,1,1,5,3,3,1,2,5,2,1,2,1,2,1,1,1,1,1,0,2,0,0,0,0,0,1,2,3,2,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,85,2,22,1,3,4,2,0,1,2,4,1,32,5,0,2,1,5,4,1,2,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,86,2,5,6,6,5,1,1,1,5,5,3,1,2,2,3,3,2,3,2,2,1,2,2,2,2,1,2,2,2,2,1,2,3,1,2,5,3,2,1,1,0,1,1,2,1,2,1,1,1,1,1,3,3,3,3,3,6,7,2,1,2,2,1,1,2,1,1,2,2,2,2,146,86,2,2,2,3,2,2,3,4,1,3,4,2,3,2,5,2,1,1,4,2,1,2,2,2,1,4
1,146,87,1,6,5,6,4,1,1,1,4,4,2,1,2,2,3,4,2,4,2,1,1,2,2,2,1,2,1,2,2,2,1,1,3,1,1,5,3,2,0,3,5,1,1,2,1,2,1,2,1,2,1,3,3,3,3,3,6,7,1,2,2,2,1,1,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,87,2,22,1,3,4,3,3,1,4,4,3,32,5,2,1,1,4,3,2,2,1,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,88,3,10,3,5,4,4,4,1,4,5,3,1,2,3,2,2,3,4,1,2,1,1,1,1,1,1,1,1,2,2,1,0,3,1,1,4,3,2,1,3,5,1,1,2,1,2,1,1,2,2,1,3,3,3,1,1,4,6,1,2,3,3,2,1,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,88,2,22,1,3,4,3,2,3,4,4,3,32,5,2,1,2,4,2,2,2,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,89,4,5,5,6,2,1,1,1,4,4,2,1,1,1,2,2,2,4,2,1,1,2,2,2,2,2,2,2,1,2,1,3,3,1,1,5,3,2,1,1,5,1,1,1,1,2,2,1,1,1,1,3,1,1,3,3,2,6,1,2,2,2,1,1,1,2,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,89,1,22,3,2,2,3,2,2,4,4,3,32,5,3,2,2,1,2,2,1,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,90,1,8,5,6,5,1,1,1,4,4,3,1,2,2,3,4,2,4,3,1,1,1,2,2,2,2,2,2,2,2,1,2,3,1,2,4,3,2,1,1,5,1,1,2,2,2,1,2,1,1,1,3,3,3,3,3,6,7,1,2,2,1,2,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,90,2,22,2,1,2,3,2,2,4,4,3,32,5,4,2,3,5,2,1,2,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,91,0,9,3,6,1,4,5,1,4,4,2,1,3,2,1,1,2,4,1,4,1,2,2,2,2,2,1,2,2,2,1,2,1,1,1,5,3,1,1,2,2,1,1,2,1,2,1,1,1,1,1,3,3,3,3,3,6,7,3,1,4,3,3,1,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,91,2,22,1,3,2,4,4,2,3,4,1,32,5,4,1,2,4,4,1,2,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,92,4,7,3,0,3,1,1,0,0,4,2,1,2,1,3,2,2,3,2,2,1,1,1,1,1,1,1,2,2,2,1,3,3,1,5,1,3,2,1,1,0,2,1,2,1,2,0,1,1,1,3,3,3,0,3,3,6,7,3,2,3,2,2,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,92,2,22,0,0,0,4,2,4,2,4,1,32,5,2,1,1,2,2,1,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
