CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19A.,Q.19C.,Q.20.,Q.21.,Q.22A.,Q.22B.,Q.22C.,Q.22D.,Q.22E.,Q.22F.,Q.22G.,Q.22H.,Q.23.,Q.24.,Q.25A.,Q.25B.,Q.25C.,Q.26A.,Q.26B.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35A.,Q.35B.,Q.35C.,Q.35D.,Q.35E.,Q.35F.,Q.35G.,Q.35H.,Q.35I.,Q.36.,Q.37A.,Q.37B.,Q.38A.,Q.38B.,Q.39.,Q.40.,Q.41.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.52A.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57A....ABOUT,Q.57B....ABOUT,Q.57C....ABOUT,Q.57D....ABOUT,Q.57E....ABOUT,Q.57F....ABOUT,Q.57G....ABOUT,Q.57H....ABOUT,Q.57I....ABOUT,Q.58.,Q.59A.,Q.59B.,Q.60.,Q.61.,Q.62A.,Q.62B.,Q.63.,Q.64.,Q.65.,Q.66.,Q.66..1,Q.66..2,Q.66..3,Q.66..4,Q.67A.,Q.67B.,Q.67C.,Q.67D.,Q.67E.,Q.67F.,Q.68.,Q.69.,Q.70A.,Q.70B.,Q.71.,Q.72.,Q.73A.,V.75.,V.76.,V.77.
1,211,441,1,1,6,1,35,4,1,30,3,2,2,11,0,0,3,6,73,1,4,4,5,3,1,3,3,3,3,3,1,2,1,4,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,4,2,7,2,0,1,1,1,2,211,441,1,1,3,3,1,2,4,3,3,3,4,4,4,4,1,2,2,2,4,3,3,3,3,3,1,1,1,1,1,3,4,3,0,0,2,2,2,2,1,3,3,3,3,3,3,4,3,4,4,10,5,5,14,2,70
1,211,442,1,3,2,4,31,4,1,26,2,2,2,12,2,1,2,1,77,5,1,4,3,3,2,1,2,3,3,1,3,2,2,1,1,2,2,2,1,1,2,2,2,1,2,1,3,2,1,1,1,1,1,3,2,1,1,3,3,6,2,0,2,2,2,2,211,442,1,2,4,4,1,3,3,2,1,2,1,1,4,2,1,2,2,3,3,3,2,3,3,3,4,3,1,1,2,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,3,3,3,10,4,4,6,2,51
1,211,443,1,1,3,2,45,4,1,32,1,1,1,23,4,0,1,6,78,8,0,4,6,3,2,2,4,3,1,2,1,2,2,4,2,2,2,2,3,3,2,2,5,1,3,2,3,3,1,1,2,3,1,1,1,1,3,2,2,7,2,0,1,2,2,2,211,443,1,3,4,3,1,3,3,3,3,3,4,2,2,3,1,1,2,2,3,2,2,2,3,1,4,2,1,3,2,3,3,2,2,3,2,1,1,2,2,2,2,2,1,2,2,1,3,3,3,10,4,4,10,2,128
1,211,444,1,3,2,4,31,4,1,20,1,2,2,12,9,1,2,1,76,10,4,4,5,2,5,3,4,1,2,2,2,3,2,4,3,1,2,2,1,2,1,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,4,2,4,2,0,2,3,2,2,211,444,1,5,1,3,1,3,4,2,1,2,3,2,3,3,1,2,3,2,3,3,2,3,3,3,4,2,1,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,1,2,1,1,3,3,1,10,4,4,8,2,54
1,211,445,1,2,3,1,30,4,1,24,2,2,2,23,4,2,2,1,70,0,0,4,4,3,4,1,1,1,1,1,2,3,2,2,4,1,1,1,3,1,1,1,5,3,4,1,1,4,3,1,3,1,1,1,2,3,3,2,3,2,2,0,1,2,1,2,211,445,1,1,3,1,4,3,3,3,3,3,3,2,3,2,1,1,3,3,1,3,3,3,3,2,3,4,1,3,2,3,1,1,1,1,2,1,2,2,2,1,1,2,3,3,3,4,0,4,4,11,5,5,2,2,124
1,211,446,1,3,5,4,38,2,1,33,2,2,2,11,2,1,1,0,79,10,4,4,4,3,3,2,2,2,3,2,2,1,1,3,3,1,1,1,3,3,2,2,2,1,2,1,2,3,1,1,2,2,1,1,2,1,1,1,3,4,2,0,2,2,2,2,211,446,1,4,3,2,1,3,4,3,2,2,0,1,3,2,1,2,2,2,2,2,3,3,3,1,3,1,2,3,3,3,2,3,0,0,2,1,1,2,2,2,1,2,1,1,1,1,3,3,4,10,4,4,10,2,91
1,211,447,1,2,3,1,44,1,1,22,3,11,99,23,1,2,1,1,76,9,4,4,6,3,3,1,3,2,2,2,2,2,2,4,2,1,2,2,3,1,1,2,1,1,2,1,3,4,1,1,3,1,2,1,2,1,1,2,3,7,2,0,1,2,2,2,211,447,1,2,4,3,1,1,3,3,2,2,4,4,5,3,1,2,2,2,2,2,2,3,2,2,3,3,4,1,2,2,3,1,1,3,2,1,2,2,2,1,2,3,3,1,1,3,3,3,4,10,4,4,7,3,74
1,211,448,1,2,2,4,28,4,1,23,2,4,5,23,2,1,1,6,74,9,4,0,6,3,3,1,2,3,3,2,2,1,1,4,2,1,2,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,7,2,0,2,1,2,2,211,448,1,1,3,1,1,3,4,3,0,2,3,3,4,1,1,3,3,3,3,3,3,1,3,1,4,1,2,1,1,2,1,2,2,0,2,1,2,2,2,3,3,3,3,3,3,1,3,3,2,10,4,4,10,3,128
1,211,449,1,1,3,2,42,4,1,35,3,1,1,18,3,1,1,6,75,14,4,4,4,3,3,1,2,2,2,2,2,1,2,1,2,1,2,1,3,3,2,1,5,1,5,2,2,2,1,1,1,1,1,1,3,1,3,2,3,6,2,0,1,1,1,2,211,449,1,1,4,2,2,2,4,3,3,3,4,4,3,5,1,2,2,3,1,2,2,2,3,1,0,0,4,0,4,2,1,1,2,1,2,1,2,2,2,1,2,2,1,1,1,2,3,3,3,10,4,4,7,3,21
1,211,450,1,3,3,4,40,4,1,35,3,1,1,31,4,1,1,6,78,3,4,4,4,3,3,1,2,2,3,3,2,2,2,4,2,1,2,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,3,1,1,3,3,6,2,0,2,1,2,2,211,450,1,2,4,2,1,2,3,2,1,1,2,2,3,3,1,2,2,2,3,3,2,3,3,2,1,2,1,1,1,2,1,1,2,3,2,1,2,2,2,1,2,2,1,2,1,1,3,3,3,10,4,4,8,3,28
1,211,451,1,4,2,3,28,4,1,13,1,5,9,1,4,1,1,6,70,10,4,3,3,3,3,1,3,2,2,2,2,2,2,4,2,1,2,2,1,1,1,2,2,1,2,1,1,3,1,1,1,3,3,1,3,3,3,2,3,3,2,0,1,2,2,2,211,451,1,2,3,3,2,3,2,2,2,1,2,2,3,2,1,2,3,2,2,2,2,3,3,3,4,4,1,1,2,2,1,1,2,3,2,1,2,2,2,2,1,2,2,1,2,1,3,3,3,10,4,4,7,1,413
1,211,452,1,4,2,4,27,4,1,9,1,2,8,1,1,1,1,0,75,10,4,4,4,3,4,1,3,2,2,2,2,3,2,3,2,1,2,1,1,1,2,2,3,1,1,1,1,2,1,1,1,3,1,1,3,1,1,3,3,4,2,0,2,2,2,2,211,452,1,2,3,1,2,3,2,3,3,1,2,2,3,3,3,1,2,2,2,3,2,3,3,3,4,2,1,1,3,4,3,2,3,3,2,1,1,2,2,1,2,2,2,3,3,4,0,4,4,11,5,5,6,1,119
1,211,453,1,4,2,4,21,2,1,10,1,2,9,1,1,1,1,6,76,10,4,4,6,3,2,2,2,2,2,2,2,2,2,3,2,1,1,1,3,2,1,1,2,1,5,2,1,3,1,1,3,1,1,1,1,1,3,3,3,4,2,0,2,2,1,2,211,453,1,2,3,2,1,2,4,2,3,3,2,2,3,3,1,2,2,2,3,2,2,2,3,2,1,2,2,1,2,2,1,2,2,3,2,1,2,2,2,2,1,2,1,1,1,1,3,3,1,10,4,4,7,1,357
1,211,454,1,2,0,3,38,4,1,34,3,11,99,2,6,1,1,6,72,12,14,4,4,3,3,2,3,3,2,1,1,2,2,3,3,2,2,2,3,3,2,2,1,1,1,1,1,1,1,1,3,3,1,1,2,1,1,5,2,7,2,0,2,2,2,2,211,454,1,3,3,2,2,3,4,3,1,2,1,3,4,3,1,2,1,2,1,1,1,1,2,2,1,3,1,3,3,2,4,1,2,3,2,1,2,2,2,1,3,3,3,3,3,1,3,3,3,10,4,4,9,1,315
1,211,455,1,3,4,3,41,4,1,31,3,11,99,3,8,1,1,6,70,10,14,1,2,1,2,2,2,3,2,2,1,1,2,4,2,1,1,1,1,1,1,1,4,2,5,1,1,2,1,1,2,2,1,1,1,1,1,1,1,4,2,0,1,1,1,2,211,455,1,1,4,3,2,2,1,1,2,2,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,1,1,2,1,3,3,3,10,4,4,10,1,473
1,211,456,1,4,2,5,26,2,1,7,1,3,8,1,1,1,1,6,70,10,4,4,3,3,2,1,3,2,3,0,2,2,1,2,3,2,2,2,3,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,5,2,7,1,2,2,2,2,2,211,456,1,2,4,3,2,2,4,2,1,2,2,1,4,4,1,1,1,1,1,2,3,1,3,3,4,1,1,1,2,4,3,1,2,2,2,1,2,2,2,1,2,1,2,1,2,1,3,2,2,10,4,4,8,1,293
1,211,457,1,4,3,5,26,2,1,8,1,2,8,1,1,1,3,6,70,10,14,2,3,2,4,2,4,2,1,1,3,2,2,4,4,2,2,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,4,2,7,2,0,1,1,1,2,211,457,1,1,3,2,2,3,3,2,2,2,2,2,4,4,3,1,2,2,3,2,2,3,3,2,1,3,1,1,2,2,1,1,2,3,2,1,2,2,2,2,2,1,1,1,1,3,3,3,3,10,4,4,6,1,217
1,211,458,1,4,2,3,25,4,1,5,1,3,9,1,1,1,1,6,74,10,13,4,6,3,3,2,2,2,3,1,2,2,2,2,2,1,1,1,3,3,1,1,1,1,2,1,1,2,1,1,3,2,1,1,3,1,1,3,2,3,2,0,2,2,2,2,211,458,1,2,4,2,1,2,2,2,3,3,1,1,3,2,1,2,3,2,3,3,3,3,3,3,4,3,2,3,2,2,1,1,2,2,2,1,2,2,2,1,2,2,1,2,1,2,3,3,3,10,4,4,7,1,152
1,211,459,1,4,2,4,23,2,1,9,1,4,8,1,2,1,1,6,76,10,4,3,3,3,3,2,3,2,1,2,3,2,3,2,4,1,2,2,1,3,2,2,1,1,2,1,1,2,1,1,3,3,1,1,3,1,1,3,2,7,2,0,2,1,1,2,211,459,1,2,3,1,1,3,3,2,3,2,1,4,3,2,1,2,3,3,1,2,2,2,3,2,3,2,1,3,1,2,1,1,2,3,2,1,2,2,2,1,1,1,2,2,3,1,3,3,1,10,4,4,5,1,113
1,211,460,1,2,2,3,33,4,1,29,2,2,2,2,2,1,1,6,99,1,4,2,3,3,3,1,3,2,3,3,1,2,2,1,2,2,1,1,3,2,2,2,2,1,3,2,1,1,0,0,0,0,0,0,0,4,0,5,2,6,2,0,1,2,2,2,211,460,1,2,3,2,1,3,3,2,2,1,4,3,3,2,1,0,4,0,4,0,1,4,0,4,4,0,1,2,2,2,3,1,2,3,2,1,2,2,2,1,1,2,2,3,3,2,3,4,2,10,4,4,10,1,50
1,211,461,1,1,5,4,39,4,1,29,2,11,99,2,2,1,1,0,99,10,4,4,4,3,3,2,2,2,2,2,1,2,1,2,2,1,2,1,3,3,1,2,4,5,4,3,3,4,1,3,3,3,3,1,1,1,3,3,3,3,2,0,2,2,2,2,211,461,1,3,3,3,2,4,4,2,3,3,4,4,3,3,1,2,2,3,2,3,3,3,3,2,3,1,1,1,2,4,3,2,2,3,2,1,1,2,2,2,2,2,1,1,1,1,3,3,3,10,4,4,9,1,412
1,211,462,1,4,2,4,21,4,1,10,1,2,8,1,1,1,1,0,99,10,4,4,6,3,2,2,3,2,3,2,2,2,2,2,3,1,1,1,3,3,2,2,2,1,2,2,3,3,1,1,3,1,3,1,2,1,1,2,3,7,2,0,2,2,1,2,211,462,1,1,4,2,1,3,4,3,3,1,4,4,3,5,1,2,1,2,3,2,1,3,3,3,4,1,1,3,4,4,3,1,3,2,2,1,2,2,2,2,2,1,1,1,1,3,3,3,1,10,4,4,9,1,286
1,211,463,1,4,2,4,39,2,1,33,2,2,2,3,4,1,1,6,99,10,0,4,6,3,3,2,3,2,2,2,2,2,2,2,3,1,2,1,3,3,2,2,0,0,0,0,1,2,1,1,2,2,1,1,2,1,1,2,2,6,2,0,2,1,1,2,211,463,1,1,0,3,1,3,3,3,1,2,3,3,3,3,1,2,2,2,4,2,2,1,2,1,1,2,1,2,1,1,2,1,4,3,2,1,1,2,2,1,3,2,1,1,2,1,3,3,3,10,4,4,8,1,135
1,211,464,1,1,3,3,32,4,1,8,1,1,2,21,1,1,1,6,99,14,4,4,2,2,4,3,3,1,2,2,2,2,2,3,1,2,1,1,2,1,1,1,5,1,5,1,1,3,1,1,1,2,1,1,1,1,1,4,2,3,2,8,1,1,1,2,211,464,1,1,3,1,1,1,2,1,1,2,1,1,2,1,1,3,3,3,3,3,1,1,1,2,1,1,1,1,1,2,3,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,3,2,10,4,4,8,7,69
1,211,465,1,2,3,1,44,2,1,40,3,11,99,15,0,0,1,0,99,11,1,3,1,3,2,2,4,2,1,2,2,0,4,4,0,3,0,0,0,1,3,3,4,1,5,0,1,4,0,0,0,0,0,1,3,1,1,5,2,6,2,0,1,1,1,2,211,465,1,1,4,2,2,1,3,3,2,2,4,4,4,3,1,3,3,3,3,3,3,3,3,3,4,2,1,1,1,0,3,3,0,1,2,1,2,2,2,3,3,3,3,3,3,4,0,3,4,10,4,4,6,0,17
1,211,466,1,3,0,1,36,4,1,0,0,4,5,11,4,1,2,1,99,3,5,3,4,3,0,1,1,0,1,1,3,3,3,0,0,3,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,1,2,211,466,1,0,4,4,0,0,0,4,0,0,0,5,0,1,1,0,4,0,4,0,0,4,1,4,0,0,1,2,1,4,3,3,0,0,2,2,2,2,1,3,3,3,3,3,3,4,0,4,4,10,4,4,0,0,260
1,211,467,1,2,2,1,57,1,1,39,1,2,2,21,4,0,1,6,99,14,4,4,0,3,1,1,3,2,2,2,2,3,3,4,3,2,0,2,1,1,2,2,1,1,1,3,3,3,0,0,0,0,0,0,0,4,0,2,3,3,2,0,2,3,2,2,211,467,1,1,2,3,3,1,2,2,2,1,1,2,4,4,1,2,2,3,2,2,1,3,3,3,4,1,1,1,1,2,1,2,4,2,2,1,2,2,2,1,1,2,2,2,1,1,5,3,3,10,4,4,5,0,149
1,211,468,1,1,4,3,42,4,1,37,1,2,2,12,4,1,1,0,99,3,14,4,5,3,3,0,0,0,0,2,0,2,2,2,1,1,2,1,2,1,1,1,5,3,5,1,3,4,3,1,3,1,1,1,3,3,0,5,1,5,2,0,1,0,4,2,211,468,1,3,0,4,2,2,2,2,3,3,0,5,0,0,0,0,4,0,4,0,0,4,0,4,1,4,2,1,2,2,4,3,2,2,2,1,2,2,2,1,1,1,2,1,2,3,3,3,3,10,4,4,3,0,28
1,211,469,1,1,3,4,37,4,1,24,1,2,3,13,2,1,1,6,99,9,4,4,4,3,3,1,3,2,1,1,2,2,1,2,2,1,2,2,1,3,2,2,2,2,2,1,1,1,1,1,3,1,1,1,1,1,1,2,3,6,2,0,2,2,2,2,211,469,1,2,4,2,1,3,2,2,1,2,3,3,4,3,1,2,2,2,3,2,3,3,3,3,1,3,1,1,2,3,3,1,3,2,2,1,2,2,2,1,1,2,2,1,2,1,1,3,2,10,4,4,6,0,118
1,211,470,1,1,0,3,35,1,1,35,1,3,3,23,4,1,1,3,99,2,0,1,4,0,0,2,1,1,1,2,0,2,3,2,3,3,0,2,1,1,1,2,3,4,5,3,2,0,0,0,0,0,0,0,0,4,0,4,2,3,2,0,1,1,1,2,211,470,1,1,3,3,4,4,2,2,3,3,4,4,5,5,4,0,4,0,4,0,0,4,0,4,1,3,3,3,2,4,1,3,3,3,2,1,2,2,2,3,3,3,3,3,3,1,2,4,3,1,3,2,3,0,244
1,211,471,1,4,2,5,24,2,1,9,1,2,9,1,1,1,1,0,99,10,14,4,4,3,2,3,2,3,2,2,1,2,1,3,3,1,2,1,1,1,1,2,5,1,5,1,1,3,1,1,2,2,2,1,1,1,2,2,1,6,3,0,2,3,1,2,211,471,1,3,3,2,1,3,2,3,3,2,2,2,3,2,1,2,3,2,3,2,2,3,3,2,3,2,1,1,1,1,2,1,2,3,2,1,2,2,2,2,1,3,1,2,1,1,0,3,2,10,4,4,11,4,58
1,211,472,1,4,2,4,31,2,1,0,0,0,0,42,0,0,0,0,99,0,14,3,4,3,1,1,3,2,3,2,2,2,3,2,3,1,1,1,2,2,2,2,3,1,2,1,1,1,1,1,3,2,3,2,2,1,1,3,1,4,1,0,1,1,1,2,211,472,1,2,3,3,2,3,3,2,2,2,2,2,3,3,1,1,2,1,1,2,2,3,3,2,1,3,1,1,2,2,2,2,2,3,2,1,2,2,2,2,1,2,1,1,2,1,3,3,3,10,4,4,7,4,119
1,211,473,1,1,2,3,34,4,1,25,1,3,4,3,9,1,2,0,99,10,4,4,6,3,3,1,1,1,2,1,3,2,2,4,4,2,2,2,1,1,2,2,1,1,1,1,3,1,1,1,3,1,1,1,2,1,1,5,2,7,3,0,2,2,1,2,211,473,1,4,3,3,1,3,4,3,1,1,3,2,5,5,1,2,4,2,3,3,2,3,3,2,4,2,1,3,4,2,2,1,2,2,2,1,2,2,2,1,3,2,1,1,1,1,3,4,4,10,4,4,3,4,32
1,211,474,1,4,0,4,27,4,1,10,1,4,10,1,1,1,1,0,99,10,14,2,6,2,1,3,3,2,3,2,2,2,2,3,3,2,2,2,3,3,1,1,1,1,3,3,3,2,3,1,1,3,1,1,1,1,2,2,2,6,2,0,2,1,1,2,211,474,1,1,4,2,1,3,3,2,3,2,2,4,3,5,1,0,4,0,4,0,0,4,0,4,4,4,3,2,2,1,1,1,2,3,2,1,1,2,2,1,1,1,2,1,2,1,3,3,4,10,4,4,10,1,380
1,211,475,1,4,2,3,22,4,1,7,1,3,8,1,1,1,1,6,99,10,5,3,3,3,3,3,3,3,3,3,1,1,1,4,3,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,2,7,2,0,1,1,1,2,211,475,1,1,4,3,2,3,1,1,2,1,4,2,2,1,2,3,3,3,3,3,3,3,2,2,4,4,1,1,1,3,3,3,0,0,2,2,2,2,1,3,3,3,3,3,3,4,3,4,3,10,4,4,15,1,107
1,211,476,1,1,3,5,38,4,1,27,3,3,3,2,2,1,1,6,99,10,4,3,3,2,3,2,3,2,3,3,1,2,1,3,4,2,0,0,1,2,2,2,4,1,4,1,3,3,1,1,1,2,1,1,1,1,1,2,2,7,2,0,2,1,2,2,211,476,1,3,3,3,2,3,0,2,2,2,1,1,3,3,1,2,2,2,2,3,3,3,3,2,1,3,1,1,2,2,4,1,2,3,2,1,2,2,2,1,3,2,1,1,2,1,3,3,4,10,4,4,12,9,60
1,211,477,1,1,4,0,38,4,1,32,0,0,0,13,2,2,3,1,99,14,5,0,0,0,2,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,3,1,1,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,4,2,211,477,1,0,0,4,0,0,4,4,0,0,0,5,4,2,1,0,1,0,1,0,1,4,0,1,1,0,1,1,1,0,4,3,0,0,2,2,2,2,1,3,3,3,3,3,3,4,0,4,4,10,5,5,0,5,148
1,211,478,1,4,2,4,19,4,1,7,1,1,6,1,1,1,2,1,99,10,4,4,4,3,3,1,3,2,2,2,2,2,2,2,3,1,2,2,3,1,2,2,1,1,2,1,1,2,1,1,3,2,1,1,1,1,3,2,2,6,1,4,1,1,2,2,211,478,1,3,3,2,2,3,2,2,2,2,1,2,3,3,1,2,2,1,2,3,2,2,3,2,4,2,1,1,2,2,3,2,2,3,2,1,2,2,2,1,2,2,1,1,1,2,1,3,1,10,4,4,7,4,121
1,211,479,1,4,2,3,32,1,1,10,1,10,0,1,6,1,2,6,99,0,4,4,4,3,3,2,2,2,2,1,2,2,3,4,3,1,2,1,2,3,1,2,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,3,2,7,2,0,2,2,1,2,211,479,1,3,3,2,2,2,4,2,1,3,3,2,5,2,1,2,3,2,3,2,3,2,2,1,3,3,2,1,2,2,2,1,2,1,2,1,2,2,2,1,2,1,1,2,1,3,3,2,2,11,5,5,5,4,125
1,211,480,1,1,3,3,24,2,1,22,2,4,4,21,1,1,2,1,99,7,4,4,4,3,2,3,3,3,3,2,1,1,1,4,1,1,2,2,3,1,2,1,5,1,4,1,1,2,1,1,1,2,1,1,2,1,1,3,2,7,1,2,1,2,2,2,211,480,1,1,3,2,1,3,2,3,2,2,1,2,4,2,1,3,2,3,3,3,2,3,3,2,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,3,3,10,4,4,14,5,120
1,211,481,1,3,3,4,27,4,1,8,1,1,1,21,1,1,2,6,99,12,4,2,1,3,3,2,3,3,2,2,2,2,2,2,3,2,1,2,3,2,1,2,2,1,3,2,1,2,1,1,1,1,1,1,2,1,1,3,2,6,1,5,1,1,2,2,211,481,1,2,1,2,1,3,2,2,1,2,1,2,2,2,1,2,3,2,3,3,3,3,3,2,1,3,1,3,1,3,3,1,2,3,2,1,2,2,2,2,2,2,1,2,2,1,3,3,1,10,4,4,9,5,187
1,211,482,1,4,6,1,36,4,1,26,3,1,1,13,2,1,2,6,99,5,4,4,4,3,3,2,3,2,1,1,2,2,1,3,4,1,1,1,1,1,1,1,2,1,3,1,3,2,1,1,1,3,1,1,1,1,1,1,3,2,2,0,1,1,1,2,211,482,1,1,3,2,4,1,4,2,3,3,1,1,5,1,1,1,3,0,2,3,3,2,3,4,1,1,1,1,1,4,3,1,1,0,2,1,2,2,2,1,1,3,2,2,2,1,3,3,3,10,4,4,7,5,155
1,211,483,1,3,4,3,38,4,1,15,1,4,5,21,1,1,3,1,99,8,4,4,5,3,3,3,0,2,3,2,1,2,1,3,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,4,2,7,1,0,2,1,1,2,211,483,1,1,3,1,1,2,2,2,1,1,1,1,4,4,1,0,4,0,4,0,0,4,0,4,1,1,1,1,1,2,2,1,3,1,2,1,2,2,2,1,1,2,1,1,1,1,3,3,3,10,4,4,11,6,54
1,211,484,1,1,2,1,34,1,1,27,0,11,99,12,5,1,0,0,99,0,14,0,3,3,1,2,1,3,1,3,3,3,3,0,4,1,1,1,2,1,1,1,5,5,1,3,1,1,0,0,0,0,0,0,0,4,0,0,4,6,2,0,1,1,1,2,211,484,1,1,4,2,3,1,2,1,2,2,1,1,4,0,0,0,4,0,4,0,0,4,0,4,1,1,1,1,1,1,1,3,0,0,2,2,2,2,1,3,3,3,3,3,3,4,0,4,4,11,5,5,5,6,8
1,211,485,1,3,3,3,50,4,1,37,2,1,1,15,4,1,1,6,99,9,0,4,3,4,3,2,2,2,2,2,2,3,2,2,0,2,2,1,3,3,2,1,5,1,5,2,1,3,1,1,3,2,1,1,1,1,1,2,1,3,2,0,2,2,4,2,211,485,1,3,4,2,3,3,2,4,2,1,0,3,4,4,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,2,3,2,2,1,1,2,2,2,3,3,3,3,3,4,3,4,4,11,5,5,6,2,187
1,211,486,1,2,3,4,39,4,1,25,2,1,1,23,4,2,2,1,99,9,1,4,4,3,3,1,2,1,1,1,3,2,2,2,3,1,1,1,3,1,1,1,4,3,4,1,2,0,1,3,1,2,2,1,1,1,2,1,3,6,2,0,2,2,2,2,211,486,1,3,3,1,1,2,4,3,2,3,2,4,3,5,1,2,1,1,3,3,1,2,1,3,1,1,1,1,2,1,1,2,2,3,2,1,2,2,2,1,1,2,1,1,1,4,3,3,3,10,4,4,2,2,185
1,211,487,1,2,5,2,38,3,1,30,3,11,99,14,8,1,2,1,99,7,1,4,0,3,3,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,1,1,2,5,0,3,3,0,0,0,0,0,3,0,0,4,0,4,3,3,2,0,1,2,1,2,211,487,1,1,4,3,4,1,3,3,3,3,2,2,2,1,1,2,2,3,3,2,2,2,1,4,1,1,1,1,1,1,1,1,2,0,2,1,2,2,2,1,1,1,3,2,1,2,3,3,3,10,4,4,7,2,65
1,211,488,1,2,3,4,42,4,1,36,2,1,3,13,4,1,1,6,99,1,5,4,3,3,2,2,3,2,2,2,1,1,1,4,2,1,2,1,3,3,1,1,4,1,4,3,3,3,3,1,3,3,1,1,1,1,3,3,2,6,2,0,1,1,1,2,211,488,1,1,4,2,3,1,3,2,3,2,2,4,2,1,1,3,3,3,2,2,2,3,3,2,1,1,2,1,1,3,3,1,0,0,2,2,2,2,1,3,3,3,3,3,3,4,3,3,2,11,5,5,11,3,82
1,211,489,1,3,2,3,39,2,1,33,1,2,2,16,5,1,1,6,99,12,4,4,3,3,3,1,2,3,2,2,1,3,3,4,3,1,2,1,1,3,2,2,2,1,2,1,2,3,1,1,2,1,1,1,2,1,1,2,1,2,2,0,2,2,2,2,211,489,1,4,4,1,1,2,4,3,1,2,4,2,3,2,2,3,3,2,1,2,3,3,3,3,4,2,1,3,2,2,1,1,3,3,2,1,2,2,2,1,2,2,2,2,2,1,3,3,2,10,4,4,6,3,129
1,211,490,1,4,3,2,40,4,1,24,3,11,99,14,8,1,2,0,99,7,4,2,4,3,3,1,2,2,2,2,2,2,2,4,2,1,2,1,1,1,1,1,2,1,3,2,1,3,1,1,1,1,1,1,1,1,1,2,2,6,2,0,1,1,1,2,211,490,1,1,3,2,1,2,3,3,2,2,2,1,3,2,1,3,3,3,3,2,3,3,3,2,4,2,1,1,1,4,3,3,0,0,2,2,2,2,1,1,3,3,3,3,3,3,0,3,3,10,4,4,6,3,11
1,211,491,1,3,3,4,52,4,1,28,3,1,1,3,7,1,1,6,84,6,11,2,3,3,1,3,4,2,3,2,1,2,1,3,3,1,1,1,3,2,2,2,3,1,3,2,3,2,1,1,3,2,1,1,1,1,1,1,2,6,2,0,1,1,1,2,211,491,1,1,2,2,2,3,3,3,1,2,1,3,3,3,1,2,2,2,3,2,3,3,3,2,1,2,1,1,2,3,3,1,1,2,2,1,2,1,2,2,1,2,1,1,2,1,3,3,1,10,4,4,13,1,455
1,211,492,1,1,4,2,37,4,1,34,2,4,4,3,4,1,1,6,84,10,4,4,5,3,4,1,3,1,3,2,2,3,3,2,3,2,2,2,3,1,2,2,1,1,1,1,1,1,1,1,3,1,3,1,2,1,1,4,2,7,2,0,3,3,2,2,211,492,1,5,4,2,1,3,4,3,1,2,4,1,4,5,1,3,3,3,1,2,3,3,3,3,3,4,3,3,4,4,3,2,1,4,1,1,2,2,2,2,2,2,2,2,2,1,3,3,3,10,4,4,5,1,329
1,211,493,1,4,3,4,45,4,1,29,2,3,3,2,2,1,1,6,84,10,4,4,6,3,3,1,3,1,1,1,2,3,2,2,4,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,2,7,1,2,2,2,1,2,211,493,1,5,3,2,2,3,4,3,3,3,2,2,4,3,1,2,3,2,3,1,1,3,3,3,1,1,1,3,4,2,2,1,3,3,2,1,1,1,2,1,2,2,1,1,1,1,3,3,2,10,4,4,3,1,419
