CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6A.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.13A.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48A.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65.,Q.65..1,Q.65..2,Q.65..3,Q.65..4,Q.65..5,Q.65..6,Q.65..7,Q.65..8,Q.65..9,CARD..1,DECK..1,BALLOT..1,X.,X..1,Q.66.,Q.67.,Q.68.,Q.69.,Q.70.,Q.71.,Q.71..1,Q.71..2,Q.71..3,Q.71..4,Q.72.,Q.73.,Q.74.,Q.75.,Q.76.,Q.76..1,Q.76..2,Q.76..3,Q.76..4,Q.76..5,Q.76..6,Q.76..7,Q.76..8,Q.76..9,Q.76..10,Q.76..11,Q.76..12,Q.76..13,V.78.,V.79.
1,233,811,1,2,3,1,3,0,3,4,1,2,5,8,2,4,5,1,1,2,2,1,3,5,1,2,2,2,5,1,5,5,1,2,1,4,1,3,4,1,1,4,1,2,1,1,2,1,2,3,1,1,1,1,1,2,1,5,5,2,1,1,2,2,2,2,2,1,2,2,233,811,2,2,1,2,1,1,3,2,1,2,2,2,2,7,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,26,36
1,233,812,3,2,3,1,4,8,3,4,1,2,4,8,1,2,1,3,3,2,2,3,3,4,1,2,2,2,1,1,5,3,1,3,2,4,2,4,4,1,1,2,1,2,1,1,1,3,3,3,1,2,2,1,1,1,8,8,4,2,1,1,2,2,2,2,2,2,2,2,233,812,2,2,1,4,1,1,3,2,1,2,2,2,4,2,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,26,43
1,233,813,4,2,5,1,3,8,2,4,1,2,1,1,1,1,0,1,1,1,2,1,1,4,1,2,3,3,2,1,5,5,1,3,1,4,2,3,4,1,1,3,1,2,1,1,2,2,1,3,1,1,0,1,1,8,8,6,3,2,2,2,2,2,2,2,2,2,1,2,233,813,2,2,2,2,3,1,5,2,1,2,2,2,2,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,26,53
1,233,814,3,2,3,3,4,8,3,3,1,2,4,8,3,2,5,1,1,2,1,1,1,4,2,2,2,3,5,2,5,4,1,3,1,4,2,4,4,1,1,3,1,2,1,1,1,1,1,2,2,2,1,1,1,8,8,0,5,2,2,2,2,2,2,2,2,2,2,2,233,814,2,1,1,6,3,1,5,2,1,2,2,2,3,7,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,27,10
1,233,815,3,2,3,3,5,3,5,3,1,2,4,8,1,3,2,1,2,2,2,1,3,1,3,2,4,3,3,1,5,5,1,3,1,1,1,3,4,3,2,1,1,2,1,1,2,1,3,3,2,1,1,1,1,8,8,8,3,2,1,2,2,2,2,2,1,2,2,2,233,815,2,2,1,4,6,7,2,1,1,2,2,2,1,7,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,27,34
1,233,816,1,2,3,1,3,3,3,3,1,3,1,7,1,1,2,1,2,2,2,2,3,4,1,2,4,3,4,1,4,4,1,2,1,1,1,4,4,1,1,1,1,2,3,1,2,2,0,0,0,0,0,3,1,8,8,11,3,2,2,2,2,2,2,2,2,2,2,2,233,816,2,1,1,2,1,1,5,1,2,2,2,2,4,6,4,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,28,7
1,233,817,1,2,2,3,5,3,2,3,1,2,9,7,1,1,2,2,2,2,2,1,1,4,1,2,1,3,3,2,4,4,1,3,1,1,2,4,4,1,1,3,1,2,1,1,1,3,1,3,1,2,2,1,1,8,8,5,3,2,1,1,2,2,2,1,2,2,2,2,233,817,2,2,1,5,6,7,3,2,1,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,36,1
1,233,818,2,2,3,2,6,3,0,0,3,2,0,1,2,1,1,1,1,2,2,1,1,5,1,2,2,3,6,1,5,1,1,1,0,1,2,3,1,1,1,1,1,2,1,1,2,1,1,3,2,1,2,2,1,7,8,1,4,2,2,1,2,2,1,2,2,2,2,2,233,818,2,2,1,7,2,5,3,2,2,1,2,2,3,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,36,6
1,233,819,1,2,3,1,6,3,5,4,1,2,1,6,1,1,0,1,0,2,2,1,1,2,2,1,4,3,6,1,5,5,1,3,1,1,2,3,2,1,1,1,4,2,1,1,2,1,1,0,1,2,2,1,1,0,8,0,2,2,2,1,2,2,1,2,2,2,2,2,233,819,2,2,2,4,2,1,6,2,1,1,2,2,7,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,36,23
1,233,820,1,2,2,4,5,3,2,3,1,4,11,1,1,3,3,1,1,1,2,3,1,5,1,2,3,3,6,1,5,5,1,2,1,1,1,5,4,1,1,3,1,2,1,1,1,1,1,2,3,2,2,2,1,1,8,5,5,2,2,2,1,2,2,2,1,2,2,2,233,820,1,2,1,4,6,0,5,2,1,2,2,2,2,7,4,4,2,2,2,2,2,1,2,2,2,2,1,2,2,2,37,20
1,233,821,3,2,5,1,3,6,3,3,1,1,4,8,1,1,2,2,2,1,2,1,1,2,2,2,3,3,4,1,5,4,1,3,1,4,2,1,1,2,1,1,2,2,1,1,2,2,2,2,1,2,2,1,1,8,8,1,3,1,2,2,2,2,2,2,2,2,2,2,233,821,2,2,1,1,2,1,3,2,2,2,1,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,37,24
1,233,822,1,2,2,6,5,5,0,0,3,1,1,3,5,3,5,1,1,2,2,3,2,7,1,1,1,5,3,0,3,7,4,1,0,5,1,4,3,1,2,0,4,0,2,1,10,3,1,1,1,0,2,3,1,7,8,0,3,1,2,2,2,2,2,2,2,2,2,2,233,822,2,2,1,4,1,5,1,1,2,2,2,2,5,0,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,37,25
1,233,823,2,2,4,4,5,1,3,3,1,1,5,8,2,3,3,3,3,2,2,1,1,5,1,1,3,2,6,1,4,4,1,2,1,4,1,2,4,1,1,1,1,2,1,1,1,3,3,2,2,2,1,1,1,8,8,8,1,2,2,1,2,2,2,1,2,2,2,2,233,823,2,2,1,1,2,1,3,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,38,24
1,233,824,2,2,4,1,1,3,4,5,2,4,1,7,1,1,1,1,1,2,3,3,3,4,2,2,2,3,5,2,5,5,1,2,1,4,3,4,4,1,1,3,2,2,1,1,1,1,1,2,2,2,2,1,1,8,8,5,4,2,2,2,2,2,2,2,1,2,2,2,233,824,1,2,1,4,2,1,3,2,2,2,2,1,0,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,47,9
1,233,825,2,9,3,3,5,3,2,3,1,2,2,8,1,1,1,1,2,1,2,1,1,3,1,1,3,1,6,1,4,5,1,3,1,4,2,3,2,1,2,1,1,2,1,1,2,3,1,3,2,2,1,1,2,8,8,8,5,2,2,2,2,1,2,2,2,2,2,2,233,825,1,2,1,4,2,1,3,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,28,31
1,233,826,2,9,3,1,5,1,4,3,1,2,1,7,2,1,1,1,2,2,2,1,1,4,1,1,4,3,6,1,4,5,1,2,1,1,3,3,4,1,1,1,2,2,1,1,2,2,1,3,1,1,1,1,2,8,8,11,5,2,2,2,2,1,2,2,1,2,1,2,233,826,2,2,1,4,2,1,6,1,2,2,2,2,7,3,3,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,28,40
1,233,827,3,9,3,3,5,3,4,3,1,2,4,8,1,1,4,1,2,1,2,5,6,8,2,6,5,4,8,6,6,6,1,3,6,8,1,3,4,1,2,1,1,2,1,1,1,2,3,3,2,2,3,1,2,8,8,2,5,2,2,2,2,2,2,2,1,1,2,2,233,827,1,2,2,1,3,5,3,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,28,46
1,233,828,2,3,5,3,5,5,3,5,1,1,1,1,1,1,1,1,1,1,2,3,1,2,2,2,0,3,6,1,5,5,1,3,1,1,1,4,4,1,1,1,1,2,1,1,0,3,1,2,1,0,2,1,0,0,0,0,7,2,2,2,2,2,2,2,2,2,2,2,233,828,2,1,1,4,3,1,5,1,2,2,2,2,1,2,5,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,13,14
1,233,829,4,0,5,1,3,8,5,5,2,2,5,8,1,2,2,1,3,3,3,1,1,2,1,1,4,3,6,1,5,5,1,2,1,5,1,5,2,1,1,1,1,2,1,1,1,2,1,3,1,2,2,1,1,8,8,0,2,2,1,2,2,2,2,2,2,2,2,2,233,829,2,2,1,1,3,1,5,1,2,2,2,2,1,1,4,4,2,2,2,2,1,2,2,2,1,2,2,2,2,2,15,40
1,233,830,3,0,6,6,6,0,0,0,3,0,5,0,5,0,0,0,1,3,3,4,1,5,1,2,2,3,6,1,5,5,1,3,5,2,1,4,4,5,0,3,1,0,2,1,1,2,3,6,5,3,0,2,1,8,8,0,4,2,2,2,2,2,2,2,2,2,2,2,233,830,2,1,1,1,1,1,5,1,2,2,2,2,0,1,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,26,30
1,233,831,4,0,2,1,6,3,2,3,1,4,1,3,1,1,1,3,1,2,2,3,2,4,2,3,2,3,7,2,5,5,1,2,1,4,3,4,4,1,1,1,2,2,1,1,1,3,1,2,1,1,2,1,1,1,8,5,4,2,1,1,2,2,2,2,2,2,2,2,233,831,2,2,1,1,1,1,1,1,1,1,2,2,2,5,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,28,9
1,233,832,1,0,4,1,4,0,4,3,1,0,1,6,5,0,0,3,0,3,0,1,0,1,2,2,4,3,2,1,5,5,1,2,0,5,5,2,2,1,1,0,4,2,1,1,1,3,1,4,1,0,2,1,1,8,8,0,4,2,2,2,2,2,2,2,2,2,2,2,233,832,2,1,2,7,4,1,6,2,2,2,1,2,0,1,5,5,2,2,2,1,2,1,2,2,2,2,2,2,2,2,37,41
1,233,833,1,0,4,1,6,3,4,6,2,4,1,7,1,1,2,1,2,2,2,3,3,3,1,2,4,3,5,1,5,5,1,2,1,5,2,4,5,1,1,0,1,2,1,1,1,2,3,3,1,2,2,1,1,8,8,0,7,2,2,2,2,2,2,2,2,2,2,2,233,833,2,1,1,4,6,7,4,2,2,2,1,2,0,7,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,47,18
1,233,834,4,0,6,6,6,0,0,0,3,3,5,8,1,1,5,3,1,3,3,1,4,2,2,2,3,3,6,1,5,5,1,3,1,1,1,3,1,1,1,6,1,2,0,1,2,2,1,3,1,1,2,1,1,8,8,3,5,2,2,2,2,2,1,2,2,2,2,2,233,834,2,2,1,1,6,7,5,2,2,1,2,2,4,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,48,15
1,233,835,2,0,3,1,4,5,3,4,1,5,1,1,2,2,2,1,1,2,2,1,1,2,2,2,4,3,3,5,5,5,1,2,1,1,2,3,2,1,1,3,4,0,0,1,0,1,2,1,1,1,2,2,1,7,8,0,1,2,2,2,2,2,2,2,2,2,2,2,233,835,2,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,49,45
1,233,836,4,0,5,2,5,3,3,4,1,4,1,1,1,1,4,3,1,3,3,1,1,5,1,1,1,3,3,1,5,1,1,1,1,4,2,5,3,1,1,4,1,2,1,1,1,1,1,1,2,1,1,1,1,8,1,3,7,1,2,2,2,2,2,1,1,2,2,2,233,836,2,2,2,6,7,7,1,2,2,2,2,1,1,0,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,51,5
1,233,837,4,0,3,1,6,5,2,3,1,2,1,2,1,1,0,1,1,1,2,3,0,5,1,2,3,3,6,1,5,5,1,2,1,4,3,4,4,1,1,1,4,2,1,2,10,1,3,2,1,2,1,1,1,8,8,8,4,2,2,1,2,2,2,2,2,2,2,2,233,837,2,2,1,4,3,1,5,2,1,2,2,2,5,1,4,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,29,38
1,233,838,1,1,2,1,3,5,4,5,2,1,1,2,2,1,1,1,1,1,3,1,1,5,1,1,2,3,6,1,5,5,1,2,1,5,3,1,2,6,1,1,1,2,1,1,2,3,1,3,1,2,3,2,1,8,7,0,6,2,1,2,2,2,2,2,2,2,2,2,233,838,2,2,2,6,6,7,3,1,2,2,2,2,1,7,4,4,2,2,2,2,2,2,2,1,2,2,2,2,1,2,15,14
1,233,839,1,1,2,1,5,0,3,5,1,1,11,2,2,1,2,1,3,2,2,1,1,2,2,1,3,3,6,2,3,2,1,2,1,5,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,3,1,2,1,7,8,2,4,2,1,2,1,2,2,2,2,2,2,2,233,839,2,2,1,1,6,7,3,1,2,2,2,2,1,7,4,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,15,25
1,233,840,1,1,2,1,1,0,5,5,2,2,1,7,1,1,1,1,3,2,2,1,1,5,2,1,3,3,6,1,5,5,1,2,4,5,2,5,4,1,1,1,1,2,1,1,1,3,2,3,2,2,1,1,1,1,8,1,6,2,2,1,2,2,2,2,2,2,2,2,233,840,2,2,2,4,6,7,6,1,2,2,2,2,7,2,4,4,2,1,2,2,2,2,1,2,2,2,2,2,2,2,15,30
1,233,841,1,1,3,1,4,3,5,5,2,2,1,3,2,1,2,1,1,1,2,1,1,2,1,2,3,3,6,0,5,7,1,3,2,1,3,1,2,2,3,4,1,2,1,1,1,3,1,3,3,2,1,1,1,8,3,1,1,2,1,2,2,2,2,1,1,2,2,2,233,841,2,2,2,2,6,7,5,1,2,2,2,2,1,7,4,4,1,2,2,2,2,2,2,2,2,2,1,2,2,2,15,43
1,233,842,0,1,3,1,1,3,4,5,2,4,5,8,2,1,2,1,1,2,2,2,2,5,3,0,3,2,4,3,5,5,1,3,1,4,2,2,4,1,1,6,1,2,1,1,1,2,2,3,2,1,1,1,1,1,1,5,5,2,2,1,2,2,2,2,2,2,2,2,233,842,2,2,1,4,2,1,3,1,2,2,2,2,3,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,13,3
1,233,843,1,1,5,1,4,3,3,4,2,2,1,1,1,1,1,1,1,1,2,1,1,3,1,2,3,3,2,1,5,5,1,2,1,4,2,3,4,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,1,8,1,5,5,1,1,2,2,2,2,2,2,2,2,2,233,843,2,2,1,4,6,7,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,14,61
1,233,844,3,1,3,1,2,11,3,2,1,2,1,1,2,1,2,1,1,2,3,1,1,4,2,2,3,3,3,1,5,5,1,2,1,4,1,4,4,1,1,1,1,2,2,1,2,1,1,2,1,2,2,1,1,8,8,8,5,2,1,1,2,2,2,2,2,1,2,2,233,844,2,2,1,2,1,1,4,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,26,15
1,233,845,1,1,2,1,1,0,4,3,1,2,3,1,1,1,0,1,2,2,2,3,3,5,1,2,3,2,3,2,3,3,1,2,1,4,5,4,3,1,1,0,1,2,1,1,1,1,2,3,1,1,2,1,1,8,0,5,4,2,2,2,2,2,2,2,2,1,2,2,233,845,2,2,1,2,3,1,4,1,2,2,2,2,1,7,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,26,17
1,233,846,3,1,3,1,1,3,3,4,1,2,5,8,2,3,0,3,4,3,1,3,3,5,1,2,4,3,4,1,3,3,1,3,1,1,1,4,4,4,1,0,2,3,1,1,1,1,1,0,1,2,1,2,1,8,0,0,4,2,2,2,2,2,2,2,2,2,2,2,233,846,2,1,4,0,7,0,7,2,2,2,2,1,0,0,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,27,20
1,233,847,2,1,3,1,5,3,4,0,1,2,1,7,1,1,4,4,1,3,3,2,2,5,1,2,2,2,1,0,4,7,4,3,1,1,1,5,4,2,1,0,4,1,0,1,0,1,1,1,4,1,2,2,1,8,8,0,5,2,2,1,2,2,2,2,2,2,2,2,233,847,2,2,1,2,2,1,2,2,1,2,2,2,2,1,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,27,47
1,233,848,1,1,2,1,4,11,2,4,1,2,11,2,3,2,2,2,2,3,2,1,0,4,1,1,4,1,6,3,5,3,1,3,1,1,1,4,4,1,1,0,1,2,1,1,0,1,1,1,1,2,2,2,1,8,8,0,4,2,2,2,2,2,2,2,1,2,2,2,233,848,2,2,2,7,5,7,6,2,1,2,2,2,3,7,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,27,51
1,233,849,1,2,2,1,1,8,4,4,1,2,1,7,4,1,3,1,3,2,3,2,2,3,2,1,3,3,3,1,5,5,1,2,1,1,3,4,4,1,1,1,1,2,1,1,1,1,1,3,1,1,2,1,2,8,8,6,6,2,2,1,2,2,1,2,1,2,2,2,233,849,2,2,3,4,3,1,5,2,2,1,2,2,4,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,35,28
1,233,850,1,2,4,1,3,1,3,3,1,4,1,2,1,1,5,1,2,2,2,2,2,2,2,2,2,3,4,1,5,5,1,3,1,4,3,4,4,1,1,0,1,0,3,1,0,3,2,2,2,2,2,1,2,8,8,0,2,2,2,2,2,2,2,2,2,2,2,2,233,850,2,1,1,1,3,1,3,2,1,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,37,28
1,233,851,1,2,5,3,5,3,3,3,1,1,2,1,1,4,2,1,1,3,2,1,1,2,2,2,4,3,5,1,5,7,1,2,1,4,1,3,2,1,1,1,1,2,1,1,3,1,1,3,2,2,2,1,2,8,8,5,5,1,1,2,2,2,2,1,1,2,2,2,233,851,2,2,1,4,3,1,3,2,2,1,2,2,2,1,4,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,37,29
1,233,852,1,2,2,1,3,3,3,4,1,1,1,7,0,1,5,1,2,2,2,3,3,2,1,2,2,3,1,1,5,4,1,2,1,4,2,1,1,1,1,0,1,2,1,1,1,5,3,3,2,2,2,2,2,8,8,5,5,2,2,2,2,2,2,2,2,2,2,2,233,852,2,1,1,6,6,7,5,2,1,2,2,2,2,7,4,4,1,2,2,2,2,2,1,2,2,2,2,2,2,2,37,34
1,233,853,2,2,2,1,5,3,3,2,1,1,1,4,4,2,4,1,2,3,2,3,3,1,2,2,4,3,6,1,5,5,1,2,1,1,2,3,2,1,2,6,1,2,0,1,0,1,3,2,2,2,2,2,2,8,8,0,5,2,2,1,2,2,2,2,2,2,2,2,233,853,2,2,1,4,2,1,6,2,1,2,2,2,7,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,38,14
1,233,854,1,2,2,1,1,11,1,2,2,4,6,8,2,2,2,1,1,1,2,1,3,6,3,2,4,3,2,1,5,5,1,2,1,6,2,1,1,1,1,6,3,3,0,1,10,5,1,3,4,2,1,0,2,8,8,5,3,2,2,2,2,2,2,2,1,2,2,2,233,854,2,2,1,4,6,7,6,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,46,8
1,233,855,2,2,3,1,4,3,3,4,2,4,1,1,1,3,2,1,1,2,2,2,2,2,1,1,3,3,2,1,5,5,1,3,1,4,1,4,4,1,1,5,1,2,1,1,0,1,1,2,2,2,1,1,2,8,8,5,4,2,1,2,1,2,2,2,1,2,2,2,233,855,2,2,1,4,6,7,3,2,1,2,2,2,2,7,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,47,7
1,233,856,2,2,4,1,1,3,4,5,2,4,1,1,1,1,1,1,1,2,2,1,7,2,2,2,3,3,3,1,5,5,1,1,1,4,2,1,3,1,1,0,1,2,1,1,2,3,3,0,1,3,2,1,2,8,8,5,5,1,2,2,2,2,2,2,2,1,2,2,233,856,2,2,1,4,6,7,5,2,1,2,2,2,2,3,3,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,47,10
1,233,857,4,2,4,1,4,2,2,4,2,3,5,8,2,1,1,1,2,2,2,1,1,5,2,2,4,3,5,5,3,1,1,3,4,1,3,5,1,1,1,0,4,0,0,1,1,5,1,3,2,2,1,1,2,8,7,0,4,2,2,2,2,2,2,2,2,2,2,2,233,857,2,1,1,6,6,7,6,1,2,2,2,2,7,1,4,4,2,2,2,2,2,2,2,2,1,2,1,2,2,2,48,29
1,233,858,1,2,4,3,5,3,3,2,2,5,4,8,2,1,2,1,2,2,2,1,1,3,2,2,4,3,2,1,5,5,1,3,1,4,1,3,2,1,1,1,1,2,1,1,1,2,1,0,2,2,1,2,2,8,8,5,3,2,2,2,2,2,2,1,1,2,2,2,233,858,2,2,1,4,6,7,6,2,2,1,2,2,4,7,1,3,2,2,2,2,2,1,2,1,2,2,2,2,2,2,49,20
1,233,859,3,2,3,2,5,3,5,5,2,5,1,7,1,1,1,1,2,2,2,1,1,2,1,2,3,3,5,1,5,5,1,3,1,4,2,3,3,2,1,1,1,2,1,1,1,3,3,3,2,3,1,1,2,8,8,0,4,2,2,2,2,2,2,1,1,2,2,2,233,859,1,2,1,4,6,7,5,2,2,2,1,2,5,4,4,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,49,24
1,233,860,2,2,2,1,1,3,3,5,2,2,1,1,1,1,1,1,1,1,2,1,1,6,3,2,3,3,2,1,5,5,1,3,1,1,1,4,4,1,1,6,2,2,1,1,1,2,1,2,3,1,1,1,2,8,1,11,4,2,2,2,2,2,2,2,1,2,1,2,233,860,2,2,1,4,4,1,5,1,2,2,2,2,1,1,1,3,2,2,1,2,2,2,2,2,1,2,2,2,2,2,49,47
1,233,861,1,2,2,6,3,0,3,1,3,3,2,6,4,1,0,0,2,3,2,2,0,6,4,0,1,1,2,1,5,1,3,2,3,2,1,3,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,3,2,8,8,5,5,2,2,2,2,2,2,2,2,2,1,2,233,861,2,2,1,1,6,7,1,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,50,30
1,233,862,4,2,2,1,1,3,3,5,1,3,1,6,5,1,2,1,1,0,2,1,2,7,1,0,3,5,0,0,7,7,1,2,1,1,1,0,0,1,1,0,1,2,1,1,0,1,1,2,3,2,3,1,2,8,8,0,5,2,2,2,2,2,2,2,1,1,2,2,233,862,2,2,3,4,2,1,7,1,2,2,2,2,1,0,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50,33
1,233,863,1,2,3,2,2,1,3,4,2,4,1,6,2,1,2,1,2,1,1,1,1,1,1,2,4,3,6,1,5,5,1,2,1,1,3,1,3,1,1,3,2,2,3,1,1,1,0,3,1,2,2,1,2,8,8,1,4,2,1,2,2,2,2,1,1,2,2,2,233,863,2,2,1,4,1,1,5,1,2,2,2,2,1,1,4,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,50,35
1,233,864,1,2,5,1,4,11,3,5,3,0,4,8,5,1,5,1,1,1,1,1,3,2,1,2,3,3,6,1,5,5,1,2,2,0,2,0,2,1,1,0,4,2,1,1,1,3,1,0,0,0,2,3,2,8,8,0,6,2,2,2,2,2,2,2,2,2,2,2,233,864,2,1,1,4,6,7,5,2,2,2,2,1,1,0,5,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,50,46
1,233,865,1,2,3,3,5,11,4,5,2,4,1,7,5,1,0,1,1,0,2,4,4,3,4,2,1,3,3,5,3,1,1,2,1,1,5,3,2,3,1,0,4,0,0,1,1,2,3,0,0,3,2,1,2,8,1,8,7,2,1,1,2,2,2,2,2,2,2,2,233,865,2,2,1,4,6,7,3,1,2,2,2,2,0,7,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,50,54
1,233,866,1,2,2,1,4,8,3,4,2,4,1,2,2,1,5,1,1,1,2,1,1,5,1,1,3,3,3,1,5,2,1,3,1,4,2,5,3,1,1,1,1,2,1,1,0,3,3,2,1,2,3,1,2,8,8,2,5,2,2,2,2,2,2,2,2,1,2,2,233,866,2,2,1,3,1,1,3,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,50,57
1,233,867,1,2,3,3,5,3,3,5,1,4,4,8,3,2,2,1,1,2,2,1,4,2,2,2,3,3,4,1,5,3,1,2,1,4,2,3,3,1,1,3,1,2,1,1,2,2,2,3,1,2,1,1,2,8,8,5,4,2,2,2,2,2,1,1,2,2,2,2,233,867,2,2,2,1,6,7,3,1,2,2,2,2,1,1,3,3,2,2,1,2,2,2,2,2,2,2,1,2,2,2,51,11
1,233,868,1,2,3,2,4,5,3,5,1,5,1,6,2,1,1,1,4,2,2,1,3,4,2,1,4,3,3,1,5,4,1,3,1,2,3,5,4,1,2,0,1,2,1,1,1,2,3,3,2,1,1,1,2,8,7,6,3,2,2,2,2,2,2,1,1,1,2,2,233,868,1,2,1,4,2,5,3,1,2,2,2,2,1,7,2,5,2,2,2,2,2,2,2,1,2,2,1,2,2,2,51,13
1,233,869,3,2,2,1,3,3,3,5,1,4,4,8,1,1,1,1,1,3,2,2,2,3,1,2,4,3,6,1,5,5,1,2,1,4,1,3,2,1,1,0,1,2,1,1,0,1,2,2,3,1,1,1,2,8,1,0,4,2,2,2,2,2,2,1,2,2,2,2,233,869,2,2,3,4,2,5,6,1,2,2,2,2,1,1,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,51,39
1,233,870,3,3,5,3,5,3,4,5,1,2,4,8,3,2,2,3,2,2,2,1,1,6,3,2,3,1,6,1,5,4,1,3,2,5,1,3,3,1,1,1,1,2,1,1,2,3,1,2,2,2,2,2,2,8,8,4,5,2,2,1,2,2,2,2,2,2,2,2,233,870,1,2,1,2,3,1,5,1,2,2,2,2,1,7,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,15,2
1,233,871,1,3,2,2,5,8,5,5,2,1,1,2,1,1,2,3,3,1,2,2,3,4,1,2,3,3,5,1,4,4,1,3,2,1,3,2,2,1,1,0,1,2,1,1,9,3,1,2,1,2,1,2,2,8,1,11,1,2,1,2,2,2,2,2,2,2,2,2,233,871,2,2,2,3,6,7,1,1,2,2,2,2,2,3,4,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,15,10
1,233,872,1,3,2,1,4,3,5,5,2,2,1,2,3,1,5,1,1,1,2,1,1,3,1,2,3,5,6,1,5,1,1,3,1,1,3,1,3,1,0,0,1,2,1,1,1,3,1,2,1,1,1,2,2,8,7,0,1,2,2,2,2,2,2,2,2,2,2,2,233,872,2,1,2,4,6,7,6,1,2,2,2,2,7,2,4,4,2,2,2,2,2,2,1,2,2,2,2,1,2,2,15,26
1,233,873,1,3,3,1,3,8,5,4,1,2,4,8,2,0,1,1,1,1,1,1,1,5,1,1,4,3,6,1,3,5,1,2,1,1,1,3,0,5,5,5,1,3,0,1,0,2,1,3,1,1,1,1,2,8,8,5,3,2,2,2,2,1,2,2,2,2,2,2,233,873,2,2,1,3,2,1,0,2,2,2,2,1,7,2,4,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,15,37
