CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.29.,Q.30A.,Q.30B.,Q.30C.,Q.30D.,Q.30E.,Q.30F.,Q.30G.,Q.30H.,Q.30I.,Q.30J.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42A.,Q.42B.,Q.42C.,Q.42D.,Q.42E.,Q.42F.,Q.42G.,Q.42H.,Q.42I.,Q.42J.,Q.42K.,Q.42L.,Q.44.,Q.45.,Q.46.,V.48.,V.49.,V.50.
1,175,99,1,4,4,4,1,2,1,4,4,3,3,1,1,1,2,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,4,1,2,3,4,2,1,4,4,4,4,2,4,4,4,4,2,2,1,0,5,39
1,175,100,1,5,1,6,1,2,1,4,4,2,3,1,1,1,2,1,1,2,1,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,5,1,2,2,4,1,1,4,4,3,4,1,1,1,4,4,1,5,2,0,5,5
1,175,101,1,2,3,4,1,4,1,1,1,1,3,2,1,1,4,1,1,3,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,5,1,1,1,3,1,2,1,3,1,3,1,1,1,3,3,2,2,2,0,5,78
1,175,102,1,7,3,9,2,1,1,0,5,4,3,1,1,1,2,2,2,2,2,1,1,2,3,3,1,1,2,1,1,1,2,2,2,2,1,2,2,2,1,1,2,1,6,3,1,3,3,1,2,3,2,1,2,1,1,1,2,1,1,2,3,0,7,66
1,175,103,1,10,2,2,1,1,1,1,5,1,4,1,1,1,2,1,2,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,20
1,175,104,1,5,2,2,1,3,1,1,4,2,4,1,1,1,2,5,2,2,2,1,1,2,1,2,2,1,2,1,1,1,2,2,1,1,2,1,1,1,2,1,3,1,4,1,2,1,2,1,1,2,4,2,1,1,2,1,4,4,2,4,3,2,1,24
1,175,105,2,7,4,7,1,3,1,3,5,2,4,1,1,1,2,2,2,2,2,1,1,1,3,2,4,1,2,1,1,1,1,2,2,2,2,1,2,1,2,1,3,1,5,1,1,3,3,3,2,3,3,3,3,2,3,2,3,3,1,2,2,1,4,47
1,175,106,2,10,1,6,2,0,1,2,1,1,4,1,1,1,1,1,2,3,3,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,3,3,1,1,3,3,0,1,0,2,3,2,3,1,1,2,2,2,1,1,2,1,4,1
1,175,107,1,10,2,7,2,4,1,2,5,2,4,2,1,2,4,5,2,2,2,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,3,1,3,2,3,3,7,4,3,3,2,1,1,2,4,2,4,2,2,2,4,3,1,3,2,1,4,8
1,175,108,1,8,4,6,1,2,1,1,3,1,1,1,1,1,2,3,2,2,2,1,1,2,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,1,1,2,1,1,1,2,2,1,2,1,1,2,2,2,2,3,1,2,2,4
1,175,109,1,8,1,6,2,3,1,2,5,3,1,1,1,1,2,1,2,3,2,1,1,2,1,4,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,1,2,3,1,4,2,1,1,2,4,2,2,4,3,2,2,8
1,175,110,0,10,1,6,1,3,1,2,0,4,1,1,2,1,0,0,3,3,3,1,1,0,3,0,2,1,1,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,5,5,1,2,2,61
1,175,111,1,9,2,6,1,4,1,4,1,4,1,1,1,1,1,1,3,1,3,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,5,3,5,1,1,1,0,1,1,4,4,1,4,1,1,1,4,1,1,1,1,2,2,9
1,175,112,1,10,2,1,1,4,1,1,5,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,3,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,51
1,175,113,2,11,3,4,1,4,1,1,4,3,1,1,1,1,2,5,3,3,3,3,1,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,3,1,2,3,1,3,2,2,1,3,4,2,3,1,1,1,4,3,2,3,2,2,2,70
1,175,114,2,9,3,7,2,1,1,1,5,1,1,1,1,1,2,3,2,3,3,1,1,2,1,2,2,1,1,1,1,1,1,1,1,3,1,2,2,1,3,1,3,1,2,1,1,3,4,1,1,1,2,1,1,1,1,1,4,4,1,2,2,2,2,6
1,175,115,1,8,3,5,2,1,1,1,4,1,1,2,2,1,2,2,2,2,2,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,0,2,1,1,1,4,2,2,2,2,1,1,1,3,1,2,1,1,1,3,2,2,2,1,3,2,32
1,175,116,1,9,3,6,1,3,1,1,4,4,1,1,1,1,1,1,3,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,3,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,2,2,63
1,175,117,3,9,3,6,1,1,1,2,3,1,1,1,1,1,2,1,1,1,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,1,0,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,2,2,1,2,2,12
1,175,118,1,2,3,4,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,1,1,1,1,1,1,2,2,1,2,2,3,1,4,1,1,2,1,1,2,1,3,1,2,1,1,1,3,3,1,2,2,2,2,45
1,175,119,1,4,3,4,1,2,1,1,3,1,1,1,1,2,2,1,3,3,3,1,1,2,3,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,3,1,4,1,1,2,3,2,1,1,3,1,4,1,1,1,4,3,2,3,4,2,2,47
1,175,120,3,9,4,7,1,2,1,4,2,4,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,2,3,1,1,2,3,1,4,1,1,3,3,1,2,3,4,1,3,1,1,2,4,4,2,3,3,2,3,21
1,175,121,1,11,2,7,1,2,1,2,4,4,1,1,1,1,2,1,3,3,3,1,2,1,2,2,3,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,5,1,4,1,2,3,1,1,2,3,2,1,2,1,1,2,1,2,2,3,3,4,2,35
1,175,122,1,7,3,9,1,3,1,2,4,1,1,1,1,1,1,1,3,3,3,1,2,2,3,2,3,2,1,1,1,1,1,1,1,1,1,1,3,1,3,1,3,1,5,3,1,3,4,1,2,1,3,1,1,1,1,1,4,2,3,4,4,2,2,54
1,175,123,3,9,3,6,1,4,1,2,4,3,2,1,1,1,4,3,2,2,2,1,2,3,3,2,2,2,1,1,1,1,1,2,1,1,1,1,2,0,0,0,4,3,0,0,1,3,1,1,3,4,2,1,3,1,1,1,1,1,1,2,1,0,7,21
1,175,124,2,10,5,7,1,2,1,3,5,4,3,2,1,1,1,2,2,2,2,1,2,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,5,1,1,3,4,2,2,4,3,2,4,2,2,2,4,3,2,2,2,0,5,3
1,175,125,5,7,4,7,1,2,1,1,5,4,3,1,3,1,2,1,3,3,3,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,3,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,3,2,2,0,5,24
1,175,126,3,11,4,7,1,3,1,2,4,1,3,1,2,1,2,2,2,2,2,1,2,2,1,2,3,2,1,1,1,1,1,1,1,1,1,1,3,1,4,1,5,1,3,2,1,3,4,2,2,2,4,2,3,2,2,2,4,3,2,2,1,0,5,26
1,175,127,3,9,1,7,2,1,1,3,5,3,3,1,1,1,2,4,3,3,3,1,2,2,1,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,3,2,1,2,7,4,1,3,3,1,3,4,3,2,3,1,1,1,4,4,4,4,2,0,5,63
1,175,128,3,10,3,7,2,3,1,1,3,2,3,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,2,1,2,1,4,3,2,1,1,2,4,4,1,1,1,0,5,71
1,175,129,1,8,1,7,1,3,1,2,1,2,4,2,2,2,2,2,3,3,3,3,2,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,2,1,3,2,3,1,2,2,1,3,2,1,3,0,3,0,0,1,2,2,4,4,1,2,2,1,4,56
1,175,130,2,7,2,1,1,4,1,2,1,1,4,1,1,1,1,2,2,2,2,1,2,4,1,2,2,2,1,1,3,1,1,2,2,1,1,1,2,1,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,7,16
1,175,131,1,10,4,9,1,2,1,1,3,4,1,4,2,1,1,1,2,2,2,1,2,2,1,2,3,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,3,1,4,2,1,3,3,1,2,3,3,1,2,1,1,3,3,2,2,2,3,2,2,76
1,175,132,2,8,4,4,1,3,1,3,4,4,1,2,1,2,2,3,2,2,2,3,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,3,4,1,1,3,2,1,1,3,3,1,2,2,1,2,3,4,2,2,1,2,2,44
1,175,133,2,5,4,4,1,3,1,3,4,4,1,4,1,1,2,1,2,2,2,1,2,2,3,3,4,2,1,1,1,1,2,2,1,1,2,1,2,1,2,1,2,1,3,2,1,2,2,1,3,3,3,3,3,2,2,3,3,3,2,2,2,2,2,85
1,175,134,3,10,4,9,1,3,1,1,3,2,1,2,1,1,2,2,2,2,2,1,1,1,3,2,1,1,1,1,1,1,1,0,1,1,1,1,2,1,2,0,3,1,2,1,1,2,3,1,2,3,3,1,3,0,0,3,2,2,2,3,3,2,3,30
1,175,135,4,11,2,2,1,3,1,2,2,1,1,1,1,1,1,5,2,3,3,1,1,2,3,2,3,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,3,6,1,1,3,3,1,1,1,4,1,4,2,1,1,4,3,2,3,2,2,3,35
1,175,136,4,11,4,7,2,1,1,1,1,2,1,2,1,1,2,3,2,2,2,3,1,3,2,2,2,1,1,1,2,1,1,1,2,1,2,2,2,1,1,1,3,1,5,1,1,3,3,1,1,2,3,2,4,1,1,2,3,4,2,4,2,0,6,89
1,175,137,4,10,1,9,1,4,1,1,4,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,5,5,1,2,3,42
1,175,138,1,2,1,4,1,4,1,1,4,1,4,1,1,1,1,1,3,3,3,3,1,3,1,1,1,1,2,2,2,1,3,1,3,0,1,3,4,1,4,1,1,3,2,1,2,1,0,1,3,1,4,4,4,4,1,4,4,4,0,0,0,2,2,80
1,175,139,2,5,2,9,2,1,1,1,4,1,4,1,1,1,2,1,1,3,3,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,5,1,4,1,1,3,3,1,1,1,2,1,3,1,1,1,2,2,1,2,1,2,2,73
1,175,140,2,8,2,2,2,1,1,1,5,1,4,1,1,1,2,1,3,3,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,1,2,2,2,1,1,2,3,1,2,1,1,2,3,2,5,2,1,2,2,43
1,175,141,1,11,0,2,1,3,1,1,4,1,4,1,1,1,1,5,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,1,1,0,1,2,0,3,2,4,1,2,2,29
1,175,142,4,5,4,9,1,3,1,3,4,4,4,2,1,2,2,2,3,3,3,0,1,2,0,2,2,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,2,7,4,1,2,4,1,2,3,3,2,3,2,2,2,4,4,2,3,3,2,2,22
1,175,143,1,11,1,1,2,4,0,0,4,0,4,1,0,0,0,0,3,3,3,3,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,71
1,175,144,3,9,3,7,1,2,1,2,4,1,4,3,1,1,1,3,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,1,4,1,1,1,1,1,1,1,0,1,1,1,1,3,3,3,5,3,2,2,2,57
1,175,145,1,4,3,5,1,1,1,1,4,1,3,1,1,1,4,4,2,3,2,2,1,2,3,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,1,1,1,4,2,4,1,1,1,4,2,2,3,1,0,6,23
1,175,146,2,9,4,8,2,4,1,2,2,2,1,1,1,1,2,3,3,3,3,3,1,1,1,2,1,1,2,1,1,3,1,2,1,1,2,1,1,1,2,1,1,2,7,4,1,2,3,1,2,2,3,1,2,1,1,1,3,3,5,4,2,0,6,55
1,175,147,0,10,4,4,2,1,1,1,4,2,2,2,1,1,2,2,2,2,2,1,1,2,3,2,1,3,1,1,1,1,1,1,1,1,1,1,3,1,2,1,3,1,5,1,1,2,2,1,3,2,4,4,4,2,2,3,4,4,1,1,1,0,5,20
1,175,148,1,10,2,7,1,2,1,3,2,2,2,4,2,2,2,1,2,3,3,1,1,2,3,2,5,3,3,0,0,0,0,0,0,0,0,0,1,1,4,1,3,1,0,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,5,11
1,175,149,3,9,3,7,2,2,1,2,4,2,3,1,1,1,2,2,2,2,2,1,1,2,1,1,1,3,1,1,0,1,1,0,0,0,0,0,2,1,2,2,3,1,4,1,2,0,3,1,1,0,0,1,0,1,0,1,0,0,5,5,5,0,5,4
1,175,150,4,9,4,9,1,4,1,3,5,3,1,1,0,1,2,3,2,2,2,1,1,1,1,4,5,3,3,3,3,3,3,3,3,3,3,3,4,2,4,2,2,1,3,3,1,3,3,3,3,4,4,3,4,1,2,1,4,4,3,4,4,2,2,98
1,175,151,1,6,4,9,1,2,1,3,5,4,1,2,2,1,3,4,2,2,2,3,1,2,1,2,2,3,1,1,2,1,2,2,1,1,3,3,2,1,3,1,3,1,5,2,1,1,3,3,3,3,4,2,4,1,3,4,4,3,2,4,2,2,2,36
1,175,152,2,8,5,5,1,2,1,4,4,3,4,4,1,1,3,3,2,2,2,1,1,1,1,3,4,3,1,1,1,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,1,1,4,1,3,4,4,4,4,2,3,4,4,4,2,4,1,2,3,13
1,175,153,1,10,4,4,1,1,1,1,1,4,4,2,1,1,2,2,3,3,3,3,1,1,1,3,4,3,1,1,1,3,1,1,1,1,1,2,3,2,4,2,5,2,7,4,1,3,3,3,1,3,3,2,4,1,1,2,3,3,2,2,2,0,8,12
1,175,154,1,3,3,4,1,4,1,5,5,3,1,2,1,1,1,1,1,1,2,1,1,3,2,4,5,3,1,1,1,1,2,2,1,1,1,1,4,1,1,1,2,1,5,2,1,2,4,1,4,4,4,4,4,4,4,4,4,4,1,1,1,0,5,74
1,175,155,1,10,2,4,1,1,1,5,4,2,1,2,1,1,1,2,3,3,3,1,1,2,3,2,4,3,1,1,1,1,1,1,1,1,1,1,3,2,4,2,4,2,7,4,3,3,0,1,3,2,4,4,4,1,1,2,4,4,2,5,3,0,7,39
1,175,156,3,9,5,7,2,2,1,1,5,4,2,4,1,1,2,3,2,2,2,1,1,2,2,4,5,3,1,1,1,2,3,2,1,1,2,2,4,1,2,2,3,1,3,1,1,2,3,4,4,4,3,1,2,1,1,3,4,4,3,3,3,2,1,42
1,175,157,1,10,1,6,1,3,1,3,5,3,2,1,2,3,2,1,3,3,3,3,1,2,3,1,4,3,1,1,1,1,1,1,1,1,1,1,4,2,3,1,5,3,5,3,3,3,1,4,1,4,4,3,2,1,4,1,4,1,4,4,1,3,1,34
1,175,158,1,9,3,5,1,2,1,4,5,3,1,2,1,1,1,2,2,3,3,1,1,2,3,4,3,3,1,1,0,1,0,0,1,1,0,0,2,1,2,0,3,2,7,4,1,3,4,1,3,4,4,2,4,2,2,2,4,4,1,2,3,0,6,41
1,175,159,2,9,5,5,1,3,1,2,3,4,2,3,2,1,2,3,2,2,2,1,1,1,3,2,3,3,1,1,1,1,2,2,2,2,1,2,2,2,3,1,3,1,3,3,1,2,4,1,2,4,3,1,4,1,1,4,1,4,1,1,2,2,2,16
1,175,160,5,5,4,8,1,4,1,2,2,4,2,1,1,1,2,1,1,3,3,1,1,2,1,3,3,3,1,2,0,2,1,2,1,1,2,1,1,1,3,2,0,1,6,3,1,3,3,1,1,4,2,1,3,1,2,2,1,1,1,2,1,2,2,41
1,175,161,1,5,3,4,1,4,1,1,2,1,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,4,1,2,3,4,1,2,4,4,4,4,1,1,1,4,4,5,5,5,2,2,86
1,175,162,4,9,5,7,1,3,1,5,4,4,2,4,1,1,4,3,2,2,2,1,1,1,1,3,4,3,1,1,1,1,2,1,2,2,1,2,3,1,1,1,3,2,7,4,1,1,3,1,2,4,4,2,4,1,1,3,3,2,2,3,3,2,3,33
1,175,163,1,10,1,7,1,3,1,2,4,1,3,1,1,1,2,1,3,3,3,3,1,2,2,3,4,3,1,1,0,1,3,1,0,0,1,0,1,1,0,1,1,1,3,2,1,1,0,1,0,1,4,1,4,1,1,2,4,4,1,1,1,2,2,77
1,175,164,2,6,5,6,1,3,1,3,5,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,3,3,1,1,1,1,2,2,1,1,1,1,4,2,2,1,3,1,5,1,2,3,4,3,3,2,4,1,1,1,1,2,3,4,2,2,3,0,5,23
1,175,165,3,9,4,6,1,2,1,1,4,1,2,2,1,2,1,2,2,2,2,1,2,2,1,2,3,3,2,1,1,1,2,2,2,2,2,2,3,1,3,1,3,1,4,2,1,3,3,1,2,1,3,2,2,2,2,2,3,3,2,2,2,0,5,68
1,175,166,1,2,4,4,1,2,1,4,4,4,2,2,2,4,1,3,2,3,3,3,2,2,1,2,4,3,1,1,2,1,2,2,1,2,1,1,3,1,3,2,2,2,7,4,1,3,3,1,2,3,4,3,4,2,2,2,4,4,2,2,3,0,5,41
1,175,167,1,9,3,6,1,2,1,3,5,4,2,1,1,1,2,3,2,2,2,1,2,2,3,2,3,3,1,3,3,1,3,3,2,2,3,2,3,1,3,2,3,2,7,4,2,3,4,1,3,3,4,2,4,1,2,1,4,4,2,1,4,0,5,77
1,175,168,1,3,3,4,1,2,1,3,5,3,2,1,2,1,1,1,3,3,3,1,2,2,3,1,2,3,1,1,2,1,2,2,1,1,2,3,2,1,2,2,2,1,4,2,1,2,3,1,3,4,3,1,2,1,1,3,4,2,2,4,4,0,5,38
1,175,169,3,6,1,6,2,3,1,1,1,1,4,1,2,1,2,3,3,3,3,3,2,1,1,2,4,3,1,1,2,3,2,3,3,3,1,2,4,1,4,2,3,3,6,1,3,3,2,1,2,2,3,2,3,1,1,1,2,3,5,5,5,1,4,23
1,175,170,1,5,5,3,2,2,1,3,4,2,1,4,2,1,1,3,2,2,2,1,2,2,1,2,2,3,1,1,1,2,2,2,1,2,1,2,3,2,5,1,4,1,5,1,1,2,3,1,3,3,4,2,3,1,1,4,4,4,2,3,2,2,2,67
1,175,171,3,11,3,8,1,4,1,3,4,2,1,1,1,2,2,3,2,2,2,1,2,2,3,3,5,3,1,1,1,2,2,2,1,1,1,3,3,1,4,2,1,1,5,1,2,3,4,2,2,3,4,1,3,2,2,2,4,4,2,3,3,2,2,27
1,175,172,3,7,4,7,1,2,1,2,4,4,1,2,1,1,2,1,3,3,3,1,2,2,1,2,3,3,1,1,1,1,2,2,1,1,1,1,3,1,1,1,2,1,6,3,1,2,3,1,3,3,4,1,1,1,1,1,4,4,4,4,1,2,3,65
1,175,173,4,10,5,7,1,3,1,4,4,3,1,1,1,1,1,1,3,3,3,1,2,2,3,3,3,3,1,1,3,1,2,2,1,1,3,3,3,1,2,1,3,3,3,2,1,3,2,1,3,3,3,3,2,2,2,1,3,3,2,1,2,0,6,80
1,175,174,1,9,5,8,1,1,1,1,5,2,1,1,1,1,1,3,2,2,2,1,2,2,2,3,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,4,1,1,3,2,1,2,2,3,1,1,1,1,1,2,2,1,1,1,0,6,60
1,175,175,3,10,5,3,1,3,1,2,5,2,1,2,1,1,0,1,2,2,2,1,1,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,1,1,2,4,1,2,3,4,1,1,1,1,1,1,1,2,2,3,0,6,67
1,175,176,3,10,4,7,1,2,1,3,5,4,1,1,1,1,2,3,2,2,2,1,1,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,3,3,1,1,3,3,1,2,1,1,1,3,4,2,3,3,0,6,68
1,175,177,5,10,4,7,1,1,1,2,4,4,1,4,1,1,2,3,2,2,2,1,1,2,3,3,3,2,1,2,2,2,2,1,1,2,1,1,2,1,1,1,3,1,4,1,1,3,3,1,3,4,2,3,3,1,2,3,4,4,1,2,3,0,6,70
1,175,178,3,6,2,7,1,3,1,2,5,3,3,2,2,1,2,2,2,3,2,1,1,2,2,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,5,1,1,2,2,1,1,4,4,1,4,4,1,4,4,4,1,2,1,0,6,43
1,175,179,1,9,4,4,1,1,1,1,1,1,3,1,2,2,1,3,2,2,2,1,1,1,2,2,5,2,1,1,3,1,3,2,1,3,1,1,0,0,0,0,0,2,7,4,1,3,4,1,0,4,4,1,3,1,1,1,4,4,1,1,3,0,8,92
1,175,180,1,5,4,4,1,1,1,2,4,2,4,2,1,2,2,1,1,3,3,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,3,2,2,2,3,2,7,4,2,2,2,1,2,2,3,1,4,1,1,1,3,2,2,3,1,1,2,69
1,175,181,1,11,1,5,1,1,1,3,4,4,4,2,2,2,2,5,3,3,3,3,1,1,3,2,4,2,1,1,1,1,1,1,1,1,1,1,4,1,4,2,3,3,0,0,0,2,2,1,1,3,3,3,4,3,2,3,4,4,0,1,1,2,3,31
1,175,182,4,9,4,9,1,3,1,2,5,2,4,2,1,1,4,3,2,2,2,1,1,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,7,4,2,3,1,1,2,3,3,1,1,1,1,2,3,1,2,2,1,0,6,21
1,175,183,2,9,5,4,2,3,1,1,5,4,4,2,1,1,2,2,2,3,3,1,1,1,3,3,4,2,1,1,1,1,2,2,1,1,2,2,3,2,3,2,4,2,7,4,1,2,3,1,3,3,4,3,0,2,3,2,3,3,3,2,2,0,8,24
1,175,184,1,6,5,4,1,2,1,2,4,2,4,2,0,0,0,0,2,3,3,1,1,1,3,2,3,2,1,1,1,1,2,2,1,1,2,1,2,2,2,2,3,1,3,2,1,2,3,1,2,2,3,2,3,1,2,2,3,3,2,3,2,0,8,45
1,175,185,1,3,5,4,1,3,1,3,1,4,4,4,2,1,2,4,2,2,2,1,1,1,1,2,4,2,1,2,3,1,1,2,1,2,2,3,2,2,2,1,3,1,4,1,1,1,3,1,2,4,4,4,4,4,4,4,4,4,1,2,1,0,8,23
1,175,186,2,7,4,4,2,2,1,2,4,2,4,1,1,2,2,1,2,3,2,1,1,1,3,2,2,2,1,1,1,1,2,1,1,1,1,2,2,0,2,1,3,1,2,2,1,2,3,2,3,2,3,1,2,1,2,2,3,3,2,3,2,0,8,87
1,175,187,2,4,4,4,1,3,1,2,4,1,4,2,2,1,2,2,2,2,2,1,1,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1,3,2,7,4,1,3,2,1,2,2,3,2,3,2,3,2,4,4,2,3,2,0,8,44
1,175,188,3,10,4,4,1,4,1,3,5,4,4,4,1,1,2,1,3,3,3,1,1,2,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,5,2,4,3,4,2,2,3,4,3,3,2,2,4,4,4,2,1,1,2,3,3,2,0,8,48
1,175,189,1,3,3,4,1,4,1,2,3,1,4,1,2,1,2,1,2,3,3,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,3,1,3,1,5,1,1,1,3,1,2,1,2,1,1,1,2,2,3,4,2,2,2,0,8,72
1,175,190,1,3,3,4,1,3,1,1,1,4,1,1,1,2,4,5,2,2,2,1,1,2,2,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,2,1,4,1,1,3,1,1,2,3,4,1,3,1,1,1,4,2,2,2,5,3,1,36
1,175,191,2,9,2,7,2,3,1,2,1,2,1,2,3,2,2,3,2,2,3,1,1,1,1,2,2,2,1,1,2,1,2,1,2,1,1,1,3,1,2,1,3,3,4,2,1,2,2,1,1,1,2,2,3,2,1,1,2,1,2,1,2,1,4,4
1,175,192,1,3,5,3,1,2,1,2,5,1,1,2,1,1,1,1,2,2,2,1,1,2,3,3,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,4,1,2,2,1,1,1,1,4,3,4,4,2,2,4,4,3,4,3,0,5,69
1,175,193,3,10,5,4,1,2,1,3,2,4,2,2,1,1,2,3,2,2,2,1,1,2,3,2,2,2,1,1,1,1,1,1,1,1,0,1,2,1,2,1,2,1,3,1,1,3,4,2,2,4,4,2,4,2,2,3,4,4,2,2,2,3,1,2
1,175,194,2,7,4,5,1,2,1,1,5,4,1,1,1,1,2,3,2,2,2,2,1,2,2,2,4,2,1,1,2,1,1,1,1,1,2,1,3,1,1,2,3,1,4,1,1,2,1,1,2,3,3,2,2,1,1,1,2,2,2,1,2,0,6,22
1,175,195,1,7,1,1,1,3,1,2,2,2,1,2,1,2,2,2,3,3,3,3,1,2,3,2,2,2,1,1,2,1,2,1,1,1,1,2,2,1,2,1,3,2,7,4,1,2,2,1,2,2,3,2,4,1,1,2,2,2,1,5,1,0,6,24
1,175,196,2,10,3,7,1,1,1,1,4,3,1,1,1,1,2,1,2,2,2,1,1,2,3,2,4,2,1,1,1,1,1,2,1,1,1,1,3,1,2,1,2,3,6,0,1,3,3,1,2,4,4,1,3,1,1,2,4,4,2,3,2,0,6,52
1,175,197,4,9,3,7,1,1,0,0,4,2,1,1,1,1,2,2,2,2,2,1,1,2,2,1,4,2,1,1,1,1,2,2,1,1,1,1,1,1,4,1,2,1,5,1,1,3,4,2,4,4,3,1,1,1,1,1,3,3,3,4,3,0,6,31
1,175,198,1,3,4,1,1,4,1,1,5,1,1,1,1,1,2,3,3,3,3,1,1,4,2,3,4,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,7,4,2,2,3,1,2,1,4,1,4,1,1,1,4,4,1,2,2,0,8,47
1,175,199,2,5,4,4,1,3,1,1,4,1,1,1,1,2,2,1,3,3,2,1,1,1,1,2,3,2,1,1,1,1,1,2,1,1,1,2,2,2,5,0,4,2,5,1,2,1,3,1,1,1,1,1,2,2,2,1,1,2,2,3,1,0,8,13
