,CARD,DECK,BALLOT,FORM,S192A.Q1,S192A.Q2,S192A.Q3,S192A.Q4,S192A.Q5,S192A.Q6,S192A.Q7,S192A.Q8,S192A.Q9,S192A.Q10,S192A.Q11,S192A.Q12,S192A.Q13,S192A.Q14,S192A.Q15,S192A.Q16,S192A.Q17,S192A.Q18,S192A.Q19,S192A.Q20,S192A.Q21,S192A.Q22,S192A.Q23,S192A.Q24,S192A.Q25,S192A.Q26,S192A.Q27,S192A.Q28,S192A.Q29,S192A.Q30,S192A.Q31,S192A.Q32,S192A.Q33,S192A.Q34,S192A.Q35,S192A.Q36,S192A.Q37,S192A.Q38,S192A.Q39,S192A.Q40,S192A.Q41,S192A.Q42,S192A.Q43,S192A.Q44,S192A.Q45,S192A.Q46,S192A.Q47,S192A.Q48,S192A.Q49,S192A.Q50,S192A.Q51,S192A.Q52A,S192A.Q52B,S192A.Q52C,S192A.Q52D.n,S192A.Q53.n,S192A.V54,S192A.V55
183,1.0,192.0,184.0,1.0,1.0,41.0,6.0,7.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,6.0,2.0
184,1.0,192.0,185.0,1.0,1.0,46.0,6.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,5.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,,,6.0,2.0
185,1.0,192.0,186.0,1.0,1.0,31.0,5.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,2.0,2.0,1.0,,,5.0,2.0
186,1.0,192.0,187.0,1.0,2.0,2.0,5.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,4.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,,1.0,2.0
187,1.0,192.0,188.0,1.0,2.0,7.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,1.0,2.0
188,1.0,192.0,189.0,1.0,2.0,8.0,5.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,1.0,2.0
189,1.0,192.0,190.0,1.0,2.0,7.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,2.0
190,1.0,192.0,191.0,1.0,1.0,28.0,5.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,,,3.0,2.0
191,1.0,192.0,192.0,1.0,1.0,34.0,5.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,1.0,3.0,5.0,5.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,5.0,2.0,2.0,3.0,,,1.0,2.0
192,1.0,192.0,193.0,1.0,1.0,21.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,,,6.0,2.0
193,1.0,192.0,194.0,1.0,1.0,45.0,6.0,4.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,,6.0,2.0
194,1.0,192.0,195.0,1.0,1.0,38.0,6.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,1.0,5.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,1.0,3.0,,,8.0,2.0
195,1.0,192.0,196.0,1.0,1.0,16.0,5.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,,6.0,2.0
196,1.0,192.0,197.0,1.0,1.0,42.0,6.0,6.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,,,7.0,2.0
197,1.0,192.0,198.0,1.0,2.0,10.0,6.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,0.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,5.0,1.0,4.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,0.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,6.0,2.0
198,1.0,192.0,199.0,1.0,1.0,34.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,,,8.0,2.0
199,1.0,192.0,200.0,1.0,1.0,18.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,,,6.0,2.0
200,1.0,192.0,201.0,1.0,2.0,5.0,6.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,,3.0,2.0
201,1.0,192.0,202.0,1.0,1.0,35.0,5.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,,6.0,2.0
202,1.0,192.0,203.0,1.0,1.0,26.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,5.0,5.0,2.0,5.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,6.0,2.0
203,1.0,192.0,204.0,1.0,2.0,8.0,6.0,7.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,,3.0,2.0
204,1.0,192.0,205.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,,3.0,2.0
205,1.0,192.0,206.0,1.0,1.0,20.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,0.0,1.0,1.0,,,3.0,2.0
206,1.0,192.0,207.0,1.0,1.0,24.0,4.0,4.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,,5.0,2.0
207,1.0,192.0,208.0,1.0,1.0,25.0,5.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,5.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,,6.0,2.0
208,1.0,192.0,209.0,1.0,2.0,8.0,6.0,7.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,4.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,,,4.0,2.0
209,1.0,192.0,210.0,1.0,1.0,16.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,,,6.0,2.0
210,1.0,192.0,211.0,1.0,1.0,21.0,4.0,3.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,3.0,5.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,,,6.0,2.0
211,1.0,192.0,212.0,1.0,2.0,7.0,6.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,3.0,5.0,5.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,3.0,,,4.0,2.0
212,1.0,192.0,213.0,1.0,2.0,7.0,6.0,7.0,3.0,3.0,2.0,5.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,1.0,2.0,3.0,1.0,2.0,5.0,3.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,2.0,2.0,2.0,,,4.0,2.0
213,1.0,192.0,214.0,1.0,1.0,30.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,,,5.0,2.0
214,1.0,192.0,215.0,1.0,2.0,5.0,6.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,,,2.0,2.0
215,1.0,192.0,216.0,1.0,1.0,30.0,5.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,,,4.0,2.0
216,1.0,192.0,217.0,1.0,1.0,29.0,5.0,4.0,1.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,1.0,3.0,5.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,2.0,2.0,3.0,,,4.0,2.0
217,1.0,192.0,218.0,1.0,3.0,7.0,6.0,7.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,,,6.0,2.0
218,1.0,192.0,219.0,1.0,1.0,41.0,6.0,6.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,7.0,2.0
219,1.0,192.0,220.0,1.0,2.0,12.0,6.0,7.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,1.0,1.0,1.0,,,3.0,2.0
220,1.0,192.0,221.0,1.0,1.0,16.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,,,5.0,2.0
221,1.0,192.0,222.0,1.0,1.0,26.0,5.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,2.0
222,1.0,192.0,223.0,1.0,1.0,24.0,5.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,,,2.0,2.0
223,1.0,192.0,224.0,1.0,1.0,36.0,6.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,5.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,5.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,,,8.0,2.0
224,1.0,192.0,225.0,1.0,2.0,4.0,6.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,0.0,4.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,2.0,2.0,1.0,,,2.0,2.0
225,1.0,192.0,226.0,1.0,2.0,9.0,6.0,6.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,2.0,,,8.0,2.0
226,1.0,192.0,227.0,1.0,1.0,21.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,5.0,3.0,3.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,,,3.0,2.0
227,1.0,192.0,228.0,1.0,2.0,11.0,6.0,7.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,,,6.0,2.0
228,1.0,192.0,229.0,1.0,1.0,12.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,3.0,,,6.0,2.0
229,1.0,192.0,230.0,1.0,1.0,24.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,0.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,,,1.0,2.0
230,1.0,192.0,231.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,5.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,,,6.0,2.0
231,1.0,192.0,232.0,1.0,1.0,25.0,5.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,5.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,,,6.0,2.0
232,1.0,192.0,233.0,1.0,1.0,34.0,5.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,,,7.0,2.0
233,1.0,192.0,234.0,1.0,1.0,20.0,4.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,,,6.0,2.0
234,1.0,192.0,235.0,1.0,1.0,24.0,5.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,,,6.0,2.0
235,1.0,192.0,236.0,1.0,2.0,3.0,6.0,6.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,,,7.0,2.0
236,1.0,192.0,237.0,1.0,1.0,21.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,,,5.0,2.0
237,1.0,192.0,238.0,1.0,1.0,44.0,6.0,6.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,,,7.0,2.0
