,CARD,DECK,BALLOT,S175.Q1,S175.Q2,S175.Q3,S175.Q4,S175.Q5,S175.Q6,S175.Q7.n,S175.Q8,S175.Q9,S175.Q10,S175.Q11,S175.Q12,S175.Q13,S175.Q14,S175.Q15,S175.Q16.n,S175.Q17,S175.Q18,S175.Q19,S175.Q20,S175.Q21,S175.Q22,S175.Q23,S175.Q24,S175.Q25,S175.Q26,S175.Q27,S175.Q28.n,S175.Q29,S175.Q30A,S175.Q30B,S175.Q30C,S175.Q30D,S175.Q30E,S175.Q30F,S175.Q30G,S175.Q30H,S175.Q30I,S175.Q30J,S175.Q31.n,S175.Q32,S175.Q33,S175.Q34,S175.Q35,S175.Q36,S175.Q37,S175.Q38,S175.Q39,S175.Q40,S175.Q41,S175.Q42A,S175.Q42B,S175.Q42C,S175.Q42D,S175.Q42E,S175.Q42F,S175.Q42G,S175.Q42H,S175.Q42I,S175.Q42J,S175.Q42K,S175.Q42L,S175.Q43.n,S175.Q44,S175.Q45,S175.Q46,S175.Q47.n,S175.V48,S175.V49,S175.V50
162,1.0,175.0,163.0,1.0,10.0,1.0,7.0,1.0,3.0,,1.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,,2.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,,3.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,4.0,4.0,,1.0,1.0,1.0,,2.0,2.0,77.0
163,1.0,175.0,164.0,2.0,6.0,5.0,6.0,1.0,3.0,,1.0,3.0,5.0,2.0,2.0,2.0,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,4.0,2.0,2.0,1.0,3.0,1.0,5.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,,2.0,2.0,3.0,,0.0,5.0,23.0
164,1.0,175.0,165.0,3.0,9.0,4.0,6.0,1.0,2.0,,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,,2.0,2.0,2.0,,0.0,5.0,68.0
165,1.0,175.0,166.0,1.0,2.0,4.0,4.0,1.0,2.0,,1.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,3.0,1.0,3.0,2.0,2.0,2.0,7.0,4.0,1.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,,2.0,2.0,3.0,,0.0,5.0,41.0
166,1.0,175.0,167.0,1.0,9.0,3.0,6.0,1.0,2.0,,1.0,3.0,5.0,4.0,2.0,1.0,1.0,1.0,,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,,3.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,,3.0,1.0,3.0,2.0,3.0,2.0,7.0,4.0,2.0,3.0,4.0,1.0,3.0,3.0,4.0,2.0,4.0,1.0,2.0,1.0,4.0,4.0,,2.0,1.0,4.0,,0.0,5.0,77.0
167,1.0,175.0,168.0,1.0,3.0,3.0,4.0,1.0,2.0,,1.0,3.0,5.0,3.0,2.0,1.0,2.0,1.0,,1.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,,2.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,,2.0,4.0,4.0,,0.0,5.0,38.0
168,1.0,175.0,169.0,3.0,6.0,1.0,6.0,2.0,3.0,,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,,3.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,,4.0,1.0,4.0,2.0,3.0,3.0,6.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,,5.0,5.0,5.0,,1.0,4.0,23.0
169,1.0,175.0,170.0,1.0,5.0,5.0,3.0,2.0,2.0,,1.0,3.0,4.0,2.0,1.0,4.0,2.0,1.0,,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,,3.0,2.0,5.0,1.0,4.0,1.0,5.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,4.0,4.0,4.0,,2.0,3.0,2.0,,2.0,2.0,67.0
170,1.0,175.0,171.0,3.0,11.0,3.0,8.0,1.0,4.0,,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,5.0,,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,,3.0,1.0,4.0,2.0,1.0,1.0,5.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,,2.0,3.0,3.0,,2.0,2.0,27.0
171,1.0,175.0,172.0,3.0,7.0,4.0,7.0,1.0,2.0,,1.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,,2.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,2.0,1.0,6.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,,4.0,4.0,1.0,,2.0,3.0,65.0
172,1.0,175.0,173.0,4.0,10.0,5.0,7.0,1.0,3.0,,1.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,,3.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,,2.0,1.0,2.0,,0.0,6.0,80.0
173,1.0,175.0,174.0,1.0,9.0,5.0,8.0,1.0,1.0,,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,,0.0,6.0,60.0
174,1.0,175.0,175.0,3.0,10.0,5.0,3.0,1.0,3.0,,1.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,,0.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,3.0,,0.0,6.0,67.0
175,1.0,175.0,176.0,3.0,10.0,4.0,7.0,1.0,2.0,,1.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,,2.0,3.0,3.0,,0.0,6.0,68.0
176,1.0,175.0,177.0,5.0,10.0,4.0,7.0,1.0,1.0,,1.0,2.0,4.0,4.0,1.0,4.0,1.0,1.0,,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,4.0,,1.0,2.0,3.0,,0.0,6.0,70.0
177,1.0,175.0,178.0,3.0,6.0,2.0,7.0,1.0,3.0,,1.0,2.0,5.0,3.0,3.0,2.0,2.0,1.0,,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,,1.0,2.0,1.0,,0.0,6.0,43.0
178,1.0,175.0,179.0,1.0,9.0,4.0,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,2.0,7.0,4.0,1.0,3.0,4.0,1.0,0.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,,1.0,1.0,3.0,,0.0,8.0,92.0
179,1.0,175.0,180.0,1.0,5.0,4.0,4.0,1.0,1.0,,1.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0,,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,3.0,2.0,2.0,2.0,3.0,2.0,7.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,,2.0,3.0,1.0,,1.0,2.0,69.0
180,1.0,175.0,181.0,1.0,11.0,1.0,5.0,1.0,1.0,,1.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,,2.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,1.0,4.0,2.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,,0.0,1.0,1.0,,2.0,3.0,31.0
181,1.0,175.0,182.0,4.0,9.0,4.0,9.0,1.0,3.0,,1.0,2.0,5.0,2.0,4.0,2.0,1.0,1.0,,4.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,3.0,2.0,7.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,2.0,2.0,1.0,,0.0,6.0,21.0
182,1.0,175.0,183.0,2.0,9.0,5.0,4.0,2.0,3.0,,1.0,1.0,5.0,4.0,4.0,2.0,1.0,1.0,,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,,3.0,2.0,3.0,2.0,4.0,2.0,7.0,4.0,1.0,2.0,3.0,1.0,3.0,3.0,4.0,3.0,0.0,2.0,3.0,2.0,3.0,3.0,,3.0,2.0,2.0,,0.0,8.0,24.0
183,1.0,175.0,184.0,1.0,6.0,5.0,4.0,1.0,2.0,,1.0,2.0,4.0,2.0,4.0,2.0,0.0,0.0,,0.0,0.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,,2.0,3.0,2.0,,0.0,8.0,45.0
184,1.0,175.0,185.0,1.0,3.0,5.0,4.0,1.0,3.0,,1.0,3.0,1.0,4.0,4.0,4.0,2.0,1.0,,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,,2.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,1.0,2.0,1.0,,0.0,8.0,23.0
185,1.0,175.0,186.0,2.0,7.0,4.0,4.0,2.0,2.0,,1.0,2.0,4.0,2.0,4.0,1.0,1.0,2.0,,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,2.0,0.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,,2.0,3.0,2.0,,0.0,8.0,87.0
186,1.0,175.0,187.0,2.0,4.0,4.0,4.0,1.0,3.0,,1.0,2.0,4.0,1.0,4.0,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,3.0,2.0,7.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,,2.0,3.0,2.0,,0.0,8.0,44.0
187,1.0,175.0,188.0,3.0,10.0,4.0,4.0,1.0,4.0,,1.0,3.0,5.0,4.0,4.0,4.0,1.0,1.0,,2.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,2.0,2.0,5.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,,3.0,3.0,2.0,,0.0,8.0,48.0
188,1.0,175.0,189.0,1.0,3.0,3.0,4.0,1.0,4.0,,1.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,,2.0,2.0,2.0,,0.0,8.0,72.0
189,1.0,175.0,190.0,1.0,3.0,3.0,4.0,1.0,3.0,,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,,4.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,,2.0,2.0,5.0,,3.0,1.0,36.0
190,1.0,175.0,191.0,2.0,9.0,2.0,7.0,2.0,3.0,,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,,2.0,1.0,2.0,,1.0,4.0,4.0
191,1.0,175.0,192.0,1.0,3.0,5.0,3.0,1.0,2.0,,1.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,,3.0,4.0,3.0,,0.0,5.0,69.0
192,1.0,175.0,193.0,3.0,10.0,5.0,4.0,1.0,2.0,,1.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,,2.0,2.0,2.0,,3.0,1.0,2.0
193,1.0,175.0,194.0,2.0,7.0,4.0,5.0,1.0,2.0,,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,3.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,,2.0,1.0,2.0,,0.0,6.0,22.0
194,1.0,175.0,195.0,1.0,7.0,1.0,1.0,1.0,3.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,2.0,1.0,2.0,1.0,3.0,2.0,7.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,,1.0,5.0,1.0,,0.0,6.0,24.0
195,1.0,175.0,196.0,2.0,10.0,3.0,7.0,1.0,1.0,,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,2.0,3.0,6.0,0.0,1.0,3.0,3.0,1.0,2.0,4.0,4.0,1.0,3.0,1.0,1.0,2.0,4.0,4.0,,2.0,3.0,2.0,,0.0,6.0,52.0
196,1.0,175.0,197.0,4.0,9.0,3.0,7.0,1.0,1.0,,0.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,4.0,1.0,2.0,1.0,5.0,1.0,1.0,3.0,4.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,3.0,4.0,3.0,,0.0,6.0,31.0
197,1.0,175.0,198.0,1.0,3.0,4.0,1.0,1.0,4.0,,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,,2.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,3.0,4.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,7.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,,1.0,2.0,2.0,,0.0,8.0,47.0
198,1.0,175.0,199.0,2.0,5.0,4.0,4.0,1.0,3.0,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,2.0,5.0,0.0,4.0,2.0,5.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,2.0,3.0,1.0,,0.0,8.0,13.0
199,1.0,175.0,200.0,1.0,4.0,4.0,4.0,1.0,2.0,,1.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,3.0,2.0,4.0,2.0,0.0,2.0,7.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,4.0,1.0,2.0,3.0,4.0,1.0,,1.0,5.0,5.0,,0.0,8.0,39.0
200,1.0,175.0,201.0,2.0,9.0,4.0,4.0,1.0,3.0,,1.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,0.0,2.0,0.0,2.0,2.0,7.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,,2.0,2.0,1.0,,0.0,8.0,16.0
201,1.0,175.0,202.0,2.0,10.0,3.0,4.0,1.0,3.0,,1.0,2.0,5.0,4.0,1.0,1.0,2.0,1.0,,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,,1.0,3.0,3.0,,0.0,8.0,49.0
202,1.0,175.0,203.0,0.0,9.0,1.0,6.0,0.0,3.0,,1.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,,1.0,0.0,0.0,,2.0,2.0,2.0
203,1.0,175.0,204.0,4.0,9.0,5.0,1.0,0.0,0.0,,1.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,,2.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,4.0,4.0,,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,,3.0,2.0,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,,3.0,3.0,3.0,,0.0,6.0,1.0
204,1.0,175.0,205.0,1.0,10.0,2.0,4.0,1.0,3.0,,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,,2.0,3.0,2.0,,0.0,6.0,12.0
205,1.0,175.0,206.0,1.0,10.0,5.0,6.0,2.0,1.0,,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,3.0,1.0,5.0,1.0,1.0,3.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,2.0,2.0,2.0,,0.0,2.0,68.0
206,1.0,175.0,207.0,1.0,9.0,5.0,3.0,2.0,2.0,,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,,2.0,0.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,1.0,0.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,4.0,2.0,,2.0,2.0,93.0
207,1.0,175.0,208.0,2.0,10.0,3.0,7.0,1.0,2.0,,1.0,3.0,0.0,2.0,3.0,1.0,1.0,2.0,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,4.0,,2.0,2.0,1.0,,2.0,2.0,24.0
208,1.0,175.0,209.0,1.0,3.0,1.0,1.0,1.0,4.0,,1.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,,2.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,,3.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,4.0,,0.0,6.0,93.0
209,1.0,175.0,210.0,2.0,10.0,1.0,4.0,2.0,3.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,4.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,,1.0,2.0,1.0,,2.0,1.0,1.0
