,CARD,DECK,BALLOT,S136.Q1,S136.Q2,S136.V3,S136.Q3A.1,S136.Q3A.2,S136.Q4,S136.Q5,S136.Q6,S136.Q7,S136.Q8,S136.Q9,S136.Q10,S136.Q11,S136.Q12,S136.Q13,S136.Q14,S136.Q15,S136.Q16,S136.Q17,S136.Q18,S136.Q19A,S136.Q19B,S136.Q21,S136.Q22,S136.V23,S136.V24
1207,1.0,136.0,1208.0,3.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,8.0,3.0,1.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,230.0
1208,1.0,136.0,1209.0,4.0,3.0,2.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,5.0,6.0,230.0
1209,1.0,136.0,1210.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,6.0,6.0,1.0,1.0,7.0,230.0
1210,1.0,136.0,1211.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,6.0,30.0
1211,1.0,136.0,1212.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,5.0,1.0,1.0,7.0,130.0
1212,1.0,136.0,1213.0,1.0,3.0,2.0,0.0,0.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,7.0,3.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,1.0,3.0,130.0
1213,1.0,136.0,1214.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,7.0,3.0,1.0,4.0,5.0,1.0,1.0,4.0,1.0,1.0,10.0,140.0
1214,1.0,136.0,1215.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,2.0,40.0
1215,1.0,136.0,1216.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,5.0,3.0,2.0,3.0,1.0,1.0,6.0,5.0,1.0,1.0,1.0,140.0
1216,1.0,136.0,1217.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,9.0,3.0,2.0,0.0,3.0,3.0,1.0,3.0,2.0,1.0,10.0,40.0
1217,1.0,136.0,1218.0,4.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,3.0,2.0,5.0,3.0,1.0,3.0,3.0,2.0,2.0,5.0,1.0,1.0,9.0,150.0
1218,1.0,136.0,1219.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,8.0,150.0
1219,1.0,136.0,1220.0,4.0,3.0,2.0,0.0,0.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0,2.0,6.0,3.0,2.0,2.0,4.0,1.0,3.0,5.0,2.0,1.0,10.0,250.0
1220,1.0,136.0,1221.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0,2.0,2.0,6.0,3.0,1.0,2.0,0.0,4.0,1.0,5.0,3.0,1.0,7.0,150.0
1221,1.0,136.0,1222.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,150.0
1222,1.0,136.0,1223.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,3.0,2.0,9.0,3.0,1.0,3.0,2.0,1.0,2.0,5.0,2.0,1.0,5.0,150.0
1223,1.0,136.0,1224.0,4.0,3.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,3.0,2.0,1.0,5.0,3.0,1.0,5.0,2.0,2.0,4.0,450.0
1224,1.0,136.0,1225.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,7.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,10.0,150.0
1225,1.0,136.0,1226.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,5.0,3.0,1.0,2.0,4.0,1.0,5.0,5.0,1.0,1.0,2.0,50.0
1226,1.0,136.0,1227.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,6.0,2.0,2.0,1.0,150.0
1227,1.0,136.0,1228.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,10.0,50.0
1228,1.0,136.0,1229.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,7.0,3.0,1.0,2.0,1.0,1.0,6.0,6.0,1.0,1.0,9.0,140.0
1229,1.0,136.0,1230.0,1.0,2.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,6.0,3.0,2.0,3.0,1.0,1.0,1.0,5.0,2.0,2.0,8.0,140.0
1230,1.0,136.0,1231.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,6.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,10.0,240.0
1231,1.0,136.0,1232.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,5.0,1.0,1.0,7.0,240.0
1232,1.0,136.0,1233.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,6.0,6.0,1.0,1.0,7.0,140.0
1233,1.0,136.0,1234.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,2.0,8.0,3.0,2.0,3.0,3.0,1.0,4.0,5.0,1.0,1.0,5.0,140.0
1234,1.0,136.0,1235.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,7.0,3.0,1.0,3.0,3.0,1.0,5.0,5.0,0.0,0.0,4.0,440.0
1235,1.0,136.0,1236.0,3.0,2.0,2.0,0.0,0.0,1.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,3.0,140.0
1236,1.0,136.0,1237.0,4.0,3.0,2.0,0.0,0.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0,1.0,9.0,3.0,1.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,10.0,120.0
1237,1.0,136.0,1238.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,6.0,4.0,2.0,1.0,2.0,120.0
1238,1.0,136.0,1239.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,20.0
1239,1.0,136.0,1240.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,10.0,3.0,1.0,2.0,4.0,1.0,2.0,5.0,4.0,4.0,1.0,120.0
1240,1.0,136.0,1241.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,3.0,5.0,2.0,2.0,10.0,20.0
1241,1.0,136.0,1242.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,8.0,3.0,2.0,3.0,1.0,1.0,6.0,3.0,1.0,1.0,5.0,130.0
1242,1.0,136.0,1243.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,7.0,3.0,1.0,2.0,1.0,1.0,5.0,5.0,2.0,2.0,4.0,430.0
1243,1.0,136.0,1244.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,4.0,2.0,7.0,3.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,9.0,30.0
1244,1.0,136.0,1245.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,4.0,3.0,3.0,4.0,0.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,6.0,1.0,5.0,5.0,9.0,187.0
1245,1.0,136.0,1246.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,5.0,3.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,8.0,187.0
1246,1.0,136.0,1247.0,4.0,3.0,2.0,0.0,0.0,3.0,4.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0,2.0,2.0,4.0,1.0,5.0,2.0,2.0,6.0,87.0
1247,1.0,136.0,1248.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,7.0,3.0,1.0,3.0,1.0,1.0,3.0,5.0,1.0,1.0,7.0,187.0
1248,1.0,136.0,1249.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,4.0,3.0,187.0
1249,1.0,136.0,1250.0,3.0,2.0,2.0,0.0,0.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,6.0,3.0,1.0,3.0,1.0,4.0,6.0,6.0,5.0,1.0,5.0,187.0
1250,1.0,136.0,1251.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,5.0,5.0,2.0,2.0,4.0,487.0
1251,1.0,136.0,1252.0,4.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,6.0,6.0,2.0,1.0,7.0,87.0
1252,1.0,136.0,1253.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,5.0,3.0,1.0,5.0,3.0,3.0,10.0,187.0
1253,1.0,136.0,1254.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,2.0,8.0,3.0,1.0,2.0,5.0,4.0,6.0,5.0,1.0,1.0,2.0,87.0
1254,1.0,136.0,1255.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,6.0,5.0,1.0,2.0,1.0,187.0
1255,1.0,136.0,1256.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,4.0,2.0,8.0,3.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,9.0,197.0
1256,1.0,136.0,1257.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,8.0,3.0,2.0,3.0,3.0,4.0,1.0,5.0,1.0,1.0,8.0,197.0
1257,1.0,136.0,1258.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,5.0,3.0,2.0,3.0,1.0,1.0,3.0,5.0,2.0,1.0,3.0,97.0
1258,1.0,136.0,1259.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,7.0,97.0
1259,1.0,136.0,1260.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,7.0,197.0
1260,1.0,136.0,1261.0,3.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,3.0,1.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,5.0,197.0
1261,1.0,136.0,1262.0,2.0,3.0,2.0,0.0,0.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,6.0,6.0,2.0,2.0,4.0,497.0
1262,1.0,136.0,1263.0,3.0,2.0,2.0,0.0,0.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,2.0,9.0,3.0,1.0,3.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,97.0
1263,1.0,136.0,1264.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,4.0,2.0,7.0,3.0,1.0,3.0,1.0,1.0,6.0,5.0,4.0,4.0,1.0,197.0
1264,1.0,136.0,1265.0,1.0,3.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,8.0,3.0,1.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,7.0,167.0
1265,1.0,136.0,1266.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0,1.0,1.0,9.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,8.0,167.0
1266,1.0,136.0,1267.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,3.0,5.0,5.0,1.0,3.0,4.0,2.0,7.0,3.0,2.0,4.0,4.0,2.0,3.0,5.0,1.0,1.0,10.0,267.0
1267,1.0,136.0,1268.0,4.0,3.0,2.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,6.0,5.0,2.0,1.0,7.0,67.0
1268,1.0,136.0,1269.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,3.0,3.0,1.0,3.0,4.0,2.0,5.0,3.0,1.0,2.0,1.0,1.0,2.0,5.0,4.0,1.0,9.0,67.0
1269,1.0,136.0,1270.0,3.0,3.0,2.0,0.0,0.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,0.0,4.0,3.0,1.0,6.0,67.0
1270,1.0,136.0,1271.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0,3.0,1.0,1.0,4.0,5.0,2.0,1.0,3.0,167.0
1271,1.0,136.0,1272.0,4.0,3.0,2.0,0.0,0.0,4.0,4.0,1.0,3.0,5.0,1.0,0.0,3.0,2.0,6.0,3.0,1.0,1.0,3.0,3.0,6.0,5.0,4.0,1.0,5.0,167.0
1272,1.0,136.0,1273.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,1.0,3.0,3.0,1.0,7.0,3.0,2.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,4.0,467.0
1273,1.0,136.0,1274.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,9.0,3.0,1.0,2.0,1.0,0.0,2.0,5.0,2.0,1.0,10.0,167.0
1274,1.0,136.0,1275.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,3.0,1.0,1.0,5.0,4.0,2.0,2.0,2.0,67.0
1275,1.0,136.0,1276.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,6.0,3.0,2.0,3.0,1.0,1.0,5.0,4.0,4.0,4.0,1.0,167.0
1276,1.0,136.0,1277.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,6.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,8.0,177.0
1277,1.0,136.0,1278.0,4.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0,3.0,1.0,1.0,3.0,4.0,4.0,5.0,6.0,77.0
1278,1.0,136.0,1279.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,7.0,177.0
1279,1.0,136.0,1280.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,7.0,3.0,2.0,3.0,1.0,1.0,2.0,6.0,1.0,1.0,3.0,177.0
1280,1.0,136.0,1281.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,3.0,1.0,9.0,3.0,2.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,5.0,177.0
1281,1.0,136.0,1282.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,1.0,1.0,5.0,5.0,1.0,1.0,4.0,477.0
1282,1.0,136.0,1283.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,7.0,77.0
1283,1.0,136.0,1284.0,4.0,3.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,5.0,1.0,2.0,4.0,1.0,7.0,3.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,1.0,10.0,177.0
1284,1.0,136.0,1285.0,3.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,7.0,3.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,3.0,2.0,77.0
1285,1.0,136.0,1286.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,4.0,1.0,177.0
1286,1.0,136.0,1287.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10.0,17.0
1287,1.0,136.0,1288.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,17.0
1288,1.0,136.0,1289.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,2.0,7.0,3.0,1.0,2.0,1.0,1.0,4.0,5.0,2.0,1.0,1.0,17.0
1289,1.0,136.0,1290.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,1.0,3.0,4.0,2.0,7.0,1.0,1.0,3.0,1.0,1.0,4.0,5.0,2.0,2.0,9.0,107.0
1290,1.0,136.0,1291.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,9.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,7.0,107.0
1291,1.0,136.0,1292.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,6.0,3.0,2.0,4.0,1.0,4.0,1.0,5.0,1.0,1.0,8.0,107.0
1292,1.0,136.0,1293.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,4.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,207.0
1293,1.0,136.0,1294.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,5.0,1.0,2.0,10.0,207.0
1294,1.0,136.0,1295.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,8.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,5.0,207.0
1295,1.0,136.0,1296.0,4.0,3.0,2.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,6.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,2.0,2.0,6.0,207.0
1296,1.0,136.0,1297.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,7.0,207.0
1297,1.0,136.0,1298.0,4.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,9.0,115.0
1298,1.0,136.0,1299.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,7.0,3.0,1.0,4.0,5.0,2.0,3.0,3.0,1.0,1.0,8.0,115.0
1299,1.0,136.0,1300.0,4.0,3.0,2.0,0.0,0.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10.0,215.0
1300,1.0,136.0,1301.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,6.0,3.0,2.0,3.0,1.0,4.0,4.0,5.0,2.0,2.0,5.0,215.0
1301,1.0,136.0,1302.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,7.0,3.0,1.0,3.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,215.0
1302,1.0,136.0,1303.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,2.0,9.0,3.0,1.0,3.0,1.0,1.0,6.0,5.0,2.0,5.0,7.0,215.0
1303,1.0,136.0,1304.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,5.0,2.0,1.0,9.0,15.0
1304,1.0,136.0,1305.0,3.0,3.0,2.0,0.0,0.0,2.0,1.0,2.0,3.0,4.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,5.0,3.0,2.0,6.0,15.0
1305,1.0,136.0,1306.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,10.0,3.0,2.0,3.0,1.0,1.0,6.0,6.0,1.0,1.0,7.0,115.0
1306,1.0,136.0,1307.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,5.0,5.0,2.0,2.0,3.0,115.0
1307,1.0,136.0,1308.0,3.0,3.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,6.0,3.0,1.0,2.0,1.0,1.0,3.0,5.0,2.0,1.0,5.0,115.0
1308,1.0,136.0,1309.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,415.0
1309,1.0,136.0,1310.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0,1.0,4.0,4.0,2.0,2.0,4.0,515.0
1310,1.0,136.0,1311.0,2.0,1.0,1.0,13.0,45.0,1.0,1.0,1.0,3.0,5.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,8.0,128.0
1311,1.0,136.0,1312.0,2.0,1.0,1.0,25.0,105.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,4.0,317.0
1312,1.0,136.0,1313.0,3.0,1.0,1.0,35.0,105.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,4.0,4.0,1.0,4.0,5.0,1.0,1.0,5.0,31.0
1313,1.0,136.0,1314.0,3.0,1.0,1.0,35.0,105.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,5.0,4.0,1.0,6.0,157.0
1314,1.0,136.0,1315.0,3.0,1.0,1.0,61.0,205.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,2.0,2.0,7.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,5.0,58.0
1315,1.0,136.0,1316.0,3.0,1.0,1.0,25.0,85.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,3.0,1.0,1.0,4.0,5.0,2.0,2.0,6.0,151.0
1316,1.0,136.0,1317.0,2.0,1.0,1.0,25.0,85.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,8.0,112.0
1317,1.0,136.0,1318.0,2.0,1.0,1.0,29.0,85.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0,2.0,1.0,8.0,158.0
1318,1.0,136.0,1319.0,2.0,1.0,1.0,60.0,185.0,1.0,0.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,6.0,1.0,2.0,3.0,1.0,1.0,5.0,5.0,1.0,1.0,7.0,8.0
1319,1.0,136.0,1320.0,3.0,3.0,2.0,0.0,0.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,7.0,3.0,1.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,142.0
1320,1.0,136.0,1321.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,7.0,3.0,2.0,3.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,442.0
